periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
02/2025;qtd_aprovada;"260030 AGRESTINA";5349;1166;-;1991;-;296;138;-;-;-;9;-;1180;-;-;492;13172;1004;-;-;-;-;-;177;-;-;222;-;2;17;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;25238
02/2025;qtd_aprovada;"260040 AGUA PRETA";29;-;20;6808;-;198;113;-;-;-;-;-;-;-;-;246;8912;310;-;-;-;-;120;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16882
02/2025;qtd_aprovada;"260050 AGUAS BELAS";139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;760
02/2025;qtd_aprovada;"260060 ALAGOINHA";-;-;492;-;-;-;-;-;-;-;-;-;-;-;-;-;4658;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5170
02/2025;qtd_aprovada;"260070 ALIANCA";9342;30;-;6521;-;335;3;-;-;-;-;-;128;-;-;634;8888;55;-;-;-;-;291;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;39;-;-;340;-;-;-;-;-;26718
02/2025;qtd_aprovada;"260080 ALTINHO";1105;3459;-;2119;-;-;-;-;-;-;-;-;38;-;-;367;7842;505;-;-;-;-;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15591
02/2025;qtd_aprovada;"260090 AMARAJI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600
02/2025;qtd_aprovada;"260100 ANGELIM";478;-;-;30;-;-;14;-;-;-;-;-;5;-;-;762;10917;-;-;-;-;-;152;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12519
02/2025;qtd_aprovada;"260105 ARACOIABA";4863;55;461;7071;-;270;164;-;-;-;-;-;60;-;-;65;5325;960;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;74;-;-;-;-;-;19445
02/2025;qtd_aprovada;"260110 ARARIPINA";-;-;-;14297;-;1073;-;18;72;-;-;-;536;-;-;-;4860;560;-;-;2067;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;23622
02/2025;qtd_aprovada;"260120 ARCOVERDE";381;1658;152;22283;1077;2798;635;1035;177;-;87;-;3231;-;-;1094;66408;2011;182;649;3837;30;202;220;-;-;120;-;2;-;-;2;-;32;-;1;2;-;19;-;-;-;70;-;-;-;-;-;-;-;90;85;-;111;-;-;-;-;-;108681
02/2025;qtd_aprovada;"260130 BARRA DE GUABIRABA";2870;6;10;-;-;-;83;-;-;-;-;-;45;-;-;713;7171;1315;-;-;-;-;20;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;12312
02/2025;qtd_aprovada;"260140 BARREIROS";7674;-;-;12073;-;284;39;-;-;-;1;-;155;-;-;161;6639;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;1333;-;-;-;-;-;28795
02/2025;qtd_aprovada;"260150 BELEM DE MARIA";3526;13;139;-;-;-;31;-;-;-;-;-;-;-;-;405;8497;304;-;-;-;-;1153;-;-;-;989;-;-;-;-;-;-;-;-;-;-;-;1024;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16081
02/2025;qtd_aprovada;"260160 BELEM DO SAO FRANCISCO";-;-;-;1745;-;-;-;-;-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;289;-;-;-;-;-;2206
02/2025;qtd_aprovada;"260170 BELO JARDIM";27706;184;2379;19475;75;1866;814;-;-;-;72;-;1038;-;-;1645;39264;1052;-;-;-;-;1058;-;-;-;98;-;-;-;-;9;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2477;-;-;-;-;-;99247
02/2025;qtd_aprovada;"260180 BETANIA";-;23;-;3199;-;-;50;-;-;-;-;-;-;-;-;159;3490;-;-;-;-;-;100;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;2106;-;-;-;-;-;9206
02/2025;qtd_aprovada;"260190 BEZERROS";500;92;193;8949;-;1029;440;-;-;-;-;-;1068;-;-;1141;43350;425;16;-;-;-;690;-;-;-;114;-;8;-;-;-;-;-;-;-;-;-;204;-;-;-;-;-;-;-;-;-;-;-;26;-;-;430;-;-;-;-;-;58675
02/2025;qtd_aprovada;"260200 BODOCO";-;93;21;8635;117;622;134;-;-;-;28;-;240;-;-;1990;17610;403;2;-;-;-;-;-;-;-;57;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;10000;-;-;-;-;-;39981
02/2025;qtd_aprovada;"260210 BOM CONSELHO";4523;47;2591;2566;-;493;231;-;-;-;-;-;371;-;-;-;13022;-;3;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;23881
02/2025;qtd_aprovada;"260220 BOM JARDIM";343;-;-;-;-;-;182;-;-;-;-;-;584;-;-;6419;29016;539;212;-;-;-;33;23;-;-;497;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;25;-;-;707;-;-;-;-;-;38602
02/2025;qtd_aprovada;"260230 BONITO";4830;78;306;3229;-;552;-;-;-;-;-;-;113;-;-;856;21423;-;-;-;-;-;68;-;-;-;45;-;5;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;86;-;-;582;-;-;-;-;-;32225
02/2025;qtd_aprovada;"260240 BREJAO";296;288;12;3;-;-;135;-;-;-;-;-;112;-;-;160;6634;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;95;-;-;231;-;-;-;-;-;7995
02/2025;qtd_aprovada;"260250 BREJINHO";-;22;-;1749;-;107;159;-;-;-;-;-;96;-;-;-;3847;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;382;-;-;-;-;-;6440
02/2025;qtd_aprovada;"260260 BREJO DA MADRE DE DEUS";10163;10753;34;4235;-;772;45;-;-;-;-;-;266;-;-;1113;50204;857;39;-;-;1;497;-;-;-;24;-;49;-;2;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;747;-;-;-;-;-;79848
02/2025;qtd_aprovada;"260270 BUENOS AIRES";96;59;-;1983;-;-;-;-;-;-;-;-;48;-;-;262;3934;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;41;-;-;-;-;-;6555
02/2025;qtd_aprovada;"260280 BUIQUE";-;136;287;3820;-;928;182;-;-;-;-;-;169;-;-;1042;14803;448;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1262;-;-;-;-;-;23102
02/2025;qtd_aprovada;"260290 CABO DE SANTO AGOSTINHO";2752;108;582;103311;1038;2889;630;317;-;-;4;2;1757;-;-;88;98380;5936;174;-;4230;-;1771;-;-;-;605;-;13;-;1;-;25;7;-;-;-;-;255;-;-;-;43;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;224963
02/2025;qtd_aprovada;"260300 CABROBO";-;-;-;2315;-;479;291;91;-;-;-;-;-;-;-;6;1152;232;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;1161;-;-;-;-;-;5790
02/2025;qtd_aprovada;"260310 CACHOEIRINHA";5444;953;17;3552;-;461;60;-;-;-;-;-;123;-;-;989;27978;716;-;-;-;-;249;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;40907
02/2025;qtd_aprovada;"260320 CAETES";52;123;31;4231;-;-;205;-;-;-;-;-;-;-;-;237;1639;405;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6959
02/2025;qtd_aprovada;"260330 CALCADO";-;23;386;2519;-;-;-;-;-;-;-;-;1;-;-;129;2691;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5904
02/2025;qtd_aprovada;"260340 CALUMBI";-;-;-;-;-;22;43;-;-;-;-;-;-;-;-;-;1289;-;-;-;-;-;18;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;48;-;-;148;-;-;-;-;-;1733
02/2025;qtd_aprovada;"260345 CAMARAGIBE";226;380;918;75082;526;1836;2241;-;-;-;38;-;3994;-;-;3515;109005;661;447;-;-;-;416;46;-;-;185;-;9;-;-;-;-;2;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;199652
02/2025;qtd_aprovada;"260350 CAMOCIM DE SAO FELIX";4598;98;-;583;-;59;110;-;-;-;-;-;39;-;-;224;10217;365;9;-;-;-;-;96;-;-;109;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4709;-;-;-;-;-;21217
02/2025;qtd_aprovada;"260360 CAMUTANGA";-;17;-;1072;-;-;36;-;-;-;-;-;-;-;-;261;4331;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5720
02/2025;qtd_aprovada;"260370 CANHOTINHO";151;151;16;6008;-;371;193;-;-;-;-;-;120;-;-;130;4607;180;-;-;-;-;430;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;12507
02/2025;qtd_aprovada;"260380 CAPOEIRAS";-;215;79;760;-;867;99;-;-;-;-;-;-;-;-;1404;12863;521;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;16885
02/2025;qtd_aprovada;"260390 CARNAIBA";-;-;118;8152;-;807;103;-;-;-;-;-;105;-;-;243;11602;233;-;-;-;-;-;15;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2073;-;-;-;-;-;23567
02/2025;qtd_aprovada;"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;44;-;-;-;52;-;14;-;-;433;2782;-;-;-;-;-;-;-;-;-;55;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;3495
02/2025;qtd_aprovada;"260400 CARPINA";926;-;13;32455;172;1439;1024;180;482;-;117;-;485;-;-;1262;30833;-;-;-;7521;-;-;-;26;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;77149
02/2025;qtd_aprovada;"260410 CARUARU";61148;873;4778;111162;3017;8443;3952;3242;911;-;604;1;14353;32;309;6842;258215;4415;4038;2229;9265;67;693;710;-;-;1077;-;58;323;-;3;18;12;-;-;-;-;88;-;-;90;51;-;-;-;-;-;-;-;3058;88;-;242;-;-;-;-;-;504407
02/2025;qtd_aprovada;"260415 CASINHAS";-;14;11;8934;160;-;195;-;-;-;-;-;69;-;-;414;5613;281;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;408;-;-;-;-;-;16099
02/2025;qtd_aprovada;"260420 CATENDE";-;-;15;9463;-;-;211;-;-;-;-;-;499;-;-;2949;31713;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;45076
02/2025;qtd_aprovada;"260430 CEDRO";-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;490;2997;175;-;-;-;-;-;-;-;-;76;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3866
02/2025;qtd_aprovada;"260440 CHA DE ALEGRIA";-;15;-;-;-;-;97;-;-;-;-;-;18;-;-;760;7008;357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8255
02/2025;qtd_aprovada;"260450 CHA GRANDE";755;73;-;3129;78;1618;108;-;-;-;-;-;176;-;-;1002;7069;483;5;-;-;3;409;-;-;-;103;-;11;-;2;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;50;-;-;1206;-;-;-;-;-;16389
02/2025;qtd_aprovada;"260460 CONDADO";620;-;-;-;-;38;-;-;-;-;-;-;103;-;-;411;11529;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;535;-;-;-;-;-;13277
02/2025;qtd_aprovada;"260470 CORRENTES";-;-;-;-;-;-;118;-;-;-;9;-;120;-;-;20;6317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6584
02/2025;qtd_aprovada;"260480 CORTES";-;13;1;797;-;90;77;-;-;-;-;-;60;-;12;15;5364;-;-;-;-;-;-;-;-;-;16;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;97;-;-;-;-;-;6565
02/2025;qtd_aprovada;"260490 CUMARU";198;-;-;-;-;168;94;-;-;-;-;-;-;-;-;385;5230;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;6352
02/2025;qtd_aprovada;"260500 CUPIRA";5764;111;353;1601;-;461;130;-;-;-;-;-;12;-;-;695;12481;2896;-;-;-;-;248;1043;-;-;11;-;2;-;4;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;25959
02/2025;qtd_aprovada;"260510 CUSTODIA";10275;109;3;3979;-;811;67;-;-;-;-;-;96;-;14;241;10394;2959;22;-;-;-;436;-;-;-;66;-;2;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;72;-;-;5139;-;-;-;-;-;34850
02/2025;qtd_aprovada;"260515 DORMENTES";2068;2;11;7686;-;253;252;5;1;-;-;-;182;-;-;762;9594;-;22;-;-;-;-;-;-;-;330;-;9;-;-;-;9;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;40;-;-;4043;-;-;-;-;-;25315
02/2025;qtd_aprovada;"260520 ESCADA";134;37;68;6934;18;620;799;-;-;-;47;-;3633;-;-;1419;22827;1561;-;-;-;-;54;-;-;-;33;-;39;-;-;-;2;-;-;-;-;3;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1344;-;-;-;-;-;39593
02/2025;qtd_aprovada;"260530 EXU";100;-;40;3574;160;571;143;-;-;-;-;-;110;-;-;202;8826;87;-;-;-;-;174;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;14172
02/2025;qtd_aprovada;"260540 FEIRA NOVA";21;41;-;5259;-;457;65;-;-;-;-;-;5;-;-;-;6601;42;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;12634
02/2025;qtd_aprovada;"260545 FERNANDO DE NORONHA";-;-;689;2355;-;359;139;-;-;-;-;-;52;-;-;241;4600;113;-;-;-;-;34;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;354;-;-;-;-;-;8937
02/2025;qtd_aprovada;"260550 FERREIROS";-;-;12;-;-;-;-;-;-;-;-;-;62;-;-;120;6513;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;192;-;-;-;-;-;6969
02/2025;qtd_aprovada;"260560 FLORES";-;-;-;546;-;468;162;-;-;-;-;-;110;-;-;492;6597;160;-;-;-;-;-;-;-;-;222;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7098;-;-;-;-;-;15883
02/2025;qtd_aprovada;"260570 FLORESTA";-;272;25;6241;69;861;184;-;-;-;-;-;159;-;-;1245;5114;422;23;-;-;-;12;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3672;-;-;-;-;-;18312
02/2025;qtd_aprovada;"260580 FREI MIGUELINHO";87;79;-;5561;32;-;44;-;-;-;-;-;-;-;-;21;5437;494;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11804
02/2025;qtd_aprovada;"260590 GAMELEIRA";5320;15;-;-;-;-;-;-;-;-;-;-;50;-;-;589;5835;719;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;12634
02/2025;qtd_aprovada;"260600 GARANHUNS";954;81;329;78284;2014;2391;6475;291;322;-;581;-;60460;-;-;2742;87173;8855;13261;374;3859;-;1297;41;-;-;690;-;68;2441;320;10;38;44;-;-;-;-;237;-;-;101;20;-;-;-;2;-;-;-;42;29;-;-;-;-;-;-;-;273826
02/2025;qtd_aprovada;"260610 GLORIA DO GOITA";-;10;14;-;-;-;-;-;-;-;-;-;-;-;-;818;10599;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11636
02/2025;qtd_aprovada;"260620 GOIANA";184;286;1180;64629;1167;2073;624;138;172;-;-;-;743;-;426;837;27127;7553;19;-;-;-;500;-;-;-;369;-;3;-;-;1;-;1;-;-;-;-;267;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108299
02/2025;qtd_aprovada;"260630 GRANITO";-;34;-;-;-;71;95;-;-;-;-;-;10;-;-;255;3427;-;-;-;-;-;-;-;-;-;36;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;4733
02/2025;qtd_aprovada;"260640 GRAVATA";3584;19;249;16226;-;1738;470;109;-;-;-;-;527;-;13;2064;37278;476;104;-;-;-;379;-;-;-;54;-;20;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;85;-;-;1609;-;-;-;-;-;65030
02/2025;qtd_aprovada;"260650 IATI";3110;45;-;-;-;99;348;-;-;-;21;-;70;-;-;688;7344;339;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;12182
02/2025;qtd_aprovada;"260660 IBIMIRIM";3688;36;-;113;-;54;-;-;-;-;-;-;-;-;-;1052;8329;349;-;-;-;-;346;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;14093
02/2025;qtd_aprovada;"260670 IBIRAJUBA";1304;4;-;-;-;-;-;-;-;-;-;-;-;-;-;18;2845;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4437
02/2025;qtd_aprovada;"260680 IGARASSU";2087;80;3301;45947;263;6027;164;-;-;-;-;-;468;-;-;3681;63324;2274;134;-;-;-;149;-;-;-;400;-;11;-;-;-;5;-;-;-;-;9;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128379
02/2025;qtd_aprovada;"260690 IGUARACY";-;34;-;416;-;83;42;-;-;-;-;-;36;-;-;131;1811;33;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3921;-;-;-;-;-;6537
02/2025;qtd_aprovada;"260700 INAJA";30;37;-;2175;-;248;82;-;-;-;-;-;165;-;-;120;6640;-;-;-;-;-;-;-;-;-;5;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9508
02/2025;qtd_aprovada;"260710 INGAZEIRA";109;122;22;666;-;10;58;-;-;-;-;-;153;-;-;143;3784;192;1;-;-;-;-;-;-;-;234;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;21;-;-;3264;-;-;-;-;-;8781
02/2025;qtd_aprovada;"260720 IPOJUCA";421;249;2932;67843;216;2502;1527;-;-;-;45;-;1068;-;1;5285;122304;814;42;-;-;-;1302;-;-;-;255;-;153;-;-;-;-;-;-;-;-;-;304;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;207267
02/2025;qtd_aprovada;"260730 IPUBI";-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5022;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;5145
02/2025;qtd_aprovada;"260740 ITACURUBA";1480;18;-;437;-;-;-;-;-;-;-;-;-;-;-;76;786;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2797
02/2025;qtd_aprovada;"260750 ITAIBA";-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;327;8101;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8507
02/2025;qtd_aprovada;"260760 ILHA DE ITAMARACA";4137;269;-;-;-;-;-;-;-;-;-;-;88;-;-;690;8036;347;-;-;-;-;-;-;-;-;32;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13602
02/2025;qtd_aprovada;"260765 ITAMBE";-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;688;11484;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12450
02/2025;qtd_aprovada;"260770 ITAPETIM";32;17;-;2597;-;430;190;-;-;-;-;-;132;-;-;27;3148;460;-;-;-;-;14;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2418;-;-;-;-;-;9546
02/2025;qtd_aprovada;"260775 ITAPISSUMA";11;105;-;13770;-;292;512;-;-;-;-;-;255;-;-;807;8231;980;-;-;-;-;642;-;-;-;34;-;23;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;25742
02/2025;qtd_aprovada;"260780 ITAQUITINGA";-;-;-;-;-;-;31;-;-;-;-;-;74;-;-;281;11223;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;11699
