periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
02/2024;qtd_aprovada;"251590 SERRARIA";27;40;137;1581;-;50;46;-;-;-;-;-;50;-;-;369;3265;94;-;-;-;-;-;-;-;-;54;-;5;-;3;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5724
02/2024;qtd_aprovada;"251593 SERTAOZINHO";-;-;4;-;-;-;67;-;-;-;-;-;-;-;-;44;69;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;387
02/2024;qtd_aprovada;"251597 SOBRADO";-;29;-;-;-;-;46;-;-;-;-;-;56;-;-;32;863;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;1180
02/2024;qtd_aprovada;"251600 SOLANEA";-;-;-;2169;120;270;416;-;-;-;75;-;260;-;-;444;3153;4;-;-;-;-;-;-;-;-;42;-;1;405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7359
02/2024;qtd_aprovada;"251610 SOLEDADE";20;-;12;2184;-;-;-;-;-;-;-;-;91;-;-;69;2142;332;11;-;-;-;167;-;-;-;53;-;10;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;5168
02/2024;qtd_aprovada;"251615 SOSSEGO";-;14;-;994;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1009
02/2024;qtd_aprovada;"251620 SOUSA";45;114;-;33251;257;1404;411;36;-;-;60;-;1439;375;-;323;45631;1213;561;-;1582;464;994;-;-;-;196;-;7;-;14;-;-;-;-;-;-;-;239;-;-;12;-;-;-;-;-;-;116;27;-;-;88771
02/2024;qtd_aprovada;"251630 SUME";57;53;18;3636;101;479;-;-;-;-;-;-;88;-;-;185;8695;357;-;-;-;-;260;-;-;-;33;-;3;30;3;-;-;-;-;-;-;-;223;-;-;-;-;-;-;-;-;-;1;-;-;468;14690
02/2024;qtd_aprovada;"251640 TACIMA";21;24;1856;1597;-;-;-;-;-;-;-;-;74;-;-;178;273;-;-;-;-;-;232;-;-;-;8;-;16;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;-;20;-;-;-;4498
02/2024;qtd_aprovada;"251650 TAPEROA";44;43;-;3782;-;543;-;-;-;-;-;-;180;-;-;37;3579;370;-;-;-;-;293;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;-;-;9025
02/2024;qtd_aprovada;"251660 TAVARES";714;47;-;2280;-;-;90;-;-;-;-;-;89;-;-;51;5760;-;-;-;-;-;-;-;-;-;142;-;37;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;43;-;-;-;9273
02/2024;qtd_aprovada;"251670 TEIXEIRA";4;50;198;40;-;-;44;-;-;-;-;-;65;-;-;170;6120;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;30;-;-;-;6862
02/2024;qtd_aprovada;"251675 TENORIO";67;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;152;-;-;-;22;-;22;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;501
02/2024;qtd_aprovada;"251680 TRIUNFO";-;96;-;1637;-;30;-;-;-;-;-;-;-;-;-;8;3747;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;46;-;-;-;5701
02/2024;qtd_aprovada;"251690 UIRAUNA";1;120;7;2754;13;-;-;-;-;-;-;-;-;-;-;51;1400;102;-;-;-;-;107;-;-;-;32;-;2;-;3;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;58;-;-;-;4733
02/2024;qtd_aprovada;"251700 UMBUZEIRO";89;-;7;2334;-;-;-;-;-;-;-;-;54;-;-;648;6536;296;-;-;-;-;327;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;177;-;-;-;-;-;-;-;-;-;38;-;-;125;10708
02/2024;qtd_aprovada;"251710 VARZEA";-;10;-;1236;-;-;38;-;-;-;-;-;-;-;-;22;643;182;-;-;-;-;28;-;4;-;73;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2237
02/2024;qtd_aprovada;"251720 VIEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
02/2024;qtd_aprovada;"251740 ZABELE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188
02/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"260005 ABREU E LIMA";33;91;-;45458;-;394;534;-;-;-;17;-;177;-;-;818;6642;2565;-;-;-;-;-;-;-;-;82;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56823
02/2024;qtd_aprovada;"260010 AFOGADOS DA INGAZEIRA";78;-;103;20896;1251;1458;731;45;60;-;164;-;3003;-;-;445;21778;1467;29;-;-;-;8;-;424;-;13;-;14;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;12381;64469
02/2024;qtd_aprovada;"260020 AFRANIO";48;-;1;8067;-;455;220;20;62;-;-;-;75;-;41;252;8527;-;-;-;-;-;66;-;-;-;40;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;335;18261
02/2024;qtd_aprovada;"260030 AGRESTINA";4126;773;-;2976;-;235;153;-;-;-;11;-;805;-;-;295;12189;1006;-;-;-;-;-;-;277;-;294;-;2;14;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;67;-;-;-;23234
02/2024;qtd_aprovada;"260040 AGUA PRETA";4;37;-;-;-;-;-;-;-;-;-;-;-;-;-;243;15090;199;-;-;-;-;81;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15752
02/2024;qtd_aprovada;"260050 AGUAS BELAS";590;490;53;4173;-;-;216;-;-;-;-;-;44;-;-;2122;7091;-;-;-;-;-;372;-;-;-;212;-;14;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;15539
02/2024;qtd_aprovada;"260060 ALAGOINHA";-;-;477;-;-;-;-;-;-;-;-;-;-;-;-;-;1019;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1496
02/2024;qtd_aprovada;"260070 ALIANCA";10127;40;32;5143;-;282;-;-;-;-;-;-;-;-;-;524;6433;-;-;-;-;-;253;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;50;-;-;251;23265
02/2024;qtd_aprovada;"260080 ALTINHO";1020;2449;-;3285;-;576;38;-;-;-;-;-;81;-;-;442;8053;544;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16683
02/2024;qtd_aprovada;"260090 AMARAJI";588;-;-;1359;-;-;51;-;-;-;-;-;27;-;-;-;11949;167;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;657;14987
02/2024;qtd_aprovada;"260100 ANGELIM";247;-;-;2403;-;-;-;-;-;-;-;-;23;-;-;406;7653;-;-;-;-;-;172;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;11018
02/2024;qtd_aprovada;"260105 ARACOIABA";657;-;-;5835;-;160;104;-;-;-;-;-;103;-;-;732;19534;178;-;-;-;-;79;-;-;-;23;-;3;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;34;-;-;310;27758
02/2024;qtd_aprovada;"260110 ARARIPINA";-;-;-;17794;199;755;453;-;-;-;-;-;-;-;-;56;7795;1894;-;-;1906;-;45;-;-;-;129;-;1;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;45;25;-;30778;61890
02/2024;qtd_aprovada;"260120 ARCOVERDE";823;339;332;20897;1332;2504;614;249;225;-;90;-;2432;-;-;1418;66512;2016;143;776;3483;29;1453;-;165;-;313;-;45;-;-;2;6;6;-;-;2;-;323;-;-;38;-;-;-;-;-;-;169;39;-;198;106973
02/2024;qtd_aprovada;"260130 BARRA DE GUABIRABA";4506;101;7;-;-;-;123;-;-;-;-;-;173;-;-;359;6965;422;-;-;-;-;19;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;25;-;-;105;12836
02/2024;qtd_aprovada;"260140 BARREIROS";5266;52;-;9629;-;231;58;-;-;-;37;-;129;-;-;341;5653;360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;1324;23136
02/2024;qtd_aprovada;"260150 BELEM DE MARIA";3512;18;187;-;43;-;70;-;-;-;-;-;-;-;-;462;9381;293;-;-;-;-;1176;-;-;-;457;-;-;-;-;-;-;-;-;-;-;-;1031;-;-;-;-;-;-;-;-;-;-;-;-;65;16695
02/2024;qtd_aprovada;"260160 BELEM DO SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1567;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1567
02/2024;qtd_aprovada;"260170 BELO JARDIM";23013;137;2033;16369;388;1598;309;-;-;-;-;-;809;-;-;1595;34518;1271;-;-;-;-;1256;-;-;-;157;-;14;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;1984;85535
02/2024;qtd_aprovada;"260180 BETANIA";-;-;-;1055;-;-;-;-;-;-;-;-;-;-;-;-;1575;-;-;-;-;-;100;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;2808
02/2024;qtd_aprovada;"260190 BEZERROS";1094;69;227;8434;-;1060;312;-;-;-;-;-;1030;-;66;1236;49209;296;18;-;-;-;668;-;-;-;180;-;1;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;58;-;-;363;64414
02/2024;qtd_aprovada;"260200 BODOCO";-;114;35;7455;193;588;63;-;-;-;-;-;196;-;-;2479;22738;207;-;-;-;-;-;-;-;-;83;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;4200;38469
02/2024;qtd_aprovada;"260210 BOM CONSELHO";-;1466;2305;19824;-;562;550;-;-;-;-;-;-;-;-;1673;38838;-;-;-;-;-;-;-;-;-;401;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;65636
02/2024;qtd_aprovada;"260220 BOM JARDIM";36;45;-;1761;-;-;151;-;-;-;-;-;-;-;-;4188;22426;2116;-;-;-;-;419;-;251;-;622;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;441;32478
02/2024;qtd_aprovada;"260230 BONITO";6605;176;93;1235;-;73;-;-;-;-;-;-;119;-;-;904;22320;210;-;-;-;-;18;-;35;-;79;-;71;-;-;1;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;456;32408
02/2024;qtd_aprovada;"260240 BREJAO";1356;362;19;-;-;-;123;-;-;-;-;-;35;-;-;506;8063;192;-;-;-;-;1;-;11;-;13;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;191;10882
02/2024;qtd_aprovada;"260250 BREJINHO";-;5;-;2296;-;90;70;-;-;-;-;-;71;-;-;-;4046;123;-;-;-;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;1184;8044
02/2024;qtd_aprovada;"260260 BREJO DA MADRE DE DEUS";9814;10201;76;4918;-;746;-;-;-;-;-;-;59;-;1;848;22438;759;6;-;-;-;497;-;-;-;6;-;35;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;2;-;-;272;50724
02/2024;qtd_aprovada;"260270 BUENOS AIRES";-;20;-;1476;-;-;-;-;-;-;-;-;-;-;-;143;3808;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;43;5717
02/2024;qtd_aprovada;"260280 BUIQUE";8;112;205;1928;-;703;34;-;-;-;-;-;223;-;-;738;14183;607;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1568;20335
02/2024;qtd_aprovada;"260290 CABO DE SANTO AGOSTINHO";2978;48;891;123471;1031;5790;2936;137;128;-;19;-;6011;-;-;150;127006;5213;147;-;4137;-;1889;-;-;-;810;-;10;104;1;-;71;4;-;-;-;-;210;-;-;44;-;-;-;-;-;-;32;36;-;-;283304
02/2024;qtd_aprovada;"260300 CABROBO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;222;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287
02/2024;qtd_aprovada;"260310 CACHOEIRINHA";2929;532;10;1930;-;336;41;-;-;-;2;-;181;-;-;500;10343;237;-;-;-;-;281;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;33;-;-;295;17735
02/2024;qtd_aprovada;"260320 CAETES";199;135;770;5948;-;37;274;-;-;-;-;-;76;-;-;114;4479;341;-;-;-;-;290;-;24;-;80;-;16;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;12832
02/2024;qtd_aprovada;"260330 CALCADO";8;1516;-;9351;-;-;-;-;-;-;-;-;27;-;-;-;1071;-;-;-;-;-;-;-;245;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12220
02/2024;qtd_aprovada;"260340 CALUMBI";-;-;-;1684;-;-;26;-;-;-;-;-;-;-;6;-;1777;92;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;3723
02/2024;qtd_aprovada;"260345 CAMARAGIBE";249;623;857;91761;483;897;1875;-;-;-;63;-;2670;-;-;2121;55561;653;206;-;-;-;441;-;43;-;93;-;5;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;158730
02/2024;qtd_aprovada;"260350 CAMOCIM DE SAO FELIX";3763;80;15;612;-;-;51;-;-;-;-;-;74;-;-;386;13777;206;-;-;-;-;-;-;63;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19030
02/2024;qtd_aprovada;"260360 CAMUTANGA";4;55;-;2003;-;-;234;-;-;-;-;-;-;-;-;545;10071;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;852;13795
02/2024;qtd_aprovada;"260370 CANHOTINHO";144;111;-;-;-;309;-;-;-;-;-;-;43;-;-;319;3743;299;-;-;-;-;581;-;-;-;74;-;1;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;23;-;-;-;5783
02/2024;qtd_aprovada;"260380 CAPOEIRAS";-;218;367;5060;-;-;102;-;-;-;-;-;35;-;-;830;10626;341;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;17671
02/2024;qtd_aprovada;"260390 CARNAIBA";79;134;28;7077;-;380;-;-;-;-;-;-;161;-;-;152;13903;27;-;-;-;-;48;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;5151;27233
02/2024;qtd_aprovada;"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;84;-;-;-;48;-;14;-;-;520;3532;168;-;-;-;-;-;-;-;-;44;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1005;5442
02/2024;qtd_aprovada;"260400 CARPINA";1463;80;31;25419;379;2233;454;93;160;-;129;-;773;-;-;2195;40772;1166;-;-;8059;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;28;101;-;544;84187
02/2024;qtd_aprovada;"260410 CARUARU";38113;973;4653;116714;2559;6864;4873;2281;829;88;392;1;13460;69;1568;5568;274865;4907;3511;1988;9073;67;379;-;990;-;835;-;113;412;-;17;17;5;2;-;-;-;98;-;176;64;-;-;-;-;-;-;134;76;-;254;496988
02/2024;qtd_aprovada;"260415 CASINHAS";-;12;13;6733;62;-;186;-;-;-;-;-;99;-;-;259;3871;707;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;517;12508
02/2024;qtd_aprovada;"260420 CATENDE";2;54;23;9570;-;-;57;-;-;-;-;-;20;-;-;901;17414;14;-;-;-;-;7;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28071
02/2024;qtd_aprovada;"260430 CEDRO";-;-;-;900;-;-;25;-;-;-;-;-;-;-;-;273;2154;191;-;-;-;-;40;-;-;-;25;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;2146;5783
02/2024;qtd_aprovada;"260440 CHA DE ALEGRIA";-;13;-;69;-;-;64;-;-;-;-;-;-;-;-;343;4985;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;83;5901
02/2024;qtd_aprovada;"260450 CHA GRANDE";928;64;-;7;97;1583;106;-;-;-;-;-;279;-;-;964;9569;396;11;-;-;-;300;-;-;-;87;-;16;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;50;-;-;1076;15607
02/2024;qtd_aprovada;"260460 CONDADO";-;28;-;-;-;26;-;-;-;-;-;-;-;-;-;-;8220;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;1849;10281
02/2024;qtd_aprovada;"260470 CORRENTES";185;-;-;-;-;-;10;-;-;-;19;-;-;-;-;107;5754;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075
02/2024;qtd_aprovada;"260480 CORTES";-;30;-;114;-;95;71;-;-;-;-;-;52;-;-;34;2981;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;155;3560
02/2024;qtd_aprovada;"260490 CUMARU";8;28;-;-;-;250;58;-;-;-;-;-;-;-;-;348;5562;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237;6546
02/2024;qtd_aprovada;"260500 CUPIRA";6856;190;506;2510;-;496;191;-;-;-;-;-;20;-;-;655;14416;1484;-;-;-;-;111;-;960;-;19;-;-;-;2;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;28460
02/2024;qtd_aprovada;"260510 CUSTODIA";8432;54;6;2220;-;574;179;-;-;-;10;-;72;-;6;228;12663;2863;92;-;-;-;507;-;-;-;82;-;45;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;54;-;-;3818;32037
02/2024;qtd_aprovada;"260515 DORMENTES";-;-;18;5719;-;108;225;4;17;-;-;-;242;-;-;946;9122;-;4;-;-;-;-;-;-;-;441;-;18;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;36;-;-;2896;19869
02/2024;qtd_aprovada;"260520 ESCADA";62;115;55;5934;684;1768;611;-;-;-;-;-;3326;-;-;526;12866;1718;-;-;-;-;80;-;-;-;-;-;8;-;-;-;2;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;522;28294
02/2024;qtd_aprovada;"260530 EXU";20;-;-;1997;155;695;185;-;-;-;-;-;71;-;-;-;7078;80;-;-;-;-;211;-;-;-;184;-;8;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;10806
02/2024;qtd_aprovada;"260540 FEIRA NOVA";-;68;-;4100;-;224;-;-;-;-;-;-;-;-;-;-;7627;132;-;-;-;-;50;-;-;-;70;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;12331
02/2024;qtd_aprovada;"260545 FERNANDO DE NORONHA";-;26;218;2134;-;281;100;-;-;-;-;-;28;-;-;186;4940;84;-;-;-;-;42;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;8274
02/2024;qtd_aprovada;"260550 FERREIROS";-;-;9;-;-;-;-;-;-;-;-;-;24;-;-;195;5570;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;216;6072
02/2024;qtd_aprovada;"260560 FLORES";-;-;-;164;-;237;172;-;-;-;-;-;82;-;-;297;5535;48;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;2140;8862
02/2024;qtd_aprovada;"260570 FLORESTA";-;25;29;4242;-;631;109;-;-;-;-;-;141;-;-;38;3935;319;-;-;-;-;160;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;9746
02/2024;qtd_aprovada;"260580 FREI MIGUELINHO";24;273;-;-;35;-;46;-;-;-;-;-;20;-;-;66;5559;114;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6153
02/2024;qtd_aprovada;"260590 GAMELEIRA";4016;52;-;2345;-;-;49;-;-;-;-;-;8;-;-;849;8819;1010;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;199;17508
02/2024;qtd_aprovada;"260600 GARANHUNS";588;75;395;66919;1452;2021;4231;451;104;-;311;-;50346;-;-;3468;144987;6718;12570;271;4278;-;1230;-;32;-;529;-;5;2727;-;-;28;23;-;-;-;-;247;-;33;28;-;-;-;-;-;-;45;45;-;-;304157
02/2024;qtd_aprovada;"260610 GLORIA DO GOITA";-;91;20;-;-;-;-;-;-;-;-;-;-;-;-;1033;15895;1285;19;-;-;-;-;-;15;-;16;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169;18549
02/2024;qtd_aprovada;"260620 GOIANA";1180;462;955;4381;423;1011;245;-;-;-;36;-;99;-;34;1544;45192;2819;103;-;-;-;3993;-;-;-;675;-;2;68;-;1;1;-;-;-;-;-;1004;-;-;-;-;-;-;-;-;-;98;-;-;2104;66430
02/2024;qtd_aprovada;"260630 GRANITO";-;17;-;260;-;91;110;-;-;-;-;-;25;-;-;526;4260;-;-;-;-;-;-;-;-;-;38;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;848;6210
02/2024;qtd_aprovada;"260640 GRAVATA";5671;134;498;20115;-;1835;111;-;-;-;-;-;337;-;-;2112;35647;847;14;-;-;-;430;-;-;-;84;-;15;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;54;-;-;886;68900
02/2024;qtd_aprovada;"260650 IATI";5250;5;22;1313;-;29;155;-;-;-;51;-;42;-;-;491;5428;130;-;-;-;-;311;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;318;13647
02/2024;qtd_aprovada;"260660 IBIMIRIM";3302;40;-;298;-;30;170;-;-;-;-;-;-;-;-;169;3875;310;-;-;-;-;223;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;47;-;-;-;8537
02/2024;qtd_aprovada;"260670 IBIRAJUBA";1170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;1860;142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;24;3224
