periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
08/2025;qtd_aprovada;"292050 MARACAS";60;59;-;-;-;434;225;-;-;-;-;-;9;-;-;-;1187;230;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;2315
08/2025;qtd_aprovada;"292060 MARAGOGIPE";1;109;-;-;-;-;26;-;-;-;-;-;245;-;-;1429;15549;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3338;-;-;-;-;-;20757
08/2025;qtd_aprovada;"292070 MARAU";-;108;-;3289;-;-;-;-;-;-;-;-;-;-;-;4;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;214;-;-;-;-;-;3644
08/2025;qtd_aprovada;"292080 MARCIONILIO SOUZA";-;48;-;659;-;28;-;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;369;-;-;-;-;-;1489
08/2025;qtd_aprovada;"292090 MASCOTE";1;14;-;-;5;-;-;-;-;-;-;-;-;-;-;-;543;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;800
08/2025;qtd_aprovada;"292100 MATA DE SAO JOAO";70;179;11;21211;-;1144;1118;185;-;-;33;-;234;-;-;782;15519;-;-;-;-;-;460;6;-;-;36;-;9;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;41146
08/2025;qtd_aprovada;"292105 MATINA";-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;33;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;319
08/2025;qtd_aprovada;"292110 MEDEIROS NETO";17;178;1;2368;-;433;19;-;-;-;24;-;133;-;-;51;5210;262;31;-;-;-;44;-;-;-;38;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;440;-;-;-;-;-;9256
08/2025;qtd_aprovada;"292120 MIGUEL CALMON";27;177;-;9641;-;570;253;-;-;-;48;-;268;-;-;-;6043;1410;-;-;-;-;124;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;751;-;-;-;-;-;19414
08/2025;qtd_aprovada;"292130 MILAGRES";-;31;-;-;-;-;-;-;-;-;-;-;38;-;-;28;2510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2607
08/2025;qtd_aprovada;"292140 MIRANGABA";-;25;-;4281;-;177;205;-;-;-;-;-;154;-;-;-;4118;280;-;-;-;-;6;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;9446
08/2025;qtd_aprovada;"292145 MIRANTE";1162;25;-;1476;-;-;169;-;-;-;-;-;50;-;-;212;3666;-;-;-;-;-;126;45;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;52;-;-;-;-;-;7070
08/2025;qtd_aprovada;"292150 MONTE SANTO";-;95;1;12274;-;436;232;-;-;-;66;-;603;-;-;731;33660;459;45;-;-;-;80;-;-;-;44;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;5485;-;-;-;-;-;54245
08/2025;qtd_aprovada;"292160 MORPARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"292170 MORRO DO CHAPEU";7555;245;1;8538;-;806;486;-;12;-;60;-;112;-;-;129;13108;114;45;-;-;-;-;-;-;-;172;-;20;-;4;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;5446;-;-;-;-;-;36877
08/2025;qtd_aprovada;"292180 MORTUGABA";3745;10;-;2082;-;-;-;-;-;-;-;-;43;-;-;88;2241;-;-;-;-;-;66;-;-;-;31;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;541;-;-;-;-;-;8876
08/2025;qtd_aprovada;"292190 MUCUGE";930;27;-;-;-;100;-;-;-;-;-;-;13;-;-;-;1073;-;4;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2189
08/2025;qtd_aprovada;"292200 MUCURI";47;32;135;1323;-;363;98;-;-;-;-;-;68;-;-;531;7742;842;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;11317
08/2025;qtd_aprovada;"292205 MULUNGU DO MORRO";6486;66;-;-;-;194;172;-;-;-;23;-;138;-;-;-;6662;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1706;-;-;-;-;-;15512
08/2025;qtd_aprovada;"292210 MUNDO NOVO";-;68;-;2910;-;-;94;-;-;-;-;-;-;-;-;-;1965;268;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23789;20;-;-;830;-;-;-;-;-;29954
08/2025;qtd_aprovada;"292220 MUNIZ FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"292225 MUQUEM DE SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298
08/2025;qtd_aprovada;"292230 MURITIBA";-;-;-;200;-;-;-;-;-;-;-;-;686;-;-;-;946;-;351;-;-;-;-;336;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2574
08/2025;qtd_aprovada;"292240 MUTUIPE";-;23;-;8715;-;893;-;-;-;-;-;-;100;-;-;38;5221;1573;-;-;-;-;-;-;-;-;367;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;761;-;-;-;-;-;17741
08/2025;qtd_aprovada;"292250 NAZARE";-;44;1;2379;-;574;144;-;-;-;-;-;-;-;-;-;10242;2622;-;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;619;-;-;-;-;-;16835
08/2025;qtd_aprovada;"292260 NILO PECANHA";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;512;-;-;-;-;-;577
08/2025;qtd_aprovada;"292265 NORDESTINA";-;36;52;4450;-;-;172;-;-;-;-;-;47;-;-;464;5837;403;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11497
08/2025;qtd_aprovada;"292270 NOVA CANAA";-;38;-;649;-;-;20;-;-;-;-;-;-;-;-;-;335;-;-;-;-;-;224;30;-;-;39;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;48;-;-;827;-;-;-;-;-;2288
08/2025;qtd_aprovada;"292273 NOVA FATIMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;704;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;706
08/2025;qtd_aprovada;"292275 NOVA IBIA";-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;273;-;-;-;-;-;713
08/2025;qtd_aprovada;"292280 NOVA ITARANA";-;8;-;660;-;-;-;-;-;-;-;-;100;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;30;-;-;-;-;-;868
08/2025;qtd_aprovada;"292285 NOVA REDENCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"292290 NOVA SOURE";-;16;-;3937;-;345;245;-;-;-;25;-;160;-;-;146;5876;-;-;-;-;-;70;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;1640;-;-;-;-;-;12526
08/2025;qtd_aprovada;"292300 NOVA VICOSA";74;1198;-;54;17;75;128;-;-;-;-;-;188;-;-;106;6535;-;1;-;-;-;124;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1270;-;-;-;-;-;9953
08/2025;qtd_aprovada;"292303 NOVO HORIZONTE";2014;10;-;871;-;-;-;-;-;-;-;-;-;-;-;-;638;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;416;-;-;-;-;-;3975
08/2025;qtd_aprovada;"292305 NOVO TRIUNFO";-;44;-;309;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;1410;-;-;-;-;-;1872
08/2025;qtd_aprovada;"292310 OLINDINA";236;28;-;3564;-;412;112;-;-;-;-;-;192;-;-;2043;12467;543;-;-;-;-;302;-;-;-;92;-;14;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;151;-;-;2171;-;-;-;-;-;22330
08/2025;qtd_aprovada;"292320 OLIVEIRA DOS BREJINHOS";1281;71;-;5327;-;198;-;-;-;-;-;-;52;-;-;193;3375;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;748;-;-;-;-;-;11275
08/2025;qtd_aprovada;"292330 OURICANGAS";-;23;-;2200;-;-;82;-;-;-;-;-;81;-;-;-;3843;256;-;-;-;-;-;-;-;-;5;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6493
08/2025;qtd_aprovada;"292335 OUROLANDIA";2046;19;500;3072;-;-;-;-;-;-;-;-;3;-;-;2046;4177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;162;-;-;-;-;-;12044
08/2025;qtd_aprovada;"292340 PALMAS DE MONTE ALTO";1;6;-;-;-;7;-;-;-;-;-;-;-;-;-;27;2279;-;-;-;-;-;24;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;836;-;-;-;-;-;3191
08/2025;qtd_aprovada;"292350 PALMEIRAS";1143;16;-;-;-;-;-;-;-;-;-;-;-;-;9;351;3050;-;-;-;-;-;-;-;-;-;20;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359;-;-;-;-;-;4950
08/2025;qtd_aprovada;"292360 PARAMIRIM";312;30;-;3360;-;685;-;-;-;-;-;-;186;-;-;40;14256;-;-;-;-;1;-;-;-;-;76;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;7008;-;-;-;-;-;25986
08/2025;qtd_aprovada;"292370 PARATINGA";-;79;-;2600;-;318;117;-;-;-;-;-;260;-;-;-;7770;476;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4823;-;-;-;-;-;16443
08/2025;qtd_aprovada;"292380 PARIPIRANGA";-;10;-;-;-;299;-;-;-;-;-;-;-;-;-;699;11397;230;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1164;-;-;-;-;-;13815
08/2025;qtd_aprovada;"292390 PAU BRASIL";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;280;707;-;-;-;-;-;-;-;-;-;12;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;377;-;-;-;-;-;1397
08/2025;qtd_aprovada;"292400 PAULO AFONSO";77;144;347;18428;1027;742;778;884;209;-;34;-;799;-;5;2120;68189;3714;-;-;4654;9;-;5;-;-;123;-;10;-;-;-;-;1;-;-;-;-;-;-;-;111;-;-;-;-;-;-;118076;-;169;-;3095;-;-;-;-;-;223750
08/2025;qtd_aprovada;"292405 PE DE SERRA";11;51;-;1815;-;-;-;-;-;-;-;-;15;-;-;514;2853;349;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;516;-;-;-;-;-;6132
08/2025;qtd_aprovada;"292410 PEDRAO";20;5;-;693;-;-;28;-;-;-;-;-;40;-;-;10;747;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1543
08/2025;qtd_aprovada;"292420 PEDRO ALEXANDRE";2;-;-;-;-;-;-;-;-;-;-;-;70;-;-;249240;7891;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;727;-;-;-;-;-;257969
08/2025;qtd_aprovada;"292430 PIATA";-;118;6;3332;-;229;40;-;-;-;-;-;91;-;-;-;1138;117;50;-;-;-;-;-;-;-;35;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;5211
08/2025;qtd_aprovada;"292440 PILAO ARCADO";-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359
08/2025;qtd_aprovada;"292450 PINDAI";-;70;-;949;-;106;-;-;-;-;-;-;230;-;-;16;894;302;-;-;-;-;42;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;413;-;-;-;-;-;3063
08/2025;qtd_aprovada;"292460 PINDOBACU";-;80;-;-;281;420;18;-;-;-;2;-;29;-;-;-;7701;137;-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6225;-;-;-;-;-;15017
08/2025;qtd_aprovada;"292465 PINTADAS";70;23;644;224;-;140;-;-;-;-;-;-;-;-;-;165;3588;-;-;-;-;-;121;-;-;-;55;-;3;-;-;-;-;-;-;-;-;-;210;3;-;-;-;-;-;-;-;-;-;20;-;-;378;-;-;-;-;-;5644
08/2025;qtd_aprovada;"292467 PIRAI DO NORTE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344;-;-;-;-;-;363
08/2025;qtd_aprovada;"292470 PIRIPA";90;11;-;-;-;-;50;-;-;-;-;-;15;-;-;295;3010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;501;-;-;-;-;-;4022
08/2025;qtd_aprovada;"292480 PIRITIBA";-;43;-;1404;-;-;83;-;-;-;-;-;80;-;-;-;2665;417;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;868;-;-;-;-;-;5679
08/2025;qtd_aprovada;"292490 PLANALTINO";-;32;-;1904;-;-;-;-;-;-;-;-;-;-;-;786;3792;-;-;-;-;-;480;-;-;-;226;-;39;-;8;-;-;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;7378
08/2025;qtd_aprovada;"292500 PLANALTO";9568;17;-;1717;-;464;105;-;-;-;-;-;55;-;-;50;7765;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;4961;-;-;-;-;-;24785
08/2025;qtd_aprovada;"292510 POCOES";13986;206;-;10645;-;2086;388;-;-;-;-;-;276;-;-;250;22734;11559;-;-;-;-;27993;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;1150;-;-;-;-;-;-;-;-;-;-;88;-;-;1557;-;-;-;-;-;92959
08/2025;qtd_aprovada;"292520 POJUCA";-;180;-;7270;151;637;463;-;-;-;32;-;281;-;-;-;14603;1720;-;-;-;-;134;84;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;25709
08/2025;qtd_aprovada;"292525 PONTO NOVO";-;9;-;5575;-;52;365;-;-;-;-;-;130;-;-;-;4390;634;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4386;-;-;-;-;-;15567
08/2025;qtd_aprovada;"292530 PORTO SEGURO";2749;462;1553;30106;1240;3705;1394;710;55;12;214;-;2280;21;-;7709;125267;4495;407;-;-;10;514;74;-;-;454;-;15;266;-;24;43;1;-;-;-;1;85;1;37;-;-;-;-;-;-;-;-;92;-;-;19049;-;-;-;-;-;203045
08/2025;qtd_aprovada;"292540 POTIRAGUA";-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;385;-;-;-;-;-;438
08/2025;qtd_aprovada;"292550 PRADO";166;147;1;2333;-;52;23;-;-;-;42;-;-;-;-;-;646;-;-;-;-;-;294;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3705
08/2025;qtd_aprovada;"292560 PRESIDENTE DUTRA";4206;188;-;2020;-;-;103;-;-;-;16;-;-;-;-;-;4992;388;6;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3844;-;-;-;-;-;15792
08/2025;qtd_aprovada;"292570 PRESIDENTE JANIO QUADROS";-;41;-;2031;-;-;-;-;-;-;-;-;70;-;-;200;5266;172;-;-;-;-;40;-;1;-;23;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;649;-;-;-;-;-;8525
08/2025;qtd_aprovada;"292575 PRESIDENTE TANCREDO NEVES";25;48;-;-;-;-;-;-;-;-;-;-;25;-;-;660;7524;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1693;-;-;-;-;-;10012
08/2025;qtd_aprovada;"292580 QUEIMADAS";-;32;-;3937;-;347;-;-;-;-;-;-;124;-;-;190;14217;-;-;-;-;-;-;-;-;-;9;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1277;-;-;-;-;-;20136
08/2025;qtd_aprovada;"292590 QUIJINGUE";-;61;34;9;-;-;30;-;-;-;-;-;105;-;-;210;8589;333;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2899;-;-;-;-;-;12288
08/2025;qtd_aprovada;"292593 QUIXABEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;259;-;-;-;-;-;279
08/2025;qtd_aprovada;"292595 RAFAEL JAMBEIRO";-;54;-;3552;-;147;191;-;-;-;-;-;272;-;-;1177;10322;260;-;-;-;-;-;187;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;26;-;-;1200;-;-;-;-;-;17433
08/2025;qtd_aprovada;"292600 REMANSO";-;56;-;4706;603;466;316;-;-;-;35;-;61;-;-;1020;13304;818;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;14091;-;-;-;-;-;35585
08/2025;qtd_aprovada;"292610 RETIROLANDIA";-;24;-;804;-;296;119;-;-;-;-;-;172;-;-;-;4509;241;20;-;-;-;-;-;-;-;39;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;822;-;-;-;-;-;7051
08/2025;qtd_aprovada;"292620 RIACHAO DAS NEVES";-;18;-;2427;-;394;-;-;-;-;-;-;-;-;-;257;4240;-;5;-;-;-;-;-;-;-;41;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7385
08/2025;qtd_aprovada;"292630 RIACHAO DO JACUIPE";7102;64;2;7098;-;383;601;-;-;-;-;-;-;-;-;46;4308;560;319;-;-;-;-;-;-;-;96;-;6;-;-;2;97;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1213;-;-;-;-;-;21902
08/2025;qtd_aprovada;"292640 RIACHO DE SANTANA";-;156;-;4265;-;1113;-;-;-;-;-;-;367;-;-;192;6632;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2169;-;-;-;-;-;15022
08/2025;qtd_aprovada;"292650 RIBEIRA DO AMPARO";1;-;-;-;-;-;-;-;-;-;-;-;150;-;-;1516;6360;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1448;-;-;-;-;-;9490
08/2025;qtd_aprovada;"292660 RIBEIRA DO POMBAL";-;38;-;18876;-;4150;2157;1203;886;-;266;-;1550;-;-;143;26725;9750;-;-;3088;4;-;1;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;30;27;-;-;-;-;-;-;-;-;39;-;2436;-;-;-;-;-;71496
08/2025;qtd_aprovada;"292665 RIBEIRAO DO LARGO";110;16;-;882;-;-;-;-;-;-;-;-;-;-;-;2;3794;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;5024
08/2025;qtd_aprovada;"292670 RIO DE CONTAS";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2732;122;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1253;-;-;-;-;-;4115
08/2025;qtd_aprovada;"292680 RIO DO ANTONIO";-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;204;2893;333;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;3624
08/2025;qtd_aprovada;"292690 RIO DO PIRES";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;20;4123;778;-;-;-;-;132;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;5142
08/2025;qtd_aprovada;"292700 RIO REAL";6;54;-;7650;-;588;166;-;-;-;13;-;48;-;-;843;27541;30;31;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;37005
