periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
08/2025;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;-;-;-;103;-;-;-;-;-;-;33;-;-;84;2530;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2788
08/2025;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;139;-;1615;-;41;-;-;-;-;-;-;5;-;-;-;1451;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3262
08/2025;qtd_aprovada;"120045 SENADOR GUIOMARD";-;7;-;25645;-;441;-;-;-;-;-;-;62;-;5;555;5838;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32661
08/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;105;89;18896;-;2056;25;-;-;-;-;-;240;-;11;47;14190;-;12;-;-;-;-;-;-;-;80;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35754
08/2025;qtd_aprovada;"120060 TARAUACA";-;45;-;6554;-;703;-;-;-;-;-;-;-;-;-;-;6688;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14158
08/2025;qtd_aprovada;"120070 XAPURI";-;61;-;10740;-;549;18;-;-;-;-;-;12;-;13;273;9331;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21284
08/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
08/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"130002 ALVARAES";-;-;1;16767;-;268;313;-;-;-;5;-;85;-;-;-;9222;-;185;-;-;10;-;1;-;-;105;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1318;-;-;-;-;-;28284
08/2025;qtd_aprovada;"130006 AMATURA";425;-;-;4325;-;158;254;-;-;-;-;-;15;-;-;-;88152;-;-;-;-;3;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93394
08/2025;qtd_aprovada;"130008 ANAMA";-;-;-;3296;-;299;273;-;-;-;-;-;45;-;-;61;3342;-;-;-;-;-;-;-;-;-;54;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;7392
08/2025;qtd_aprovada;"130010 ANORI";-;136;211;4371;-;338;223;-;-;-;-;-;137;-;-;140;4481;361;-;-;-;-;-;-;-;-;137;-;28;-;38;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10613
08/2025;qtd_aprovada;"130014 APUI";-;38;2;5094;-;552;108;-;-;-;-;-;52;-;-;161;4746;86;12;-;-;-;-;-;-;-;160;-;11;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;11042
08/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;10789;-;922;262;-;-;-;-;-;-;-;5;183;12739;-;3;-;-;-;-;-;-;-;237;-;2;-;-;-;-;-;-;-;-;1;-;-;40;-;-;-;-;-;-;-;-;-;-;-;1662;-;-;-;-;-;26845
08/2025;qtd_aprovada;"130030 AUTAZES";8;40;-;15503;-;884;414;-;-;-;-;-;122;-;-;391;36904;33;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;54491
08/2025;qtd_aprovada;"130040 BARCELOS";-;-;1;89;-;107;7;-;-;-;-;-;4;-;-;15;3533;-;2;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3058;-;-;-;-;-;6857
08/2025;qtd_aprovada;"130050 BARREIRINHA";-;49;-;2812;-;361;8;-;-;-;6;-;39;-;-;1231;5052;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9723
08/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";18;443;-;20007;-;1941;-;-;-;-;-;-;319;-;2846;2534;28454;1440;22;-;-;-;-;-;-;-;856;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58880
08/2025;qtd_aprovada;"130063 BERURI";-;-;661;4085;-;280;166;-;-;-;-;-;26;-;-;98;7871;-;7;-;-;-;-;-;-;-;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13364
08/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;173;-;4878;-;233;114;-;-;-;-;-;2;-;2;-;4720;76;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10231
08/2025;qtd_aprovada;"130070 BOCA DO ACRE";70;138;-;30132;-;5747;-;-;-;-;-;-;74;-;-;-;5710;-;-;-;-;-;492;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;504;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;42897
08/2025;qtd_aprovada;"130080 BORBA";522;28;20;1;-;406;107;-;-;-;-;-;57;-;-;611;3185;403;2;-;-;-;-;-;-;-;190;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5533
08/2025;qtd_aprovada;"130083 CAAPIRANGA";-;40;-;1170;-;83;24;-;-;-;-;-;24;-;-;-;3595;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5118
08/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;3560;-;262;39;-;-;-;-;-;79;-;-;157;5287;-;10;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9518
08/2025;qtd_aprovada;"130100 CARAUARI";-;-;-;18693;-;735;29;-;-;-;-;-;213;4;-;50;12291;-;57;-;-;4;-;-;-;-;198;-;-;-;-;-;30;-;-;-;-;-;-;4;71;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;32399
08/2025;qtd_aprovada;"130110 CAREIRO";645;-;35;24822;-;737;290;-;-;-;-;-;94;-;839;597;130006;-;2872;-;-;-;135;2215;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;38;-;-;245;-;-;-;-;-;163634
08/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";2;-;338;3452;-;87;207;-;-;-;-;-;-;-;-;-;4436;-;-;-;-;-;-;-;-;-;71;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8766
08/2025;qtd_aprovada;"130120 COARI";16;38;103;37098;-;2709;1081;-;-;-;53;-;380;165;-;6151;83712;7356;126;-;-;82;-;-;-;-;445;-;-;-;-;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139522
08/2025;qtd_aprovada;"130130 CODAJAS";-;-;-;653;-;498;289;-;-;-;-;-;15;-;-;-;585;163;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2240
08/2025;qtd_aprovada;"130140 EIRUNEPE";9;552;2990;3840;-;359;301;-;-;-;-;-;-;-;1;157;8227;182;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16680
08/2025;qtd_aprovada;"130150 ENVIRA";-;197;30;3276;-;344;28;-;-;-;-;-;68;-;-;96;7527;-;-;-;-;-;-;-;-;-;42;-;3;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11631
08/2025;qtd_aprovada;"130160 FONTE BOA";66;704;-;10286;-;604;290;-;-;-;-;-;24;-;-;-;20527;-;-;-;-;10;-;-;-;-;187;-;12;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;32744
08/2025;qtd_aprovada;"130165 GUAJARA";16148;62;51;1;-;184;91;-;-;-;-;-;20;-;-;260;43785;193;2;-;-;-;57;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;62689
08/2025;qtd_aprovada;"130170 HUMAITA";438;156;-;15395;-;3191;357;63;-;-;-;-;3206;124;-;410;45844;553;575;-;-;138;167;-;-;-;174;-;-;-;-;1;-;1;-;-;-;-;568;-;-;-;-;-;-;-;-;-;-;-;-;-;1004;-;-;-;-;-;72365
08/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;2089;-;-;-;-;-;-;-;-;-;17;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2226
08/2025;qtd_aprovada;"130185 IRANDUBA";-;74;-;5320;-;-;-;-;-;-;-;-;-;-;-;378;36047;-;32;-;-;-;-;-;-;-;309;-;-;-;-;-;-;-;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42351
08/2025;qtd_aprovada;"130190 ITACOATIARA";383;98;2089;108625;-;3217;1372;-;-;-;-;-;1408;282;16;4;100946;2041;21;-;-;297;103;-;-;-;505;-;35;-;-;54;-;-;-;-;-;-;1;-;171;-;-;-;-;-;-;-;-;-;-;-;3564;-;29;56;-;-;225317
08/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;23035;-;9478;99;-;-;-;-;-;98;-;-;1720;2340;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36823
08/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2077;-;236;92;-;-;-;-;-;15;-;-;75;3574;-;-;-;-;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6376
08/2025;qtd_aprovada;"130210 JAPURA";-;48;-;4725;-;241;-;-;-;-;-;-;283;-;-;36;4463;-;17;-;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;10038
08/2025;qtd_aprovada;"130220 JURUA";-;-;-;2306;-;244;26;-;-;-;-;-;-;-;-;-;2688;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1427;-;-;-;-;-;6707
08/2025;qtd_aprovada;"130230 JUTAI";-;-;-;219;-;221;121;-;-;-;-;-;81;-;-;18;2326;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;3071
08/2025;qtd_aprovada;"130240 LABREA";1905;-;56;5866;-;1191;63;-;-;-;-;-;-;-;-;812;25282;-;579;-;-;-;108;-;-;-;1356;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37354
08/2025;qtd_aprovada;"130250 MANACAPURU";48094;62;-;30879;-;4451;1972;-;-;-;-;-;8073;-;25;132;107677;-;750;-;-;1;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202251
08/2025;qtd_aprovada;"130255 MANAQUIRI";551;-;-;3960;-;993;281;-;-;-;-;-;83;-;-;58;5971;-;-;-;-;6;-;1256;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13159
08/2025;qtd_aprovada;"130260 MANAUS";34881;2714;5210;815179;24866;76058;39701;20549;5691;866;3866;16;44175;32377;1140;18167;1229459;51549;6343;5357;14207;15436;21138;4680;572;-;15922;4;668;2684;54;450;49;55;-;1;3;3;1904;1435;2638;189;78;-;-;2;1117;-;638178;13221;208;-;18098;-;201;8;-;65;3171432
08/2025;qtd_aprovada;"130270 MANICORE";2504;21;-;22262;-;1429;476;-;-;-;-;-;762;-;-;1828;29918;-;149;-;-;-;47;22;-;-;1358;-;104;-;-;-;25;-;-;-;1;50;-;-;104;-;-;-;-;-;-;-;-;56;-;-;3409;-;-;-;-;-;64525
08/2025;qtd_aprovada;"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"130290 MAUES";1;4750;-;21087;-;2989;648;349;-;-;-;-;336;-;94;331;17971;829;1;-;-;-;170;-;-;-;451;-;12;-;-;-;-;-;-;-;-;-;81;1;-;-;-;-;-;-;-;-;-;40;-;-;6825;-;-;-;-;-;56966
08/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4560;-;479;223;-;-;-;-;-;-;-;-;-;4462;-;-;-;-;-;-;-;-;-;142;-;6;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9887
08/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";261;-;-;9494;-;388;86;-;-;-;-;-;46;-;-;-;15881;854;-;-;-;-;-;352;-;-;403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;789;-;-;-;-;-;28554
08/2025;qtd_aprovada;"130320 NOVO AIRAO";-;61;-;7295;-;533;165;-;-;-;-;-;76;-;-;209;9579;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18017
08/2025;qtd_aprovada;"130330 NOVO ARIPUANA";21;40;176;26843;-;837;303;-;-;-;-;-;71;-;49;498;5128;16;-;-;-;-;-;192;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;34383
08/2025;qtd_aprovada;"130340 PARINTINS";10115;-;390;63077;10;3049;1496;790;-;-;39;-;2613;296;-;1251;76412;658;100;-;-;166;725;-;-;-;2046;-;4;100;-;9;5;5;-;-;-;6;99;-;-;-;-;-;-;-;-;-;-;-;-;-;9310;-;188;21;-;-;172980
08/2025;qtd_aprovada;"130350 PAUINI";-;74;-;14275;-;548;178;-;-;-;41;-;44;-;-;-;3017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;18209
08/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";5;383;31;19097;-;1354;443;-;-;-;-;-;192;-;-;187;9283;247;49;-;-;-;65;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;12;4;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;31427
08/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";425;1098;-;3398;-;1951;169;-;-;-;-;-;-;-;-;456;22932;-;-;-;-;-;-;-;-;-;359;-;31;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30851
08/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;3252;-;278;88;-;-;-;-;-;-;-;4;102;3268;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;7012
08/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;18608;-;402;-;-;-;-;-;-;-;-;186;478;9041;-;-;-;-;324;-;-;-;-;96;-;5;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29144
08/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";140;182;381;8848;-;19;160;-;-;-;-;-;55;-;-;1814;13887;148;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25713
08/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;12162;-;1127;340;-;-;-;-;-;-;-;515;8;3481;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;17664
08/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;2708;-;85;-;-;-;-;-;-;129;-;-;6;5084;395;-;-;-;-;-;-;-;-;223;-;1;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;20;-;-;136;-;-;-;-;-;8828
08/2025;qtd_aprovada;"130400 SILVES";3;-;-;4067;-;435;-;-;-;-;-;-;23;-;-;249;9385;-;-;-;-;-;78;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;26;-;-;3098;-;-;-;-;-;17449
08/2025;qtd_aprovada;"130406 TABATINGA";349;189;-;10835;-;1237;730;-;-;-;-;-;240;-;-;341;9967;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23972
08/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"130420 TEFE";858;279;260;43075;-;8771;2253;72;-;-;189;-;780;-;25;1808;47117;2461;436;-;-;-;668;2468;-;-;757;-;3;36;-;-;-;-;-;-;-;7;167;-;170;-;-;-;-;-;-;-;-;60;-;-;776;105;-;106;-;-;113707
08/2025;qtd_aprovada;"130423 TONANTINS";6047;-;-;1334;-;128;125;-;-;-;-;-;72;-;129;811;69628;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;650;-;-;-;-;-;79548
08/2025;qtd_aprovada;"130426 UARINI";-;38;-;10109;-;584;181;-;-;-;-;-;77;-;37;84;10063;-;31;-;-;1;-;-;-;-;78;-;6;-;-;3;2;-;-;1;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;21354
08/2025;qtd_aprovada;"130430 URUCARA";-;82;-;11703;-;717;347;-;-;-;-;-;40;-;-;80;8932;-;1;-;-;3;-;-;-;-;253;-;5;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;22292
08/2025;qtd_aprovada;"130440 URUCURITUBA";-;-;-;3130;-;63;-;-;-;-;-;-;-;-;-;14;1574;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4807
08/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"140002 AMAJARI";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
08/2025;qtd_aprovada;"140005 ALTO ALEGRE";394;7;-;2418;-;278;-;-;-;-;-;-;-;-;58;157;6141;149;-;-;-;-;46;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9746
08/2025;qtd_aprovada;"140010 BOA VISTA";39101;9;2787;185306;1396;15221;3407;1005;899;101;131;10;18164;2;2653;3963;163198;2777;1730;500;3979;5;918;5799;-;-;1038;-;86;744;-;-;-;1;-;-;-;-;190;-;4;31;-;-;-;-;-;-;86172;190;54;-;8018;-;-;-;-;-;549589
08/2025;qtd_aprovada;"140015 BONFIM";-;-;-;306;-;-;-;-;-;-;-;-;-;-;-;60;2445;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2811
08/2025;qtd_aprovada;"140017 CANTA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654
08/2025;qtd_aprovada;"140020 CARACARAI";-;73;-;2498;-;697;-;-;-;-;-;-;36;-;-;343;6642;-;-;-;-;-;-;-;-;-;46;-;11;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10379
08/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;1479;-;269;35;-;-;-;-;-;-;-;-;420;4820;306;-;-;-;-;-;-;-;-;69;-;12;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7465
08/2025;qtd_aprovada;"140028 IRACEMA";44;3;4;-;-;-;-;-;-;-;-;-;-;-;-;149;1936;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2143
08/2025;qtd_aprovada;"140030 MUCAJAI";-;15;-;1564;-;538;-;-;-;-;-;-;-;-;-;-;10115;-;-;-;-;-;78;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;12424
08/2025;qtd_aprovada;"140040 NORMANDIA";30;-;-;945;-;-;-;-;-;-;-;-;-;-;12;10;3485;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4506
08/2025;qtd_aprovada;"140045 PACARAIMA";104;29;-;1921;-;576;-;-;-;-;-;-;38;-;-;192;3536;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6425
08/2025;qtd_aprovada;"140047 RORAINOPOLIS";1125;34;-;10828;-;1510;-;297;-;-;-;-;580;-;-;517;2818;361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1710;-;-;-;-;-;19780
08/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;38;-;1773;-;-;-;-;-;-;-;-;-;-;-;104;3305;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5314
08/2025;qtd_aprovada;"140060 SAO LUIZ";-;7;-;654;-;-;-;-;-;-;-;-;-;-;-;85;3551;665;-;-;-;-;-;-;-;-;6;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4973
