periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
06/2025;qtd_aprovada;"260500 CUPIRA";7978;31;583;2265;-;708;158;-;-;-;-;-;88;-;-;754;16824;3340;-;-;-;-;259;569;-;-;26;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;33688
06/2025;qtd_aprovada;"260510 CUSTODIA";8184;70;-;3773;-;767;107;-;-;-;-;-;96;-;-;92;11747;4184;82;-;-;-;589;-;-;-;119;-;-;-;-;-;-;3;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;61;-;-;6701;-;-;-;-;-;36714
06/2025;qtd_aprovada;"260515 DORMENTES";5236;2;13;6949;-;361;183;14;3;-;-;-;161;-;-;776;12830;-;30;-;-;-;-;-;-;-;139;-;1;-;-;-;8;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;60;-;-;5070;-;-;-;-;-;31897
06/2025;qtd_aprovada;"260520 ESCADA";15;76;122;9184;-;873;886;-;-;-;-;-;4226;-;-;128;11689;1934;-;-;-;-;38;-;-;-;17;-;75;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29268
06/2025;qtd_aprovada;"260530 EXU";123;57;-;3121;515;751;169;-;-;-;-;-;182;-;-;93;5476;175;-;-;-;-;125;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;10969
06/2025;qtd_aprovada;"260540 FEIRA NOVA";-;35;-;6733;-;618;76;-;-;-;-;-;-;-;-;-;12740;40;-;-;-;-;109;-;-;-;228;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;388;-;-;-;-;-;21021
06/2025;qtd_aprovada;"260545 FERNANDO DE NORONHA";-;-;1284;4181;-;319;153;-;-;-;-;-;71;-;-;166;5118;140;-;-;-;-;54;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;342;-;-;-;-;-;11829
06/2025;qtd_aprovada;"260550 FERREIROS";-;-;8;-;-;-;-;-;-;-;-;-;42;-;-;88;6706;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;240;-;-;-;-;-;7202
06/2025;qtd_aprovada;"260560 FLORES";-;-;-;668;-;-;128;-;-;-;-;-;150;-;-;367;9375;182;-;-;-;-;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;4556;-;-;-;-;-;15606
06/2025;qtd_aprovada;"260570 FLORESTA";-;315;39;5424;173;968;298;-;-;-;-;-;188;-;-;1008;7105;291;10;-;-;-;160;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;27699;-;-;-;-;-;43758
06/2025;qtd_aprovada;"260580 FREI MIGUELINHO";44;127;-;-;-;-;42;-;-;-;-;-;-;-;-;88;6194;549;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7090
06/2025;qtd_aprovada;"260590 GAMELEIRA";4719;70;-;4331;-;-;-;-;-;-;-;-;58;-;-;912;10187;555;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;20930
06/2025;qtd_aprovada;"260600 GARANHUNS";888;228;260;78385;3085;2359;5075;325;239;-;609;-;52988;-;-;1784;37806;12244;2294;374;3830;23;904;26;-;-;455;-;1;2340;473;26;10;28;-;-;-;-;151;-;-;18;-;-;-;-;-;-;-;40;50;-;-;-;-;-;-;-;207318
06/2025;qtd_aprovada;"260610 GLORIA DO GOITA";-;37;16;-;-;-;-;-;-;-;-;-;116;-;-;1416;18918;4090;9;-;-;-;-;-;-;-;249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;25031
06/2025;qtd_aprovada;"260620 GOIANA";164;141;1360;67497;611;2394;559;156;182;-;58;-;1279;-;130;1636;50801;935;91;-;-;-;128;-;-;-;262;-;-;-;-;3;2;-;1;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;1039;-;-;-;-;-;129477
06/2025;qtd_aprovada;"260630 GRANITO";-;23;-;-;-;111;97;-;-;-;-;-;8;-;-;565;2886;-;-;-;-;-;-;-;-;-;25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;886;-;-;-;-;-;4617
06/2025;qtd_aprovada;"260640 GRAVATA";3937;375;500;13117;-;2772;-;94;-;-;-;-;674;-;-;2619;42696;-;150;-;-;-;195;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;1584;-;-;-;-;-;68808
06/2025;qtd_aprovada;"260650 IATI";2892;100;14;746;-;57;184;-;-;-;21;-;73;-;-;1095;8787;253;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;14434
06/2025;qtd_aprovada;"260660 IBIMIRIM";2932;92;-;165;-;-;-;-;-;-;32;-;-;-;-;482;7069;295;-;-;-;-;656;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;11840
06/2025;qtd_aprovada;"260670 IBIRAJUBA";1867;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;3286;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5243
06/2025;qtd_aprovada;"260680 IGARASSU";2907;65;2846;43040;285;6862;231;-;-;-;-;-;658;-;-;2227;59219;3810;2795;-;-;-;124;-;-;-;471;-;-;-;-;-;22;12;-;-;-;1;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125632
06/2025;qtd_aprovada;"260690 IGUARACY";-;105;-;3067;-;115;37;-;-;-;-;-;106;-;-;185;4819;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1801;-;-;-;-;-;10287
06/2025;qtd_aprovada;"260700 INAJA";325;31;-;1971;-;162;-;-;-;-;-;-;60;-;-;418;6935;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9902
06/2025;qtd_aprovada;"260710 INGAZEIRA";102;106;8;-;-;31;42;-;-;-;-;-;-;-;-;223;6954;204;10;-;-;-;45;-;-;-;370;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;3904;-;-;-;-;-;12056
06/2025;qtd_aprovada;"260720 IPOJUCA";360;206;2171;14438;935;3192;1518;-;-;-;50;-;1452;-;1;11315;143721;27;129;-;-;-;753;-;-;-;199;-;78;-;-;-;-;-;-;-;-;2;296;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180843
06/2025;qtd_aprovada;"260730 IPUBI";-;87;-;6013;82;-;-;-;-;-;-;-;-;-;-;-;3783;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;10034
06/2025;qtd_aprovada;"260740 ITACURUBA";-;-;-;2208;-;-;36;-;-;-;-;-;-;-;-;-;4402;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;209;-;-;-;-;-;6855
06/2025;qtd_aprovada;"260750 ITAIBA";3653;45;-;41;-;-;81;-;-;-;-;-;12;-;-;589;6133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;10610
06/2025;qtd_aprovada;"260760 ILHA DE ITAMARACA";96;118;6;3949;-;-;42;-;-;-;-;-;150;-;-;885;10372;349;-;-;-;-;-;-;-;-;37;-;6;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;16040
06/2025;qtd_aprovada;"260765 ITAMBE";43;25;1;-;-;-;-;-;-;-;-;-;-;-;-;855;15135;943;-;-;-;-;211;44;-;-;29;-;1;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;17406
06/2025;qtd_aprovada;"260770 ITAPETIM";40;47;-;2450;-;518;94;-;-;-;-;-;183;-;-;258;11295;443;11;-;-;-;20;-;-;-;77;-;-;-;-;-;-;1;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;26;-;-;3707;-;-;-;-;-;19210
06/2025;qtd_aprovada;"260775 ITAPISSUMA";985;76;-;14225;-;43;428;-;-;-;-;-;203;-;-;919;9081;1137;-;-;-;-;406;-;-;-;42;-;21;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;27683
06/2025;qtd_aprovada;"260780 ITAQUITINGA";-;-;-;-;-;-;26;-;-;-;-;-;26;-;-;334;15637;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;16074
06/2025;qtd_aprovada;"260790 JABOATAO DOS GUARARAPES";149678;976;8182;184178;1471;12746;8462;477;25;-;485;-;22441;-;-;5769;212208;5092;3519;-;5128;-;4817;510;6;-;486;-;108;1603;-;-;45;10;-;-;-;-;1266;-;-;44;-;-;-;-;-;-;-;180;66;-;-;-;647;14;-;4118;634757
06/2025;qtd_aprovada;"260795 JAQUEIRA";10;-;-;-;-;284;-;-;-;-;-;-;852;-;-;1661;7720;-;11;-;-;-;107;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;11066
06/2025;qtd_aprovada;"260800 JATAUBA";13;600;311;1518;-;548;61;-;-;-;34;-;92;-;4;42;12955;534;-;-;-;-;-;-;-;-;296;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;407;-;-;-;-;-;17435
06/2025;qtd_aprovada;"260805 JATOBA";78;42;1;-;-;203;83;-;-;-;-;-;23;-;-;528;2483;73;-;-;-;-;109;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;3711
06/2025;qtd_aprovada;"260810 JOAO ALFREDO";295;13;-;4613;-;295;78;-;-;-;-;-;163;-;-;251;10950;1011;-;-;-;-;244;409;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;21;-;-;629;-;-;-;-;-;19047
06/2025;qtd_aprovada;"260820 JOAQUIM NABUCO";-;127;-;431;-;-;-;-;-;-;-;-;-;-;-;601;5416;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;6728
06/2025;qtd_aprovada;"260825 JUCATI";-;18;-;1893;-;110;119;-;-;-;-;-;11;-;-;1322;5509;92;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;9194
06/2025;qtd_aprovada;"260830 JUPI";285;29;-;1869;-;425;-;-;-;-;-;-;102;-;-;184;7890;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;11046
06/2025;qtd_aprovada;"260840 JUREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;qtd_aprovada;"260845 LAGOA DO CARRO";6;15;-;7913;-;-;110;-;-;-;-;-;16;-;-;447;7714;486;-;-;-;-;9;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;16865
06/2025;qtd_aprovada;"260850 LAGOA DE ITAENGA";281;-;11;2478;-;522;102;-;-;-;-;-;470;-;-;1225;15050;648;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336;-;-;-;-;-;21128
06/2025;qtd_aprovada;"260860 LAGOA DO OURO";131;-;2;1938;-;116;94;-;-;-;37;-;52;-;-;269;6350;589;-;-;-;-;300;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;9997
06/2025;qtd_aprovada;"260870 LAGOA DOS GATOS";4712;78;-;1208;-;-;34;-;-;-;-;-;-;-;-;199;3857;479;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10589
06/2025;qtd_aprovada;"260875 LAGOA GRANDE";-;-;422;1127;-;482;253;-;-;-;-;-;10;-;-;451;8551;-;1;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;11412
06/2025;qtd_aprovada;"260880 LAJEDO";41;5;26;3819;-;701;184;-;-;-;-;-;207;-;-;891;22531;-;-;-;-;-;36;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;28533
06/2025;qtd_aprovada;"260890 LIMOEIRO";1098;241;681;23500;1599;2896;1503;70;-;-;256;-;5609;-;-;670;34900;3651;673;-;-;-;727;389;-;-;208;-;129;23;-;-;-;-;1;-;-;-;303;21;-;-;-;-;-;-;-;-;-;100;-;-;393;-;-;-;-;-;79641
06/2025;qtd_aprovada;"260900 MACAPARANA";272;-;-;2688;-;-;46;-;-;-;-;-;32;-;-;311;8815;396;-;-;-;-;16;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12606
06/2025;qtd_aprovada;"260910 MACHADOS";-;24;-;1793;-;-;43;-;-;-;-;-;-;-;-;51;7855;447;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;570;-;-;-;-;-;10822
06/2025;qtd_aprovada;"260915 MANARI";3440;94;79;1387;-;236;152;-;-;-;-;-;46;-;35;449;6149;-;-;-;-;-;-;-;-;-;119;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;281;-;-;-;-;-;12475
06/2025;qtd_aprovada;"260920 MARAIAL";255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232;6854;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7385
06/2025;qtd_aprovada;"260930 MIRANDIBA";-;-;-;293;-;-;-;-;-;-;-;-;40;-;-;1900;14003;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;3440;-;-;-;-;-;19710
06/2025;qtd_aprovada;"260940 MORENO";8039;99;6;29640;251;873;1043;142;-;-;41;-;200;-;-;703;23069;-;-;-;-;-;4;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64148
06/2025;qtd_aprovada;"260950 NAZARE DA MATA";10313;21;29;7480;-;1224;213;-;-;-;-;-;626;-;-;858;34373;318;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;286;-;-;-;-;-;55766
06/2025;qtd_aprovada;"260960 OLINDA";3973;239;1766;95215;1456;6313;1268;-;-;-;-;-;11776;-;-;4212;141228;1674;2016;-;1747;-;1246;390;-;-;346;-;74;62;-;-;3;-;-;-;-;-;333;-;-;10;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;275355
06/2025;qtd_aprovada;"260970 OROBO";-;11;-;-;-;257;264;-;-;-;-;-;76;-;-;362;7187;260;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;8496
06/2025;qtd_aprovada;"260980 OROCO";-;68;-;1831;-;-;144;-;-;-;-;-;-;-;-;313;4365;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3985;-;-;-;-;-;10774
06/2025;qtd_aprovada;"260990 OURICURI";66;42;4;15318;232;1418;490;811;347;-;13;-;449;-;-;539;14026;211;151;-;-;19;171;5;-;-;221;-;-;-;-;5;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;12251;-;-;-;-;-;46849
06/2025;qtd_aprovada;"261000 PALMARES";12;164;44;78119;-;3615;988;822;207;-;90;-;1196;-;-;193;40247;1507;35;-;3761;254;397;3;-;-;35;-;5;-;-;1;336;-;-;-;-;-;35;-;-;27;-;-;-;-;-;-;-;31;30;-;-;-;-;-;-;-;132154
06/2025;qtd_aprovada;"261010 PALMEIRINA";-;4;32;804;-;-;53;-;-;-;-;-;-;-;-;63;2026;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3050
06/2025;qtd_aprovada;"261020 PANELAS";5109;853;35;393;-;77;100;-;-;-;-;-;29;-;-;488;12742;684;-;-;-;-;163;-;-;-;34;-;6;-;-;-;-;-;-;-;-;-;16;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20734
06/2025;qtd_aprovada;"261030 PARANATAMA";82;14;282;2425;-;53;273;-;-;-;-;-;29;-;-;112;5017;384;-;-;-;-;124;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;8856
06/2025;qtd_aprovada;"261040 PARNAMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;509;4980;-;-;-;-;-;61;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;44;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5743
06/2025;qtd_aprovada;"261050 PASSIRA";-;32;-;2455;-;-;-;-;-;-;-;-;-;-;-;58;7269;580;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;214;-;-;-;-;-;10694
06/2025;qtd_aprovada;"261060 PAUDALHO";3427;157;3846;32807;-;1618;776;-;-;-;33;-;1878;-;-;6283;28976;1611;7;-;-;-;725;-;-;-;23;-;10;176;-;-;-;3;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82360
06/2025;qtd_aprovada;"261070 PAULISTA";42957;1361;96;87049;465;6025;3219;664;-;-;49;-;7226;11;-;3030;58540;1033;72;-;3050;-;1132;99;-;-;520;-;12;81;-;9;23;-;-;-;-;-;105;-;54;21;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;216930
06/2025;qtd_aprovada;"261080 PEDRA";943;16;-;778;-;198;181;-;-;-;-;-;5;-;-;474;6569;1588;-;-;-;-;71;-;-;-;46;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;10922
06/2025;qtd_aprovada;"261090 PESQUEIRA";9238;74;91;20725;-;1751;37;-;-;-;-;-;237;-;377;1093;39181;664;74;-;-;3;-;2;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4716;-;-;-;-;-;78347
06/2025;qtd_aprovada;"261100 PETROLANDIA";279;295;278;11810;-;718;176;37;-;-;12;-;136;-;-;3334;16918;495;-;-;-;-;353;268;-;-;37;-;-;-;16;-;-;9;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;32;-;-;27489;-;-;-;-;-;62871
06/2025;qtd_aprovada;"261110 PETROLINA";1597;5;5772;62686;392;6506;2591;2805;133;135;249;-;5513;-;86;4833;110449;2850;327;2009;1695;5;1460;110;-;-;875;-;37;192;-;50;67;1;-;-;-;-;120824;15;-;13;-;-;-;-;-;-;-;136;17;-;919;-;-;-;-;-;335354
06/2025;qtd_aprovada;"261120 POCAO";-;61;692;1939;-;-;98;-;-;-;-;-;2;-;-;3111;13468;305;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;448;-;-;-;-;-;20178
06/2025;qtd_aprovada;"261130 POMBOS";-;-;-;586;-;294;45;-;-;-;-;-;102;-;-;167;5350;18;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;6739
06/2025;qtd_aprovada;"261140 PRIMAVERA";-;-;-;1472;-;467;85;-;-;-;-;-;142;-;-;40;299;542;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3058
06/2025;qtd_aprovada;"261150 QUIPAPA";459;-;12;-;-;-;132;-;-;-;-;-;85;-;-;736;6622;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323;-;-;-;-;-;8413
06/2025;qtd_aprovada;"261153 QUIXABA";644;146;18;1424;-;187;149;-;-;-;-;-;118;-;-;267;5856;346;-;-;-;-;20;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5800;-;-;-;-;-;14983
06/2025;qtd_aprovada;"261160 RECIFE";25197;3627;17883;1304763;20459;50545;42248;16388;7447;2035;3291;404;211050;90918;818;22385;1333280;59733;15201;13809;28096;30449;9321;2804;-;-;7034;1324;570;9388;46;243;142;95;1;-;17;721;1171;3;2975;522;4986;40;33;20;2796;-;3751003;25468;357;-;2640;5;102;15;28;57;7123953
06/2025;qtd_aprovada;"261170 RIACHO DAS ALMAS";21;2856;19;2831;-;880;66;-;-;-;-;-;387;-;-;683;13034;575;1;-;-;-;89;213;-;-;13;-;35;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21746
06/2025;qtd_aprovada;"261180 RIBEIRAO";36;24;21;-;-;-;-;-;-;-;-;-;-;-;-;931;3237;-;-;-;-;-;56;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4353
06/2025;qtd_aprovada;"261190 RIO FORMOSO";-;138;-;-;-;229;-;-;-;-;-;-;230;-;-;708;16956;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18558
06/2025;qtd_aprovada;"261200 SAIRE";1887;30;-;1320;-;-;-;-;-;-;-;-;-;-;-;1261;7406;122;-;-;-;-;25;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;554;-;-;-;-;-;12618
06/2025;qtd_aprovada;"261210 SALGADINHO";34;19;-;-;-;-;-;-;-;-;-;-;-;-;-;40;578;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318;-;-;-;-;-;989
06/2025;qtd_aprovada;"261220 SALGUEIRO";-;46;13;17819;547;5157;670;33;-;-;114;-;10088;-;-;595;20314;455;333;-;2014;3;11;-;-;-;249;-;8;178;-;7;14;-;-;-;-;-;3;-;-;14;-;-;-;-;-;-;-;-;21;-;53517;-;-;-;-;-;112223
06/2025;qtd_aprovada;"261230 SALOA";7;-;-;4450;-;-;119;-;-;-;-;-;-;-;-;94;7520;348;-;-;-;-;95;-;-;-;5;-;-;-;7;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12723
