periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
03/2024;qtd_aprovada;"320530 VITORIA";2889;373;2920;339876;9653;18381;6524;10338;546;575;1335;56;16464;22686;17541;11607;182486;2681;1439;5612;2597;10545;2124;-;88;-;2107;-;127;691;5;86;102;80;-;-;4;-;341;12;776;13;1017;15;-;-;29;362679;89;129;-;-;1037638
03/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"330010 ANGRA DOS REIS";67942;325;11964;117454;117;12038;2341;1606;641;-;609;-;1497;1263;2;5560;208342;1461;272;-;2406;823;8436;-;-;-;574;-;35;1;-;-;8;19;-;-;2;-;1079;-;38;23;-;-;-;-;-;-;616;32;-;3934;451460
03/2024;qtd_aprovada;"330015 APERIBE";3766;43;-;7914;-;620;85;171;-;-;34;-;48;-;-;569;10202;773;-;-;-;-;-;-;-;-;1145;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25395
03/2024;qtd_aprovada;"330020 ARARUAMA";48;580;42731;369606;715;4943;1616;-;354;-;54;-;12215;-;-;2227;112838;180;98;-;1744;-;112;-;275;-;479;-;23;370;-;-;-;2;-;-;-;-;182;-;19;1;-;-;-;-;-;-;-;24;-;-;551436
03/2024;qtd_aprovada;"330022 AREAL";-;138;-;17520;-;-;-;-;-;-;-;-;-;-;-;95;1439;149;-;-;-;-;189;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19549
03/2024;qtd_aprovada;"330023 ARMACAO DOS BUZIOS";672;193;19;10793;-;3040;-;-;-;-;35;-;41;-;-;664;28307;921;2;-;-;-;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;45003
03/2024;qtd_aprovada;"330025 ARRAIAL DO CABO";10799;25;15;2312;-;606;73;-;-;-;-;-;671;-;-;1193;43536;697;-;-;-;-;351;-;47;-;48;-;1;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;60469
03/2024;qtd_aprovada;"330030 BARRA DO PIRAI";34;-;2;29579;-;2953;512;4;68;-;4;-;1439;-;-;1127;25921;5026;31;-;-;-;262;-;68;-;570;-;9;-;-;2;5;2;-;-;-;-;28;10;-;-;-;-;-;-;-;-;11;-;-;-;67667
03/2024;qtd_aprovada;"330040 BARRA MANSA";14880;389;3542;75208;1327;7519;1907;339;432;13;125;47;10364;1930;-;3136;78438;6931;162;1386;-;943;1173;-;800;-;591;-;15;70;-;21;27;-;-;-;-;-;140;-;14;-;-;-;-;-;-;-;263;-;-;-;212132
03/2024;qtd_aprovada;"330045 BELFORD ROXO";375078;202;3755;3728255;628;661071;7502;3321;2403;51;-;-;395982;404;100;58602;2203756;181550;15581;-;5859;-;35050;-;2516;-;4882;-;120;3466;61092;-;-;-;-;-;-;-;35192;-;38;47;-;-;-;-;-;-;79;69;-;586;7787237
03/2024;qtd_aprovada;"330050 BOM JARDIM";-;164;5;451;-;841;-;-;-;-;-;-;129;-;-;5;13355;-;12;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14989
03/2024;qtd_aprovada;"330060 BOM JESUS DO ITABAPOANA";9418;1095;178;19998;-;1484;357;1148;147;-;101;-;680;-;-;2064;54781;25973;283;-;55;-;3370;-;-;-;281;-;-;-;-;-;2;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;41;-;-;-;121598
03/2024;qtd_aprovada;"330070 CABO FRIO";30905;-;21625;127661;5015;18500;878;1195;543;59;61;33;2426;2261;-;9447;513890;15646;181;2098;2074;736;2509;-;2380;-;4746;-;3;34;-;-;-;-;-;-;-;-;386;-;408;7;-;-;-;-;-;-;3208;10;-;14491;783416
03/2024;qtd_aprovada;"330080 CACHOEIRAS DE MACACU";15021;613;68;26803;-;5232;525;572;-;-;194;-;538;-;-;3748;83218;866;40;-;-;7;789;-;207;-;585;-;109;-;-;-;6;-;-;-;-;-;96;2;122;-;-;-;-;-;-;-;-;-;-;5748;145109
03/2024;qtd_aprovada;"330090 CAMBUCI";-;-;-;-;-;648;52;-;-;-;16;-;106;-;-;-;7118;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7968
03/2024;qtd_aprovada;"330093 CARAPEBUS";4073;84;-;14322;-;800;303;-;-;-;35;-;225;-;-;288;17307;675;-;-;-;-;781;-;-;-;1034;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;115;40070
03/2024;qtd_aprovada;"330095 COMENDADOR LEVY GASPARIAN";2464;35;260;2252;-;1;14;-;-;-;-;-;117;-;205;593;7563;591;-;-;-;-;490;-;-;-;16;-;25;-;-;-;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;-;-;14768
03/2024;qtd_aprovada;"330100 CAMPOS DOS GOYTACAZES";16418;6710;3271;310427;3030;13940;5912;3748;790;297;714;49;13822;5278;-;10300;294433;52526;1522;2392;4409;2686;7586;-;85;-;10262;-;106;571;3;34;99;-;-;-;-;2;918;-;778;24;-;-;-;-;42;-;17;46;-;13285;786532
03/2024;qtd_aprovada;"330110 CANTAGALO";-;132;3;14210;-;506;516;90;81;-;83;-;123;-;-;2975;20562;705;-;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;40104
03/2024;qtd_aprovada;"330115 CARDOSO MOREIRA";61;-;-;4922;-;641;267;-;-;-;-;-;241;-;-;107;8148;763;601;-;-;-;-;-;-;-;705;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16468
03/2024;qtd_aprovada;"330120 CARMO";7971;239;48;8228;-;633;33;-;-;-;-;-;170;-;-;661;20912;317;47;-;-;-;439;-;-;-;53;-;-;-;16;-;-;-;-;-;-;-;81;4;-;-;-;-;-;-;-;-;27;-;-;579;40458
03/2024;qtd_aprovada;"330130 CASIMIRO DE ABREU";19637;368;244;201;-;2401;26;-;-;-;-;-;551;-;-;2816;51926;-;44;-;-;-;862;-;32;-;34;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;79258
03/2024;qtd_aprovada;"330140 CONCEICAO DE MACABU";1361;37;347;10714;-;1186;-;-;-;-;-;-;103;-;-;1373;16460;80;33;-;-;-;930;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;32709
03/2024;qtd_aprovada;"330150 CORDEIRO";3;30;53;5669;-;318;186;101;28;-;25;-;53;-;-;203;11362;843;-;-;-;-;56;-;189;-;44;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;19179
03/2024;qtd_aprovada;"330160 DUAS BARRAS";1503;132;103;4963;-;449;297;89;50;-;-;-;105;-;-;423;9724;789;3;-;-;-;272;-;3;-;32;-;-;-;-;-;-;5;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;189;19182
03/2024;qtd_aprovada;"330170 DUQUE DE CAXIAS";69847;339;4421;826424;3054;51307;24733;17429;5154;670;779;-;122713;19;2758;45574;2255402;35332;289;-;6256;1;11679;-;733;-;15548;-;89;3652;9;-;2;66;-;-;-;11;1835;93;45;30;-;-;-;8;3;-;7148;34;-;44300;3557786
03/2024;qtd_aprovada;"330180 ENGENHEIRO PAULO DE FRONTIN";70;46;2178;10200;-;2211;943;37;-;-;-;-;454;-;-;369;15073;1127;2;-;-;-;302;-;-;-;1028;-;23;-;-;-;-;-;-;-;-;-;213;-;-;-;-;-;-;-;-;-;-;-;-;19;34295
03/2024;qtd_aprovada;"330185 GUAPIMIRIM";12095;-;568;49220;-;2427;626;174;72;-;34;2;1700;-;345;2140;78350;2928;28;-;-;-;81;-;99;-;441;-;16;3;-;-;-;-;-;-;-;-;21;2;84;-;-;-;-;-;-;-;40;-;-;-;151496
03/2024;qtd_aprovada;"330187 IGUABA GRANDE";3042;200;16183;53924;-;3005;374;-;-;-;-;-;610;-;-;5104;33421;1873;-;-;-;-;-;-;253;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3076;121066
03/2024;qtd_aprovada;"330190 ITABORAI";1781;458;281;118260;919;6069;1156;1496;1216;-;-;-;1641;-;2;7470;185483;1623;371;-;3061;-;360;-;70;-;1386;-;87;-;-;-;-;11;-;-;1;-;374;25;-;7;-;-;-;-;-;-;1432;46;-;-;335086
03/2024;qtd_aprovada;"330200 ITAGUAI";155;88;105;78750;-;847;502;-;-;-;25;-;2207;-;-;1729;54462;5726;-;-;-;-;1411;-;2346;-;106;-;78;-;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;373;-;-;406;149593
03/2024;qtd_aprovada;"330205 ITALVA";133;21;-;12743;-;409;-;-;-;-;-;-;221;-;-;460;10600;3310;601;-;-;-;834;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;29367
03/2024;qtd_aprovada;"330210 ITAOCARA";-;-;6;11455;-;1107;112;195;32;-;25;-;240;-;14;29;14649;1037;30;-;-;-;-;-;-;-;253;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;29204
03/2024;qtd_aprovada;"330220 ITAPERUNA";2031;825;171;43647;1289;824;1720;1157;585;217;105;-;5454;1132;-;3344;99271;10327;96;623;2171;741;-;-;3;-;1912;-;-;175;2;-;-;3;-;-;1;-;-;-;-;13;4;-;-;1;57;-;1505;49;-;3750;183205
03/2024;qtd_aprovada;"330225 ITATIAIA";1686;500;833;25634;-;276;536;-;-;-;130;-;315;-;7;238;20799;154;-;-;-;-;460;-;-;-;14;-;-;-;-;-;-;2;-;-;-;-;299;-;-;-;-;-;-;-;-;-;24;-;-;-;51907
03/2024;qtd_aprovada;"330227 JAPERI";334;29;265;35440;-;2427;1033;2;15;-;97;-;879;-;-;5713;50158;9043;524;-;2388;-;1063;-;93;-;912;-;58;-;-;21;-;-;-;-;-;-;427;-;-;112;-;-;-;-;-;-;33;217;-;1501;112784
03/2024;qtd_aprovada;"330230 LAJE DO MURIAE";1489;20;-;3667;-;253;-;-;-;-;-;-;90;-;-;-;11882;1610;-;-;-;-;-;-;-;-;1317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20328
03/2024;qtd_aprovada;"330240 MACAE";28783;1027;7058;140087;873;10747;1446;1192;457;102;377;10;4660;538;475;6185;242453;1403;723;297;1368;694;4822;-;406;-;4450;-;31;89;46;3;35;15;-;-;-;-;899;3;86;4;-;-;-;-;-;-;36;-;-;-;461880
03/2024;qtd_aprovada;"330245 MACUCO";-;-;-;-;-;154;-;-;-;-;-;-;27;-;-;-;11623;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;11899
03/2024;qtd_aprovada;"330250 MAGE";20750;578;6178;83154;-;10097;314;626;747;-;102;-;3480;12;-;12149;637598;4128;698;-;1931;10;-;-;-;-;5232;-;-;178;16;1;13;-;-;-;-;-;-;2320;125;3;-;-;-;-;-;-;11602;6;-;-;802048
03/2024;qtd_aprovada;"330260 MANGARATIBA";2160;130;3473;39456;-;2856;235;-;-;-;7;-;900;12;-;1736;66972;1862;109;-;-;2;1612;-;-;-;418;-;100;-;-;1;1;-;1;-;-;-;267;-;12;-;-;-;-;-;-;-;27;-;-;1077;123426
03/2024;qtd_aprovada;"330270 MARICA";1901;428;133;118149;289;10215;3103;3730;249;-;276;-;2440;-;-;5375;142736;5112;266;-;-;17;899;-;3029;-;1691;-;95;-;-;7;3;24;-;-;-;-;645;1;269;-;-;-;-;-;-;-;2178;-;-;9299;312559
03/2024;qtd_aprovada;"330280 MENDES";13458;118;1063;8822;-;1348;278;71;-;-;-;-;220;-;9;1367;29799;526;3;-;-;-;666;-;54;-;31;-;4;76;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;6;57943
03/2024;qtd_aprovada;"330285 MESQUITA";22683;33;123;102931;773;3680;5651;618;100;-;136;-;3207;-;-;3926;116959;2645;648;-;-;-;731;-;595;-;2842;-;15;18;-;48;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;82;-;-;-;268560
03/2024;qtd_aprovada;"330290 MIGUEL PEREIRA";9342;178;24;15533;-;1275;431;171;137;-;42;-;208;-;136;142;16967;596;-;-;-;80;110;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;45427
03/2024;qtd_aprovada;"330300 MIRACEMA";6868;19;1532;12181;-;899;326;-;-;-;38;-;338;-;-;43;16247;-;60;-;-;-;2163;-;-;-;444;-;3;-;-;-;-;-;-;-;-;-;401;-;-;-;-;-;-;-;-;-;24;-;-;-;41586
03/2024;qtd_aprovada;"330310 NATIVIDADE";22;84;76;6429;-;443;233;-;-;-;-;-;1851;-;-;509;12912;649;-;-;-;-;229;-;-;-;1290;-;-;-;-;-;-;-;-;-;-;-;189;-;3;-;-;-;-;-;-;-;318;-;-;-;25237
03/2024;qtd_aprovada;"330320 NILOPOLIS";81616;-;805;82284;299;12316;1405;51;153;-;-;-;1855;-;52;892;263640;2379;131;-;1286;1;-;-;221;-;61;-;-;50;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7;-;-;-;449505
03/2024;qtd_aprovada;"330330 NITEROI";2650;-;1113;251679;2379;18235;4975;4728;158;137;507;22;15657;974;151;6913;285279;1705;1771;1291;3501;969;172;-;802;-;941;-;94;714;1;62;-;5;-;-;6;-;41;1;44;15;-;-;-;1;30;-;2168;27;-;-;609918
03/2024;qtd_aprovada;"330340 NOVA FRIBURGO";979;501;58839;127213;-;7272;1989;2449;597;22;73;-;945;1070;-;1474;78701;934;124;-;1966;1193;298;-;-;-;725;-;-;-;-;-;9;2;-;-;-;-;34;-;-;9;-;-;-;-;-;-;899;23;-;783;289123
03/2024;qtd_aprovada;"330350 NOVA IGUACU";9136;17;5515;132465;-;25362;14525;6524;1462;24;81;-;35823;-;-;17032;656646;12259;450;49;2568;253;963;-;2115;-;2147;-;13;221;-;2;-;2;-;57;-;-;287;2728;5;17;-;-;-;-;-;-;30;9;-;-;928787
03/2024;qtd_aprovada;"330360 PARACAMBI";10350;82;292;30478;-;1474;224;104;-;-;-;-;380;-;-;1634;70014;1677;193;-;-;-;17;-;205;-;1025;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;494;118647
03/2024;qtd_aprovada;"330370 PARAIBA DO SUL";75;169;230;14089;-;2643;754;-;-;-;72;-;767;-;-;99;18669;1652;33;-;-;-;290;-;-;-;100;-;2;54;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;24;-;-;-;39738
03/2024;qtd_aprovada;"330380 PARATY";-;3700;2870;33870;-;3813;635;290;-;-;110;-;380;-;-;1047;43697;1950;50;-;-;1;-;-;-;-;315;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;510;-;-;13359;106607
03/2024;qtd_aprovada;"330385 PATY DO ALFERES";-;-;-;14780;-;79;175;-;-;-;24;-;88;-;-;-;2140;1090;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18376
03/2024;qtd_aprovada;"330390 PETROPOLIS";54763;566;862;146041;971;6972;9491;3222;435;366;111;115;19071;859;123;3836;87630;13619;838;1089;1490;573;1741;-;77;-;1278;-;8;1142;-;5;18;23;-;-;2;-;1304;172;264;10;-;-;-;-;-;-;3544;32;-;607;363270
03/2024;qtd_aprovada;"330395 PINHEIRAL";4;-;3371;16862;69;4057;1454;-;-;-;-;-;452;-;251;1537;34772;975;54;-;-;-;-;-;6;-;113;-;-;2;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;64003
03/2024;qtd_aprovada;"330400 PIRAI";114;156;1829;26851;149;1991;1204;47;-;-;100;-;5074;18;-;674;31401;1237;168;-;-;4;-;-;7;-;163;-;10;114;1;-;-;9;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;71325
03/2024;qtd_aprovada;"330410 PORCIUNCULA";1110;-;228;9189;-;582;230;-;-;-;-;-;213;-;-;815;36243;2047;-;-;-;-;6766;-;-;-;1020;-;5;-;-;-;-;-;-;-;-;-;404;-;-;-;-;-;-;-;-;-;15;-;-;4766;63633
03/2024;qtd_aprovada;"330411 PORTO REAL";8647;48;2774;9952;-;1184;459;77;-;-;5;-;589;-;-;1424;41541;854;13;-;-;-;1899;-;88;-;54;-;14;-;-;-;-;-;-;-;-;-;164;9;-;-;-;-;-;-;-;-;12;-;-;2098;71905
03/2024;qtd_aprovada;"330412 QUATIS";302;-;-;6546;-;289;-;-;-;-;-;-;78;-;-;477;11037;1211;-;-;-;-;266;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;20309
03/2024;qtd_aprovada;"330414 QUEIMADOS";872;-;24;71725;-;27729;2604;1463;-;-;-;-;1800;-;-;582;71922;9906;3025;-;4324;-;168;-;716;-;584;-;-;-;-;-;3;-;-;-;-;-;18;-;-;103;-;-;-;-;-;-;-;200;-;-;197768
03/2024;qtd_aprovada;"330415 QUISSAMA";21912;69;249;26351;-;1888;187;-;-;-;28;-;625;-;-;2616;47378;1330;44;-;-;2;574;-;417;-;358;-;-;-;-;3;-;-;-;-;-;-;60;-;127;-;-;-;-;-;-;-;-;-;-;-;104218
03/2024;qtd_aprovada;"330420 RESENDE";452;216;175;105609;560;15659;3146;2011;472;-;266;-;18789;533;-;1795;107537;2195;295;-;893;362;2388;-;518;-;669;-;9;763;-;-;-;-;-;-;1;-;352;-;-;7;-;-;-;-;-;-;70;12;-;10286;276040
03/2024;qtd_aprovada;"330430 RIO BONITO";490;15;64;57661;102;2988;486;362;386;-;-;-;3187;813;95;2865;64462;7381;540;1027;2026;386;76;-;152;-;268;-;2;73;-;4;3;-;-;-;1;-;40;11;-;9;-;-;-;-;-;-;-;10;-;-;145985
03/2024;qtd_aprovada;"330440 RIO CLARO";135;12;2;24418;-;618;423;-;-;-;46;-;243;-;32;453;13054;1304;2;-;-;-;494;-;333;-;58;-;1;-;-;-;-;1;-;-;-;-;47;-;-;-;-;-;-;-;-;-;20;-;-;1945;43641
03/2024;qtd_aprovada;"330450 RIO DAS FLORES";4814;-;271;8944;-;982;102;-;-;-;-;-;74;-;-;355;11482;-;29;-;-;-;1084;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;28302
03/2024;qtd_aprovada;"330452 RIO DAS OSTRAS";3152;1532;5;36429;-;7454;893;689;-;-;17;-;6312;-;-;2333;105444;1763;-;-;-;10;894;-;33;-;7;-;-;147;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;4;-;-;-;167296
03/2024;qtd_aprovada;"330455 RIO DE JANEIRO";1681086;9722;161769;2138774;33535;163543;75609;54804;9388;1230;7523;138;200322;75878;12558;408361;5060184;65554;6815;14314;37529;18121;157268;-;15939;3;18675;153;2367;4521;40;831;37;234;3;1;34;1;19124;139;1436;134;3646;-;-;10;1258;4307075;53474;253;-;-;14823413
03/2024;qtd_aprovada;"330460 SANTA MARIA MADALENA";-;-;4;6648;-;262;156;58;65;-;-;-;18;-;-;50;5729;89;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13242
03/2024;qtd_aprovada;"330470 SANTO ANTONIO DE PADUA";392;-;31;16261;-;1889;115;-;-;-;-;-;278;-;-;60;17933;4885;-;-;1710;-;920;-;-;-;18;-;154;-;-;-;-;-;-;-;-;-;8;-;-;23;-;-;-;-;-;-;66;30;-;-;44773
03/2024;qtd_aprovada;"330475 SAO FRANCISCO DE ITABAPOANA";17065;27;23;23616;206;937;326;130;-;-;-;-;384;-;-;1003;23354;1607;34;-;-;-;213;-;-;-;840;-;-;-;-;-;-;-;-;-;-;-;68;-;21;-;-;-;-;-;-;-;-;-;-;-;69854
03/2024;qtd_aprovada;"330480 SAO FIDELIS";7467;31;9;5526;-;945;-;-;-;-;1;-;115;-;17;343;25456;1242;300;-;-;-;591;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;42293
03/2024;qtd_aprovada;"330490 SAO GONCALO";20111;-;4055;409667;4313;29110;18702;6221;2361;-;669;-;19227;2465;-;20506;619842;8483;1606;-;6374;1517;6507;-;3935;-;7392;-;112;539;1;140;6;-;-;-;3;-;759;-;462;26;-;-;-;-;-;-;5852;40;-;847;1201850
03/2024;qtd_aprovada;"330500 SAO JOAO DA BARRA";709;530;212;44216;166;2418;948;378;-;-;78;-;763;-;-;1110;47041;4987;109;-;-;-;418;-;8;-;1060;-;12;-;-;-;-;-;-;-;-;-;38;-;163;-;-;-;-;-;-;-;-;-;-;12;105376
03/2024;qtd_aprovada;"330510 SAO JOAO DE MERITI";158809;6923;795;176916;-;9377;7204;548;259;-;32;-;12107;-;-;2194;125114;44252;8626;-;3736;-;3305;-;4;-;1361;-;178;80;-;-;-;-;-;-;-;-;10172;-;-;57;-;-;-;-;-;-;1521;138;-;-;573708
03/2024;qtd_aprovada;"330513 SAO JOSE DE UBA";101;37;-;5030;-;346;-;-;-;-;3;-;56;-;9;7;3773;1532;-;-;-;-;416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;8;-;-;119;11479
03/2024;qtd_aprovada;"330515 SAO JOSE DO VALE DO RIO PRETO";7;54;20;18416;-;750;95;-;-;-;8;-;63;-;-;437;20762;1646;35;-;-;-;75;-;-;-;149;-;-;-;-;-;1;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;24;-;-;-;42550
03/2024;qtd_aprovada;"330520 SAO PEDRO DA ALDEIA";1952;-;126;24269;-;5691;913;88;-;-;139;-;3265;-;84;1492;66021;829;-;-;-;-;486;-;514;-;785;-;38;114;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;18;-;-;233;107112
03/2024;qtd_aprovada;"330530 SAO SEBASTIAO DO ALTO";3315;18;1762;10614;-;2093;407;183;-;-;68;-;2070;-;-;1974;25607;224;535;-;-;-;553;-;-;-;717;-;-;-;-;-;-;-;-;-;-;-;285;-;-;-;-;-;-;-;-;-;-;-;-;-;50425
03/2024;qtd_aprovada;"330540 SAPUCAIA";6064;215;792;-;-;294;150;-;-;-;-;-;191;-;-;1114;12883;1621;-;-;-;-;88;-;175;-;52;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;49;-;-;-;23712
03/2024;qtd_aprovada;"330550 SAQUAREMA";7633;1244;115;103778;-;7507;3958;558;-;-;230;-;10004;-;-;7158;250752;1326;76;-;-;-;-;-;1970;-;1551;-;4;108;11;-;-;2;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;398097
03/2024;qtd_aprovada;"330555 SEROPEDICA";127;98;41;24024;-;3311;862;-;-;-;39;-;817;-;-;2005;58131;3811;105;-;-;-;619;-;-;-;100;-;26;-;-;-;-;-;-;-;-;-;96;-;6;-;-;-;-;-;-;-;16;-;-;1708;95942
03/2024;qtd_aprovada;"330560 SILVA JARDIM";412;46;20577;40712;-;2738;337;-;-;-;18;-;51;-;-;2810;33982;-;238;-;-;-;-;-;-;-;6;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1914;103852
03/2024;qtd_aprovada;"330570 SUMIDOURO";2078;40;97;4178;-;497;-;-;-;-;17;-;183;-;-;163;9960;488;156;-;-;-;131;-;17;-;69;-;17;-;-;-;-;-;-;-;-;-;22;-;30;-;-;-;-;-;-;-;-;-;-;-;18143
03/2024;qtd_aprovada;"330575 TANGUA";-;-;-;22985;-;1921;15;-;-;-;32;-;178;-;344;2250;25914;4630;27;-;-;-;31;-;-;-;397;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58737
03/2024;qtd_aprovada;"330580 TERESOPOLIS";32130;856;3867;116823;1305;6997;4233;1894;505;-;172;-;524;50;-;7350;144793;22000;56;1062;1734;47;1849;-;1;-;830;-;32;1;-;-;1;1;-;-;1;-;479;-;59;7;-;-;-;-;-;-;-;15;-;2263;351937
03/2024;qtd_aprovada;"330590 TRAJANO DE MORAES";-;15;30;5676;-;865;-;-;-;-;-;-;665;-;-;46;9878;-;86;-;-;-;-;-;-;-;175;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17441
03/2024;qtd_aprovada;"330600 TRES RIOS";1626;12;80;56710;397;2902;1036;523;265;-;100;-;1083;6;-;-;14620;1762;377;-;1698;3;289;-;12;-;77;-;-;-;-;-;11;-;-;-;1;-;5;4;1;19;-;-;-;-;-;-;-;36;-;-;83655
