periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
03/2025;qtd_aprovada;"230550 IGUATU";15;-;229;7777;-;2168;782;77;-;-;137;-;683;1839;-;419;54858;474;12;-;2745;1020;1150;-;-;-;-;355;-;15;-;-;1;2;-;-;-;1;-;130;23;-;12;-;-;-;-;-;-;540;172;12;-;-;-;-;-;-;-;75648
03/2025;qtd_aprovada;"230560 INDEPENDENCIA";-;113;-;231;-;350;-;-;-;-;-;-;234;-;-;909;31602;280;-;-;-;-;-;-;-;-;-;25;-;380;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;34132
03/2025;qtd_aprovada;"230565 IPAPORANGA";37;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2556;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2738
03/2025;qtd_aprovada;"230570 IPAUMIRIM";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3014;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3025
03/2025;qtd_aprovada;"230580 IPU";-;248;75;3326;-;1248;379;502;-;-;-;-;243;-;-;-;17377;242;-;-;-;-;197;-;-;-;-;37;-;7;51;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24004
03/2025;qtd_aprovada;"230590 IPUEIRAS";-;429;17;774;-;-;-;-;-;-;-;-;-;-;-;548;9586;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11354
03/2025;qtd_aprovada;"230600 IRACEMA";34;130;88;1727;-;264;130;-;-;-;-;-;55;-;-;850;6602;313;-;-;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10334
03/2025;qtd_aprovada;"230610 IRAUCUBA";-;34;76;2225;-;421;93;-;-;-;35;-;43;-;-;1161;16284;1112;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;21511
03/2025;qtd_aprovada;"230620 ITAICABA";-;76;4;-;-;-;-;-;-;-;-;-;166;-;-;299;7089;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7660
03/2025;qtd_aprovada;"230625 ITAITINGA";207;165;814;29447;-;1778;350;-;3;-;21;-;61;-;-;1678;64831;758;4;-;-;-;328;-;341;-;-;181;-;1;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;101023
03/2025;qtd_aprovada;"230630 ITAPAJE";-;276;-;8570;-;937;230;-;-;-;-;-;255;-;-;1032;21433;458;-;-;-;-;-;-;-;-;-;73;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33283
03/2025;qtd_aprovada;"230640 ITAPIPOCA";110;179;563;19847;-;2395;1350;56;-;-;20;-;1839;-;9;967;51474;-;261;-;4042;-;399;-;-;-;-;178;-;1;4;-;-;11;-;-;-;-;-;77;-;-;28;-;-;-;-;-;-;70;40;29;-;-;-;-;-;-;-;83949
03/2025;qtd_aprovada;"230650 ITAPIUNA";631;134;6084;2246;-;244;52;-;-;-;-;-;20;-;-;311;5280;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15016
03/2025;qtd_aprovada;"230655 ITAREMA";-;79;326;7881;-;463;53;-;-;-;-;-;15;-;-;1504;23209;406;7;-;-;-;-;-;-;-;-;19;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;914;-;-;-;-;-;34877
03/2025;qtd_aprovada;"230660 ITATIRA";-;114;-;-;-;-;92;-;-;-;-;-;-;-;-;-;10;255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;471
03/2025;qtd_aprovada;"230670 JAGUARETAMA";94;202;-;6368;-;368;107;-;-;-;-;-;959;-;-;-;13320;837;19;-;-;-;-;-;-;-;-;174;-;7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;22593
03/2025;qtd_aprovada;"230680 JAGUARIBARA";-;79;-;3287;-;167;85;-;-;-;36;-;380;-;-;-;6911;1136;-;-;-;-;-;-;86;-;-;586;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;12824
03/2025;qtd_aprovada;"230690 JAGUARIBE";104;129;2;11731;-;1058;209;-;-;-;52;-;396;-;4;1039;26274;534;13;-;-;-;-;-;-;-;-;65;-;3;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;41691
03/2025;qtd_aprovada;"230700 JAGUARUANA";20;127;-;4375;-;477;18;-;-;-;-;-;72;-;-;576;15744;742;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22154
03/2025;qtd_aprovada;"230710 JARDIM";-;-;-;188;-;-;-;-;-;-;-;-;120;-;-;17;11638;-;8;-;-;-;-;-;-;-;-;176;-;19;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12169
03/2025;qtd_aprovada;"230720 JATI";27;81;50;936;-;-;-;-;-;-;-;-;-;-;-;-;2428;-;-;-;-;-;240;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;3981
03/2025;qtd_aprovada;"230725 JIJOCA DE JERICOACOARA";-;197;4478;7715;-;765;706;-;-;-;-;-;18;-;-;1410;24116;140;-;-;-;-;-;-;-;-;-;59;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;39624
03/2025;qtd_aprovada;"230730 JUAZEIRO DO NORTE";3807;160;1362;37973;1994;4707;2566;1073;40;-;120;-;5234;-;-;4545;245141;5874;10;-;2947;-;1238;-;1002;-;-;399;-;21;93;-;-;12;-;-;1;1;-;200;1;-;20;-;-;-;-;-;-;-;686;37;-;-;-;-;-;-;-;321264
03/2025;qtd_aprovada;"230740 JUCAS";-;96;-;3883;-;245;142;-;-;-;27;-;166;-;-;448;17913;911;-;-;-;-;-;-;-;-;-;479;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;9922;-;-;-;-;-;34477
03/2025;qtd_aprovada;"230750 LAVRAS DA MANGABEIRA";14;-;2;1530;-;176;76;-;-;-;-;-;113;-;-;-;9324;1071;-;-;-;-;-;-;-;-;-;73;-;14;9;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12406
03/2025;qtd_aprovada;"230760 LIMOEIRO DO NORTE";236;182;315;15646;754;1776;913;1557;68;-;54;-;947;-;-;3258;49795;2004;1;-;-;-;1110;-;-;-;-;88;-;21;160;32;2;3;2;-;-;-;-;186;-;2;-;-;-;-;-;-;-;602;120;-;-;4976;-;-;-;-;-;84810
03/2025;qtd_aprovada;"230763 MADALENA";-;54;84;-;-;169;75;-;-;-;-;-;44;-;-;899;10841;442;1;-;-;-;-;-;-;-;-;10;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12624
03/2025;qtd_aprovada;"230765 MARACANAU";1768;1366;1661;108324;1182;6062;2504;1124;201;-;319;-;4579;-;22;3151;126981;3445;1609;-;4789;-;1357;-;-;-;-;725;-;8;417;1;-;-;-;-;-;-;-;202;-;-;34;-;-;-;-;-;-;-;78;35;-;-;-;-;-;-;-;271944
03/2025;qtd_aprovada;"230770 MARANGUAPE";72;110;-;39136;538;2191;-;-;-;-;10;-;911;-;2;327;79663;1157;-;-;-;-;-;-;-;-;-;187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124304
03/2025;qtd_aprovada;"230780 MARCO";-;99;8;5182;-;694;224;16;2;-;32;-;183;-;-;708;16374;636;1;-;-;-;-;-;1;-;-;106;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24276
03/2025;qtd_aprovada;"230790 MARTINOPOLE";45;31;17;-;-;-;140;-;-;-;22;-;29;-;-;278;4776;40;-;-;-;-;-;-;-;-;-;76;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5478
03/2025;qtd_aprovada;"230800 MASSAPE";-;95;142;-;-;403;-;-;-;-;-;-;4;-;-;12;12612;563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13831
03/2025;qtd_aprovada;"230810 MAURITI";3;229;-;4808;-;1063;223;-;-;-;34;-;328;-;-;81;14376;8365;7;-;-;-;278;-;-;-;-;303;-;25;112;26;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;30316
03/2025;qtd_aprovada;"230820 MERUOCA";-;44;-;2411;-;-;198;-;-;-;-;-;151;-;-;562;8501;626;-;-;-;-;-;-;-;-;-;239;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;490;-;-;-;-;-;13226
03/2025;qtd_aprovada;"230830 MILAGRES";20;139;245;1310;-;363;77;-;-;-;28;-;153;-;-;643;6994;613;-;-;-;-;241;-;19;-;-;40;-;18;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;11009
03/2025;qtd_aprovada;"230835 MILHA";-;-;153;922;-;229;-;-;-;-;-;-;70;-;-;7;7718;781;-;-;-;-;-;-;-;-;-;127;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;770;-;-;-;-;-;10826
03/2025;qtd_aprovada;"230837 MIRAIMA";-;10;-;-;-;-;-;-;-;-;-;-;20;-;-;945;3826;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;4838
03/2025;qtd_aprovada;"230840 MISSAO VELHA";8;493;-;-;47;104;331;-;-;-;29;-;63;-;-;41;6551;2766;-;-;-;-;45;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;46;120;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;10727
03/2025;qtd_aprovada;"230850 MOMBACA";11;118;-;745;-;396;100;-;-;-;-;-;140;-;-;1078;36187;3;2;-;-;-;120;-;-;-;-;38;-;8;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;51;-;-;817;-;-;-;-;-;39837
03/2025;qtd_aprovada;"230860 MONSENHOR TABOSA";-;96;-;1881;-;132;79;-;-;-;-;-;40;-;-;-;10605;-;-;-;-;-;-;-;-;-;-;111;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12958
03/2025;qtd_aprovada;"230870 MORADA NOVA";2;72;918;3131;-;818;80;-;-;-;-;-;337;-;-;666;28740;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34764
03/2025;qtd_aprovada;"230880 MORAUJO";10;51;155;-;-;-;-;-;-;-;-;-;43;-;-;303;4526;-;-;-;-;-;-;-;-;-;-;9;-;5;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;67;-;-;-;-;-;5198
03/2025;qtd_aprovada;"230890 MORRINHOS";-;33;-;-;-;-;213;-;-;-;44;-;-;-;-;559;7995;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;8969
03/2025;qtd_aprovada;"230900 MUCAMBO";-;62;5;5;-;1925;169;-;-;-;-;-;62;-;-;303;10735;970;-;-;-;-;-;-;-;-;-;34;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;14337
03/2025;qtd_aprovada;"230910 MULUNGU";-;152;5;1826;-;-;-;-;-;-;-;-;-;-;-;1006;2015;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5043
03/2025;qtd_aprovada;"230920 NOVA OLINDA";99;67;-;-;-;-;17;-;-;-;-;-;-;-;-;-;4746;335;-;-;-;-;70;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5434
03/2025;qtd_aprovada;"230930 NOVA RUSSAS";63;129;-;6362;-;121;311;-;-;-;10;-;1211;-;-;930;23743;280;10;-;-;-;139;-;-;-;-;99;-;35;211;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;22;-;-;574;-;-;-;-;-;34280
03/2025;qtd_aprovada;"230940 NOVO ORIENTE";-;219;415;14419;-;-;28;-;-;-;-;-;317;-;-;599;16265;576;6;-;-;-;2;-;-;-;-;933;-;712;-;202;-;-;98;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;34812
03/2025;qtd_aprovada;"230945 OCARA";-;60;-;14657;-;546;-;-;-;-;-;-;241;-;-;5280;51337;496;6;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72653
03/2025;qtd_aprovada;"230950 OROS";32;55;-;3688;-;416;-;-;-;-;-;-;104;-;-;362;16449;142;-;-;-;-;76;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;3800;-;-;-;-;-;25246
03/2025;qtd_aprovada;"230960 PACAJUS";1;165;84;-;-;1333;291;-;-;-;42;-;183;-;-;1791;49914;1263;94;-;-;-;-;-;712;-;-;127;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;56019
03/2025;qtd_aprovada;"230970 PACATUBA";12;17;859;22479;-;1690;-;-;-;-;-;-;150;-;-;967;46953;-;-;-;-;-;-;-;-;-;-;174;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73305
03/2025;qtd_aprovada;"230980 PACOTI";-;164;-;1793;-;-;62;-;-;-;-;-;12;-;-;125;1760;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3921
03/2025;qtd_aprovada;"230990 PACUJA";-;14;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;376;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;740
03/2025;qtd_aprovada;"231000 PALHANO";8;70;-;265;-;189;53;-;-;-;-;-;193;-;-;245;13121;203;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14370
03/2025;qtd_aprovada;"231010 PALMACIA";-;95;-;554;-;-;-;-;-;-;-;-;25;-;-;245;4504;237;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5660
03/2025;qtd_aprovada;"231020 PARACURU";-;-;-;1216;-;270;228;-;-;-;-;-;76;-;-;12;11224;346;-;-;-;-;126;-;-;-;-;44;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;13575
03/2025;qtd_aprovada;"231025 PARAIPABA";-;103;2372;2668;-;1214;385;-;-;-;-;-;141;-;-;1158;22009;-;-;-;-;-;10;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30124
03/2025;qtd_aprovada;"231030 PARAMBU";-;271;9;6803;-;974;-;422;-;-;7;-;139;-;-;15;73896;871;-;-;-;-;225;-;-;-;-;13;-;-;-;-;-;-;7;-;3;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;822;-;-;-;-;-;84584
03/2025;qtd_aprovada;"231040 PARAMOTI";30;65;548;-;-;253;111;-;-;-;-;-;216;-;-;576;9483;-;35;-;-;-;50;-;-;-;-;66;-;8;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;11464
03/2025;qtd_aprovada;"231050 PEDRA BRANCA";205;96;48;18961;-;811;569;-;-;-;-;-;220;-;76;1888;12930;568;-;-;-;-;-;-;10;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;36504
03/2025;qtd_aprovada;"231060 PENAFORTE";-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;38;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;445
03/2025;qtd_aprovada;"231070 PENTECOSTE";-;164;-;514;-;-;130;-;-;-;-;-;125;-;-;139;5118;470;23;-;-;-;-;-;-;-;-;35;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6738
03/2025;qtd_aprovada;"231080 PEREIRO";30;86;-;1967;-;143;61;-;-;-;-;-;114;-;72;221;7143;245;-;-;-;-;-;-;-;-;-;15;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10099
03/2025;qtd_aprovada;"231085 PINDORETAMA";1602;248;-;1389;-;-;80;-;-;-;-;-;200;-;-;665;24557;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;28838
03/2025;qtd_aprovada;"231090 PIQUET CARNEIRO";689;359;-;-;-;145;36;-;-;-;-;-;51;-;-;117;10892;30;-;-;-;-;-;-;76;4;-;55;-;6;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12464
03/2025;qtd_aprovada;"231095 PIRES FERREIRA";-;228;3;-;-;-;-;-;-;-;-;-;9;-;-;95;1887;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2262
03/2025;qtd_aprovada;"231100 PORANGA";-;27;-;1500;-;108;44;-;-;-;-;-;-;-;-;5;17457;-;1;-;-;-;-;-;-;-;-;101;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;19263
03/2025;qtd_aprovada;"231110 PORTEIRAS";12;132;-;-;-;-;24;-;-;-;-;-;-;-;-;-;9209;179;-;-;-;-;317;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;10033
03/2025;qtd_aprovada;"231120 POTENGI";-;50;-;3314;-;218;-;-;-;-;-;-;57;-;-;-;8089;236;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12019
03/2025;qtd_aprovada;"231123 POTIRETAMA";-;79;-;1481;-;-;65;-;-;-;-;-;30;-;-;876;3923;184;1;-;-;-;45;-;-;-;-;15;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;6726
03/2025;qtd_aprovada;"231126 QUITERIANOPOLIS";2;66;26;818;-;18;17;-;-;-;-;-;-;-;-;76;7124;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8165
03/2025;qtd_aprovada;"231130 QUIXADA";8241;16493;1220;15636;-;1998;372;-;-;-;49;-;1029;3551;3;7172;83741;855;248;-;1995;1802;111;-;1;-;-;1584;-;1;-;-;4;11;-;-;-;-;-;21;-;145;7;-;-;-;-;-;-;275;-;13;-;1680;-;-;-;-;-;148258
03/2025;qtd_aprovada;"231135 QUIXELO";800;139;-;3265;-;21;-;-;-;-;-;-;32;-;-;727;15224;134;-;-;-;-;-;-;-;-;-;301;-;10;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1537;-;-;-;-;-;22191
03/2025;qtd_aprovada;"231140 QUIXERAMOBIM";226;723;684;16195;14;1995;622;869;91;-;92;-;594;-;-;2824;61956;1789;35;-;-;-;1175;-;-;-;-;98;-;32;-;-;1;23;3;-;-;1;-;145;-;-;-;-;-;-;-;-;-;-;92;10;-;200;-;-;-;-;-;90489
03/2025;qtd_aprovada;"231150 QUIXERE";-;626;1;5451;-;622;193;-;-;-;34;-;271;-;-;446;21579;80;16;-;-;-;-;-;-;-;-;40;-;9;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29411
03/2025;qtd_aprovada;"231160 REDENCAO";77;8;38;7353;-;587;338;-;-;-;-;-;69;-;-;-;8548;560;-;-;-;-;132;-;-;-;-;40;-;16;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17833
03/2025;qtd_aprovada;"231170 RERIUTABA";192;95;2;-;-;135;181;-;-;-;19;-;144;-;-;71;10599;698;-;-;-;-;81;-;-;-;-;177;-;11;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;12562
03/2025;qtd_aprovada;"231180 RUSSAS";609;700;893;24141;13;1599;387;115;-;-;45;-;1077;-;1;1404;58576;560;5;-;3266;-;1469;-;-;-;-;697;-;3;-;-;7;-;-;-;-;2;-;137;-;-;14;-;-;-;-;-;-;-;107;14;-;-;-;-;-;-;-;95841
03/2025;qtd_aprovada;"231190 SABOEIRO";-;32;-;-;-;128;-;-;-;-;-;-;55;-;-;640;2437;86;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;3482
03/2025;qtd_aprovada;"231195 SALITRE";-;225;-;-;-;56;-;-;-;-;-;-;-;-;-;-;14058;200;-;-;-;-;11;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14614
03/2025;qtd_aprovada;"231200 SANTANA DO ACARAU";1;382;9546;9549;-;269;287;-;-;-;20;-;287;-;-;2954;10988;-;-;-;-;-;56;-;-;-;-;774;-;15;-;180;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;35524
03/2025;qtd_aprovada;"231210 SANTANA DO CARIRI";4;39;1536;-;-;14;50;-;-;-;-;-;-;-;-;298;3764;-;-;-;-;-;121;-;-;-;-;64;-;7;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;592;-;-;-;-;-;6513
03/2025;qtd_aprovada;"231220 SANTA QUITERIA";-;102;-;3780;-;479;321;-;-;-;16;-;11;-;-;25;5085;-;-;-;-;-;-;-;2;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9844
