periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
01/2024;qtd_aprovada;"130110 CAREIRO";-;-;17;13267;-;422;281;-;-;-;-;-;90;-;1156;60;22765;-;91;-;-;-;-;870;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;39163
01/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";72;-;4560;4870;-;133;100;-;-;-;-;-;-;-;-;2;1170;-;-;-;-;-;73;-;-;44;-;1;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;11046
01/2024;qtd_aprovada;"130120 COARI";20;242;78;22328;-;2232;1412;-;-;-;48;-;557;-;-;3644;84494;2555;10;-;-;59;-;-;-;562;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118242
01/2024;qtd_aprovada;"130130 CODAJAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323
01/2024;qtd_aprovada;"130140 EIRUNEPE";4554;144;2407;3325;-;140;165;-;-;-;-;-;1;-;3;355;9832;282;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;21342
01/2024;qtd_aprovada;"130150 ENVIRA";-;-;1;304;-;47;-;-;-;-;-;-;1;-;1;283;4546;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5191
01/2024;qtd_aprovada;"130160 FONTE BOA";1599;305;-;12650;-;50;225;-;-;-;-;-;900;-;-;4000;41089;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;22;-;-;-;60900
01/2024;qtd_aprovada;"130165 GUAJARA";7538;-;1345;2118;-;175;39;-;-;-;-;-;12;-;-;2902;17893;163;4;-;-;-;445;-;-;246;-;1;-;-;-;-;-;-;-;-;-;301;-;-;-;-;-;-;-;-;-;23;-;-;-;33205
01/2024;qtd_aprovada;"130170 HUMAITA";7316;709;2240;17140;-;9;322;294;-;-;-;-;3769;230;98;1898;57607;572;440;-;-;102;45;-;-;285;-;-;-;-;-;62;-;-;-;-;-;728;-;-;-;-;-;-;-;-;-;-;-;-;1158;95024
01/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;502;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;640
01/2024;qtd_aprovada;"130185 IRANDUBA";-;27;-;3531;-;-;-;-;-;-;-;-;-;-;-;-;23447;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;27032
01/2024;qtd_aprovada;"130190 ITACOATIARA";1845;584;2903;89009;-;1784;1140;208;-;-;-;-;1644;277;131;2;108829;6997;3;-;-;283;-;-;-;1171;-;23;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;3720;220652
01/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;3545;-;2091;56;-;-;-;-;-;54;-;-;350;1290;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;30;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;7501
01/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;720;2955;-;85;94;-;-;-;-;-;-;-;-;75;3840;-;-;-;-;-;-;-;-;209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7978
01/2024;qtd_aprovada;"130210 JAPURA";-;39;-;3141;-;92;-;-;-;-;-;-;200;-;-;-;1198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;4698
01/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"130230 JUTAI";-;-;-;948;-;-;-;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1099
01/2024;qtd_aprovada;"130240 LABREA";259;-;36;4430;-;924;33;-;-;-;-;-;1;-;-;31;6437;55;-;-;-;-;339;-;-;167;-;-;-;-;-;-;-;-;-;-;-;561;-;-;-;-;-;-;-;-;-;-;-;-;-;13273
01/2024;qtd_aprovada;"130250 MANACAPURU";2454;147;-;32232;-;5098;2279;-;-;-;-;-;10867;-;139;294;96503;-;-;-;-;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;150290
01/2024;qtd_aprovada;"130255 MANAQUIRI";-;15;-;2537;-;-;-;-;-;-;-;-;-;-;-;-;4573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7125
01/2024;qtd_aprovada;"130260 MANAUS";32044;1888;6197;1203307;25139;56444;34313;18528;3784;779;3324;53;46605;23923;1229;18873;1978968;34084;561;4162;14168;12362;68113;2277;19;12564;-;486;2215;16;210;83;30;-;-;6;2;6172;411;1717;190;180;45;42;-;1023;529092;11860;322;-;23297;4181107
01/2024;qtd_aprovada;"130270 MANICORE";2580;21;-;14346;-;1031;321;-;-;-;-;-;794;-;-;464;15689;495;74;-;-;13;-;11;-;386;-;21;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;-;-;92;36463
01/2024;qtd_aprovada;"130280 MARAA";11630;-;-;1226;-;152;156;-;-;-;-;-;-;-;-;399;10591;-;-;-;-;-;-;-;-;75;-;9;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24250
01/2024;qtd_aprovada;"130290 MAUES";157;3975;7;32418;-;1401;569;-;-;-;-;-;456;-;2;573;18280;-;1;-;-;-;-;-;-;387;-;8;-;-;6;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5331;63574
01/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4156;-;184;148;-;-;-;-;-;-;-;-;11;4205;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;8774
01/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";1003;-;-;13605;-;-;-;-;-;-;-;-;-;-;-;280;19816;819;-;-;-;-;-;457;-;346;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36326
01/2024;qtd_aprovada;"130320 NOVO AIRAO";-;50;-;5595;-;628;352;-;-;-;-;-;38;-;-;139;9883;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;16809
01/2024;qtd_aprovada;"130330 NOVO ARIPUANA";138;31;214;30322;-;1034;23;-;-;-;-;-;42;-;58;345;3850;97;-;-;-;-;-;-;-;275;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36437
01/2024;qtd_aprovada;"130340 PARINTINS";18582;-;20;41919;-;2881;1346;-;-;-;-;-;1273;349;129;703;71479;623;56;-;-;202;359;-;-;1851;-;-;32;-;-;6;2;-;-;-;6;38;-;-;-;-;-;-;-;-;-;60;-;-;6910;148826
01/2024;qtd_aprovada;"130350 PAUINI";-;74;-;8310;-;162;267;-;-;-;-;-;14;-;-;-;1375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;10230
01/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;207;37;19934;-;584;190;-;-;-;-;-;126;-;-;176;6058;734;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28075
01/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";60;154;-;4819;-;1465;106;-;-;-;-;-;25;-;11;1591;32896;-;-;-;-;-;-;-;-;679;-;32;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;41921
01/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;8;-;1615;-;-;-;-;-;-;-;-;-;-;-;1;2429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4053
01/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;8060;-;311;-;-;-;-;-;-;-;-;235;494;3868;-;-;-;-;6;-;-;-;134;-;24;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;24;-;-;-;13179
01/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";28;47;23;12560;-;946;19;-;-;-;-;-;26;-;-;1273;13677;174;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28838
01/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";64;-;-;-;-;1007;389;-;-;-;-;-;-;-;-;152;4444;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;6087
01/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;2208;-;248;-;-;-;-;-;-;26;-;-;371;7035;337;-;-;-;-;-;-;-;238;-;5;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;24;10536
01/2024;qtd_aprovada;"130400 SILVES";-;-;-;2517;-;262;206;-;-;-;-;-;53;-;-;52;7186;-;-;-;-;-;212;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;50;-;-;182;10786
01/2024;qtd_aprovada;"130406 TABATINGA";73;140;-;4911;-;1000;43;-;-;-;-;-;141;-;-;59;3740;108;-;-;-;64;611;-;-;29;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;10961
01/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"130420 TEFE";340;1088;174;36713;-;4759;1320;132;-;-;49;-;368;-;4;1779;95752;4275;222;-;-;15;677;6238;-;635;-;2;-;-;-;-;-;-;-;-;-;79;-;322;-;-;-;-;-;-;-;27;-;-;4421;159391
01/2024;qtd_aprovada;"130423 TONANTINS";25641;-;-;1009;-;-;-;-;-;-;-;-;-;-;139;937;43546;-;-;-;-;-;-;-;-;592;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71864
01/2024;qtd_aprovada;"130426 UARINI";-;-;-;4048;-;312;43;-;-;-;-;-;31;-;-;350204;2226;-;16;-;-;-;-;-;-;2;-;1;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;356890
01/2024;qtd_aprovada;"130430 URUCARA";-;66;-;5238;-;246;82;-;-;-;-;-;47;-;5;11;2091;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;7850
01/2024;qtd_aprovada;"130440 URUCURITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
01/2024;qtd_aprovada;"140005 ALTO ALEGRE";518;23;-;285;-;370;-;-;-;-;-;-;-;-;20;40;4619;165;-;-;-;-;45;-;-;3;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;6110
01/2024;qtd_aprovada;"140010 BOA VISTA";25014;853;3122;173731;1069;11972;3347;836;1160;61;70;-;4556;11517;2702;8674;161950;1728;2578;17;3935;1196;629;952;-;92;-;88;1064;-;-;-;-;-;-;-;-;149;-;30;49;-;-;-;-;-;99860;1210;26;-;7961;532198
01/2024;qtd_aprovada;"140015 BONFIM";9;22;-;369;-;-;-;-;-;-;-;-;-;-;-;45;2217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;2669
01/2024;qtd_aprovada;"140017 CANTA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
01/2024;qtd_aprovada;"140020 CARACARAI";-;73;-;830;-;394;-;-;-;-;-;-;18;-;-;182;6037;-;-;-;-;-;1;-;-;45;-;2;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;7596
01/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;605;-;158;-;-;-;-;-;-;-;-;-;360;4458;133;-;-;-;-;-;-;-;38;-;3;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;5774
01/2024;qtd_aprovada;"140028 IRACEMA";67;7;64;-;-;-;-;-;-;-;-;-;-;-;-;248;3147;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;3618
01/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;957;-;570;-;-;-;-;-;-;-;-;-;211;6470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8208
01/2024;qtd_aprovada;"140040 NORMANDIA";17;-;-;164;-;-;-;-;-;-;-;-;-;-;3;9;1109;-;-;-;-;-;27;-;-;12;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;1355
01/2024;qtd_aprovada;"140045 PACARAIMA";20;9;-;1698;-;-;-;-;-;-;-;-;37;-;-;78;1549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3391
01/2024;qtd_aprovada;"140047 RORAINOPOLIS";1441;26;-;1957;-;881;326;-;-;-;-;-;213;-;-;231;18064;402;-;-;-;-;-;-;-;86;-;12;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;1224;24910
01/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;56;-;713;-;-;-;-;-;-;-;-;-;-;13;11;2317;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;3176
01/2024;qtd_aprovada;"140060 SAO LUIZ";-;10;-;638;-;165;-;-;-;-;-;-;-;-;-;179;2511;1956;-;-;-;-;-;-;-;17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5477
01/2024;qtd_aprovada;"140070 UIRAMUTA";-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
01/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"150010 ABAETETUBA";24839;22;1137;18945;326;2118;1495;455;-;-;161;-;742;715;79;7784;56431;-;2;-;-;536;-;-;-;329;-;60;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;5496;-;-;-;3110;124794
01/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";130;13;-;857;-;-;40;-;-;-;-;-;-;-;1;190;1167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2398
01/2024;qtd_aprovada;"150020 ACARA";-;183;-;12127;-;560;242;-;-;-;-;-;625;-;-;-;36488;-;-;-;-;-;-;-;-;364;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4099;54688
01/2024;qtd_aprovada;"150030 AFUA";-;478;-;2248;71;241;-;-;-;-;-;-;-;-;-;3;689;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3820
01/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;145;-;21737;-;587;42;-;-;-;2;-;8;-;90;178;3729;-;80;-;-;-;-;-;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2328;28935
01/2024;qtd_aprovada;"150040 ALENQUER";4;71;-;3019;-;565;82;-;-;-;-;-;156;-;-;39;2474;2032;5;-;-;-;18;-;-;234;-;31;-;-;-;4;6;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;4000;12770
01/2024;qtd_aprovada;"150050 ALMEIRIM";-;952;-;9040;-;865;230;-;-;-;-;-;67;-;75;219;17905;1554;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5987;36898
01/2024;qtd_aprovada;"150060 ALTAMIRA";1498;641;79;85122;500;5811;1057;414;34;-;97;-;3077;694;1;1481;92398;8881;900;-;1392;463;-;-;-;333;-;36;173;-;-;-;37;-;100;-;11;-;-;48;17;-;-;-;-;-;18519;-;12;-;23316;247142
01/2024;qtd_aprovada;"150070 ANAJAS";-;74;1302;8341;-;189;-;-;-;-;-;-;-;-;-;-;3103;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;13051
01/2024;qtd_aprovada;"150080 ANANINDEUA";5354;-;-;270477;-;30924;2753;1866;624;-;1;-;6124;-;-;3271;434014;847;4011;-;4457;-;362;-;-;1265;-;206;292;7;-;-;-;-;-;-;126;197;485;-;54;-;-;-;-;-;17657;-;45;-;1082;786501
01/2024;qtd_aprovada;"150085 ANAPU";-;110;-;3331;-;347;62;-;-;-;-;-;-;-;-;247;6860;96;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;80;11202
01/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;67;-;-;162;-;302;-;-;-;-;-;30;-;-;-;2971;1222;-;-;-;-;-;-;-;503;-;59;-;80;10;10;119;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;5585
01/2024;qtd_aprovada;"150095 AURORA DO PARA";-;10;-;1491;-;-;23;-;-;-;-;-;18;-;-;54;4980;117;-;-;-;-;-;-;-;216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;6938
01/2024;qtd_aprovada;"150100 AVEIRO";8;407;141;-;-;-;-;-;-;-;-;-;-;-;1;275;851;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1684
01/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;42
01/2024;qtd_aprovada;"150120 BAIAO";138;52;67;2880;-;536;60;-;-;-;-;-;184;-;-;657;15059;142;-;-;-;-;-;-;-;531;-;37;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;217;20648
01/2024;qtd_aprovada;"150125 BANNACH";4;1;-;1943;1;35;-;-;-;-;-;-;4;-;-;74;1285;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;224;3582
01/2024;qtd_aprovada;"150130 BARCARENA";13627;192;496;72550;748;2929;2007;468;100;-;162;-;1312;-;-;2821;86677;463;28;-;-;-;81;633;-;1084;-;152;-;-;14;-;1;-;-;-;10;47;18;-;-;-;-;-;-;-;-;-;-;-;10633;197253
01/2024;qtd_aprovada;"150140 BELEM";13199;1387;10112;872281;7562;41235;13970;15081;1740;428;3067;155;109867;23269;20;67032;930590;189968;5536;4306;13718;10709;11571;486;-;5686;-;378;5286;-;44;69;62;-;-;1;23;2986;-;103;133;504;-;-;-;502;454755;20651;194;-;7126;2845792
01/2024;qtd_aprovada;"150145 BELTERRA";4651;26;701;3664;-;-;-;-;-;-;-;-;-;-;-;1784;10355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21181
01/2024;qtd_aprovada;"150150 BENEVIDES";922;42;29;13701;66;2103;316;-;-;-;170;-;606;-;-;365;40305;438;-;-;-;-;408;-;-;68;-;-;-;-;-;-;-;-;-;-;-;289;-;30;-;-;-;-;-;-;331;28;-;-;68;60285
01/2024;qtd_aprovada;"150157 BOM JESUS DO TOCANTINS";-;-;-;3422;81;320;41;-;-;-;-;-;-;-;-;30;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;475;4534
01/2024;qtd_aprovada;"150160 BONITO";-;-;-;1207;-;-;-;-;-;-;-;-;37;-;-;4511;24690;690;-;-;-;-;-;-;-;1204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;257;32598
01/2024;qtd_aprovada;"150170 BRAGANCA";377;235;-;11587;603;1022;330;386;-;-;31;-;2757;-;-;-;33406;7432;30;-;694;-;117;-;-;161;-;135;723;15;32;-;63;5;13;-;-;137;-;-;3;-;-;-;-;-;2212;52;9;-;-;62567
01/2024;qtd_aprovada;"150172 BRASIL NOVO";289;71;-;5494;45;386;134;-;-;-;15;-;37;-;-;-;11299;748;-;-;-;-;680;-;-;110;-;-;-;-;-;-;-;-;-;-;-;158;-;105;-;-;-;-;-;-;-;17;-;-;-;19588
01/2024;qtd_aprovada;"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"150178 BREU BRANCO";2998;58;-;18535;-;-;157;-;-;-;-;-;-;-;4;-;7250;260;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;9154;38432
01/2024;qtd_aprovada;"150180 BREVES";515;446;4;24753;-;2312;964;8;-;-;-;-;636;-;-;359;80202;2078;111;-;392;9;-;-;-;1516;-;-;18;-;-;5;5;-;-;-;-;-;536;-;-;-;-;-;-;-;-;70;-;-;2830;117769
01/2024;qtd_aprovada;"150190 BUJARU";31;140;-;8819;-;-;442;-;-;-;-;-;1053;-;-;220;5083;1480;64;-;-;-;123;-;-;83;-;-;-;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;26;-;-;-;17731
01/2024;qtd_aprovada;"150195 CACHOEIRA DO PIRIA";200;31;-;5830;-;-;90;-;-;-;-;-;-;-;-;-;1367;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7518
01/2024;qtd_aprovada;"150200 CACHOEIRA DO ARARI";-;93;-;4973;-;-;-;-;-;-;-;-;-;-;-;-;5019;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10085
01/2024;qtd_aprovada;"150210 CAMETA";100;126;1;47774;-;2809;572;287;-;-;98;-;409;-;-;588;17880;-;53;-;-;-;-;-;-;28;-;-;-;-;-;22;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7975;78723
01/2024;qtd_aprovada;"150215 CANAA DOS CARAJAS";382;588;7063;55401;743;3285;2372;387;75;-;175;-;2270;-;8;695;37809;2581;-;-;-;-;-;-;-;190;-;-;77;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16778;130882
