periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
01/2024;qtd_aprovada;"171750 PIUM";92;-;-;3457;-;252;-;-;-;-;-;-;-;-;-;41;1002;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5001
01/2024;qtd_aprovada;"171780 PONTE ALTA DO BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
01/2024;qtd_aprovada;"171790 PONTE ALTA DO TOCANTINS";-;130;-;2236;-;50;-;-;-;-;-;-;-;-;-;202;1451;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4088
01/2024;qtd_aprovada;"171800 PORTO ALEGRE DO TOCANTINS";-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
01/2024;qtd_aprovada;"171820 PORTO NACIONAL";1937;1979;25;24202;-;3157;414;78;39;-;-;-;2363;92;-;1517;69272;1973;407;-;-;314;465;-;-;675;-;12;3;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;16510;408;-;-;1426;127399
01/2024;qtd_aprovada;"171830 PRAIA NORTE";-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1410;1742
01/2024;qtd_aprovada;"171840 PRESIDENTE KENNEDY";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;214
01/2024;qtd_aprovada;"171845 PUGMIL";-;16;-;825;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;885
01/2024;qtd_aprovada;"171850 RECURSOLANDIA";-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;309;370
01/2024;qtd_aprovada;"171855 RIACHINHO";-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;143
01/2024;qtd_aprovada;"171865 RIO DA CONCEICAO";-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;238;331
01/2024;qtd_aprovada;"171870 RIO DOS BOIS";-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
01/2024;qtd_aprovada;"171875 RIO SONO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;31;713;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;101;1007
01/2024;qtd_aprovada;"171880 SAMPAIO";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;41
01/2024;qtd_aprovada;"171884 SANDOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;498;530
01/2024;qtd_aprovada;"171886 SANTA FE DO ARAGUAIA";-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189
01/2024;qtd_aprovada;"171888 SANTA MARIA DO TOCANTINS";-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
01/2024;qtd_aprovada;"171889 SANTA RITA DO TOCANTINS";-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;248
01/2024;qtd_aprovada;"171890 SANTA ROSA DO TOCANTINS";-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;36;154
01/2024;qtd_aprovada;"171900 SANTA TEREZA DO TOCANTINS";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;19;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;60;252
01/2024;qtd_aprovada;"172000 SANTA TEREZINHA DO TOCANTINS";-;19;-;230;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;460;743
01/2024;qtd_aprovada;"172010 SAO BENTO DO TOCANTINS";-;24;-;-;-;-;41;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;122
01/2024;qtd_aprovada;"172015 SAO FELIX DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"172020 SAO MIGUEL DO TOCANTINS";3921;32;41;-;-;-;58;-;-;-;-;-;-;-;-;25;58;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;354;4546
01/2024;qtd_aprovada;"172025 SAO SALVADOR DO TOCANTINS";-;13;-;758;-;-;-;-;-;-;-;-;-;-;-;16;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;460;1401
01/2024;qtd_aprovada;"172030 SAO SEBASTIAO DO TOCANTINS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
01/2024;qtd_aprovada;"172049 SAO VALERIO";-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;70
01/2024;qtd_aprovada;"172065 SILVANOPOLIS";-;145;-;942;-;44;-;-;-;-;-;-;-;-;-;210;5158;-;-;-;-;-;88;-;-;13;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;22;-;-;770;7404
01/2024;qtd_aprovada;"172080 SITIO NOVO DO TOCANTINS";-;12;-;-;-;-;202;-;-;-;-;-;42;-;-;40;3001;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3299
01/2024;qtd_aprovada;"172085 SUCUPIRA";-;6;-;-;-;-;27;-;-;-;-;-;15;-;-;14;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1000;1103
01/2024;qtd_aprovada;"172090 TAGUATINGA";6447;541;200;4082;-;370;108;-;-;-;-;-;118;-;-;-;11834;414;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;24217
01/2024;qtd_aprovada;"172093 TAIPAS DO TOCANTINS";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
01/2024;qtd_aprovada;"172097 TALISMA";-;70;-;1090;-;-;-;-;-;-;-;-;2;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1310
01/2024;qtd_aprovada;"172100 PALMAS";2326;5018;1758;301396;3594;10744;4362;953;303;112;418;-;10364;7655;16;2322;164929;1941;2872;1008;3413;2496;901;132;-;130;-;27;269;-;-;99;2;-;-;-;-;409;-;5;24;40;-;-;-;1;98872;1888;60;-;12375;643234
01/2024;qtd_aprovada;"172110 TOCANTINIA";-;90;-;419;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;509
01/2024;qtd_aprovada;"172120 TOCANTINOPOLIS";9003;397;-;3688;-;910;82;-;-;-;-;-;87;-;8;92;23514;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;51;-;-;844;38694
01/2024;qtd_aprovada;"172125 TUPIRAMA";-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;57
01/2024;qtd_aprovada;"172130 TUPIRATINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;19
01/2024;qtd_aprovada;"172208 WANDERLANDIA";6042;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;202;6464
01/2024;qtd_aprovada;"172210 XAMBIOA";-;24;-;540;-;389;88;-;-;-;-;-;-;-;-;-;1954;4;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;94;3120
01/2024;qtd_aprovada;" MUNICIPIO IGNORADO - MA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"210005 ACAILANDIA";11755;46;183;62007;199;2135;1180;581;-;-;338;-;1723;67;5;2324;57873;12580;41;-;1814;92;-;29;-;498;-;43;139;-;1;1;-;-;-;-;-;5;-;23;22;-;-;-;-;-;-;-;28;-;10590;166322
01/2024;qtd_aprovada;"210010 AFONSO CUNHA";-;12;-;-;-;-;172;-;-;-;-;-;-;-;-;111;2128;-;-;-;-;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;2474
01/2024;qtd_aprovada;"210015 AGUA DOCE DO MARANHAO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;34
01/2024;qtd_aprovada;"210020 ALCANTARA";-;54;-;3078;-;-;-;-;-;-;-;-;-;-;-;43;4348;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523
01/2024;qtd_aprovada;"210030 ALDEIAS ALTAS";69;8;-;6097;-;241;120;-;-;-;-;-;-;-;-;-;6364;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12991
01/2024;qtd_aprovada;"210040 ALTAMIRA DO MARANHAO";-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;40;560;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;636
01/2024;qtd_aprovada;"210043 ALTO ALEGRE DO MARANHAO";-;87;41;12804;-;426;755;-;-;-;-;-;232;-;-;129;26669;-;-;-;-;-;-;-;-;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41313
01/2024;qtd_aprovada;"210047 ALTO ALEGRE DO PINDARE";5948;150;42;15721;-;706;269;320;-;-;32;-;121;-;89;5574;27352;903;10;-;-;13;112;5;-;181;-;11;143;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;28;-;-;16232;73963
01/2024;qtd_aprovada;"210050 ALTO PARNAIBA";131;48;-;-;-;-;-;-;-;-;-;-;-;6;-;-;13;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;20;-;-;-;392
01/2024;qtd_aprovada;"210055 AMAPA DO MARANHAO";1;-;-;813;-;91;85;-;-;-;-;-;-;-;-;4;4876;-;-;-;-;-;49;-;-;75;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;12;-;-;-;6020
01/2024;qtd_aprovada;"210060 AMARANTE DO MARANHAO";42;41;1157;5568;327;670;303;-;-;-;37;-;33;-;3;667;11262;615;-;-;-;-;177;-;-;302;-;2;-;-;-;-;2;-;-;-;11;-;2;-;-;-;-;-;-;-;-;52;-;-;1922;23195
01/2024;qtd_aprovada;"210070 ANAJATUBA";27;-;-;1586;-;334;148;-;-;-;-;-;-;-;8;515;14303;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;5818;22805
01/2024;qtd_aprovada;"210080 ANAPURUS";-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;427;10124;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2184;12979
01/2024;qtd_aprovada;"210083 APICUM-ACU";-;14;-;4269;-;-;-;-;-;-;-;-;-;-;-;4;8748;434;-;-;-;-;-;-;-;269;-;18;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;13761
01/2024;qtd_aprovada;"210087 ARAGUANA";-;121;-;2310;-;-;31;-;-;-;-;-;67;-;-;17;2585;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;5259
01/2024;qtd_aprovada;"210090 ARAIOSES";-;47;-;123;-;-;-;-;-;-;-;-;212;-;6;267;8906;218;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;861;10673
01/2024;qtd_aprovada;"210095 ARAME";-;45;580;7736;-;332;195;-;-;-;-;-;-;-;-;2001;8080;-;-;-;-;-;-;-;-;58;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3540;22576
01/2024;qtd_aprovada;"210100 ARARI";4122;114;625;6123;-;313;164;-;-;-;-;-;93;-;-;1051;32740;261;-;-;-;-;-;2;-;110;-;-;-;-;-;-;33;-;-;-;-;-;-;58;-;-;-;-;-;-;-;25;-;-;2153;47987
01/2024;qtd_aprovada;"210110 AXIXA";-;102;-;-;-;-;80;-;-;-;-;-;22;-;-;474;10298;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205;11221
01/2024;qtd_aprovada;"210120 BACABAL";2099;4204;6869;14535;1318;4228;212;489;-;-;-;-;1092;216;-;4854;87184;2031;1346;-;5117;216;-;-;-;2832;-;58;41;-;1;49;5;-;-;-;-;-;5;648;22;-;-;-;-;-;-;-;37;-;5957;145665
01/2024;qtd_aprovada;"210125 BACABEIRA";-;21;-;2633;-;916;158;-;-;-;-;-;110;-;15;-;8165;68;-;-;-;-;-;70;-;415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;560;13131
01/2024;qtd_aprovada;"210130 BACURI";-;-;-;-;-;226;253;-;-;-;-;-;-;-;-;35;12277;285;9;-;-;-;-;-;-;260;-;30;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;13380
01/2024;qtd_aprovada;"210135 BACURITUBA";-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;238
01/2024;qtd_aprovada;"210140 BALSAS";4197;299;107;24393;657;2601;1319;516;-;-;141;-;1235;1316;2;1746;69590;766;199;-;-;1173;58;-;-;413;-;35;14;-;-;-;-;-;-;-;-;-;-;125;1;-;-;-;-;-;-;-;-;-;6196;117099
01/2024;qtd_aprovada;"210150 BARAO DE GRAJAU";-;33;-;-;-;83;48;-;-;-;-;-;-;-;-;483;10446;-;1;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;234;11389
01/2024;qtd_aprovada;"210160 BARRA DO CORDA";4168;373;95;24620;237;1973;835;968;-;-;260;-;1432;108;-;867;39123;11623;815;-;-;211;-;1;-;272;-;6;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60856;148845
01/2024;qtd_aprovada;"210170 BARREIRINHAS";2085;240;-;38519;-;3011;989;1767;-;-;-;-;340;-;-;1163;39323;-;-;-;-;-;-;-;-;571;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88008
01/2024;qtd_aprovada;"210173 BELAGUA";-;6;-;-;-;-;10;-;-;-;-;-;-;-;-;6;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
01/2024;qtd_aprovada;"210177 BELA VISTA DO MARANHAO";8;-;-;3958;-;-;-;-;-;-;-;-;16;-;-;1589;7819;243;165;-;-;-;-;15;-;22;-;14;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1468;15327
01/2024;qtd_aprovada;"210180 BENEDITO LEITE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"210190 BEQUIMAO";-;112;-;409;-;143;76;-;-;-;-;-;-;-;-;26;4963;-;-;-;-;-;-;-;-;84;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5815
01/2024;qtd_aprovada;"210193 BERNARDO DO MEARIM";-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;1364;5845;-;-;-;-;-;-;-;-;66;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140;7440
01/2024;qtd_aprovada;"210197 BOA VISTA DO GURUPI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;qtd_aprovada;"210200 BOM JARDIM";-;40;-;2461;-;157;129;-;-;-;23;-;-;-;-;56;911;505;-;-;-;-;30;-;-;73;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;798;5216
01/2024;qtd_aprovada;"210203 BOM JESUS DAS SELVAS";7458;21;-;8270;-;1446;235;-;-;-;-;-;79;-;-;914;13464;-;6;-;-;-;-;-;-;36;-;3;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1704;33646
01/2024;qtd_aprovada;"210207 BOM LUGAR";-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;6;282;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;516;982
01/2024;qtd_aprovada;"210210 BREJO";26533;-;86;1063;-;-;18;-;-;-;-;-;-;-;-;3130;25150;-;-;-;-;-;-;-;-;130;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4998;61109
01/2024;qtd_aprovada;"210215 BREJO DE AREIA";-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;842;-;10;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;954
01/2024;qtd_aprovada;"210220 BURITI";-;8;-;45;-;237;65;-;-;-;-;-;-;-;-;512;16650;-;-;-;-;-;-;-;-;372;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;408;18302
01/2024;qtd_aprovada;"210230 BURITI BRAVO";-;89;-;2872;-;277;67;-;-;-;-;-;-;-;-;377;10981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;725;15414
01/2024;qtd_aprovada;"210232 BURITICUPU";107;-;-;8401;-;1732;156;-;-;-;-;-;173;-;-;1463;208785;-;14;-;-;-;-;-;-;193;-;46;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5924;226996
01/2024;qtd_aprovada;"210235 BURITIRANA";-;52;-;1483;-;-;122;-;-;-;-;-;-;-;-;738;6242;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;3060;11755
01/2024;qtd_aprovada;"210237 CACHOEIRA GRANDE";-;-;-;2631;-;529;40;-;-;-;-;-;-;-;-;-;3170;-;-;-;-;-;73;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;6704
01/2024;qtd_aprovada;"210240 CAJAPIO";-;-;10;217;-;40;-;-;-;-;-;-;-;-;-;15;2796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;3110
01/2024;qtd_aprovada;"210250 CAJARI";-;-;-;2986;-;-;112;-;-;-;-;-;-;-;-;122;7957;-;-;-;-;-;-;-;-;46;-;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;34;-;-;-;11262
01/2024;qtd_aprovada;"210255 CAMPESTRE DO MARANHAO";-;33;-;1220;-;-;-;-;-;-;-;-;41;-;-;408;10440;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1252;13434
01/2024;qtd_aprovada;"210260 CANDIDO MENDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450;6707;-;-;-;-;-;-;-;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;878;8233
01/2024;qtd_aprovada;"210270 CANTANHEDE";-;-;-;2230;-;224;85;-;-;-;-;-;-;-;-;292;18495;-;-;-;-;-;-;-;-;355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;852;22533
01/2024;qtd_aprovada;"210275 CAPINZAL DO NORTE";-;180;-;6280;-;-;-;-;-;-;-;-;-;-;-;-;25070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;31554
01/2024;qtd_aprovada;"210280 CAROLINA";129;145;-;406;-;765;-;-;-;-;-;-;-;-;-;460;14258;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1375;17542
01/2024;qtd_aprovada;"210290 CARUTAPERA";-;76;-;4554;-;1155;168;-;-;-;-;-;13;-;-;468;15126;105;8;-;-;-;-;-;-;176;-;3;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;40;-;-;-;21895
01/2024;qtd_aprovada;"210300 CAXIAS";23872;235;28523;77661;159;2890;2997;1677;328;-;191;-;1851;697;325;7400;157205;9920;482;213;4320;830;3676;-;-;783;-;29;-;142;-;98;-;-;-;-;-;2944;-;189;41;-;-;-;-;-;-;126;87;-;178;330069
01/2024;qtd_aprovada;"210310 CEDRAL";-;27;-;727;-;-;-;-;-;-;-;-;-;-;-;-;3358;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;708;4902
