periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"314540 OLARIA";986;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;1088
01/2025;qtd_aprovada;"314545 OLHOS-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;445
01/2025;qtd_aprovada;"314550 OLIMPIO NORONHA";3;20;26;-;-;-;-;-;-;-;-;-;-;-;-;48;1798;140;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;836;-;-;-;-;-;2896
01/2025;qtd_aprovada;"314560 OLIVEIRA";4;135;851;1841;-;1128;134;-;19;-;-;-;349;-;-;301;23618;721;-;-;1519;-;316;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;102;-;-;20;-;-;-;-;-;-;-;65;5;-;-;-;-;-;-;-;31172
01/2025;qtd_aprovada;"314570 OLIVEIRA FORTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;437;-;-;-;-;-;507
01/2025;qtd_aprovada;"314580 ONCA DE PITANGUI";-;175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;250;-;-;-;-;-;446
01/2025;qtd_aprovada;"314585 ORATORIOS";-;7;-;1829;-;-;-;-;-;-;-;-;33;-;-;-;779;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;592;-;-;-;-;-;3406
01/2025;qtd_aprovada;"314587 ORIZANIA";-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291;315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1263;-;-;-;-;-;1922
01/2025;qtd_aprovada;"314590 OURO BRANCO";9818;107;9;25154;70;1442;250;-;1;-;13;-;519;-;15;193;16764;353;1;-;-;-;711;-;-;-;-;45;-;10;-;-;23;1;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;55681
01/2025;qtd_aprovada;"314600 OURO FINO";-;78;106;492;-;1326;-;-;-;-;-;-;166;-;-;-;4604;356;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2977;-;-;-;-;-;10105
01/2025;qtd_aprovada;"314610 OURO PRETO";978;197;-;10600;632;1619;597;123;3;-;-;-;2604;-;-;365;36968;1434;57;-;-;-;763;-;18;-;-;68;-;1;159;-;-;24;-;-;-;-;-;263;-;-;-;-;-;-;-;-;-;-;68;-;-;112;-;2;-;-;5;57660
01/2025;qtd_aprovada;"314620 OURO VERDE DE MINAS";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1783;753;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;20;-;-;80;-;-;-;-;-;2674
01/2025;qtd_aprovada;"314625 PADRE CARVALHO";-;1;-;1342;-;-;-;-;-;-;-;-;1;-;-;-;24;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;341;-;-;-;-;-;1763
01/2025;qtd_aprovada;"314630 PADRE PARAISO";30;-;2;2768;-;249;64;-;-;-;-;-;-;-;-;-;3738;148;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;2574;-;-;-;-;-;9643
01/2025;qtd_aprovada;"314640 PAINEIRAS";-;19;-;791;-;-;-;-;-;-;-;-;205;-;-;-;3403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;984;-;-;-;-;-;5424
01/2025;qtd_aprovada;"314650 PAINS";-;-;-;-;-;442;-;-;-;-;-;-;-;-;-;-;126;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1105;-;-;-;-;-;1733
01/2025;qtd_aprovada;"314655 PAI PEDRO";-;118;-;2074;-;-;-;-;-;-;-;-;-;-;13;3;184;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2210;-;-;-;-;-;4692
01/2025;qtd_aprovada;"314660 PAIVA";-;5;-;1380;-;-;-;-;-;-;-;-;-;-;-;-;205;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;1715
01/2025;qtd_aprovada;"314670 PALMA";-;11;6;721;-;75;26;-;-;-;-;-;72;-;-;-;1405;-;-;-;-;-;11;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;102;-;-;-;-;-;2461
01/2025;qtd_aprovada;"314675 PALMOPOLIS";-;18;-;3095;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;3385
01/2025;qtd_aprovada;"314690 PAPAGAIOS";-;49;-;5272;-;1302;-;-;-;-;-;-;37;-;-;-;1276;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2391;-;-;-;-;-;10327
01/2025;qtd_aprovada;"314700 PARACATU";-;-;2;10896;-;5148;853;114;-;-;-;-;775;-;-;939;46021;72;283;-;532;13;-;-;-;-;-;159;-;2;-;-;-;7;-;-;-;-;-;-;-;84;2;-;-;-;-;-;-;-;-;6;-;14029;-;-;-;-;-;79937
01/2025;qtd_aprovada;"314710 PARA DE MINAS";1102;424;153;16335;1353;4178;1171;218;-;-;81;-;1068;-;-;487;46402;3401;134;-;1301;17;91;-;5;-;-;215;-;-;28;-;1;35;-;-;-;1;-;52;-;50;24;-;-;-;-;-;-;-;252;64;-;4960;-;-;-;-;-;83603
01/2025;qtd_aprovada;"314720 PARAGUACU";20057;16;1484;5076;-;532;36;-;-;-;47;-;153;-;-;349;26488;148;12;-;-;-;566;-;1;-;-;83;-;19;-;1;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;413;-;-;-;-;-;55554
01/2025;qtd_aprovada;"314730 PARAISOPOLIS";3013;119;-;9470;-;888;74;-;-;-;-;-;219;-;-;5;7329;496;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3830;-;-;-;-;-;25473
01/2025;qtd_aprovada;"314740 PARAOPEBA";9526;81;11524;10521;-;452;-;-;-;-;-;-;335;-;-;213;13110;1722;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;3592;-;-;-;-;-;51138
01/2025;qtd_aprovada;"314750 PASSABEM";-;-;-;565;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;630;-;-;-;-;-;1196
01/2025;qtd_aprovada;"314760 PASSA QUATRO";80;-;22;-;-;243;-;-;-;-;-;-;108;-;-;-;3732;-;-;-;-;-;23;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;29;-;-;3426;-;-;-;-;-;7700
01/2025;qtd_aprovada;"314770 PASSA TEMPO";-;11;7;5003;-;-;46;-;-;-;-;-;96;-;-;-;1928;474;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1856;-;-;-;-;-;9495
01/2025;qtd_aprovada;"314780 PASSA VINTE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
01/2025;qtd_aprovada;"314790 PASSOS";71881;169;795;65700;2143;4421;1172;1093;102;96;96;2;3283;244;-;3699;93859;2978;711;1623;3762;1949;1486;-;153;-;-;740;-;6;72;-;6;2;7;-;-;-;1;261;1;31;40;165;-;-;-;98;-;349802;1;57;-;4651;-;-;-;-;-;617358
01/2025;qtd_aprovada;"314795 PATIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206;-;-;-;-;-;206
01/2025;qtd_aprovada;"314800 PATOS DE MINAS";1478;502;2443;83461;1308;7021;979;2158;82;165;219;-;4525;724;-;3123;94380;5355;142;918;2464;1781;321;-;2;-;3;563;-;36;193;-;83;19;3;-;-;-;-;39;14;493;17;27;-;-;-;-;-;365238;501;27;-;-;-;-;-;-;-;580807
01/2025;qtd_aprovada;"314810 PATROCINIO";424;-;2466;89539;301;4665;313;367;36;7;34;-;4413;16;-;193;55711;985;2108;319;2087;10;1179;-;114;-;-;106;-;40;22;-;-;-;8;-;-;-;-;441;-;-;22;-;-;-;-;-;-;-;253;18;-;9253;-;-;-;-;-;175450
01/2025;qtd_aprovada;"314820 PATROCINIO DO MURIAE";8;7;-;1614;-;-;-;-;-;-;-;-;32;-;-;-;350;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;356;-;-;-;-;-;2536
01/2025;qtd_aprovada;"314830 PAULA CANDIDO";-;21;-;4578;-;-;-;-;-;-;-;-;60;-;-;177;3524;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;343;-;-;-;-;-;8737
01/2025;qtd_aprovada;"314840 PAULISTAS";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2043;-;-;-;-;-;2081
01/2025;qtd_aprovada;"314850 PAVAO";2089;6;3;-;-;-;-;-;-;-;-;-;82;-;-;28;1064;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2087;-;-;-;-;-;5379
01/2025;qtd_aprovada;"314860 PECANHA";-;-;-;291;-;470;30;21;-;-;-;-;56;-;-;-;4778;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;2080;-;-;-;-;-;7788
01/2025;qtd_aprovada;"314870 PEDRA AZUL";3160;230;4;888;-;226;14;-;-;-;-;-;221;-;-;15;7511;-;3;-;-;-;-;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106659;50;-;-;3360;-;-;-;-;-;122354
01/2025;qtd_aprovada;"314875 PEDRA BONITA";-;3;-;1342;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1345
01/2025;qtd_aprovada;"314880 PEDRA DO ANTA";-;22;-;591;-;-;-;-;-;-;-;-;32;-;-;-;3076;157;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;473;-;-;-;-;-;4491
01/2025;qtd_aprovada;"314890 PEDRA DO INDAIA";-;2;-;2292;-;-;-;-;-;-;-;-;-;-;-;-;883;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1785;-;-;-;-;-;5118
01/2025;qtd_aprovada;"314900 PEDRA DOURADA";-;6;-;3146;-;-;-;-;-;-;-;-;58;-;-;-;431;203;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1269;-;-;-;-;-;5137
01/2025;qtd_aprovada;"314910 PEDRALVA";-;14;-;1473;-;199;-;-;-;-;-;-;32;-;-;-;574;-;-;-;-;-;25;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;2365
01/2025;qtd_aprovada;"314915 PEDRAS DE MARIA DA CRUZ";155;40;-;446;-;-;-;-;-;-;-;-;-;-;-;17;1248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;2000;-;-;-;-;-;3944
01/2025;qtd_aprovada;"314920 PEDRINOPOLIS";-;1;-;1235;-;-;55;-;-;-;-;-;-;-;-;-;1194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1376;-;-;-;-;-;3861
01/2025;qtd_aprovada;"314930 PEDRO LEOPOLDO";1673;-;64;8366;-;3212;180;-;-;-;-;-;401;-;-;155;50466;774;-;-;-;-;-;-;-;-;-;43;-;2;-;-;-;48;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65566
01/2025;qtd_aprovada;"314940 PEDRO TEIXEIRA";-;4;-;-;-;3;-;-;-;-;-;-;23;-;-;-;543;600;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1689;-;-;-;-;-;2905
01/2025;qtd_aprovada;"314950 PEQUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"314960 PEQUI";3652;28;11;1360;-;-;57;-;-;-;-;-;32;-;-;-;1209;106;-;-;-;-;-;-;-;-;-;11;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;710;-;-;-;-;-;7182
01/2025;qtd_aprovada;"314970 PERDIGAO";-;13;1;3830;-;633;84;-;-;-;-;-;60;-;-;47;4745;507;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;845;-;-;-;-;-;10805
01/2025;qtd_aprovada;"314980 PERDIZES";2087;138;-;9256;-;841;125;-;-;-;-;-;132;-;-;766;16502;1301;25;-;-;-;56;-;-;-;-;89;-;17;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;2875;-;-;-;-;-;34215
01/2025;qtd_aprovada;"314990 PERDOES";274;31;7;-;-;549;-;-;-;-;-;-;221;-;-;3;10441;685;-;-;-;-;662;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;12950
01/2025;qtd_aprovada;"314995 PERIQUITO";2675;-;9;-;-;-;-;-;-;-;-;-;-;-;-;380;2252;-;-;-;-;-;146;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;13;-;-;377;-;-;-;-;-;5877
01/2025;qtd_aprovada;"315000 PESCADOR";822;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2277;-;-;-;-;-;3304
01/2025;qtd_aprovada;"315010 PIAU";-;-;-;-;-;18;-;-;-;-;-;-;20;-;-;-;26;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;894;-;-;-;-;-;1052
01/2025;qtd_aprovada;"315015 PIEDADE DE CARATINGA";530;5;28;-;-;-;-;-;-;-;-;-;20;-;-;430;1751;372;-;-;-;-;-;-;1;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2150;-;-;-;-;-;5392
01/2025;qtd_aprovada;"315020 PIEDADE DE PONTE NOVA";39;-;-;414;-;-;-;-;-;-;-;-;10;-;-;120;2372;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;3026
01/2025;qtd_aprovada;"315030 PIEDADE DO RIO GRANDE";1707;13;14;3144;-;55;-;-;-;-;-;-;247;-;4;399;7930;44;1;-;-;-;780;-;46;-;-;26;-;3;-;1;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;3557;-;-;-;-;-;17998
01/2025;qtd_aprovada;"315040 PIEDADE DOS GERAIS";-;-;-;5638;-;157;53;-;-;-;-;-;91;-;-;-;4284;9;-;-;-;-;-;-;-;-;-;69;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;962;-;-;-;-;-;11316
01/2025;qtd_aprovada;"315050 PIMENTA";-;89;-;1953;-;425;78;-;-;-;-;-;-;-;-;-;5503;118;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2537;-;-;-;-;-;10757
01/2025;qtd_aprovada;"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;221;-;-;-;-;-;676
01/2025;qtd_aprovada;"315057 PINTOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;51
01/2025;qtd_aprovada;"315060 PIRACEMA";3619;25;37;2476;-;300;-;-;-;-;-;-;126;-;-;429;2615;-;-;-;-;-;654;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;626;-;-;-;-;-;10936
01/2025;qtd_aprovada;"315070 PIRAJUBA";-;12;285;1349;-;126;-;-;-;-;-;-;45;-;5;12;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1934
01/2025;qtd_aprovada;"315080 PIRANGA";169;26;-;4793;-;437;208;-;-;-;-;-;68;-;-;22;3274;100;23;-;-;-;136;-;-;-;-;87;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;628;-;-;-;-;-;10000
01/2025;qtd_aprovada;"315090 PIRANGUCU";5;15;-;-;-;-;-;-;-;-;-;-;47;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;214
01/2025;qtd_aprovada;"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"315110 PIRAPETINGA";246;7;-;1486;-;337;68;-;-;-;-;-;-;-;-;112;4005;129;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1191;-;-;-;-;-;7618
01/2025;qtd_aprovada;"315120 PIRAPORA";2022;115;32;37236;857;747;500;199;-;-;-;-;2343;12;-;358;30500;2451;718;-;972;8;47;-;1;-;-;228;-;2;24;-;-;-;3;-;-;-;-;21;1;21;7;-;-;-;-;-;-;84587;896;8;-;9436;-;-;-;-;-;174352
01/2025;qtd_aprovada;"315130 PIRAUBA";-;-;-;2210;-;-;-;-;-;-;-;-;83;-;-;-;2754;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5073
01/2025;qtd_aprovada;"315140 PITANGUI";-;-;-;8592;-;-;136;-;-;-;-;-;-;-;-;-;922;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;328;-;-;-;-;-;10128
01/2025;qtd_aprovada;"315150 PIUMHI";5606;159;33;13414;-;1168;247;32;14;-;4;-;124;2;-;88;10130;1848;17;-;-;1;697;-;-;-;-;578;-;2;2;-;-;3;-;-;-;-;-;245;-;82;-;-;-;-;-;-;-;-;20;-;-;9757;-;-;-;-;-;44273
01/2025;qtd_aprovada;"315160 PLANURA";-;50;-;4670;-;-;-;-;-;-;-;-;83;-;-;192;9714;71;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;14878
01/2025;qtd_aprovada;"315170 POCO FUNDO";311;43;5;6307;-;528;430;3;-;-;87;-;164;-;-;-;7964;502;-;-;-;-;599;-;2;-;-;34;-;5;19;-;-;-;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;25;-;-;278;-;-;-;-;-;17539
01/2025;qtd_aprovada;"315180 POCOS DE CALDAS";154;542;10;106490;2205;4098;1349;980;143;70;22;-;3779;3252;-;699;115870;7584;16;1685;1353;2388;379;-;38;-;-;175;-;68;533;-;-;10;2;-;-;1;-;128;2;12;29;58;-;-;-;4;-;-;57;29;-;219264;-;-;-;-;-;473478
01/2025;qtd_aprovada;"315190 POCRANE";-;18;-;1368;-;-;-;-;-;-;-;-;-;-;-;-;564;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1959
01/2025;qtd_aprovada;"315200 POMPEU";3037;45;68;14044;-;422;-;-;-;-;-;-;55;4;-;36;10426;1077;7;-;-;3;-;-;2;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10685;-;-;-;-;-;39922
01/2025;qtd_aprovada;"315210 PONTE NOVA";13065;250;16;32481;1506;2422;918;1373;208;35;195;4;2271;332;5;57;33712;1474;1214;518;2382;1066;224;-;-;-;-;1465;-;-;85;1;53;19;70;-;-;-;-;131;-;20;15;-;-;-;-;-;-;212245;229;29;-;2833;-;-;-;-;-;312923
01/2025;qtd_aprovada;"315213 PONTO CHIQUE";-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;1408;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2165;-;-;-;-;-;3606
01/2025;qtd_aprovada;"315217 PONTO DOS VOLANTES";1747;35;-;484;-;-;-;-;-;-;-;-;89;-;-;53;3811;771;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1984;-;-;-;-;-;9000
01/2025;qtd_aprovada;"315220 PORTEIRINHA";64;-;1;3261;-;870;-;-;-;-;-;-;157;-;-;2;10795;114;5;-;-;-;260;-;-;-;-;40;-;1;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;50;-;-;2851;-;-;-;-;-;18575
01/2025;qtd_aprovada;"315230 PORTO FIRME";16;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2071;-;-;-;-;-;3939
