periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;qtd_aprovada;"350995 CANAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351000 CANDIDO MOTA";2507;107;-;15694;22;1307;444;84;-;-;66;-;465;-;-;838;24186;2340;29;-;-;-;-;7;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;77;48257
12/2025;qtd_aprovada;"351010 CANDIDO RODRIGUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351015 CANITAR";-;92;-;2100;-;-;-;-;-;-;-;-;-;-;-;-;98;377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;330;-;-;-;-;-;-;2997
12/2025;qtd_aprovada;"351020 CAPAO BONITO";13188;254;70;19157;-;2495;60;503;-;-;38;-;383;-;-;1287;25101;448;14;-;-;1;184;60;-;-;132;-;12;-;-;-;23;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63439
12/2025;qtd_aprovada;"351030 CAPELA DO ALTO";1165;69;611;11996;97;1771;156;-;-;-;8;-;11;-;-;1494;35480;384;-;-;-;-;126;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;53418
12/2025;qtd_aprovada;"351040 CAPIVARI";2435;164;1417;16867;17;1603;580;61;144;-;55;-;783;-;-;1704;32063;433;35;-;-;5;1754;-;-;-;81;-;3;1;-;-;14;1;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;4574;-;-;-;-;-;-;64958
12/2025;qtd_aprovada;"351050 CARAGUATATUBA";9160;820;6351;111980;1511;9101;4063;2219;736;35;706;-;4994;645;1;6092;126442;2792;118;944;2750;340;945;52;-;-;1138;-;83;154;-;43;32;5;-;-;1;-;97;30;319;21;-;-;-;-;-;-;-;72;24;-;-;-;-;69;4;-;-;294889
12/2025;qtd_aprovada;"351060 CARAPICUIBA";1243;2181;1936;50592;-;9220;3775;3;-;-;370;-;3658;-;-;3454;106813;5233;37;-;1215;2;-;298;-;-;639;-;1;96;22;-;4;3;-;-;2;-;-;-;-;4;-;-;-;-;-;-;-;-;19;-;25;-;-;6;21;38;-;190910
12/2025;qtd_aprovada;"351070 CARDOSO";-;-;-;5700;-;464;515;-;-;-;-;-;7372;-;-;-;4955;-;1406;-;-;-;-;-;-;-;-;-;-;735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2106;-;-;-;-;-;-;23253
12/2025;qtd_aprovada;"351080 CASA BRANCA";-;104;154;32154;258;1568;996;-;-;-;34;-;1807;-;-;633;31171;105;119;-;-;-;168;548;-;-;1042;-;-;200;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;71132
12/2025;qtd_aprovada;"351090 CASSIA DOS COQUEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351100 CASTILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351110 CATANDUVA";966;838;2137;109054;1117;9016;3280;1797;359;606;210;11;6544;-;-;1862;75172;2951;2230;805;1219;-;302;542;-;-;401;-;14;356;23;74;29;1;-;-;3;75;82;-;176;5;-;-;-;-;-;-;-;1831;11;-;5814;-;-;-;-;-;-;229913
12/2025;qtd_aprovada;"351120 CATIGUA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;447
12/2025;qtd_aprovada;"351130 CEDRAL";1;67;65;6631;-;326;192;-;-;-;-;-;-;-;-;167;9321;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16790
12/2025;qtd_aprovada;"351140 CERQUEIRA CESAR";34;9;-;3429;-;850;272;-;-;-;15;-;128;-;-;7;17217;337;-;-;-;-;-;-;-;-;142;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2949;-;-;-;-;-;-;25418
12/2025;qtd_aprovada;"351150 CERQUILHO";5901;173;258;18839;-;2460;267;417;39;-;43;-;453;-;-;4031;57384;517;79;-;-;3;1095;-;-;-;95;-;29;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;50;-;-;165;-;-;-;-;-;-;92354
12/2025;qtd_aprovada;"351160 CESARIO LANGE";-;59;-;2677;-;609;451;10;11;-;66;-;134;-;-;-;12041;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16080
12/2025;qtd_aprovada;"351170 CHARQUEADA";5686;-;91;2617;-;525;408;6;1;-;-;-;643;-;37;1187;17333;634;1;-;-;-;480;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;1692;-;-;254;-;-;-;31734
12/2025;qtd_aprovada;"351190 CLEMENTINA";-;25;-;130;-;190;51;-;-;-;-;-;48;-;-;-;5906;669;2;-;-;-;-;-;-;-;67;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7090
12/2025;qtd_aprovada;"351200 COLINA";3472;773;292;10906;-;883;319;230;-;-;-;-;267;-;-;638;23544;20;2;-;-;-;240;-;-;-;37;-;1;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41671
12/2025;qtd_aprovada;"351210 COLOMBIA";3028;49;55;1278;-;147;30;-;-;-;-;-;15;-;-;138;3716;263;-;-;-;-;43;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;8784
12/2025;qtd_aprovada;"351220 CONCHAL";219;-;-;118569;-;1589;469;273;-;-;25;-;512;-;-;166;18435;308;1;-;-;-;-;116;-;-;633;-;21;-;-;-;5;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2278;-;-;-;-;-;-;143621
12/2025;qtd_aprovada;"351230 CONCHAS";1222;24;-;6970;-;733;-;-;-;-;-;-;540;-;-;1650;27443;1827;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40664
12/2025;qtd_aprovada;"351240 CORDEIROPOLIS";-;92;1746;12360;-;1219;194;-;-;-;1;-;435;-;-;550;24153;980;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;1;-;-;-;41777
12/2025;qtd_aprovada;"351250 COROADOS";2546;360;24;-;-;-;-;-;-;-;-;-;-;-;-;1287;7814;367;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12514
12/2025;qtd_aprovada;"351260 CORONEL MACEDO";-;-;-;577;-;140;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;741
12/2025;qtd_aprovada;"351270 CORUMBATAI";767;19;42;2315;-;67;17;-;-;-;-;-;1;-;-;449;5861;117;-;-;-;-;114;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1138;-;-;-;-;-;-;10918
12/2025;qtd_aprovada;"351280 COSMOPOLIS";1520;15;6;19486;-;1893;372;129;1;-;120;-;605;-;-;59;8052;383;40;-;-;3;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4940;-;-;-;-;40;-;37678
12/2025;qtd_aprovada;"351290 COSMORAMA";119;128;-;3372;-;-;-;-;-;-;-;-;-;-;-;-;134;390;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;987;-;-;-;-;-;-;5130
12/2025;qtd_aprovada;"351300 COTIA";11241;406;30091;6422;67;11400;3203;451;-;-;143;-;3229;-;-;10777;236516;2230;295;-;-;-;1636;174;-;-;682;-;4;13;-;23;26;-;-;-;-;-;221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;319303
12/2025;qtd_aprovada;"351310 CRAVINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351320 CRISTAIS PAULISTA";-;25;-;5833;-;186;-;-;-;-;-;-;-;-;-;-;-;283;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;6367
12/2025;qtd_aprovada;"351330 CRUZALIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351340 CRUZEIRO";131;249;117;32426;-;2510;232;595;-;-;6;-;708;9;413;502;16756;1087;1;-;1504;20;228;-;-;-;75;-;11;-;-;-;-;-;-;-;-;-;40;-;-;19;-;-;-;-;-;-;-;13;3;-;13684;-;-;-;1;-;-;71340
12/2025;qtd_aprovada;"351350 CUBATAO";1879;395;2003;54168;494;6401;1529;1255;-;-;79;-;1670;367;-;2773;134174;5613;4;-;932;266;954;63;-;-;276;-;29;-;-;9;-;-;-;-;-;-;399;-;79;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215818
12/2025;qtd_aprovada;"351360 CUNHA";26;540;7;2124;-;1166;25;-;-;-;-;-;168;-;60;359;6859;-;33;-;-;-;29;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;13;-;28;-;-;-;-;-;-;-;-;20;-;-;-;-;-;16;55;14;-;11639
12/2025;qtd_aprovada;"351370 DESCALVADO";386;65;1019;6674;-;1365;473;-;-;-;18;-;1133;-;-;651;26950;1452;32;-;-;-;1055;13;-;-;168;-;12;4;-;6;7;-;-;-;1;-;32;-;15;-;-;-;-;-;-;-;-;623;-;-;4456;-;-;47;25;-;15;46697
12/2025;qtd_aprovada;"351380 DIADEMA";3241;880;10040;160984;72;12676;3138;1438;-;-;131;-;7587;-;-;7088;197524;7114;522;-;4485;644;2336;8;-;-;336;-;18;38;-;-;-;-;-;-;-;-;26;9;12;43;-;-;-;-;-;-;211147;434;46;-;-;-;26;169;6;-;283;632501
12/2025;qtd_aprovada;"351385 DIRCE REIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;737;-;-;-;-;-;-;737
12/2025;qtd_aprovada;"351390 DIVINOLANDIA";9;-;160;719;302;439;119;-;-;-;201;-;15062;39;-;-;14089;254;371;-;-;-;-;-;-;-;202;-;66;886;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1023;-;-;-;-;-;-;-;-;54;34002
12/2025;qtd_aprovada;"351400 DOBRADA";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;20;1172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1207
12/2025;qtd_aprovada;"351410 DOIS CORREGOS";14108;733;145;357;-;603;354;-;-;-;-;-;117;-;-;1324;25627;203;4;-;-;-;437;4;-;-;110;-;2;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;1397;-;-;-;-;-;-;45588
12/2025;qtd_aprovada;"351420 DOLCINOPOLIS";29;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;149;-;-;-;-;86;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343
12/2025;qtd_aprovada;"351430 DOURADO";1180;-;16;2456;-;527;81;-;-;-;-;-;54;-;-;943;8408;127;-;-;-;-;101;-;-;-;27;-;7;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13953
12/2025;qtd_aprovada;"351440 DRACENA";4246;110;1539;22064;599;1841;1819;169;-;-;199;-;1974;563;-;1055;50505;1887;419;-;1587;548;-;424;-;-;1919;-;24;330;-;91;7;8;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;28;-;5233;-;-;87;46;-;-;99330
12/2025;qtd_aprovada;"351450 DUARTINA";9103;81;627;2425;-;622;139;-;-;-;-;-;183;-;-;577;26369;714;15;-;-;-;679;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;50;-;6;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;41748
12/2025;qtd_aprovada;"351460 DUMONT";-;-;-;1;-;373;-;-;-;-;-;-;42;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;499
12/2025;qtd_aprovada;"351470 ECHAPORA";35;699;-;-;-;176;36;-;-;-;-;-;-;-;-;-;1987;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2933
12/2025;qtd_aprovada;"351480 ELDORADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351490 ELIAS FAUSTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351492 ELISIARIO";24;-;1508;-;-;-;-;-;-;-;-;-;1;-;-;-;315;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;445;-;-;-;-;-;-;2427
12/2025;qtd_aprovada;"351495 EMBAUBA";100;-;139;1767;-;-;-;-;-;-;-;-;-;-;-;34;4072;91;-;-;-;-;93;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;523;-;-;-;-;-;-;6850
12/2025;qtd_aprovada;"351500 EMBU DAS ARTES";44;231;67;1438;-;-;2397;-;-;-;-;-;316;-;-;3007;81686;1959;2;-;3019;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;22;-;-;-;-;-;-;-;67;22;-;-;-;-;-;-;-;-;94399
12/2025;qtd_aprovada;"351510 EMBU-GUACU";-;294;8520;-;-;2483;52;-;-;-;-;-;413;-;-;2535;54310;323;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68947
12/2025;qtd_aprovada;"351512 EMILIANOPOLIS";-;32;-;434;-;-;-;-;-;-;-;-;-;-;-;-;190;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;263;-;-;-;-;-;-;1063
12/2025;qtd_aprovada;"351515 ENGENHEIRO COELHO";528;567;235;5;-;608;159;-;-;-;-;-;25;-;-;430;16181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18738
12/2025;qtd_aprovada;"351518 ESPIRITO SANTO DO PINHAL";10043;341;159;13079;-;1303;177;185;45;-;-;-;672;-;-;3683;35550;1342;46;-;-;25;975;150;-;-;616;-;49;-;-;1;2;-;-;-;-;2;99;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68547
12/2025;qtd_aprovada;"351519 ESPIRITO SANTO DO TURVO";35;54;1;-;-;-;-;-;-;-;-;-;44;-;-;-;1496;234;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;1885
12/2025;qtd_aprovada;"351520 ESTRELA D'OESTE";74;242;-;3700;-;309;-;-;-;-;-;-;102;-;-;66;7560;376;-;-;-;-;-;-;-;-;34;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2701;-;-;-;-;-;-;15173
12/2025;qtd_aprovada;"351530 ESTRELA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351535 EUCLIDES DA CUNHA PAULISTA";1730;18;5;4453;-;-;35;-;-;-;-;-;55;-;-;-;9237;343;-;-;-;-;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336;-;-;-;-;-;-;16220
12/2025;qtd_aprovada;"351540 FARTURA";4545;93;37;397;-;822;134;-;-;-;20;-;78;-;-;255;34539;712;23;-;-;-;516;2;-;-;65;-;18;-;-;-;-;-;-;-;-;2;110;1;-;-;-;-;-;-;-;-;-;11;-;-;-;-;20;-;-;-;-;42400
12/2025;qtd_aprovada;"351550 FERNANDOPOLIS";7605;309;1440;58679;44;5855;2006;105;98;-;126;-;2597;-;1;1173;52900;746;297;-;3138;-;865;-;-;-;321;11;14;38;3;2;1;7;12;-;-;-;120;-;48;17;-;-;-;-;-;-;-;60;24;-;5796;-;-;12;28;9;-;144507
12/2025;qtd_aprovada;"351560 FERNANDO PRESTES";-;66;-;2105;-;-;59;-;-;-;-;-;-;-;-;44;74;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;1149;-;-;-;-;-;-;3538
12/2025;qtd_aprovada;"351565 FERNAO";20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;84
12/2025;qtd_aprovada;"351570 FERRAZ DE VASCONCELOS";5109;697;318;55039;726;504;2004;101;-;-;48;-;1113;-;-;1396;40734;2199;-;-;-;-;380;345;-;-;112;-;5;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;110874
12/2025;qtd_aprovada;"351580 FLORA RICA";26;41;4;-;-;-;-;-;-;-;-;-;-;-;-;4;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;342;-;-;-;-;-;-;525
12/2025;qtd_aprovada;"351590 FLOREAL";-;22;-;2232;-;-;-;-;-;-;-;-;20;-;-;-;4;210;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1252;-;-;-;-;-;-;3804
12/2025;qtd_aprovada;"351600 FLORIDA PAULISTA";-;-;-;1405;1;278;64;-;-;-;-;-;42;-;-;-;2554;545;-;-;-;-;-;-;-;-;21;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4918
12/2025;qtd_aprovada;"351610 FLORINEA";1661;-;21;2336;-;-;-;-;-;-;-;-;-;-;-;452;9745;62;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;14645
12/2025;qtd_aprovada;"351620 FRANCA";21225;2110;13889;169637;2133;13235;9067;1891;434;130;454;9;26589;47;-;19443;352303;1945;976;1419;5931;32;3252;81;-;-;1296;-;258;505;4;22;95;103;-;-;-;-;376;-;317;49;-;-;-;-;5;-;1074540;622;38;-;14233;-;-;31;-;-;1429;1740155
12/2025;qtd_aprovada;"351630 FRANCISCO MORATO";716;134;196;68047;97;6699;1527;846;-;-;443;-;2627;-;-;3037;133361;2663;91;-;2373;-;6;-;-;-;180;-;12;-;-;-;2;-;-;-;-;-;10;-;-;31;-;-;-;-;-;-;-;-;23;-;-;-;-;2;-;-;-;223123
12/2025;qtd_aprovada;"351640 FRANCO DA ROCHA";2704;171;6;69636;-;6137;1527;1682;465;-;140;-;2257;-;-;218;97877;3820;23;623;3181;-;-;11;-;-;49;-;-;10;1;-;2;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;361140;20;57;-;-;-;-;55;-;-;135;551984
12/2025;qtd_aprovada;"351650 GABRIEL MONTEIRO";1914;21;16;-;-;6;-;-;-;-;-;-;-;-;-;422;4722;229;-;-;-;-;157;1;-;-;6;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;476;-;-;-;-;-;-;7981
12/2025;qtd_aprovada;"351660 GALIA";2846;12;17;1410;-;325;-;-;-;-;-;-;105;-;-;363;10345;81;-;-;-;-;458;-;-;-;31;-;7;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;19;-;-;841;-;-;-;-;-;-;16880
12/2025;qtd_aprovada;"351670 GARCA";8995;168;405;14914;44;2034;82;271;-;-;10;-;1538;-;-;2033;42049;1274;21;-;-;-;729;7;-;-;149;-;7;28;23;-;2;-;-;-;-;-;166;-;10;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;74974
12/2025;qtd_aprovada;"351680 GASTAO VIDIGAL";-;-;-;1503;-;-;-;-;-;-;-;-;2;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2535;-;-;-;-;-;-;4043
12/2025;qtd_aprovada;"351685 GAVIAO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"351690 GENERAL SALGADO";-;-;-;2217;-;492;48;-;-;-;-;-;79;-;-;7;4383;638;-;-;-;-;5;-;-;-;3;-;3;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;7884
12/2025;qtd_aprovada;"351700 GETULINA";5910;-;79;2449;-;126;17;-;-;-;-;-;740;-;-;550;15796;183;-;-;-;5;445;-;-;-;66;-;5;-;1;1;-;-;-;-;-;-;20;2;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;26447
12/2025;qtd_aprovada;"351710 GLICERIO";2604;8;430;-;-;27;-;-;-;-;-;-;-;-;-;549;5275;-;-;-;-;-;330;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9238
12/2025;qtd_aprovada;"351720 GUAICARA";4151;24;197;-;-;40;99;-;-;-;-;-;45;-;-;1005;8094;279;-;-;-;-;339;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;15;-;-;286;-;-;-;-;-;-;14613
