periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;qtd_aprovada;"350440 AVANHANDAVA";-;-;-;-;-;-;229;-;-;-;-;-;-;-;-;-;319;319;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1408;-;-;-;-;-;2317
05/2025;qtd_aprovada;"350450 AVARE";2;394;3775;49333;297;5075;1433;1381;25;-;437;-;6542;22;-;299;76162;3701;109;-;1901;42;-;108;-;-;198;-;-;223;-;-;6;2;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;7;-;-;42;30;17;53;115;151739
05/2025;qtd_aprovada;"350460 BADY BASSITT";11319;445;21;24622;-;1151;-;-;-;-;-;-;223;-;15;302;39101;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77207
05/2025;qtd_aprovada;"350470 BALBINOS";1277;25;174;-;-;-;-;-;-;-;-;-;-;-;-;185;1734;55;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3476
05/2025;qtd_aprovada;"350480 BALSAMO";1020;68;20;3595;-;-;105;-;-;-;-;-;-;-;-;448;13832;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1621;-;-;-;-;-;20712
05/2025;qtd_aprovada;"350490 BANANAL";16;17;-;3785;-;12;62;-;-;-;-;-;46;-;-;379;9082;346;-;-;-;-;154;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;25;-;-;4777;-;-;-;-;-;18838
05/2025;qtd_aprovada;"350500 BARAO DE ANTONINA";3;25;12;880;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1526;-;-;-;-;-;2476
05/2025;qtd_aprovada;"350510 BARBOSA";769;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169;609;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;1627
05/2025;qtd_aprovada;"350520 BARIRI";14806;46;1415;4859;-;2175;114;-;-;-;-;-;402;-;-;1775;32504;354;12;-;-;-;396;-;-;-;16;-;-;-;-;-;-;-;-;-;1;-;53;-;-;-;-;-;-;-;-;-;-;-;3;-;-;8581;-;-;-;-;-;67512
05/2025;qtd_aprovada;"350530 BARRA BONITA";4912;-;747;2870;-;1388;16;121;1;-;48;-;462;-;-;1565;43402;1176;20;-;-;1;1077;15;-;-;232;-;3;-;-;-;-;-;-;-;-;-;169;-;-;29;-;-;-;-;-;-;-;-;375;-;-;-;-;-;-;-;-;58629
05/2025;qtd_aprovada;"350535 BARRA DO CHAPEU";-;211;-;-;-;-;47;-;-;-;-;-;21;-;-;-;1490;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1887
05/2025;qtd_aprovada;"350540 BARRA DO TURVO";-;16;788;2943;-;235;-;-;-;-;-;-;87;-;-;439;4871;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9394
05/2025;qtd_aprovada;"350550 BARRETOS";47240;-;1163;149111;35012;13395;4097;6916;1042;1257;1059;3;5621;12044;-;3696;196352;2927;284;6038;2188;5706;4027;65;-;33;2632;-;107;604;-;126;10;52;-;-;7;6;631;3;-;801;18;1056;-;-;-;-;-;1010478;215;20;-;-;-;130;91;80;54;1516397
05/2025;qtd_aprovada;"350560 BARRINHA";5008;-;70;-;-;61;37;-;-;-;-;-;130;-;-;1762;29683;622;-;-;-;-;616;-;-;-;30;-;8;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;38101
05/2025;qtd_aprovada;"350570 BARUERI";39834;868;46562;505901;3104;34270;19331;4771;801;-;1707;-;26142;198;-;25567;630999;5855;480;-;3720;8;8170;850;-;-;535;-;177;143;8;8;-;-;-;-;-;-;775;-;-;170;15;-;-;-;-;-;-;-;88;11;-;73;-;-;-;-;-;1361141
05/2025;qtd_aprovada;"350580 BASTOS";2389;-;8;11792;15;998;90;-;-;-;-;-;73;-;-;261;19907;1262;-;-;-;-;-;-;-;-;26;-;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1874;-;-;-;-;-;38727
05/2025;qtd_aprovada;"350590 BATATAIS";7566;204;1174;16738;62;4333;1779;278;97;-;74;-;316;-;-;3275;78257;1523;287;-;1666;-;605;-;-;-;64;-;24;-;-;3;4;-;-;-;-;-;112;-;-;32;16;-;-;-;-;-;-;-;16;8;-;-;-;-;-;-;-;118513
05/2025;qtd_aprovada;"350600 BAURU";39069;1645;2532;209530;2937;16205;3905;2623;353;462;498;2;16879;4835;2071;10224;326063;2862;366;1355;4611;2639;6186;481;-;-;551;-;172;442;1;164;25;52;-;-;-;77;588;-;-;90;43;20;-;-;-;14;1;1749973;2272;116;-;603;-;111;10;21;7;2413686
05/2025;qtd_aprovada;"350610 BEBEDOURO";15462;8;3159;63181;48;4142;1377;676;374;-;318;2;4025;-;-;5681;65933;833;115;-;2164;-;144;2;-;-;120;-;1;36;-;48;9;3;-;-;-;-;1;-;-;271;24;-;-;-;-;-;-;-;22;31;-;-;42;43;27;-;-;168322
05/2025;qtd_aprovada;"350620 BENTO DE ABREU";-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;460;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;149;-;-;-;-;-;632
05/2025;qtd_aprovada;"350630 BERNARDINO DE CAMPOS";-;30;-;678;-;567;18;-;-;-;-;-;77;-;-;357;12318;-;18;-;-;-;-;-;-;-;44;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;14162
05/2025;qtd_aprovada;"350635 BERTIOGA";23665;110;3622;41152;276;3287;1844;469;13;-;23;-;1067;-;39;4556;121553;3139;46;-;-;-;1787;485;-;-;540;-;26;1;-;-;-;3;-;-;-;-;272;-;-;223;-;-;-;-;-;-;-;-;38;-;-;-;15;-;-;-;-;208251
05/2025;qtd_aprovada;"350640 BILAC";3832;1;63;778;-;265;-;-;-;-;-;-;84;-;-;191;12840;75;-;-;-;-;537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3044;-;-;-;-;-;21772
05/2025;qtd_aprovada;"350650 BIRIGUI";37497;130;844;29743;-;4894;704;831;-;-;-;-;4779;-;-;10963;150274;776;-;-;-;-;1695;470;-;-;326;-;81;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;244453
05/2025;qtd_aprovada;"350660 BIRITIBA MIRIM";1310;102;88;10638;-;1964;107;-;-;-;-;-;203;-;-;1761;29737;3590;58;-;-;-;218;120;-;-;62;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49971
05/2025;qtd_aprovada;"350670 BOA ESPERANCA DO SUL";64;112;-;2172;-;77;-;-;-;-;-;-;87;-;-;310;9214;-;-;-;-;-;395;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12522
05/2025;qtd_aprovada;"350680 BOCAINA";6485;-;374;-;-;205;288;-;-;-;-;-;112;-;-;226;12039;634;-;-;-;-;251;-;-;-;26;-;6;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2798;-;-;-;-;-;23460
05/2025;qtd_aprovada;"350690 BOFETE";177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296;22558;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23031
05/2025;qtd_aprovada;"350700 BOITUVA";6152;-;433;27466;-;1246;169;-;60;-;-;-;693;-;-;2128;32099;2836;11;-;-;-;1048;136;-;-;60;-;21;-;-;-;2;-;-;-;-;-;136;-;-;4;-;-;-;-;-;-;-;-;28;-;-;6842;-;-;-;-;-;81570
05/2025;qtd_aprovada;"350710 BOM JESUS DOS PERDOES";15;-;196;13715;-;1516;-;-;-;-;-;-;133;-;-;797;25298;843;-;-;-;-;-;-;-;-;9;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42525
05/2025;qtd_aprovada;"350715 BOM SUCESSO DE ITARARE";5194;21;180;-;-;-;-;-;-;-;-;-;112;-;-;87;3454;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;9056
05/2025;qtd_aprovada;"350720 BORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"350730 BORACEIA";2609;10;187;-;-;3;-;-;-;-;-;-;-;-;-;72;4484;103;-;-;-;-;299;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1000;-;-;-;-;-;8797
05/2025;qtd_aprovada;"350740 BORBOREMA";15660;152;181;5249;-;526;458;-;-;-;10;-;180;-;-;967;26945;178;26;-;-;1;446;73;-;-;57;-;15;5;-;-;-;-;-;-;-;2;72;-;-;-;-;-;-;-;-;-;-;-;24;-;-;6665;-;-;-;-;-;57892
05/2025;qtd_aprovada;"350745 BOREBI";382;-;112;-;-;56;50;-;-;-;-;-;-;-;-;123;3679;280;-;-;-;-;466;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;19;-;-;499;-;-;-;-;-;5684
05/2025;qtd_aprovada;"350750 BOTUCATU";23389;161;9304;241339;6572;12987;3451;3776;421;227;1067;17;5221;5384;-;2974;156998;4284;579;1520;2883;3355;2366;340;-;-;346;12;18;551;6;53;-;12;1;-;2;-;200;3;-;365;43;1346;-;51;-;629;-;1439555;531;169;-;-;10;14;22;6;-;1932560
05/2025;qtd_aprovada;"350760 BRAGANCA PAULISTA";150;3188;2535;103179;674;11311;6152;2021;402;380;278;-;3099;2014;-;3967;167582;384;262;613;3129;1410;22;118;-;-;348;-;3;105;-;86;11;-;-;-;-;-;8;-;-;115;33;-;-;-;-;2;-;-;14;53;-;-;-;-;-;-;-;313648
05/2025;qtd_aprovada;"350770 BRAUNA";2238;-;212;-;-;7;-;-;-;-;-;-;-;-;-;316;8529;157;-;-;-;-;772;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;835;-;-;-;-;-;13127
05/2025;qtd_aprovada;"350775 BREJO ALEGRE";586;-;52;-;-;-;-;-;-;-;-;-;-;-;-;58;2044;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2907
05/2025;qtd_aprovada;"350780 BRODOWSKI";13995;27;517;4860;-;469;-;-;-;-;-;-;126;-;-;794;30404;984;13;-;-;-;518;-;-;-;2;-;59;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52831
05/2025;qtd_aprovada;"350790 BROTAS";827;-;633;225;-;1053;-;-;-;-;-;-;338;-;-;841;17456;-;12;-;-;-;635;-;-;-;72;-;12;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;22191
05/2025;qtd_aprovada;"350800 BURI";115;13;-;11608;-;607;194;-;-;-;-;-;25;-;-;331;10025;893;-;-;-;-;-;10;-;-;701;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2207;-;-;-;-;-;26729
05/2025;qtd_aprovada;"350810 BURITAMA";9343;1872;475;4866;-;1107;95;-;-;-;-;-;607;-;-;641;32956;427;2511;-;-;-;890;61;-;-;62;-;10;174;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;12;-;-;3703;-;-;-;-;-;59914
05/2025;qtd_aprovada;"350820 BURITIZAL";90;16;18;-;-;8;-;-;-;-;-;-;4;-;-;53;4902;398;-;-;-;-;217;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;5732
05/2025;qtd_aprovada;"350830 CABRALIA PAULISTA";5547;-;362;-;-;4;-;-;-;-;-;-;-;-;-;808;12505;90;-;-;-;-;417;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;20;-;-;300;-;-;-;-;-;20111
05/2025;qtd_aprovada;"350840 CABREUVA";11409;52;1749;15532;2;4060;398;92;103;10;61;-;814;-;-;4471;91958;1154;557;-;-;-;849;31;-;-;165;-;26;-;-;5;2;-;-;-;-;-;170;-;-;40;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;133718
05/2025;qtd_aprovada;"350850 CACAPAVA";2440;125;270;92047;199;3709;1001;377;2;-;-;-;3572;28;-;1307;64450;409;5;-;-;21;2201;20;-;-;2124;-;64;-;43;-;-;-;-;-;-;-;149;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2900;-;-;-;-;-;177465
05/2025;qtd_aprovada;"350860 CACHOEIRA PAULISTA";292;11;780;1966;-;1385;-;-;-;-;-;-;283;-;-;1029;22152;465;-;-;-;4;298;-;-;-;30;-;4;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28707
05/2025;qtd_aprovada;"350870 CACONDE";-;146;799;2764;-;475;78;-;-;-;-;-;14;-;-;39;1000;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;778;-;-;-;-;-;6097
05/2025;qtd_aprovada;"350880 CAFELANDIA";8023;9;387;-;-;33;-;-;-;-;-;-;-;-;-;365;14608;-;615;-;-;-;293;-;-;-;-;-;5;13;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24392
05/2025;qtd_aprovada;"350890 CAIABU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;448
05/2025;qtd_aprovada;"350900 CAIEIRAS";12;681;2439;59353;-;7713;1528;-;-;-;-;-;1420;67;-;3610;153913;949;71;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231805
05/2025;qtd_aprovada;"350910 CAIUA";3101;11;195;-;-;-;-;-;-;-;-;-;-;-;-;138;3378;289;-;-;-;-;178;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7305
05/2025;qtd_aprovada;"350920 CAJAMAR";7820;369;427;75615;-;7944;3611;290;284;-;223;-;7145;-;-;2820;123006;620;-;-;-;-;34;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2630;-;-;2;-;-;232918
05/2025;qtd_aprovada;"350925 CAJATI";81;409;956;8677;-;558;266;-;-;-;-;-;164;-;-;1277;32654;332;-;-;-;-;360;-;-;-;74;-;4;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;26;-;-;4215;-;-;-;-;-;50145
05/2025;qtd_aprovada;"350930 CAJOBI";-;20;574;2178;-;466;-;-;-;-;-;-;101;-;-;128;6079;-;-;-;-;-;107;-;-;-;9;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;9691
05/2025;qtd_aprovada;"350940 CAJURU";61;60;1;12814;-;1336;-;75;-;-;29;-;97;-;-;17;16221;-;7;-;-;-;585;-;-;-;149;-;-;-;-;-;1;3;-;-;-;3;21;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;31505
05/2025;qtd_aprovada;"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;3038;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3106
05/2025;qtd_aprovada;"350950 CAMPINAS";657;16;18945;626239;9216;39443;13052;8202;2071;730;2775;19;51156;43614;160;14045;499193;6738;1720;5998;10975;15962;1916;253;-;-;2323;5;102;2227;19;364;67;48;5;4;5;13;619;23;-;699;122;2476;-;-;-;660;-;3839760;1103;140;-;-;-;-;-;-;-;5223879
05/2025;qtd_aprovada;"350960 CAMPO LIMPO PAULISTA";497738;116;31961;50484;72;4362;624;764;-;-;60;-;2485;-;-;2636;119492;1217;151;-;2524;1;102;-;-;-;292;-;5;-;-;-;5;-;-;-;1;-;95;-;-;106;28;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;715349
05/2025;qtd_aprovada;"350970 CAMPOS DO JORDAO";8570;-;2836;15848;-;4230;431;85;-;-;-;-;527;-;-;4629;52934;141;43;-;-;-;1606;41;-;-;51;-;5;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92137
05/2025;qtd_aprovada;"350980 CAMPOS NOVOS PAULISTA";3460;3;132;-;-;208;101;-;-;-;-;-;-;-;-;378;16264;526;-;-;-;-;598;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1783;-;-;-;-;-;23511
05/2025;qtd_aprovada;"350990 CANANEIA";59;-;-;187;-;-;-;-;-;-;-;-;156;-;-;2;8717;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2399;-;-;-;-;-;11520
05/2025;qtd_aprovada;"350995 CANAS";-;11;197;-;-;-;49;-;-;-;-;-;63;-;-;22;546;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1900;-;-;-;-;-;2866
05/2025;qtd_aprovada;"351000 CANDIDO MOTA";3554;71;-;26992;44;1792;405;231;-;-;156;-;996;-;-;771;30854;3027;24;-;-;-;-;14;-;-;125;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;6;-;-;-;69086
05/2025;qtd_aprovada;"351010 CANDIDO RODRIGUES";-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;376;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1349;-;-;-;-;-;1909
05/2025;qtd_aprovada;"351015 CANITAR";-;122;-;6058;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6180
05/2025;qtd_aprovada;"351020 CAPAO BONITO";17346;164;174;27903;-;2710;17;219;-;-;65;-;702;-;-;1412;30601;716;1;-;-;1;812;1622;-;-;46;-;22;-;-;-;2;1;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84613
05/2025;qtd_aprovada;"351030 CAPELA DO ALTO";1236;44;714;10936;124;1395;114;-;-;-;50;-;18;-;-;1404;37831;332;-;-;-;-;110;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;35;-;-;1202;-;-;-;-;-;55564
05/2025;qtd_aprovada;"351040 CAPIVARI";4539;247;2007;27520;78;4834;1030;761;-;-;148;-;1624;-;-;1932;63847;989;40;-;-;17;1970;-;-;-;189;-;9;-;-;3;12;-;-;-;4;-;263;-;-;-;-;-;-;-;-;-;-;-;47;-;-;3278;-;-;-;-;-;115388
05/2025;qtd_aprovada;"351050 CARAGUATATUBA";5609;689;627;169565;1846;12630;5514;2248;384;10;682;-;5908;960;-;6049;118385;3352;113;922;3192;529;1089;326;-;-;1889;-;83;212;-;22;13;4;2;-;-;-;172;224;-;278;24;-;-;-;-;-;-;-;95;23;-;-;9;24;24;10;103;343840
05/2025;qtd_aprovada;"351060 CARAPICUIBA";3149;2599;7485;153659;-;7868;3613;220;-;-;291;-;3053;-;-;24891;116309;7979;57;-;1527;-;-;635;-;-;893;-;3;181;34;-;12;3;-;-;3;-;-;-;-;-;5;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;334483
05/2025;qtd_aprovada;"351070 CARDOSO";-;-;-;6800;1;577;436;-;-;-;-;-;7020;-;-;-;4942;-;1237;-;-;-;-;-;-;-;-;-;-;1008;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;250;-;-;-;-;-;22301
05/2025;qtd_aprovada;"351080 CASA BRANCA";3;140;52;27419;245;2087;1071;-;-;-;38;-;4081;-;-;38;32273;497;154;-;-;-;94;31;-;-;824;-;-;23;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;69077
05/2025;qtd_aprovada;"351090 CASSIA DOS COQUEIROS";94;-;41;-;-;-;-;-;-;-;-;-;-;-;-;59;888;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1082
05/2025;qtd_aprovada;"351100 CASTILHO";5999;10;70;2169;-;562;-;-;-;-;-;-;167;-;-;1581;38852;612;7;-;-;-;1060;-;-;-;75;-;10;-;-;1;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2035;-;-;-;-;-;53406
05/2025;qtd_aprovada;"351110 CATANDUVA";1494;380;3279;84090;1419;9897;3704;2557;397;492;353;7;8536;-;-;1671;92353;4094;1496;784;1256;-;649;442;-;-;367;-;26;481;-;69;31;-;-;-;2;17;68;2;-;334;6;-;-;-;-;-;-;-;1658;13;-;930;2;-;10;-;-;223366
05/2025;qtd_aprovada;"351120 CATIGUA";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;74
05/2025;qtd_aprovada;"351130 CEDRAL";32;-;186;2866;-;17;160;-;-;-;-;-;-;-;-;216;16301;-;-;-;-;-;336;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;20333
05/2025;qtd_aprovada;"351140 CERQUEIRA CESAR";16;53;1;8509;-;939;1;-;-;-;-;-;130;-;-;10;20930;669;-;-;-;-;-;-;-;-;87;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2030;-;-;-;-;-;33377
05/2025;qtd_aprovada;"351150 CERQUILHO";8942;211;166;24458;-;2449;32;274;50;-;38;-;160;-;-;1948;77259;831;57;-;-;-;1538;33;-;-;81;-;40;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;43;-;-;3714;-;-;-;-;-;122413
05/2025;qtd_aprovada;"351160 CESARIO LANGE";-;88;1;11205;-;989;413;46;50;-;25;-;134;-;-;-;10532;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;23529
05/2025;qtd_aprovada;"351170 CHARQUEADA";7927;-;374;11942;-;948;521;-;-;-;15;-;356;-;39;629;20348;822;1;-;-;-;409;-;-;-;13;-;-;-;-;15;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2092;-;-;-;-;-;46565
