periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
07/2025;qtd_aprovada;"210010 AFONSO CUNHA";-;12;-;3720;-;-;-;-;-;-;-;-;-;-;-;179;3865;-;-;-;-;-;-;-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;7918
07/2025;qtd_aprovada;"210015 AGUA DOCE DO MARANHAO";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;36
07/2025;qtd_aprovada;"210020 ALCANTARA";11;21;-;3;-;-;-;-;-;-;-;-;-;-;-;7;419;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;534
07/2025;qtd_aprovada;"210030 ALDEIAS ALTAS";112;22;-;5717;-;510;199;-;-;-;-;-;87;-;-;-;4901;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;11764
07/2025;qtd_aprovada;"210040 ALTAMIRA DO MARANHAO";-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;30;2593;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;1397;-;-;-;-;-;4189
07/2025;qtd_aprovada;"210043 ALTO ALEGRE DO MARANHAO";4;78;50;19056;-;976;781;-;-;-;-;-;50;-;-;70;28551;-;-;-;-;-;-;-;-;-;223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49839
07/2025;qtd_aprovada;"210047 ALTO ALEGRE DO PINDARE";1;102;13;13803;-;813;191;270;-;-;34;-;149;-;2;6873;33843;657;37;-;-;32;-;1;-;-;188;-;5;3;-;-;-;-;-;-;-;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;7438;-;-;-;-;-;64461
07/2025;qtd_aprovada;"210050 ALTO PARNAIBA";22;70;-;-;-;-;-;-;-;-;-;-;-;9;-;97;3664;-;-;-;-;-;37;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;50;-;-;875;-;-;-;-;-;4966
07/2025;qtd_aprovada;"210055 AMAPA DO MARANHAO";-;-;-;771;-;58;37;-;-;-;-;-;-;-;-;-;2812;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;3747
07/2025;qtd_aprovada;"210060 AMARANTE DO MARANHAO";114;56;3408;6612;192;674;504;-;-;-;-;-;38;-;2;845;14098;610;-;-;-;-;116;-;-;-;194;-;5;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;36;-;-;1612;-;-;-;-;-;29121
07/2025;qtd_aprovada;"210070 ANAJATUBA";36;-;-;183;-;601;183;-;-;-;-;-;-;-;-;1094;20690;-;-;-;-;-;-;-;-;-;60;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4422;-;-;-;-;-;27271
07/2025;qtd_aprovada;"210080 ANAPURUS";2003;5;-;-;-;-;65;-;-;-;-;-;167;-;-;743;11750;218;-;-;-;-;-;-;-;-;238;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1689;-;-;-;-;-;16883
07/2025;qtd_aprovada;"210083 APICUM-ACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;qtd_aprovada;"210087 ARAGUANA";-;99;-;2638;-;138;35;-;-;-;-;-;59;-;-;20;2792;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;5908
07/2025;qtd_aprovada;"210090 ARAIOSES";-;-;-;-;-;-;-;-;-;-;-;-;167;-;-;456;10392;218;2;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11279
07/2025;qtd_aprovada;"210095 ARAME";-;41;983;14637;-;748;241;-;-;-;-;-;-;-;-;1708;9199;-;-;-;-;-;-;-;-;-;78;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2680;-;-;-;-;-;30330
07/2025;qtd_aprovada;"210100 ARARI";4306;40;17;3726;-;538;-;-;-;-;-;-;-;-;-;764;26997;-;100;-;-;-;-;-;-;-;72;-;12;180;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;523;-;-;-;-;-;37365
07/2025;qtd_aprovada;"210110 AXIXA";-;65;-;-;-;-;80;-;-;-;-;-;-;-;-;-;2592;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;233;-;-;-;-;-;3087
07/2025;qtd_aprovada;"210120 BACABAL";1051;476;296;27508;397;4250;1043;1073;-;-;-;-;538;1021;237;1897;66432;3935;166;-;4896;803;-;508;-;-;951;-;29;-;-;-;35;1;-;-;-;-;-;-;121;21;-;-;-;-;-;-;-;61;38;-;9915;-;-;-;-;-;127699
07/2025;qtd_aprovada;"210125 BACABEIRA";-;16;-;4423;-;503;167;-;-;-;-;-;200;-;-;-;13371;24;-;-;-;-;-;3;-;-;477;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;644;-;-;-;-;-;19852
07/2025;qtd_aprovada;"210130 BACURI";-;62;-;7210;-;-;104;-;-;-;-;-;-;-;-;17;11029;-;-;-;-;-;-;-;-;-;639;-;120;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;669;-;-;-;-;-;19895
07/2025;qtd_aprovada;"210135 BACURITUBA";-;28;-;1585;-;-;23;-;-;-;-;-;-;-;-;5;100;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;1788
07/2025;qtd_aprovada;"210140 BALSAS";6337;194;936;39633;998;2866;1132;715;50;-;153;-;1822;1494;2;4523;87861;1418;267;-;1078;1415;378;-;-;-;1177;-;75;-;32;-;66;1;-;-;1;-;72;-;440;4;-;-;-;-;-;-;-;-;-;-;17768;-;-;-;-;-;172908
07/2025;qtd_aprovada;"210150 BARAO DE GRAJAU";-;52;-;23375;-;96;198;-;-;-;-;-;16;-;-;60;5242;-;-;-;-;-;-;-;-;-;101;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;4950;-;-;-;-;-;34115
07/2025;qtd_aprovada;"210160 BARRA DO CORDA";1576;268;2;14373;257;2034;1157;1330;-;-;137;-;681;175;-;1418;59650;3948;-;-;-;159;355;7;-;-;689;-;29;-;-;-;-;-;-;-;-;-;303;-;-;-;-;-;-;-;-;-;-;-;-;-;79495;-;-;-;-;-;168043
07/2025;qtd_aprovada;"210170 BARREIRINHAS";-;268;1;31822;-;3575;927;1705;-;-;-;-;230;-;-;761;47146;-;-;-;-;-;25;-;-;-;563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3540;-;-;-;-;-;90563
07/2025;qtd_aprovada;"210173 BELAGUA";-;-;-;632;-;-;71;-;-;-;-;-;-;-;-;367;2367;-;-;-;-;-;-;-;-;-;21;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;3484
07/2025;qtd_aprovada;"210177 BELA VISTA DO MARANHAO";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;1997;9854;207;28;-;-;-;-;106;-;-;70;-;8;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;29;-;-;450;-;-;-;-;-;12795
07/2025;qtd_aprovada;"210180 BENEDITO LEITE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;806;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;858
07/2025;qtd_aprovada;"210190 BEQUIMAO";-;-;-;374;-;140;52;-;-;-;-;-;-;-;-;-;4761;-;-;-;-;-;-;-;-;-;104;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5437
07/2025;qtd_aprovada;"210193 BERNARDO DO MEARIM";-;-;-;-;-;-;69;-;-;-;17;-;6;-;-;518;5516;169;-;-;-;-;-;166;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;6641
07/2025;qtd_aprovada;"210197 BOA VISTA DO GURUPI";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166;1577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;1762
07/2025;qtd_aprovada;"210200 BOM JARDIM";-;46;11;-;-;354;117;-;-;-;36;-;40;-;-;361;10192;278;-;-;-;-;30;-;-;-;72;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;300;-;-;-;-;-;11868
07/2025;qtd_aprovada;"210203 BOM JESUS DAS SELVAS";-;12;-;4577;-;184;-;-;-;-;-;-;74;-;-;298;15183;341;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;2858;-;-;-;-;-;23634
07/2025;qtd_aprovada;"210207 BOM LUGAR";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;27;585;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;720;-;-;-;-;-;1488
07/2025;qtd_aprovada;"210210 BREJO";4178;-;-;175;-;-;-;-;-;-;-;-;-;-;-;524;11516;-;23;-;-;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;8176;-;-;-;-;-;24838
07/2025;qtd_aprovada;"210215 BREJO DE AREIA";-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;101;467;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;888
07/2025;qtd_aprovada;"210220 BURITI";82;66;-;1044;214;-;275;-;-;-;33;-;13;-;-;370;14892;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;864;-;-;-;-;-;17982
07/2025;qtd_aprovada;"210230 BURITI BRAVO";-;42;-;2615;-;197;84;-;-;-;-;-;-;-;-;363;16022;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;1131;-;-;-;-;-;20486
07/2025;qtd_aprovada;"210232 BURITICUPU";26;27;143;4342;319;248;278;-;-;-;2;-;111;-;7;2083;35904;-;1;-;-;-;-;-;-;-;95;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23483;-;-;-;-;-;67072
07/2025;qtd_aprovada;"210235 BURITIRANA";-;79;-;1251;-;-;80;-;-;-;-;-;70;-;-;804;5439;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;2010;-;-;-;-;-;9747
07/2025;qtd_aprovada;"210237 CACHOEIRA GRANDE";-;76;-;-;-;-;28;-;-;-;-;-;-;-;-;-;4164;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;893;-;-;-;-;-;5407
07/2025;qtd_aprovada;"210240 CAJAPIO";-;36;7;1091;-;130;-;-;-;-;-;-;2;-;-;117;3772;-;-;-;-;-;100;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;5295
07/2025;qtd_aprovada;"210250 CAJARI";-;14;-;6132;-;-;94;-;-;-;-;-;-;-;-;120;7452;-;-;-;-;-;-;-;-;-;34;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2160;-;-;-;-;-;16035
07/2025;qtd_aprovada;"210255 CAMPESTRE DO MARANHAO";-;13;-;959;-;-;-;-;-;-;-;-;34;-;-;2799;12320;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;1079;-;-;-;-;-;17297
07/2025;qtd_aprovada;"210260 CANDIDO MENDES";-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;807;9236;-;-;-;-;-;-;-;-;-;228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;1848;-;-;-;-;-;12324
07/2025;qtd_aprovada;"210270 CANTANHEDE";-;-;-;1410;-;298;195;-;-;-;-;-;-;-;-;80;17877;-;-;-;-;-;27;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;19945
07/2025;qtd_aprovada;"210275 CAPINZAL DO NORTE";-;14;-;2305;-;-;-;-;-;-;-;-;-;-;-;20;4171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;6531
07/2025;qtd_aprovada;"210280 CAROLINA";101;68;-;102;-;563;146;-;-;-;-;-;34;-;-;371;12217;-;-;-;-;-;-;-;-;-;39;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;5849;-;-;-;-;-;19513
07/2025;qtd_aprovada;"210290 CARUTAPERA";-;-;4;10090;-;1554;-;-;-;-;-;-;-;-;-;1443;15119;-;2;-;-;-;-;-;-;-;146;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1318;-;-;-;-;-;29677
07/2025;qtd_aprovada;"210300 CAXIAS";78718;324;23635;72194;288;3305;3109;2723;906;-;229;-;2258;1276;-;7663;189502;8915;103;192;4010;1544;3203;402;-;-;876;-;75;-;57;-;149;-;-;-;-;-;2794;-;-;40;-;-;-;-;-;-;-;110;83;-;399;-;-;-;-;-;409082
07/2025;qtd_aprovada;"210310 CEDRAL";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
07/2025;qtd_aprovada;"210312 CENTRAL DO MARANHAO";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;41;3148;-;-;-;-;-;40;-;-;-;14;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3279
07/2025;qtd_aprovada;"210315 CENTRO DO GUILHERME";207;-;-;4737;-;-;-;-;-;-;-;-;-;-;-;-;13421;-;-;-;-;-;98;-;-;-;265;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;13;-;-;576;-;-;-;-;-;19416
07/2025;qtd_aprovada;"210317 CENTRO NOVO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;qtd_aprovada;"210320 CHAPADINHA";225;433;94;34917;-;4727;768;935;-;-;102;-;1276;117;-;2021;73653;1608;596;-;1611;-;-;1380;-;-;1854;-;20;-;-;-;106;1;-;-;-;-;3;-;-;14;-;-;-;-;-;-;-;30;30;-;2155;-;-;-;-;-;128676
07/2025;qtd_aprovada;"210325 CIDELANDIA";-;116;-;714;-;-;-;-;-;-;-;-;12;-;-;2;4810;-;-;-;-;-;-;-;-;-;103;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;5841
07/2025;qtd_aprovada;"210330 CODO";1943;138;228;29666;199;1516;314;-;-;-;-;-;1299;691;42;3892;76479;6495;148;-;2431;490;585;-;-;-;746;-;45;225;-;-;-;-;-;-;-;1;116;1;-;6;-;-;-;-;-;-;-;12;3;-;11362;-;-;-;-;-;139073
07/2025;qtd_aprovada;"210340 COELHO NETO";833;61;8;9820;235;820;357;104;-;-;-;-;335;53;-;2249;40983;1725;-;-;-;-;30;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;2724;-;-;-;-;-;60480
07/2025;qtd_aprovada;"210350 COLINAS";423;-;-;15919;62;658;795;606;-;-;-;-;187;76;-;294;33959;584;-;-;-;-;177;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;254;-;-;-;-;-;-;-;-;-;-;10;-;-;5550;-;-;-;-;-;59621
07/2025;qtd_aprovada;"210355 CONCEICAO DO LAGO-ACU";-;82;-;-;-;240;27;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;433
07/2025;qtd_aprovada;"210360 COROATA";1815;68;88;64720;-;2268;1197;864;-;-;111;-;1563;336;-;697;63247;537;1041;-;-;-;3015;354;-;-;223;-;47;150;-;-;-;-;-;-;-;-;599;1;-;-;-;-;-;-;-;-;-;205;-;-;-;-;-;-;-;-;143146
07/2025;qtd_aprovada;"210370 CURURUPU";-;-;-;2923;-;440;74;612;-;-;-;-;89;-;-;936;14463;-;9;-;-;-;107;-;-;-;69;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;19859
07/2025;qtd_aprovada;"210375 DAVINOPOLIS";236;13;-;2482;-;-;-;-;-;-;-;-;105;-;-;-;8621;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2500;-;-;-;-;-;14070
07/2025;qtd_aprovada;"210380 DOM PEDRO";430;293;-;21;-;153;-;-;-;-;-;-;72;-;-;72;14604;-;3;-;-;-;90;-;-;-;215;-;12;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;-;-;-;-;17;-;-;278;-;-;-;-;-;16507
07/2025;qtd_aprovada;"210390 DUQUE BACELAR";912;33;38;2874;-;383;133;267;-;-;-;-;64;-;-;237;8317;-;-;-;-;-;-;-;-;-;42;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1110;-;-;-;-;-;14428
07/2025;qtd_aprovada;"210400 ESPERANTINOPOLIS";-;-;470;3445;-;413;61;-;-;-;54;-;-;-;-;200;14702;276;-;-;-;-;75;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;659;-;-;-;-;-;20407
07/2025;qtd_aprovada;"210405 ESTREITO";15449;44;179;3703;-;616;202;-;-;-;-;-;163;-;-;711;20456;238;75;-;-;-;486;-;-;-;137;-;7;-;-;-;-;-;-;-;-;-;56;20;-;-;-;-;-;-;-;-;-;-;-;-;3255;-;-;-;-;-;45797
07/2025;qtd_aprovada;"210407 FEIRA NOVA DO MARANHAO";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1383;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1790;-;-;-;-;-;3208
07/2025;qtd_aprovada;"210408 FERNANDO FALCAO";20;29;-;240;-;-;-;-;-;-;-;-;26;-;-;30;3299;-;-;-;-;-;52;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6227;-;-;-;-;-;10011
07/2025;qtd_aprovada;"210409 FORMOSA DA SERRA NEGRA";5;31;13;3519;-;112;8;-;-;-;-;-;-;-;-;-;1535;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5266
07/2025;qtd_aprovada;"210410 FORTALEZA DOS NOGUEIRAS";-;5;-;-;-;-;207;-;-;-;-;-;-;-;-;22;5666;100;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6270
07/2025;qtd_aprovada;"210420 FORTUNA";-;41;-;-;-;-;66;-;-;-;-;-;-;-;-;-;8860;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3426;-;-;-;-;-;12413
07/2025;qtd_aprovada;"210430 GODOFREDO VIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;qtd_aprovada;"210440 GONCALVES DIAS";-;10;-;119;-;-;-;-;-;-;-;-;-;-;-;28;5961;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2588;-;-;-;-;-;8734
07/2025;qtd_aprovada;"210450 GOVERNADOR ARCHER";-;12;557;2229;-;-;-;-;-;-;-;-;-;-;-;275;11171;-;39;-;-;-;-;-;-;-;416;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;4640;-;-;-;-;-;19426
07/2025;qtd_aprovada;"210455 GOVERNADOR EDISON LOBAO";-;40;-;2157;-;-;149;-;-;-;-;-;22;-;-;-;4484;-;-;-;-;-;-;-;-;-;65;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;2466;-;-;-;-;-;9441
07/2025;qtd_aprovada;"210460 GOVERNADOR EUGENIO BARROS";23;48;-;903;-;-;122;-;-;-;-;-;468;-;-;1620;5619;-;-;-;-;-;-;-;-;-;602;-;-;-;-;-;-;1;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;29;-;-;2432;-;-;-;-;-;11877
07/2025;qtd_aprovada;"210462 GOVERNADOR LUIZ ROCHA";408;36;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1737;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;645;-;-;-;-;-;2875
07/2025;qtd_aprovada;"210465 GOVERNADOR NEWTON BELLO";-;-;-;-;-;311;32;-;-;-;-;-;-;-;-;388;3381;-;17;-;-;-;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;1842;-;-;-;-;-;6225
07/2025;qtd_aprovada;"210467 GOVERNADOR NUNES FREIRE";614;-;-;5288;-;513;-;-;-;-;-;-;-;-;-;135;22276;40;168;-;-;-;108;73;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;9568;-;-;-;-;-;39053
07/2025;qtd_aprovada;"210470 GRACA ARANHA";-;10;-;1212;-;-;-;-;-;-;-;-;-;-;-;-;1697;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2600;-;-;-;-;-;5539
07/2025;qtd_aprovada;"210480 GRAJAU";4737;282;11;19925;725;3087;434;-;-;-;-;-;622;-;2;2798;44583;345;5;-;-;-;92;-;-;-;693;-;74;217;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;218;-;-;57500;-;-;-;-;-;136358
07/2025;qtd_aprovada;"210490 GUIMARAES";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3929;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3977
