periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"261470 TACAIMBO";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
12/2024;qtd_aprovada;"261480 TACARATU";-;40;283;3327;-;-;195;-;-;-;-;-;290;-;-;788;15008;34;8;-;-;-;-;-;-;-;-;-;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5218;25199
12/2024;qtd_aprovada;"261485 TAMANDARE";1877;43;-;-;-;676;-;-;-;-;-;-;98;-;-;442;18672;-;75;-;-;-;-;-;-;-;-;104;-;4;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;407;22404
12/2024;qtd_aprovada;"261500 TAQUARITINGA DO NORTE";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;121;3531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;609;4267
12/2024;qtd_aprovada;"261510 TEREZINHA";-;73;-;720;-;-;-;-;-;-;-;-;50;-;-;26;1140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2009
12/2024;qtd_aprovada;"261520 TERRA NOVA";-;-;-;2360;-;31;-;-;-;-;-;-;28;-;-;-;2106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4525
12/2024;qtd_aprovada;"261530 TIMBAUBA";9841;18;-;-;288;426;104;-;-;-;-;-;96;-;-;621;14590;280;-;-;-;48;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26324
12/2024;qtd_aprovada;"261540 TORITAMA";7;14695;-;30;-;922;203;-;-;-;-;-;1;-;-;689;11611;2412;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30632
12/2024;qtd_aprovada;"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;620;4867;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;650;6137
12/2024;qtd_aprovada;"261560 TRINDADE";-;2225;-;6844;-;-;-;-;-;-;-;-;222;-;-;87;910;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;496;10864
12/2024;qtd_aprovada;"261570 TRIUNFO";-;772;-;2441;-;280;-;-;-;-;-;-;152;-;-;3;9383;-;-;-;-;-;29;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;36;-;-;-;13160
12/2024;qtd_aprovada;"261580 TUPANATINGA";1630;65;-;3579;-;374;94;-;-;-;-;-;48;-;-;645;8202;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14761
12/2024;qtd_aprovada;"261590 TUPARETAMA";10;51;-;3200;-;89;-;-;-;-;-;-;14;-;-;17;4777;-;-;-;-;-;-;-;-;-;-;101;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;1882;10212
12/2024;qtd_aprovada;"261600 VENTUROSA";5477;-;112;1102;-;1024;-;-;-;-;-;-;45;-;1;3530;21296;664;-;-;-;-;1094;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;42;-;-;707;35179
12/2024;qtd_aprovada;"261610 VERDEJANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;302;1570;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;2884
12/2024;qtd_aprovada;"261618 VERTENTE DO LERIO";-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87
12/2024;qtd_aprovada;"261620 VERTENTES";-;30;-;9343;-;-;120;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9618
12/2024;qtd_aprovada;"261630 VICENCIA";11;-;-;74;-;276;-;-;-;-;-;-;-;-;-;-;3941;632;-;-;-;-;37;-;-;-;-;32;-;5;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;41;-;-;139;5194
12/2024;qtd_aprovada;"261640 VITORIA DE SANTO ANTAO";832;25;191;38947;-;3759;671;113;127;-;-;-;956;-;2;1502;39844;4090;-;-;4872;-;1167;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;283;-;-;20;-;-;-;-;-;-;-;62;30;-;794;98297
12/2024;qtd_aprovada;"261650 XEXEU";-;81;-;631;-;-;51;-;-;-;-;-;-;-;-;-;8396;148;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;9384
12/2024;qtd_aprovada;" MUNICIPIO IGNORADO - AL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"270010 AGUA BRANCA";-;34;1130;6857;-;-;203;-;-;-;44;-;158;-;-;336;9078;174;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;646;18702
12/2024;qtd_aprovada;"270020 ANADIA";1974;16;-;2718;-;-;-;-;-;-;-;-;4;-;-;-;1856;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6620
12/2024;qtd_aprovada;"270030 ARAPIRACA";74079;390;1148;80727;3935;8067;2281;1968;438;71;470;-;8333;3503;8;6845;173990;19407;2227;1740;7535;3029;120;-;190;-;-;1037;-;127;547;-;54;37;-;-;-;-;-;7;14;1;89;-;-;-;-;-;-;-;2358;216;-;-;404988
12/2024;qtd_aprovada;"270040 ATALAIA";-;306;-;9303;-;146;489;161;189;-;140;-;109;-;-;671;24181;213;-;-;-;-;-;-;-;-;-;634;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;2176;38826
12/2024;qtd_aprovada;"270050 BARRA DE SANTO ANTONIO";7646;26;-;-;-;-;-;-;-;-;-;-;-;-;-;938;426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9036
12/2024;qtd_aprovada;"270060 BARRA DE SAO MIGUEL";21;21;-;-;-;-;123;-;-;-;-;-;10;-;-;336;14653;286;-;-;-;-;114;-;206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;8;-;-;-;15802
12/2024;qtd_aprovada;"270070 BATALHA";1943;25;-;8835;39;129;140;-;-;-;-;-;72;-;-;42;3320;-;-;-;-;-;87;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1113;15758
12/2024;qtd_aprovada;"270080 BELEM";-;286;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;475
12/2024;qtd_aprovada;"270090 BELO MONTE";2187;71;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;2365
12/2024;qtd_aprovada;"270100 BOCA DA MATA";10;32;-;-;-;172;-;-;-;-;-;-;64;-;-;723;9741;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;38;-;-;2015;12956
12/2024;qtd_aprovada;"270110 BRANQUINHA";-;4;-;1410;-;-;50;-;-;-;-;-;50;-;-;266;817;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;108;2726
12/2024;qtd_aprovada;"270120 CACIMBINHAS";1526;15;-;-;-;-;-;-;-;-;-;-;-;-;-;286;7687;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;78;-;-;546;10153
12/2024;qtd_aprovada;"270130 CAJUEIRO";14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2177;12073;95;-;-;-;-;20;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;972;15423
12/2024;qtd_aprovada;"270135 CAMPESTRE";-;6;-;-;-;-;56;-;-;-;-;-;-;-;-;248;1538;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;1864
12/2024;qtd_aprovada;"270140 CAMPO ALEGRE";4543;307;-;903;-;581;290;-;-;-;-;-;630;-;-;1486;19272;763;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;99;28886
12/2024;qtd_aprovada;"270150 CAMPO GRANDE";8;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;21;-;-;-;363
12/2024;qtd_aprovada;"270160 CANAPI";284;16;45;-;-;-;127;-;-;-;-;-;13;-;-;473;13378;86;-;-;-;-;432;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;43;-;-;-;14991
12/2024;qtd_aprovada;"270170 CAPELA";-;33;11;15;179;-;297;-;-;-;-;-;117;-;-;365;11330;99;-;-;-;-;-;-;63;-;-;7;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;12558
12/2024;qtd_aprovada;"270180 CARNEIROS";2139;26;-;181;-;80;-;-;-;-;-;-;22;-;-;84;29;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;774;3391
12/2024;qtd_aprovada;"270190 CHA PRETA";2053;29;-;705;-;-;161;-;-;-;20;-;22;-;-;126;607;351;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4074
12/2024;qtd_aprovada;"270200 COITE DO NOIA";3144;7;-;-;-;-;-;-;-;-;-;-;-;-;-;954;6461;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;10609
12/2024;qtd_aprovada;"270210 COLONIA LEOPOLDINA";4;45;-;-;45;-;-;-;-;-;-;-;23;-;-;15;6776;201;-;-;-;-;-;-;-;-;-;22;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1534;8667
12/2024;qtd_aprovada;"270220 COQUEIRO SECO";31;39;-;-;-;-;100;-;-;-;12;-;-;-;-;533;2720;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3658
12/2024;qtd_aprovada;"270230 CORURIPE";13806;105;-;21158;-;1538;460;-;-;-;23;-;1154;-;-;303;37857;-;2020;-;-;-;-;-;-;-;-;76;-;-;138;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3210;81906
12/2024;qtd_aprovada;"270235 CRAIBAS";3505;185;293;3763;-;-;234;-;-;-;10;-;100;-;-;122;927;580;-;-;-;-;21;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9795
12/2024;qtd_aprovada;"270240 DELMIRO GOUVEIA";394;119;-;37675;946;1778;591;801;-;-;86;-;789;-;-;835;26366;2289;-;-;-;4;294;-;400;-;-;69;-;105;-;-;-;-;4;-;-;-;-;186;-;2;-;-;-;-;-;-;-;-;43;-;-;2914;76690
12/2024;qtd_aprovada;"270250 DOIS RIACHOS";1631;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232;2654;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;414;4977
12/2024;qtd_aprovada;"270255 ESTRELA DE ALAGOAS";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;179
12/2024;qtd_aprovada;"270260 FEIRA GRANDE";-;10;-;-;-;-;-;-;-;-;-;-;22;-;-;380;9936;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10358
12/2024;qtd_aprovada;"270270 FELIZ DESERTO";-;3;-;722;-;-;-;-;-;-;-;-;39;-;-;-;139;258;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296;1457
12/2024;qtd_aprovada;"270280 FLEXEIRAS";-;67;212;1944;-;-;190;-;-;-;-;-;-;-;-;629;8419;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;11591
12/2024;qtd_aprovada;"270290 GIRAU DO PONCIANO";5450;52;-;1335;-;-;159;-;-;-;-;-;43;-;-;27;9349;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16425
12/2024;qtd_aprovada;"270300 IBATEGUARA";3813;61;19;-;-;-;-;-;-;-;-;-;-;-;-;55;2703;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1000;7711
12/2024;qtd_aprovada;"270310 IGACI";2;43;-;4144;-;-;133;-;-;-;-;-;1;-;-;639;4031;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;9046
12/2024;qtd_aprovada;"270320 IGREJA NOVA";2;12;-;2269;84;-;30;-;-;-;-;-;136;-;-;1570;7658;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11811
12/2024;qtd_aprovada;"270330 INHAPI";-;14;-;10580;-;-;143;-;-;-;-;-;68;-;-;120;3915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14840
12/2024;qtd_aprovada;"270340 JACARE DOS HOMENS";-;32;-;-;-;57;-;-;-;-;-;-;-;-;-;-;1655;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;1828
12/2024;qtd_aprovada;"270350 JACUIPE";1208;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1495
12/2024;qtd_aprovada;"270360 JAPARATINGA";1835;71;-;-;-;-;60;-;-;-;-;-;38;-;-;93;3057;226;-;-;-;-;-;-;232;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;464;6110
12/2024;qtd_aprovada;"270370 JARAMATAIA";-;117;-;1548;-;-;-;-;-;-;-;-;22;-;-;147;3141;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4983
12/2024;qtd_aprovada;"270375 JEQUIA DA PRAIA";-;30;-;1047;-;-;122;-;-;-;-;-;-;-;-;160;3449;80;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;513;5439
12/2024;qtd_aprovada;"270380 JOAQUIM GOMES";-;-;-;80;13;-;-;-;-;-;-;-;23;-;-;157;5352;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;672;6297
12/2024;qtd_aprovada;"270390 JUNDIA";-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;194;1031;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;1275
12/2024;qtd_aprovada;"270400 JUNQUEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1231;9288;-;-;-;-;-;20;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;10580
12/2024;qtd_aprovada;"270410 LAGOA DA CANOA";16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;352;10480;28;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10937
12/2024;qtd_aprovada;"270420 LIMOEIRO DE ANADIA";306;40;-;-;-;-;1;-;-;-;-;-;90;-;-;412;10436;779;-;-;-;-;-;-;-;-;-;27;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;4;12152
12/2024;qtd_aprovada;"270430 MACEIO";5103;1421;483;485234;8857;20889;40587;3237;1194;522;1088;59;28943;8838;93;5759;473906;69737;2888;3224;15441;3268;1524;-;371;-;-;1774;-;83;1756;-;6;-;50;1;-;-;61;450;-;301;158;954;-;-;-;9;-;1113148;5312;313;-;1378;2308420
12/2024;qtd_aprovada;"270440 MAJOR ISIDORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;441;6872;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344;7657
12/2024;qtd_aprovada;"270450 MARAGOGI";-;89;-;892;-;67;-;-;-;-;-;-;60;-;-;370;8420;19;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9929
12/2024;qtd_aprovada;"270460 MARAVILHA";2477;12;-;-;-;-;91;-;-;-;-;-;15;-;-;143;3775;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;837;7351
12/2024;qtd_aprovada;"270470 MARECHAL DEODORO";61;110;6;7157;-;87;49;-;-;-;25;-;170;-;-;1267;21500;1933;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;32368
12/2024;qtd_aprovada;"270480 MARIBONDO";-;11;-;3476;-;-;-;-;-;-;-;-;-;-;-;-;10356;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;13873
12/2024;qtd_aprovada;"270490 MAR VERMELHO";655;12;-;35;-;-;-;-;-;-;-;-;-;-;-;35;429;794;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1960
12/2024;qtd_aprovada;"270500 MATA GRANDE";-;78;1;1295;-;-;117;-;-;-;-;-;26;-;-;463;6317;-;1;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;2790;11182
12/2024;qtd_aprovada;"270510 MATRIZ DE CAMARAGIBE";-;17;-;4633;-;-;129;-;-;-;-;-;26;-;-;-;953;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1540;7310
12/2024;qtd_aprovada;"270520 MESSIAS";35;26;-;3510;-;8;101;-;-;-;-;-;49;-;-;2718;16648;4540;1;-;-;-;124;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27775
12/2024;qtd_aprovada;"270530 MINADOR DO NEGRAO";-;101;-;-;-;-;47;-;-;-;-;-;-;-;-;-;561;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;853
12/2024;qtd_aprovada;"270540 MONTEIROPOLIS";-;64;-;838;-;-;23;-;-;-;-;-;-;-;-;-;1593;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154;2769
12/2024;qtd_aprovada;"270550 MURICI";4000;66;17;3206;-;-;97;-;-;-;26;-;50;-;-;215;41263;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;2729;51881
12/2024;qtd_aprovada;"270560 NOVO LINO";1755;32;-;3007;2;-;-;-;-;-;-;-;14;-;-;-;130;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;42;5185
12/2024;qtd_aprovada;"270570 OLHO D'AGUA DAS FLORES";9234;16;-;3709;-;-;69;-;-;-;-;-;1;-;-;158;7375;-;-;-;-;-;-;-;104;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;732;21413
12/2024;qtd_aprovada;"270580 OLHO D'AGUA DO CASADO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;868;880
12/2024;qtd_aprovada;"270590 OLHO D'AGUA GRANDE";1554;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1566
12/2024;qtd_aprovada;"270600 OLIVENCA";-;31;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;763;890
12/2024;qtd_aprovada;"270610 OURO BRANCO";30;248;-;-;-;-;-;-;-;-;-;-;13;-;-;391;5150;187;-;-;-;-;-;-;-;-;-;114;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1232;7388
12/2024;qtd_aprovada;"270620 PALESTINA";-;5;-;-;-;-;79;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;324
12/2024;qtd_aprovada;"270630 PALMEIRA DOS INDIOS";111;49;7;21905;345;1565;1140;246;-;-;118;-;326;-;-;1326;21909;2498;95;-;1826;-;174;-;-;-;-;122;-;20;61;-;-;-;-;-;-;-;-;125;-;-;4;-;-;-;-;-;-;-;55;3;-;148;54178
12/2024;qtd_aprovada;"270640 PAO DE ACUCAR";-;89;-;12910;-;290;361;-;-;-;-;-;152;-;-;72;11278;-;-;-;-;-;-;-;-;-;-;431;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;220;25849
12/2024;qtd_aprovada;"270642 PARICONHA";3534;24;-;-;-;-;72;-;-;-;-;-;42;-;-;30;1464;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;354;5552
