periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
06/2024;qtd_aprovada;"230465 GRACA";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2074;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;2190
06/2024;qtd_aprovada;"230470 GRANJA";17;87;-;5195;96;802;413;-;-;-;-;-;142;-;-;667;23396;118;-;-;-;-;34;-;23;-;296;-;3;99;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;412;31852
06/2024;qtd_aprovada;"230480 GRANJEIRO";93;18;-;1266;-;7;27;-;-;-;-;-;-;-;-;181;3487;73;4;-;-;-;217;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;708;6110
06/2024;qtd_aprovada;"230490 GROAIRAS";-;25;41;-;-;-;79;-;-;-;-;-;40;-;-;205;6099;-;-;-;-;-;-;-;-;-;230;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;122;6867
06/2024;qtd_aprovada;"230495 GUAIUBA";-;42;1;3072;-;-;-;-;-;-;-;-;-;-;-;82;9916;-;-;-;-;-;-;-;-;-;23;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13140
06/2024;qtd_aprovada;"230500 GUARACIABA DO NORTE";4;114;114;558;-;-;-;-;-;-;-;-;-;-;1;265;11599;946;-;-;-;-;606;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;-;14521
06/2024;qtd_aprovada;"230510 GUARAMIRANGA";-;31;5;-;-;-;-;-;-;-;-;-;13;-;-;12;3342;183;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3597
06/2024;qtd_aprovada;"230520 HIDROLANDIA";-;41;-;2161;-;1066;74;-;-;-;-;-;118;-;-;453;11943;591;-;-;-;-;25;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2122;18686
06/2024;qtd_aprovada;"230523 HORIZONTE";85;182;1394;19061;-;1763;452;-;-;-;54;-;159;-;118;1374;55777;801;46;-;-;-;593;-;-;-;95;-;2;39;1;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;82131
06/2024;qtd_aprovada;"230526 IBARETAMA";60;87;-;7558;-;322;36;-;-;-;-;-;168;-;-;-;5899;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14264
06/2024;qtd_aprovada;"230530 IBIAPINA";77;123;36;2483;-;356;237;-;-;-;-;-;103;-;-;22;8587;1903;-;-;-;-;78;-;212;-;124;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;14387
06/2024;qtd_aprovada;"230533 IBICUITINGA";-;64;-;212;-;-;43;-;-;-;-;-;97;-;-;72;3647;-;-;-;-;-;-;-;-;-;345;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4492
06/2024;qtd_aprovada;"230535 ICAPUI";-;146;17;2633;-;181;77;-;-;-;-;-;-;-;-;3;4065;228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7350
06/2024;qtd_aprovada;"230540 ICO";638;-;120;2703;25;925;420;-;-;-;-;-;511;-;-;-;19331;96;1;-;-;-;696;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;11;-;-;-;25718
06/2024;qtd_aprovada;"230550 IGUATU";279;12;202;4573;4;2737;1208;1427;-;-;126;-;778;2006;-;255;48366;1161;56;-;2578;1136;805;-;225;-;318;-;8;-;-;-;-;-;-;-;-;-;212;35;-;12;-;-;-;-;-;740;18;21;-;-;69298
06/2024;qtd_aprovada;"230560 INDEPENDENCIA";-;250;-;2725;-;-;36;-;-;-;-;-;630;-;-;1054;40614;-;-;-;-;-;-;-;-;-;400;-;44;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45788
06/2024;qtd_aprovada;"230565 IPAPORANGA";27;34;-;-;-;-;-;-;-;-;-;-;-;-;-;155;3212;-;-;-;-;-;30;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;3496
06/2024;qtd_aprovada;"230570 IPAUMIRIM";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2670;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2682
06/2024;qtd_aprovada;"230580 IPU";-;71;44;5268;-;1537;271;366;-;-;24;-;285;-;-;155;22638;969;2;-;-;-;222;-;-;-;37;-;9;54;11;-;-;-;-;-;-;-;276;-;-;-;-;-;-;-;-;-;34;-;-;-;32273
06/2024;qtd_aprovada;"230590 IPUEIRAS";-;420;31;1806;-;520;-;-;-;-;-;-;-;-;-;463;8787;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12027
06/2024;qtd_aprovada;"230600 IRACEMA";96;153;154;1705;-;303;133;-;-;-;-;-;56;-;-;950;6685;343;-;-;-;-;100;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;10815
06/2024;qtd_aprovada;"230610 IRAUCUBA";-;39;69;3372;-;482;257;-;-;-;-;-;30;-;-;1035;18846;1106;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;25290
06/2024;qtd_aprovada;"230620 ITAICABA";-;304;9;907;-;-;-;-;-;-;-;-;92;-;-;737;3797;55;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5923
06/2024;qtd_aprovada;"230625 ITAITINGA";324;140;609;18584;-;2045;446;-;-;-;57;-;182;-;-;739;29032;1201;-;-;-;-;459;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;23;-;-;-;53983
06/2024;qtd_aprovada;"230630 ITAPAJE";-;176;-;7750;-;964;78;-;-;-;-;-;467;-;103;917;34097;1834;25;-;-;-;-;-;-;-;60;-;4;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;46515
06/2024;qtd_aprovada;"230640 ITAPIPOCA";133;208;568;23352;-;2748;1182;52;-;-;41;-;2177;-;14;1056;65092;-;256;-;3528;-;711;-;-;-;158;-;8;165;-;-;3;-;-;-;-;-;149;-;-;9;-;-;-;-;-;-;17;14;-;-;101641
06/2024;qtd_aprovada;"230650 ITAPIUNA";215;109;5660;2288;-;258;74;-;-;-;-;-;20;-;-;729;8413;597;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18366
06/2024;qtd_aprovada;"230655 ITAREMA";-;80;1;12732;-;231;254;-;-;-;-;-;265;-;-;450;15806;675;-;-;-;-;-;-;-;-;184;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;731;31425
06/2024;qtd_aprovada;"230660 ITATIRA";-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;125
06/2024;qtd_aprovada;"230670 JAGUARETAMA";313;342;2;9435;-;373;212;-;-;-;32;-;614;-;-;-;12360;1052;9;-;-;-;-;-;-;-;192;-;-;80;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;25037
06/2024;qtd_aprovada;"230680 JAGUARIBARA";-;88;6;3169;-;240;26;-;-;-;-;-;1094;-;-;-;6214;1531;-;-;-;-;-;-;152;-;556;-;10;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;13175
06/2024;qtd_aprovada;"230690 JAGUARIBE";40;172;43;13199;-;1393;233;-;-;-;-;-;470;-;5;1058;21063;1120;2;-;-;-;-;-;-;-;84;-;2;31;-;4;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38933
06/2024;qtd_aprovada;"230700 JAGUARUANA";28;105;28;5947;-;745;200;-;-;-;-;-;333;-;-;-;24457;898;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32764
06/2024;qtd_aprovada;"230710 JARDIM";-;49;-;1109;-;-;-;-;-;-;-;-;69;-;-;-;6872;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8099
06/2024;qtd_aprovada;"230720 JATI";49;118;6;1964;-;-;-;-;-;-;-;-;-;-;-;-;4774;-;-;-;-;-;224;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;30;-;-;-;7327
06/2024;qtd_aprovada;"230725 JIJOCA DE JERICOACOARA";-;300;779;7956;-;1005;105;-;-;-;-;-;107;-;-;921;24551;163;32;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36060
06/2024;qtd_aprovada;"230730 JUAZEIRO DO NORTE";1924;556;444;25536;1256;3591;1223;980;-;-;112;-;3421;-;-;3205;159412;11106;448;-;2745;15;766;-;174;-;148;-;5;19;-;1;11;1;-;-;3;-;76;1;-;20;-;-;-;-;-;-;634;16;-;-;217849
06/2024;qtd_aprovada;"230740 JUCAS";-;101;-;3779;-;301;290;-;-;-;49;-;279;-;-;459;20871;1198;-;-;-;-;-;-;-;-;532;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;10116;37993
06/2024;qtd_aprovada;"230750 LAVRAS DA MANGABEIRA";-;31;6;1402;-;201;-;-;-;-;-;-;122;-;-;-;6193;1131;-;-;-;-;-;-;-;-;74;-;7;10;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;9209
06/2024;qtd_aprovada;"230760 LIMOEIRO DO NORTE";317;252;231;19014;-;2211;833;1208;75;-;69;-;1608;-;-;769;43889;1663;7;-;-;-;1155;-;-;-;128;-;25;321;36;4;-;-;-;-;-;-;162;2;-;-;-;-;-;-;-;-;23;-;-;4458;78460
06/2024;qtd_aprovada;"230763 MADALENA";-;39;44;-;-;171;75;-;-;-;-;-;28;-;-;736;11558;402;-;-;-;-;-;-;-;-;17;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13075
06/2024;qtd_aprovada;"230765 MARACANAU";1808;2133;836;135932;1596;7817;3422;1088;274;-;312;-;4849;-;12;2837;112950;3976;1510;-;4396;-;1693;-;-;-;1257;-;24;461;15;-;-;-;-;-;-;-;342;-;-;37;-;-;-;-;-;-;29;41;-;-;289647
06/2024;qtd_aprovada;"230770 MARANGUAPE";-;88;-;39671;623;2472;-;274;-;-;-;-;887;-;3;72;61288;1758;-;-;-;-;-;-;-;-;202;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107366
06/2024;qtd_aprovada;"230780 MARCO";46;31;-;6170;-;981;269;11;5;-;-;-;147;-;-;853;14325;1229;-;-;-;-;-;-;-;-;137;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24205
06/2024;qtd_aprovada;"230790 MARTINOPOLE";68;23;19;-;-;-;98;-;-;-;-;-;29;-;-;159;4291;80;-;-;-;-;-;-;-;-;125;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;4918
06/2024;qtd_aprovada;"230800 MASSAPE";334;78;106;-;-;486;46;-;-;-;-;-;42;-;-;71;14983;-;-;-;-;-;67;-;-;-;72;-;2;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;104;-;-;-;16443
06/2024;qtd_aprovada;"230810 MAURITI";23;264;-;6060;-;1083;244;-;-;-;17;-;175;-;-;91;10377;9192;23;-;-;-;501;-;-;-;208;-;19;-;34;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;124;-;-;-;28485
06/2024;qtd_aprovada;"230820 MERUOCA";-;42;-;2499;-;-;266;-;-;-;-;-;104;-;-;367;7069;356;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;555;11370
06/2024;qtd_aprovada;"230830 MILAGRES";39;150;353;3939;-;356;14;-;-;-;18;-;227;-;-;1015;7039;709;-;-;-;-;287;-;-;-;32;-;1;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;20;-;-;-;14296
06/2024;qtd_aprovada;"230835 MILHA";-;83;-;1271;-;309;-;-;-;-;-;-;75;-;-;51;9595;750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1647;13781
06/2024;qtd_aprovada;"230837 MIRAIMA";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;836;3584;-;-;-;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4443
06/2024;qtd_aprovada;"230840 MISSAO VELHA";51;801;-;3608;44;163;315;-;-;-;22;-;25;-;-;20;13819;3293;-;-;-;-;32;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;46;120;-;-;-;-;-;-;-;-;50;-;-;-;22425
06/2024;qtd_aprovada;"230850 MOMBACA";26;130;-;645;-;82;91;-;-;-;-;-;118;-;-;1121;33210;554;1;-;-;-;723;-;-;-;32;-;10;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;125;-;-;841;37759
06/2024;qtd_aprovada;"230860 MONSENHOR TABOSA";-;53;-;1220;-;127;93;-;-;-;-;-;40;-;-;-;5944;-;-;-;-;-;-;-;-;-;30;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7513
06/2024;qtd_aprovada;"230870 MORADA NOVA";-;138;1033;17352;-;740;140;-;-;-;-;-;356;-;-;519;29456;152;-;-;-;-;-;-;-;-;54;-;1;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49949
06/2024;qtd_aprovada;"230880 MORAUJO";-;35;236;-;-;-;-;-;-;-;-;-;54;-;-;294;5529;-;-;-;-;-;-;-;-;-;10;-;6;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6172
06/2024;qtd_aprovada;"230890 MORRINHOS";-;31;-;1745;-;662;-;-;-;-;-;-;-;-;-;450;8012;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;10979
06/2024;qtd_aprovada;"230900 MUCAMBO";-;52;768;768;-;1228;165;-;-;-;-;-;59;-;-;325;8880;868;-;-;-;-;-;-;-;-;141;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;13323
06/2024;qtd_aprovada;"230910 MULUNGU";-;63;4;1541;-;-;-;-;-;-;-;-;97;-;-;-;7260;152;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9125
06/2024;qtd_aprovada;"230920 NOVA OLINDA";270;51;-;-;-;-;29;-;-;-;-;-;-;-;-;-;1228;287;-;-;-;-;162;-;-;-;4;-;5;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;17;-;-;-;2211
06/2024;qtd_aprovada;"230930 NOVA RUSSAS";17;102;4;8190;-;704;538;-;-;-;10;-;1041;-;-;1170;26045;1119;-;-;-;-;221;-;-;-;225;-;16;215;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;22;-;-;763;40481
06/2024;qtd_aprovada;"230940 NOVO ORIENTE";-;219;125;21384;-;-;66;-;-;-;-;-;272;-;-;-;53723;745;-;-;-;-;-;-;-;-;517;-;25;-;-;-;-;81;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77176
06/2024;qtd_aprovada;"230945 OCARA";13;70;-;7937;-;540;-;-;-;-;34;-;205;-;-;731;13965;846;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24368
06/2024;qtd_aprovada;"230950 OROS";34;31;-;5694;-;560;-;-;-;-;-;-;119;-;-;235;11582;346;-;-;-;-;145;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;1942;20917
06/2024;qtd_aprovada;"230960 PACAJUS";66;366;89;-;-;627;269;615;-;-;-;-;448;-;-;82;7134;847;2;-;-;-;-;-;748;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;11349
06/2024;qtd_aprovada;"230970 PACATUBA";324;15;2716;27976;-;6;316;-;-;-;-;-;716;-;-;5030;41848;114;-;-;-;1;-;-;-;-;321;-;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79648
06/2024;qtd_aprovada;"230980 PACOTI";-;123;-;1375;-;-;-;-;-;-;-;-;20;-;-;-;450;-;-;-;-;-;-;-;-;-;3;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1975
06/2024;qtd_aprovada;"230990 PACUJA";-;28;-;291;-;-;-;-;-;-;-;-;-;-;-;-;-;376;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;775
06/2024;qtd_aprovada;"231000 PALHANO";19;45;-;419;-;216;146;-;-;-;15;-;156;-;-;184;8232;254;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9740
06/2024;qtd_aprovada;"231010 PALMACIA";-;30;-;1940;-;-;-;-;-;-;-;-;30;-;-;442;7441;510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10393
06/2024;qtd_aprovada;"231020 PARACURU";-;62;-;5067;-;507;325;-;-;-;115;-;98;-;-;5;15968;396;-;-;-;-;224;-;-;-;108;-;1;-;1;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;30;22966
06/2024;qtd_aprovada;"231025 PARAIPABA";-;54;7036;5880;-;654;101;-;-;-;18;-;177;-;62;858;19733;-;-;-;-;-;55;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;34705
06/2024;qtd_aprovada;"231030 PARAMBU";-;81;5439;5588;-;873;-;406;-;-;-;-;180;-;-;21;35614;960;-;-;-;-;281;-;-;-;120;-;9;-;-;-;-;7;-;3;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;1012;50773
06/2024;qtd_aprovada;"231040 PARAMOTI";29;75;1308;-;-;357;253;-;-;-;-;-;92;-;-;1069;9513;-;64;-;-;-;-;-;-;-;116;-;13;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;12893
06/2024;qtd_aprovada;"231050 PEDRA BRANCA";174;61;24;7749;-;800;105;-;-;-;-;-;120;-;98;2309;12468;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;24034
06/2024;qtd_aprovada;"231060 PENAFORTE";10;111;-;-;-;-;51;-;-;-;-;-;-;-;-;765;1020;-;1;-;-;-;344;-;-;-;124;-;20;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;2531
06/2024;qtd_aprovada;"231070 PENTECOSTE";-;212;-;959;-;-;-;-;-;-;-;-;193;-;-;104;4149;658;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6295
06/2024;qtd_aprovada;"231080 PEREIRO";3;12;-;909;-;222;93;-;-;-;-;-;112;-;36;184;6449;161;1;-;-;-;-;-;-;-;54;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;8326
06/2024;qtd_aprovada;"231085 PINDORETAMA";6741;154;-;6612;-;243;98;-;-;-;30;-;180;-;-;590;14264;-;-;-;-;-;333;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;29358
06/2024;qtd_aprovada;"231090 PIQUET CARNEIRO";1332;113;-;3838;-;146;27;-;-;-;-;-;61;-;-;861;12244;795;-;-;-;-;-;-;8;4;59;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19493
06/2024;qtd_aprovada;"231095 PIRES FERREIRA";-;301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;301
06/2024;qtd_aprovada;"231100 PORANGA";-;36;19;-;-;-;40;-;-;-;-;-;31;-;-;148;4815;30;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;72;5277
06/2024;qtd_aprovada;"231110 PORTEIRAS";10;75;-;1532;-;-;55;-;-;-;-;-;-;-;-;-;6898;447;-;-;-;-;269;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;38;-;-;-;9493
06/2024;qtd_aprovada;"231120 POTENGI";-;44;50;-;-;-;-;-;-;-;-;-;25;-;-;-;12328;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12462
06/2024;qtd_aprovada;"231123 POTIRETAMA";-;67;-;586;-;-;-;-;-;-;-;-;19;-;-;1242;3944;264;-;-;-;-;42;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;6197
06/2024;qtd_aprovada;"231126 QUITERIANOPOLIS";-;51;626;17939;-;384;25;-;-;-;-;-;332;-;-;-;77629;-;-;-;-;-;-;-;-;-;1330;-;255;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98590
06/2024;qtd_aprovada;"231130 QUIXADA";2050;18275;1296;33531;-;2191;240;-;-;-;46;-;1853;3359;2;7362;71091;756;271;-;1915;1792;50;-;-;-;2044;-;2;172;1;2;44;-;-;-;-;-;6;-;122;8;-;-;-;-;-;-;8;15;-;3060;151564
06/2024;qtd_aprovada;"231135 QUIXELO";45;61;-;4100;-;302;56;-;-;-;-;-;45;-;-;-;7470;243;-;-;-;-;166;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;2196;14907
06/2024;qtd_aprovada;"231140 QUIXERAMOBIM";251;1252;1250;4873;-;1227;569;131;64;-;88;-;619;-;-;2976;47316;629;20;-;-;-;1065;-;-;-;106;-;19;-;-;-;7;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;28;-;-;120;62748
06/2024;qtd_aprovada;"231150 QUIXERE";44;140;-;4677;-;563;171;-;-;-;-;-;307;-;-;354;16721;201;10;-;-;-;-;-;-;-;40;-;2;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;23279
06/2024;qtd_aprovada;"231160 REDENCAO";39;56;35;9381;-;644;314;-;-;-;-;-;76;-;-;-;8574;733;-;-;-;-;523;-;-;-;56;-;17;-;2;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;20624
06/2024;qtd_aprovada;"231170 RERIUTABA";48;26;-;-;-;-;144;-;-;-;21;-;95;-;-;36;8986;1022;-;-;-;-;-;-;-;-;216;-;8;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;34;-;-;95;10733
06/2024;qtd_aprovada;"231180 RUSSAS";593;844;1111;21722;8;2101;426;147;-;-;53;-;1590;-;-;969;43805;646;27;-;2959;-;1707;-;3;-;450;-;2;-;-;8;1;-;-;-;1;-;159;-;-;30;-;-;-;-;-;-;179;60;-;-;79601
06/2024;qtd_aprovada;"231190 SABOEIRO";-;34;-;2132;-;-;-;-;-;-;-;-;113;-;-;640;3999;48;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;60;7093
