periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"520090 AMORINOPOLIS";175;38;2;1969;-;15;90;-;-;-;-;-;11;-;11;45;7041;153;-;-;-;-;40;-;-;-;-;55;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;19;-;-;-;-;-;-;9689
10/2025;qtd_aprovada;"520110 ANAPOLIS";19513;1187;15657;240040;1087;13139;2156;4611;1128;197;237;-;8882;2;-;5113;183778;3116;111;1766;3357;580;1876;-;39;-;-;1333;-;47;255;-;9;26;-;-;-;-;198;310;14;-;45;15;-;-;-;-;-;-;-;189;33;-;2338;-;-;14;7;44;51;512500
10/2025;qtd_aprovada;"520120 ANHANGUERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520130 ANICUNS";-;60;559;4156;291;1055;54;-;-;-;-;-;138;-;-;2;28328;464;-;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;35264
10/2025;qtd_aprovada;"520140 APARECIDA DE GOIANIA";55839;938;259;436221;7321;22493;18184;3492;1500;-;2622;10;65674;44;307;14451;416691;6257;1014;-;6967;5;637;-;456;-;-;1492;-;38;1849;-;-;50;21;-;-;-;-;402;2;-;336;34;2650;-;-;-;-;-;-;5400;30;-;109;-;-;160;248;138;5980;1080321
10/2025;qtd_aprovada;"520145 APARECIDA DO RIO DOCE";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
10/2025;qtd_aprovada;"520150 APORE";-;-;2313;2194;-;2;52;-;-;-;-;-;-;-;-;60;1303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5924
10/2025;qtd_aprovada;"520160 ARACU";93;16;-;1628;-;219;37;-;-;-;-;-;48;-;-;97;7746;266;-;-;-;-;-;-;-;-;-;148;-;2;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10326
10/2025;qtd_aprovada;"520170 ARAGARCAS";4249;16;-;15481;-;714;133;24;-;-;-;-;347;-;282;1109;19094;406;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1791;-;-;-;-;-;-;43753
10/2025;qtd_aprovada;"520180 ARAGOIANIA";2130;37;-;-;-;-;246;-;-;-;-;-;48;-;-;277;10523;141;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;13494
10/2025;qtd_aprovada;"520215 ARAGUAPAZ";7322;55;52;1465;-;293;152;-;-;-;-;-;29;-;1;288;11375;-;-;-;-;-;213;-;-;-;-;91;-;1;-;-;-;-;-;-;-;-;-;33;-;-;21;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;21411
10/2025;qtd_aprovada;"520235 ARENOPOLIS";33;172;-;2220;-;152;113;-;-;-;-;-;5;-;-;147;1146;-;-;-;-;-;36;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;4065
10/2025;qtd_aprovada;"520250 ARUANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520260 AURILANDIA";-;36;-;220;-;27;-;-;-;-;-;-;-;-;32;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327
10/2025;qtd_aprovada;"520280 AVELINOPOLIS";-;6;-;1641;-;-;-;-;-;-;-;-;32;-;27;679;4412;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;6823
10/2025;qtd_aprovada;"520310 BALIZA";-;-;-;-;-;-;9;-;-;-;-;-;15;-;-;-;2641;12;-;-;-;-;-;-;-;-;-;17;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;2740
10/2025;qtd_aprovada;"520320 BARRO ALTO";2290;-;-;1;-;1289;1;-;-;-;-;-;-;-;-;116;10165;-;277;-;-;-;-;-;-;-;-;7;-;4;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;14202
10/2025;qtd_aprovada;"520330 BELA VISTA DE GOIAS";1375;26;-;15901;-;244;968;-;-;-;-;-;363;-;-;529;28871;909;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;49249
10/2025;qtd_aprovada;"520340 BOM JARDIM DE GOIAS";1777;29;-;453;-;152;114;-;-;-;-;-;25;-;-;359;8949;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11859
10/2025;qtd_aprovada;"520350 BOM JESUS DE GOIAS";157;63;-;3809;-;3406;317;355;-;-;83;-;722;-;28;370;15671;811;-;-;-;-;143;-;-;-;-;75;-;-;85;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;35;-;-;3713;-;-;-;-;-;-;29959
10/2025;qtd_aprovada;"520355 BONFINOPOLIS";458;55;-;2660;-;526;-;-;-;-;-;-;179;-;58;513;12249;-;-;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;32;-;-;-;-;-;-;16947
10/2025;qtd_aprovada;"520357 BONOPOLIS";133;-;7;-;-;34;-;-;-;-;-;-;-;-;-;85;680;58;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1107
10/2025;qtd_aprovada;"520360 BRAZABRANTES";796;11;14;-;-;-;82;-;-;-;-;-;62;-;-;90;2895;77;-;-;-;-;-;-;-;-;-;16;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4065
10/2025;qtd_aprovada;"520380 BRITANIA";626;338;-;2648;-;615;134;-;-;-;-;-;9;-;-;120;5459;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;9971
10/2025;qtd_aprovada;"520390 BURITI ALEGRE";-;36;1;5553;-;241;105;-;-;-;-;-;-;-;27;15;3941;-;-;-;-;-;-;-;-;-;-;30;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9951
10/2025;qtd_aprovada;"520393 BURITI DE GOIAS";951;-;-;795;-;6;-;-;-;-;-;-;9;-;-;101;5292;-;-;-;-;-;194;-;11;-;-;31;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7416
10/2025;qtd_aprovada;"520396 BURITINOPOLIS";-;9;-;853;-;-;-;-;-;-;-;-;-;-;-;-;721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1583
10/2025;qtd_aprovada;"520400 CABECEIRAS";1504;21;-;4065;-;1144;-;-;-;-;-;-;-;-;-;134;6364;-;-;-;-;-;-;-;-;-;-;85;-;14;-;1;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;13389
10/2025;qtd_aprovada;"520410 CACHOEIRA ALTA";2045;14;-;4049;-;324;117;-;-;-;-;-;14;-;-;327;12909;464;7;-;-;-;-;-;-;-;-;11;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4693;-;-;-;-;-;-;24982
10/2025;qtd_aprovada;"520420 CACHOEIRA DE GOIAS";-;24;-;-;-;-;-;-;-;-;-;-;-;-;18;40;1375;104;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1562
10/2025;qtd_aprovada;"520425 CACHOEIRA DOURADA";1407;173;-;2258;-;131;36;-;-;-;-;-;47;-;9;155;9089;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;13637
10/2025;qtd_aprovada;"520430 CACU";450;92;2;8601;-;45;215;-;-;-;-;-;119;-;-;261;11824;574;9;-;-;-;-;-;295;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;22523
10/2025;qtd_aprovada;"520440 CAIAPONIA";203;1341;945;3444;-;955;313;-;6;-;31;-;78;-;-;498;9760;1044;-;-;-;-;-;-;-;-;-;53;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;5940;-;-;-;-;-;-;24663
10/2025;qtd_aprovada;"520450 CALDAS NOVAS";4918;-;-;29767;178;2936;463;936;30;-;-;-;1143;122;-;1891;489377;2330;264;-;1474;65;-;-;288;-;-;191;-;44;-;-;-;-;-;-;-;2;-;-;-;-;-;7;-;-;-;-;-;-;-;-;4;-;6548;-;-;-;-;-;-;542978
10/2025;qtd_aprovada;"520455 CALDAZINHA";787;4;323;-;-;-;-;-;-;-;-;-;-;-;-;-;9457;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10691
10/2025;qtd_aprovada;"520460 CAMPESTRE DE GOIAS";183;53;-;79;-;-;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;540
10/2025;qtd_aprovada;"520465 CAMPINACU";951;8;112;5973;-;932;45;-;-;-;-;-;139;-;-;6;2153;-;1;-;-;-;435;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10763
10/2025;qtd_aprovada;"520470 CAMPINORTE";-;170;-;-;-;-;-;-;-;-;-;-;-;-;-;26;1117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1333
10/2025;qtd_aprovada;"520480 CAMPO ALEGRE DE GOIAS";-;-;-;1158;-;253;-;-;-;-;-;-;30;-;-;-;2278;-;-;-;-;-;69;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;4099
10/2025;qtd_aprovada;"520485 CAMPO LIMPO DE GOIAS";2023;36;7;2988;-;25;-;-;-;-;-;-;41;-;-;227;7886;-;-;-;-;-;306;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;13615
10/2025;qtd_aprovada;"520490 CAMPOS BELOS";-;85;-;3083;-;635;-;-;-;-;-;-;35;-;44;220;25634;223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29959
10/2025;qtd_aprovada;"520495 CAMPOS VERDES";5004;69;4;-;-;-;51;-;-;-;-;-;-;-;-;189;7486;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;13017
10/2025;qtd_aprovada;"520500 CARMO DO RIO VERDE";225;29;1;-;-;110;-;-;-;-;-;-;1;-;-;92;5648;-;-;-;-;-;271;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;6477
10/2025;qtd_aprovada;"520505 CASTELANDIA";404;8;-;-;-;98;45;-;-;-;-;-;11;-;-;230;3810;242;-;-;-;-;34;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1365;-;-;-;-;-;-;6371
10/2025;qtd_aprovada;"520510 CATALAO";1000;273;13;49052;785;3385;1437;779;162;-;-;-;1300;514;77;156;43354;-;18;-;1857;835;-;-;26;-;-;98;-;-;72;7;-;28;-;-;-;-;-;-;-;-;49;20;-;-;-;-;-;-;-;-;11;-;4039;-;-;19;81;-;-;109447
10/2025;qtd_aprovada;"520520 CATURAI";730;-;-;-;-;8;-;-;-;-;-;-;1420;-;-;126;7518;474;-;-;-;-;455;-;248;-;-;3;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;11121
10/2025;qtd_aprovada;"520530 CAVALCANTE";-;17;158;2266;-;357;53;-;-;-;-;-;39;-;-;184;8002;-;73;-;-;-;-;-;-;-;-;56;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11213
10/2025;qtd_aprovada;"520540 CERES";1966;83;252;23881;852;3261;1091;617;116;-;121;-;1031;713;-;1066;27362;3;227;-;1658;898;455;-;8;-;3;98;-;10;-;-;14;6;-;-;-;-;-;125;-;-;-;16;-;-;-;-;-;-;-;413;21;-;-;-;-;-;-;-;-;66367
10/2025;qtd_aprovada;"520545 CEZARINA";1623;16;-;4063;-;1659;106;-;-;-;-;-;-;-;69;204;10188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;17959
10/2025;qtd_aprovada;"520547 CHAPADAO DO CEU";1062;102;196;9001;-;1152;337;-;-;-;-;-;174;-;-;1217;17781;419;-;-;-;-;878;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32429
10/2025;qtd_aprovada;"520549 CIDADE OCIDENTAL";51842;255;780;23197;270;2752;767;-;-;-;-;-;753;-;-;4973;105728;340;5;-;-;-;2530;-;995;4;-;303;-;6;-;-;-;-;-;-;-;-;-;320;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;195852
10/2025;qtd_aprovada;"520551 COCALZINHO DE GOIAS";110;12;-;914;-;1538;-;-;-;-;-;-;174;-;-;567;11933;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15385
10/2025;qtd_aprovada;"520552 COLINAS DO SUL";709;76;-;-;-;77;-;-;-;-;-;-;71;-;-;92;7225;-;4;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;8344
10/2025;qtd_aprovada;"520570 CORREGO DO OURO";-;12;79;527;-;59;50;-;-;-;-;-;12;-;18;117;1651;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;2539
10/2025;qtd_aprovada;"520580 CORUMBA DE GOIAS";1452;47;-;-;-;189;-;-;-;-;-;-;52;-;-;211;8308;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;89;-;-;-;-;-;-;10418
10/2025;qtd_aprovada;"520590 CORUMBAIBA";1651;24;465;7248;-;304;48;-;-;-;-;-;107;-;-;189;10570;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;20657
10/2025;qtd_aprovada;"520620 CRISTALINA";2031;347;-;11969;-;810;180;-;-;-;-;-;240;-;-;273;35968;920;-;-;-;-;46;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52789
10/2025;qtd_aprovada;"520630 CRISTIANOPOLIS";233;32;-;739;-;-;138;-;-;-;-;-;10;-;-;98;4661;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;5958
10/2025;qtd_aprovada;"520640 CRIXAS";2765;-;30;3190;-;427;223;-;-;-;-;-;111;-;-;201;8728;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;15865
10/2025;qtd_aprovada;"520650 CROMINIA";449;57;2;1464;-;101;-;-;-;-;-;-;32;-;-;388;7517;-;-;-;-;-;12;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1312;-;-;-;-;-;-;11355
10/2025;qtd_aprovada;"520660 CUMARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520670 DAMIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520680 DAMOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520690 DAVINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520710 DIORAMA";377;20;-;2221;-;43;74;-;-;-;-;-;27;-;20;67;3313;104;-;-;-;-;15;-;-;-;-;37;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;6339
10/2025;qtd_aprovada;"520725 DOVERLANDIA";1576;8;-;1941;-;155;243;-;-;-;-;-;-;-;-;97;5794;-;-;-;-;5;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654;-;-;-;-;-;-;10525
10/2025;qtd_aprovada;"520735 EDEALINA";571;-;-;453;-;70;-;-;-;-;-;-;10;-;-;232;4856;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;6217
10/2025;qtd_aprovada;"520740 EDEIA";-;56;132;6620;-;747;800;-;-;-;-;-;-;-;-;-;2775;911;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;12200
10/2025;qtd_aprovada;"520750 ESTRELA DO NORTE";690;-;-;917;-;100;2;-;-;-;-;-;-;-;-;275;2773;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4777
10/2025;qtd_aprovada;"520753 FAINA";13;17;-;2501;-;2263;-;-;-;-;-;-;-;-;-;-;1684;-;-;-;-;-;18;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6741
10/2025;qtd_aprovada;"520760 FAZENDA NOVA";365;32;-;3566;-;179;26;-;-;-;8;-;213;-;-;113;5120;1;-;-;-;-;40;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;861;-;-;-;-;-;-;10582
10/2025;qtd_aprovada;"520780 FIRMINOPOLIS";68;75;8;5208;-;416;171;-;-;-;-;-;-;-;42;206;8732;-;-;-;-;-;39;-;191;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;15184
10/2025;qtd_aprovada;"520790 FLORES DE GOIAS";235;18;93;3901;-;522;-;-;-;-;-;-;15;-;-;156;7536;-;-;-;-;-;168;-;-;-;-;117;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;12832
10/2025;qtd_aprovada;"520800 FORMOSA";4687;425;715;21152;93;6361;1262;837;-;-;73;-;2130;777;-;3231;43660;1085;95;-;-;882;-;-;776;-;-;472;-;-;-;-;-;20;-;-;-;-;-;-;-;-;83;3;-;-;-;-;-;-;-;4;-;-;-;-;-;-;19;-;-;88842
10/2025;qtd_aprovada;"520810 FORMOSO";-;-;-;-;-;215;17;-;-;-;-;-;94;-;-;53;1953;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;2354
10/2025;qtd_aprovada;"520815 GAMELEIRA DE GOIAS";-;14;-;-;-;-;194;-;-;-;-;-;68;-;-;-;234;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;562
10/2025;qtd_aprovada;"520830 DIVINOPOLIS DE GOIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"520840 GOIANAPOLIS";9399;9;10;-;-;-;118;-;-;-;-;-;54;-;-;166;10878;74;-;-;-;-;-;-;-;-;-;54;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;162;-;-;-;-;-;-;20969
10/2025;qtd_aprovada;"520850 GOIANDIRA";-;16;6;1872;-;118;88;-;-;-;-;-;84;-;-;123;3009;-;-;-;-;-;-;-;-;-;-;20;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;43;-;-;-;-;-;-;5407
10/2025;qtd_aprovada;"520860 GOIANESIA";11533;225;14;21118;220;2082;1017;999;24;-;125;-;1231;-;-;1043;125578;-;48;-;1440;-;450;-;315;-;-;389;-;6;-;-;-;12;2;-;-;-;-;76;-;-;99;2;-;-;-;-;-;-;-;-;36;-;222;-;-;-;-;-;-;168306
10/2025;qtd_aprovada;"520870 GOIANIA";64560;1511;2439;595168;14627;28201;31443;16494;3316;866;2261;45;93396;36489;267;11408;540258;12119;3145;7693;17981;19516;5472;-;2826;-;-;10740;1208;105;3709;-;26;137;113;-;-;13;3894;1201;158;-;512;149;723;29;47;15;761;-;5637643;11732;253;-;3430;-;23;375;431;122;2065;7191115
