periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"231220 SANTA QUITERIA";-;97;-;-;-;154;-;-;-;-;-;-;72;-;-;444;18549;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19378
04/2024;qtd_aprovada;"231230 SAO BENEDITO";769;722;69;276;-;760;3;103;-;-;-;-;307;-;-;1643;19360;4104;143;-;-;-;-;-;-;350;-;-;105;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28715
04/2024;qtd_aprovada;"231240 SAO GONCALO DO AMARANTE";-;365;-;24665;522;2441;318;147;-;-;112;-;520;-;-;2595;52833;1857;18;-;-;-;-;24;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;86671
04/2024;qtd_aprovada;"231250 SAO JOAO DO JAGUARIBE";-;11;-;1782;-;-;143;-;-;-;13;-;75;-;-;697;11677;271;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;14780
04/2024;qtd_aprovada;"231260 SAO LUIS DO CURU";-;28;-;2127;-;-;5;-;-;-;-;-;28;-;-;148;414;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2766
04/2024;qtd_aprovada;"231270 SENADOR POMPEU";33;247;3;-;-;794;74;-;-;-;-;-;126;-;-;39;10728;809;-;-;-;-;260;-;-;62;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;13243
04/2024;qtd_aprovada;"231280 SENADOR SA";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8632;95;-;-;-;-;-;-;-;37;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;8801
04/2024;qtd_aprovada;"231290 SOBRAL";3607;463;1364;73133;3981;6739;2471;2908;403;-;221;-;6824;8663;-;1233;62641;8615;1243;1235;3602;3820;188;1446;-;193;-;3;455;7;3;144;40;-;-;7;-;3;-;279;41;-;-;-;-;2;2946;1379;118;-;10179;210599
04/2024;qtd_aprovada;"231300 SOLONOPOLE";216;112;-;6291;-;561;98;-;-;-;-;-;133;-;-;-;16984;-;-;-;-;-;72;-;-;56;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;291;24921
04/2024;qtd_aprovada;"231310 TABULEIRO DO NORTE";-;340;16;12656;3547;913;266;-;-;-;-;-;618;-;-;-;18436;2308;-;-;-;-;-;-;-;457;-;45;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;39771
04/2024;qtd_aprovada;"231320 TAMBORIL";-;80;6;10879;-;295;139;-;-;-;20;-;77;-;-;100;5313;7;-;-;-;-;9;-;-;158;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;308;17396
04/2024;qtd_aprovada;"231325 TARRAFAS";5699;78;18;-;-;-;-;-;-;-;-;-;-;-;-;30;2307;-;-;-;-;-;266;-;-;17;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;8437
04/2024;qtd_aprovada;"231330 TAUA";-;95;-;8353;-;1888;529;-;-;-;25;-;354;-;-;207;15920;1091;65;-;-;-;-;-;-;26;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28563
04/2024;qtd_aprovada;"231335 TEJUCUOCA";-;47;43;2777;-;-;-;-;-;-;-;-;-;-;-;1457;30959;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;35321
04/2024;qtd_aprovada;"231340 TIANGUA";1288;452;598;32114;1445;2290;725;109;-;-;-;-;1691;-;-;959;44495;2628;144;-;-;-;44;-;-;252;-;-;89;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;89336
04/2024;qtd_aprovada;"231350 TRAIRI";-;42;-;5010;-;-;71;-;-;-;-;-;214;-;-;866;14390;-;-;-;-;-;-;-;-;218;-;9;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20822
04/2024;qtd_aprovada;"231355 TURURU";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;168;132;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;334
04/2024;qtd_aprovada;"231360 UBAJARA";-;74;1;-;-;136;164;-;-;-;-;-;2;-;-;510;10694;1166;-;-;-;-;586;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13372
04/2024;qtd_aprovada;"231370 UMARI";-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147
04/2024;qtd_aprovada;"231375 UMIRIM";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2541;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2578
04/2024;qtd_aprovada;"231380 URUBURETAMA";-;41;-;-;-;570;-;-;-;-;-;-;-;-;-;-;5649;-;-;-;-;-;-;-;-;44;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6312
04/2024;qtd_aprovada;"231390 URUOCA";568;53;18;4660;-;-;76;-;-;-;-;-;50;-;-;238;7693;451;-;-;-;-;-;-;-;45;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2341;16215
04/2024;qtd_aprovada;"231395 VARJOTA";2;66;211;-;-;-;280;-;-;-;30;-;197;-;-;1217;9005;842;2;-;-;-;-;-;-;109;-;5;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;11970
04/2024;qtd_aprovada;"231400 VARZEA ALEGRE";-;1172;12;14507;-;680;436;-;-;-;-;-;100;-;-;-;8219;51;239;-;-;-;-;-;-;180;-;17;-;26;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;100;-;-;-;25741
04/2024;qtd_aprovada;"231410 VICOSA DO CEARA";-;351;-;8225;-;1133;339;12;-;-;-;-;183;-;-;427;20901;885;-;-;-;-;128;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;32753
04/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"240010 ACARI";-;-;-;3580;-;386;123;12;-;-;-;-;101;-;-;-;36104;10;-;-;-;-;-;-;-;4;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;58;40425
04/2024;qtd_aprovada;"240020 ACU";-;-;-;41424;-;5076;516;-;-;-;-;-;506;-;-;1036;45832;-;-;-;-;-;61;2;-;173;-;-;108;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67274;80;-;-;-;162298
04/2024;qtd_aprovada;"240030 AFONSO BEZERRA";-;60;-;-;-;-;22;-;-;-;-;-;-;-;-;-;381;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;463
04/2024;qtd_aprovada;"240040 AGUA NOVA";-;-;-;308;-;-;-;-;-;-;-;-;-;-;-;-;100;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;464
04/2024;qtd_aprovada;"240050 ALEXANDRIA";10;36;-;2639;-;338;371;26;36;-;63;-;145;-;-;-;2188;617;1729;-;-;-;168;1;-;146;-;-;103;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;22;-;-;-;8705
04/2024;qtd_aprovada;"240060 ALMINO AFONSO";4;-;-;725;-;7;92;-;-;-;-;-;124;-;-;206;3207;158;-;-;-;-;69;-;-;2;-;6;14;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4618
04/2024;qtd_aprovada;"240070 ALTO DO RODRIGUES";-;20;14;7337;-;-;-;-;-;-;-;-;104;-;-;-;27142;293;-;-;-;-;-;-;-;612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;35554
04/2024;qtd_aprovada;"240080 ANGICOS";-;14;20;7496;-;451;149;-;-;-;43;-;70;-;-;22;4993;335;-;-;-;2;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13608
04/2024;qtd_aprovada;"240090 ANTONIO MARTINS";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;33;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;218
04/2024;qtd_aprovada;"240100 APODI";-;27;-;37835;144;320;-;-;-;-;-;-;400;-;-;56;9308;1543;50;-;-;-;407;-;-;118;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;50228
04/2024;qtd_aprovada;"240110 AREIA BRANCA";-;27;5;3993;-;-;44;-;-;-;-;-;193;-;15;616;30109;-;72;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;35174
04/2024;qtd_aprovada;"240120 ARES";335;16;539;3155;-;-;-;-;-;-;-;-;52;-;-;540;12558;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17223
04/2024;qtd_aprovada;"240130 CAMPO GRANDE";-;-;98;2618;-;-;31;-;-;-;-;-;53;-;-;654;7397;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;10961
04/2024;qtd_aprovada;"240140 BAIA FORMOSA";330;19;-;-;-;-;44;-;-;-;-;-;60;-;-;453;10304;101;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;22;-;-;-;11424
04/2024;qtd_aprovada;"240145 BARAUNA";18;25;-;7790;-;-;63;-;-;-;-;-;75;-;-;-;20800;2405;18;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;31428
04/2024;qtd_aprovada;"240150 BARCELONA";766;16;-;517;-;-;-;-;-;-;-;-;33;-;6;71;3767;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5228
04/2024;qtd_aprovada;"240160 BENTO FERNANDES";87;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;218;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335
04/2024;qtd_aprovada;"240165 BODO";15;-;-;992;-;-;-;-;-;-;-;-;40;-;-;-;1851;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2898
04/2024;qtd_aprovada;"240170 BOM JESUS";-;63;-;1696;-;-;-;-;-;-;-;-;7;-;-;188;10941;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;12948
04/2024;qtd_aprovada;"240180 BREJINHO";5109;13;9;1779;-;31;116;-;-;-;22;-;-;-;-;1392;16563;-;-;-;-;-;793;2;-;4;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;25958
04/2024;qtd_aprovada;"240185 CAICARA DO NORTE";-;60;-;121;-;-;-;-;-;-;-;-;44;-;-;839;13043;-;-;-;-;-;-;-;-;249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14356
04/2024;qtd_aprovada;"240190 CAICARA DO RIO DO VENTO";1142;30;400;1674;-;-;58;-;-;-;-;-;62;-;-;191;6229;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9793
04/2024;qtd_aprovada;"240200 CAICO";412;12;70;26765;68;3840;324;657;95;-;29;-;2740;2258;23;57;41548;827;1963;-;3351;575;-;222;-;118;-;8;262;1;-;-;-;-;-;-;-;-;-;-;27;4;-;-;-;-;64858;105;60;-;278;151557
04/2024;qtd_aprovada;"240210 CAMPO REDONDO";-;-;-;3256;-;-;-;-;-;-;-;-;42;-;-;2;10736;93;4;-;-;-;-;-;-;9;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14146
04/2024;qtd_aprovada;"240220 CANGUARETAMA";1165;10;31;11843;-;24;155;-;-;-;-;-;95;-;-;1169;18105;345;-;-;-;-;365;-;-;74;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;47;-;-;-;33528
04/2024;qtd_aprovada;"240230 CARAUBAS";800;-;10;3785;-;2868;72;-;-;-;-;-;-;-;-;-;3539;-;-;-;-;-;412;-;-;30;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;93;-;-;-;11729
04/2024;qtd_aprovada;"240240 CARNAUBA DOS DANTAS";-;-;130;1203;-;-;-;-;-;-;-;-;56;-;-;340;4353;-;-;-;-;-;-;-;-;27;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6113
04/2024;qtd_aprovada;"240250 CARNAUBAIS";-;8;-;6213;-;-;-;-;-;-;-;-;112;-;-;258;9563;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;16255
04/2024;qtd_aprovada;"240260 CEARA-MIRIM";23;57;-;20176;-;1373;249;-;-;-;-;-;315;-;-;-;46405;-;111;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68784
04/2024;qtd_aprovada;"240270 CERRO CORA";-;-;-;3461;-;14;63;7;-;-;-;-;19;-;-;-;7744;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;11417
04/2024;qtd_aprovada;"240280 CORONEL EZEQUIEL";1570;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1570
04/2024;qtd_aprovada;"240290 CORONEL JOAO PESSOA";-;36;-;465;-;-;48;-;-;-;-;-;-;-;-;-;202;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;857
04/2024;qtd_aprovada;"240300 CRUZETA";5378;109;102;3526;-;-;21;-;-;-;-;-;180;-;-;2550;9185;-;-;-;-;-;-;-;-;440;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;21537
04/2024;qtd_aprovada;"240310 CURRAIS NOVOS";60;-;47;21464;535;2245;291;11;-;-;113;-;935;1171;148;1601;25769;1652;3;-;-;457;151;1;-;75;-;-;14;-;1;-;-;-;-;-;-;201;-;2;-;10;-;-;-;-;55946;-;-;-;-;112903
04/2024;qtd_aprovada;"240320 DOUTOR SEVERIANO";931;7;34;2929;-;-;45;-;-;-;-;-;54;-;-;27;670;-;-;-;-;-;202;-;-;1;-;-;-;10;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;24;-;-;-;4991
04/2024;qtd_aprovada;"240325 PARNAMIRIM";299;325;167;42404;453;793;820;468;127;-;42;-;2436;454;29;2257;65314;1347;194;-;-;-;829;-;-;2661;-;10;152;-;8;22;2;-;-;-;-;645;-;-;-;-;-;-;5;3;-;-;-;-;-;122266
04/2024;qtd_aprovada;"240330 ENCANTO";-;2;-;852;-;-;-;-;-;-;-;-;-;-;-;-;2685;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3739
04/2024;qtd_aprovada;"240340 EQUADOR";1718;40;26;1196;-;77;-;-;-;-;-;-;42;-;-;-;3989;63;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;14;7234
04/2024;qtd_aprovada;"240350 ESPIRITO SANTO";1816;5;222;1875;-;-;-;-;-;-;-;-;-;-;16;527;8747;398;25;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;13687
04/2024;qtd_aprovada;"240360 EXTREMOZ";471;-;-;4133;-;300;-;-;-;-;-;-;90;-;-;581;9174;1025;87;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15935
04/2024;qtd_aprovada;"240370 FELIPE GUERRA";-;-;-;518;-;-;-;-;-;-;-;-;-;-;-;74;4774;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;5453
04/2024;qtd_aprovada;"240375 FERNANDO PEDROZA";-;22;205;1570;-;-;45;-;-;-;-;-;66;-;-;-;1743;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;3681
04/2024;qtd_aprovada;"240380 FLORANIA";-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
04/2024;qtd_aprovada;"240390 FRANCISCO DANTAS";-;-;-;548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;582
04/2024;qtd_aprovada;"240400 FRUTUOSO GOMES";847;19;-;1417;-;50;-;-;-;-;-;-;15;-;-;-;3713;98;-;-;-;-;287;-;-;23;-;7;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;6;-;-;-;6554
04/2024;qtd_aprovada;"240410 GALINHOS";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
04/2024;qtd_aprovada;"240420 GOIANINHA";5886;-;19;7141;-;580;156;-;-;-;-;-;448;-;-;1659;24130;-;320;-;-;-;-;-;-;51;-;-;110;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;40504
04/2024;qtd_aprovada;"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;2;2500;-;-;-;-;-;-;-;-;289;-;-;1000;12107;83;4;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16082
04/2024;qtd_aprovada;"240440 GROSSOS";-;-;-;3145;-;-;-;-;-;-;-;-;146;-;-;381;10412;285;-;-;-;-;-;-;-;16;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;14430
04/2024;qtd_aprovada;"240450 GUAMARE";241;54;1;2661;-;739;188;-;-;-;163;-;292;-;-;7;23378;1122;180;-;-;-;-;1043;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30105
04/2024;qtd_aprovada;"240460 IELMO MARINHO";58;-;-;-;-;-;-;-;-;-;-;-;30;-;-;497;7798;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8383
04/2024;qtd_aprovada;"240470 IPANGUACU";-;-;-;3145;-;-;-;-;-;-;-;-;33;-;-;52;12178;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;15454
04/2024;qtd_aprovada;"240480 IPUEIRA";654;15;-;1470;-;-;41;-;-;-;-;-;23;-;-;-;96;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;384;2713
04/2024;qtd_aprovada;"240485 ITAJA";-;-;-;5663;-;-;47;-;-;-;-;-;-;-;-;136;269;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;6148
04/2024;qtd_aprovada;"240490 ITAU";-;-;1;831;-;5;67;-;-;-;-;-;-;-;-;269;2727;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3900
04/2024;qtd_aprovada;"240500 JACANA";657;-;1;-;-;19;-;-;-;-;-;-;-;-;-;600;4077;-;-;-;-;-;495;-;-;7;-;13;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;5919
04/2024;qtd_aprovada;"240510 JANDAIRA";-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;184
04/2024;qtd_aprovada;"240520 JANDUIS";811;40;787;2193;-;-;-;-;-;-;-;-;127;-;-;1157;12011;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17126
04/2024;qtd_aprovada;"240530 JANUARIO CICCO";8628;26;4;-;-;-;-;-;-;-;-;-;99;-;-;1482;13991;36;-;-;-;-;-;-;-;54;-;8;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;24338
04/2024;qtd_aprovada;"240540 JAPI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"240550 JARDIM DE ANGICOS";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
04/2024;qtd_aprovada;"240560 JARDIM DE PIRANHAS";3558;-;-;4649;-;55;-;-;-;-;-;-;199;-;-;-;10600;250;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;3367;22782
04/2024;qtd_aprovada;"240570 JARDIM DO SERIDO";-;17;-;662;-;-;37;-;-;-;-;-;125;-;-;177;5441;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;6620
04/2024;qtd_aprovada;"240580 JOAO CAMARA";38;92;1;37070;340;-;472;-;-;-;-;-;1577;-;-;32;2767;1864;174;-;-;-;416;2380;-;161;-;-;99;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;30;-;-;-;47619
04/2024;qtd_aprovada;"240590 JOAO DIAS";1771;-;2;422;-;-;-;-;-;-;-;-;-;-;-;763;1878;-;-;-;-;-;40;-;-;10;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;4904
04/2024;qtd_aprovada;"240600 JOSE DA PENHA";-;-;-;2190;-;-;111;-;-;-;-;-;80;-;-;-;2546;322;-;-;-;-;22;-;-;7;-;2;-;7;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;5309
04/2024;qtd_aprovada;"240610 JUCURUTU";318;-;14;5463;154;458;382;-;-;-;14;-;38;-;-;376;15695;41;20;-;-;-;-;-;-;60;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;217;23344
04/2024;qtd_aprovada;"240615 JUNDIA";-;-;-;1277;-;-;-;-;-;-;-;-;-;-;-;34;663;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1997
04/2024;qtd_aprovada;"240620 LAGOA D'ANTA";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;134;4244;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4386
