periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;valor_aprovado;"350140 ALVARO DE CARVALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16,00;4530,30;574,55;-;-;-;-;-;-;324,00;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,75;-;-;-;-;-;-;5475,23
11/2025;valor_aprovado;"350150 ALVINLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350160 AMERICANA";1355,40;-;3212,82;465084,83;30236,12;86153,46;60572,34;74411,23;76056,25;19824,52;37058,26;-;46418,23;54573,95;-;316,00;534479,26;30928,88;3481,27;188286,30;271515,00;14113,78;-;1908,50;7090,10;-;249,66;155301,82;209,02;49,08;915,22;9684,98;-;-;15,79;-;-;-;248,61;231,62;-;-;-;-;-;-;-;25875,00;203,52;-;-;36794,00;199400,00;35660,00;7300,00;14080,00;2493294,82
11/2025;valor_aprovado;"350170 AMERICO BRASILIENSE";-;-;6055,76;57107,87;-;20336,08;35052,88;111482,07;-;-;17839,18;-;37775,41;-;-;-;120850,78;-;-;-;-;37,52;-;1,52;829,02;75,40;246,43;12599,58;-;-;-;-;-;-;-;344,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11780,00;730,00;11400,00;22080,00;466623,58
11/2025;valor_aprovado;"350180 AMERICO DE CAMPOS";-;-;-;14609,72;-;-;-;-;-;-;-;-;314,15;-;-;-;4338,90;1877,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3143,25;-;-;-;-;-;-;24283,36
11/2025;valor_aprovado;"350190 AMPARO";210,60;-;904,79;199522,46;11852,78;58894,90;31597,72;86893,00;-;-;18608,36;-;20984,09;-;-;-;197535,47;8496,79;210,49;-;472085,75;-;-;11282,34;3452,57;-;-;83140,33;-;24,54;38,74;891,28;-;-;494,73;-;-;-;-;9419,89;-;-;-;-;-;-;-;-;2845,20;-;-;-;-;-;-;-;1219386,82
11/2025;valor_aprovado;"350200 ANALANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350210 ANDRADINA";105,30;-;780,36;103675,74;22989,86;29583,26;37468,29;22695,12;5106,25;-;20387,64;-;50484,90;-;-;359,00;178131,54;6255,11;23853,08;-;-;-;1,16;-;3417,56;-;115,41;187764,69;-;920,24;511,56;3290,58;-;-;-;-;12,98;-;-;-;-;-;-;-;-;-;-;15075,00;-;-;-;-;3120,00;-;-;-;716104,63
11/2025;valor_aprovado;"350220 ANGATUBA";35,10;-;-;72208,16;-;9282,46;-;-;-;-;-;-;1003,84;-;-;18,00;112314,45;1739,06;-;-;-;-;-;-;812,68;-;67,67;-;-;24,54;-;12,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;197518,93
11/2025;valor_aprovado;"350230 ANHEMBI";-;-;-;-;-;-;4832,85;-;-;-;-;-;205,54;-;-;15,00;26977,06;2516,24;-;-;-;-;-;-;97,20;-;14,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34657,96
11/2025;valor_aprovado;"350240 ANHUMAS";-;-;-;21349,56;-;-;-;-;-;-;-;-;-;-;-;-;1156,23;3446,05;-;-;-;-;31,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;737,55;-;-;-;-;-;-;31221,19
11/2025;valor_aprovado;"350250 APARECIDA";16,20;-;84,60;200343,01;-;20587,53;8508,48;102576,87;-;-;-;-;40819,62;-;-;-;184936,84;7137,16;185545,87;-;-;-;73,36;-;10393,00;-;183,46;133884,21;30,95;36,81;-;544,74;-;-;15,79;-;431,68;-;4204,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;900354,82
11/2025;valor_aprovado;"350260 APARECIDA D'OESTE";-;-;-;-;-;233,63;1788,60;-;-;-;-;-;139,05;-;-;-;13371,99;-;28,15;-;-;-;36,40;-;557,70;-;26,42;-;-;-;-;-;-;-;-;-;12,98;-;-;-;-;-;-;-;-;-;-;5850,00;-;1435,50;-;-;-;-;-;-;23480,42
11/2025;valor_aprovado;"350270 APIAI";-;-;-;26078,56;-;19800,27;1965,70;-;-;-;-;-;3267,99;-;-;2,00;103473,18;2455,36;1747,32;-;-;-;527,53;-;7929,60;-;-;-;-;-;-;-;-;-;-;-;651,18;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;-;-;-;-;-;-;173298,69
11/2025;valor_aprovado;"350275 ARACARIGUAMA";-;-;-;66051,20;-;14147,85;3688,85;-;-;-;-;-;3727,07;-;-;8,00;111354,93;2033,75;17,28;-;-;-;8,68;-;404,52;-;56,29;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;201510,69
11/2025;valor_aprovado;"350280 ARACATUBA";1833,12;-;13611,70;558376,93;68504,86;151801,85;75093,80;192820,91;211506,25;66703,93;21098,74;2062,32;89964,14;1158,72;-;135,00;593223,13;8708,57;43018,00;899132,31;932365,27;283,15;1943,80;89,84;5408,54;-;648,02;114780,99;1200,59;27,04;413,68;26,51;-;-;-;-;4132,62;388,18;1529,24;10571,05;-;-;-;-;-;-;1263391,42;465224,19;1473,48;72953,10;-;1900,00;-;-;-;-;5877504,99
11/2025;valor_aprovado;"350290 ARACOIABA DA SERRA";10,80;-;-;12618,18;-;13637,63;16957,12;-;-;-;1061,24;-;1779,50;-;-;4,00;100888,75;6230,08;2969,29;-;-;-;-;-;1814,40;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100,00;-;4520,00;162596,62
11/2025;valor_aprovado;"350300 ARAMINA";-;-;-;15858,59;-;-;-;-;-;-;-;-;-;-;-;-;-;294,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2250,00;-;123,75;-;-;2060,00;1220,00;-;-;21806,55
11/2025;valor_aprovado;"350310 ARANDU";-;-;-;-;-;80,52;-;-;-;-;-;-;-;-;-;-;9320,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9401,07
11/2025;valor_aprovado;"350315 ARAPEI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350320 ARARAQUARA";474,00;-;22495,11;762891,31;147321,81;79558,44;92614,36;55730,89;121836,25;43931,95;19984,32;2420,78;195750,30;93796,72;-;61,00;636399,57;60595,60;141989,19;796609,62;874948,94;28615,82;5720,78;-;19658,76;-;2760,83;259178,57;20,74;765,62;951,06;119,36;-;-;-;-;1145,40;-;354,66;17908,81;-;-;-;-;-;-;2381764,37;106925,77;61691,87;-;-;6800,00;-;-;2000,00;1720,00;7047512,58
11/2025;valor_aprovado;"350330 ARARAS";-;-;1640,88;222885,30;13031,16;66675,60;64117,42;101225,49;56798,75;24467,93;8075,40;-;100841,21;1005,36;-;349,00;346048,41;2238,12;810,98;219864,65;308649,25;390,90;-;11,26;1127,56;-;288,16;47713,12;-;129,40;97,94;12,97;-;-;219,88;-;-;-;-;3297,45;-;-;-;-;-;-;-;-;1955,82;-;-;-;-;-;-;-;1593969,37
11/2025;valor_aprovado;"350335 ARCO-IRIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,00;410,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;412,00
11/2025;valor_aprovado;"350340 AREALVA";-;-;-;357,17;-;1077,12;2932,38;-;-;-;-;-;48869,82;-;-;-;35595,54;-;2288,46;-;-;-;-;-;-;-;-;125794,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5880,00;222795,15
11/2025;valor_aprovado;"350350 AREIAS";-;-;-;-;-;-;1234,20;-;-;-;-;-;185,20;-;-;-;11650,81;577,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13751,99
11/2025;valor_aprovado;"350360 AREIOPOLIS";-;-;-;-;-;3306,91;1503,70;-;-;-;-;-;77,25;-;-;18,00;40198,43;1141,01;-;-;-;-;-;-;120,36;-;14,07;-;-;-;-;-;-;-;-;-;12,98;-;-;-;-;-;-;-;-;-;-;450,00;-;351,45;-;-;-;-;-;-;47194,16
11/2025;valor_aprovado;"350370 ARIRANHA";-;-;-;6194,68;-;2417,91;4066,15;-;-;-;-;-;-;-;-;-;36267,00;447,38;-;-;-;-;36,22;-;32,40;-;-;-;-;-;-;-;-;-;-;-;38,94;-;-;-;-;-;-;-;-;-;-;-;-;3009,60;-;-;-;-;-;-;52510,28
11/2025;valor_aprovado;"350380 ARTUR NOGUEIRA";-;-;-;84754,49;-;21785,34;4307,09;-;-;-;-;-;3831,59;-;-;-;130992,77;3102,27;-;-;-;-;-;-;-;-;112,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;248886,15
11/2025;valor_aprovado;"350390 ARUJA";-;-;705,22;36349,08;-;18727,71;4401,65;18582,30;-;-;-;-;10033,90;-;-;241,00;187663,25;15162,43;-;-;-;48,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7510,00;4300,00;6200,00;52320,00;362245,08
11/2025;valor_aprovado;"350395 ASPASIA";-;-;-;4847,03;-;-;-;-;-;-;-;-;-;-;-;-;-;1693,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6540,75
11/2025;valor_aprovado;"350400 ASSIS";375,96;-;2236,75;311662,24;41572,20;68851,91;62376,21;116172,06;-;-;19818,68;-;37045,77;5140,12;-;543,00;282427,51;6663,89;2591,31;224651,35;388630,29;10162,00;-;470,82;4791,82;-;-;118233,98;-;-;154,96;657,36;-;-;-;-;-;-;445,40;1375,01;-;-;-;-;-;-;791460,59;7650,00;28369,48;-;-;12262,00;16810,00;1260,00;600,00;28930,00;2594392,67
11/2025;valor_aprovado;"350410 ATIBAIA";216,00;-;11718,14;367211,36;27523,38;108372,81;133596,58;210274,49;-;-;23936,72;-;73562,33;-;-;316,00;540993,72;10930,34;2,96;-;-;109,86;-;20755,36;2472,00;-;-;69690,74;7733,74;-;38,74;149,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;46292,40;-;-;-;-;-;-;1661521,93
11/2025;valor_aprovado;"350420 AURIFLAMA";-;-;-;11993,28;-;5331,75;6882,70;-;-;-;-;-;1208,32;-;-;-;41722,86;2890,00;-;-;-;-;-;-;1582,42;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18171,45;-;-;-;-;-;-;89809,20
11/2025;valor_aprovado;"350430 AVAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15966,70;-;-;-;-;-;-;4,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;-;-;-;-;-;-;19121,32
11/2025;valor_aprovado;"350440 AVANHANDAVA";-;-;-;-;-;-;3944,60;-;-;-;-;-;-;-;-;-;2148,30;-;-;-;-;-;2,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,00;-;15335,55;-;-;-;-;-;-;21755,77
11/2025;valor_aprovado;"350450 AVARE";162,00;-;2637,15;274256,24;6280,12;34022,14;40325,85;147969,14;8062,50;-;11260,28;-;59393,36;272,64;-;2,00;320116,88;12895,09;17887,18;-;466517,92;246,69;-;38057,78;4691,50;-;-;245332,29;-;-;426,30;9432,87;-;-;-;-;-;-;-;3436,80;-;-;-;-;-;-;-;-;-;-;-;8250,00;7480,00;21190,00;8800,00;37720,00;1787124,72
11/2025;valor_aprovado;"350460 BADY BASSITT";-;-;-;105163,98;-;9455,34;7368,90;-;-;-;-;-;2175,69;-;-;-;92627,04;2410,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;219201,86
11/2025;valor_aprovado;"350470 BALBINOS";-;-;-;-;-;-;-;-;-;-;-;-;8,22;-;-;1,00;4192,30;46,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350,00;-;5746,95;-;-;-;-;-;-;11345,17
11/2025;valor_aprovado;"350480 BALSAMO";-;-;84,60;10597,24;-;-;1758,35;-;-;-;-;-;-;-;-;46,00;28888,48;-;-;-;-;-;-;-;-;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41442,23
11/2025;valor_aprovado;"350490 BANANAL";-;-;-;16583,83;-;4352,12;1581,80;-;-;-;-;-;180,25;-;-;-;36391,53;1810,59;-;-;-;-;-;-;5767,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;28141,80;-;-;1200,00;-;-;-;101634,12
11/2025;valor_aprovado;"350500 BARAO DE ANTONINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350510 BARBOSA";-;-;-;-;-;-;4052,20;-;-;-;-;-;-;-;-;-;-;2642,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;4608,45;-;-;-;-;-;-;16253,58
11/2025;valor_aprovado;"350520 BARIRI";-;-;-;15914,06;-;13589,15;5548,95;-;-;-;-;-;1702,55;-;-;30,00;90037,06;1074,10;2,88;-;-;-;16,12;-;301,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;52219,50;-;-;-;-;-;-;185385,45
11/2025;valor_aprovado;"350530 BARRA BONITA";8,10;-;21,56;9349,62;-;11992,74;10456,57;11518,93;5375,00;-;6215,13;-;3438,99;-;-;124,00;75460,22;8194,27;1299,83;-;-;-;169,05;8245,02;5404,24;-;16,89;-;-;-;41,10;-;-;-;-;-;1813,52;-;530,25;-;-;-;-;-;-;-;-;5584,04;-;-;-;-;-;4400,00;-;-;169659,07
11/2025;valor_aprovado;"350535 BARRA DO CHAPEU";-;-;-;3177,38;-;-;1685,75;-;-;-;-;-;309,00;-;-;1,00;17019,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22192,43
11/2025;valor_aprovado;"350540 BARRA DO TURVO";-;-;198,75;8190,95;-;1972,99;-;-;-;-;-;-;587,10;-;-;-;18736,84;-;-;-;-;-;-;-;-;-;61,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29748,56
11/2025;valor_aprovado;"350550 BARRETOS";13,50;-;35788,71;823798,06;823487,10;334992,45;153189,04;1270914,77;297995,00;402709,63;67610,77;417,01;93774,64;165041,93;-;588,00;699848,51;12882,18;25611,03;5794792,36;512202,39;263136,01;5373,85;494,67;57576,51;-;1213,32;293915,46;62,22;5461,00;368,42;3388,28;41,48;-;1099,40;93,84;7601,58;325,46;12468,45;11332,80;594070,87;-;-;-;1890,00;-;961935,94;103136,21;20712,58;-;-;-;15990,00;8380,00;9000,00;11400,00;13906125,43
11/2025;valor_aprovado;"350560 BARRINHA";-;-;-;25868,83;-;1541,62;1330,45;-;-;-;-;-;206,00;-;-;10,00;78398,39;3001,72;-;-;-;-;-;-;277,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;673,20;-;-;-;-;-;-;111308,13
11/2025;valor_aprovado;"350570 BARUERI";605,40;-;34068,95;2412571,47;78836,09;349292,07;592537,23;573470,12;244033,75;-;122201,71;-;287112,14;4260,00;-;868,00;1648754,57;30151,33;8598,98;-;851343,11;88,99;8328,89;2814,44;7905,41;-;832,48;39925,14;358,32;176,46;-;-;-;-;-;-;1234,44;-;3027,27;6555,20;-;-;-;-;-;-;-;23850,00;3376,38;858,60;-;-;-;-;-;-;7338036,94
11/2025;valor_aprovado;"350580 BASTOS";43,20;-;335,79;48403,72;367,02;10268,13;1865,60;-;-;-;-;-;491,71;-;-;-;69580,41;4040,96;289,67;-;-;-;-;-;277,92;-;-;-;328,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;7217,10;-;-;6720,00;1290,00;3200,00;-;161469,69
11/2025;valor_aprovado;"350590 BATATAIS";89,10;-;169,20;8298,91;2872,96;41818,19;34988,99;36624,05;22843,75;-;3475,26;-;2348,02;-;-;133,00;177293,86;8669,27;41,63;-;401934,06;-;246,58;-;3825,80;-;172,80;-;-;-;172,20;-;-;-;-;-;1052,78;-;545,40;2576,35;-;-;-;-;-;-;-;-;995,50;-;-;-;-;-;-;-;751187,66
11/2025;valor_aprovado;"350600 BAURU";564,26;-;27316,03;930302,96;69716,28;150724,11;154764,27;282730,50;81431,25;162721,08;54994,90;1513,29;293811,21;126216,46;-;1311,00;1521516,32;8667,16;44511,57;1059683,11;1111629,42;35821,87;52942,55;73064,92;16098,66;-;2648,37;105570,49;119,44;1187,60;1136,80;9655,14;-;-;-;1718,75;14991,50;-;4234,24;11102,63;789,49;-;-;-;1750,00;-;1957057,94;1121726,99;203662,71;2435,40;-;400,00;12840,00;3000,00;13000,00;4000,00;9735080,67
11/2025;valor_aprovado;"350610 BEBEDOURO";8,10;-;206,64;342781,07;11499,96;23381,27;38107,36;81939,47;135718,75;-;14695,68;-;16996,04;-;-;65,00;290444,28;4256,34;2647,59;-;530173,58;32,36;64,93;-;2875,02;-;-;477,10;-;2204,66;426,64;-;-;-;109,94;-;-;-;2885,62;13280,23;-;-;-;-;-;-;-;5400,00;5128,68;4474,80;-;-;2200,00;360,00;-;-;1532841,11
11/2025;valor_aprovado;"350620 BENTO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2025,00;-;2331,45;-;-;-;-;-;-;4356,45
11/2025;valor_aprovado;"350630 BERNARDINO DE CAMPOS";-;-;-;2792,22;-;3865,48;1357,20;-;-;-;-;-;504,70;-;-;-;32331,84;-;59,78;-;-;-;-;-;612,44;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700,00;-;-;-;-;-;-;-;-;53234,92
11/2025;valor_aprovado;"350635 BERTIOGA";6037,20;-;231,65;119693,74;4572,20;31230,97;65538,41;58821,70;22843,75;-;1245,19;-;13677,44;-;-;834,00;425516,16;13852,26;2038,03;-;-;-;169,67;604,85;10763,50;-;90,08;-;29,86;-;-;-;-;-;-;-;223,26;-;2895,10;-;-;-;-;-;-;-;-;4050,00;-;-;-;-;-;78710,00;-;-;863669,02
11/2025;valor_aprovado;"350640 BILAC";-;-;-;1364,08;-;1414,43;-;-;-;-;-;-;365,09;-;-;38,00;19283,99;1177,15;-;-;-;-;13,64;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;17587,35;-;-;-;-;-;-;44399,36
11/2025;valor_aprovado;"350650 BIRIGUI";29,70;-;86,24;132483,97;-;47180,76;13626,25;76452,17;-;-;-;-;4275,16;-;-;1422,00;283176,81;3952,42;8,88;-;-;-;425,66;7806,73;5117,12;-;2002,52;-;-;-;-;12,97;-;-;-;-;2724,52;119,44;-;-;-;-;-;-;-;-;-;19125,00;-;-;-;-;-;-;-;-;600028,32
11/2025;valor_aprovado;"350660 BIRITIBA MIRIM";-;-;-;42590,16;-;11806,84;18203,35;-;-;-;-;-;1086,65;-;-;40,00;78587,85;17901,70;904,03;-;-;-;605,92;619,50;1879,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174225,20
11/2025;valor_aprovado;"350670 BOA ESPERANCA DO SUL";-;-;-;583,99;-;3919,82;24,20;-;-;-;-;-;581,95;-;-;1,00;45444,99;499,69;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51120,44
11/2025;valor_aprovado;"350680 BOCAINA";-;-;-;-;-;1223,71;3498,55;-;-;-;-;-;447,97;-;-;-;32142,13;2727,19;-;-;-;-;55,80;-;661,88;-;68,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15671,70;-;-;-;-;-;-;56497,66
11/2025;valor_aprovado;"350690 BOFETE";-;-;-;-;-;-;1852,95;-;-;-;-;-;-;-;-;6,00;15367,49;-;61,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17287,82
11/2025;valor_aprovado;"350700 BOITUVA";13,50;-;-;84439,82;-;25915,48;11011,76;43562,55;4031,25;-;3008,28;-;7791,84;-;-;134,00;232197,52;12651,17;3103,73;-;-;-;96,72;926,95;2795,76;-;219,57;-;-;-;-;-;-;-;-;-;261,02;-;-;-;-;-;-;-;-;-;-;4950,00;-;34046,10;-;-;-;-;-;-;471157,02
11/2025;valor_aprovado;"350710 BOM JESUS DOS PERDOES";-;-;-;77835,99;-;11145,62;-;-;-;-;-;-;957,90;-;-;2,00;85562,02;3242,79;-;-;-;-;-;-;324,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179070,56
11/2025;valor_aprovado;"350715 BOM SUCESSO DE ITARARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350720 BORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"350730 BORACEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,00;3960,41;621,11;-;-;-;-;-;-;907,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350,00;-;5116,50;-;-;-;-;-;-;11963,22
11/2025;valor_aprovado;"350740 BORBOREMA";-;-;-;17128,90;-;4542,04;11473,22;-;-;-;481,60;-;972,74;-;-;30,00;55097,42;3147,46;44,40;-;-;4,69;36,68;-;141,44;-;39,41;27777,60;-;59,68;-;438,24;-;-;-;-;22,72;-;-;-;-;-;-;-;-;-;-;6300,00;-;35585,55;-;-;-;2500,00;-;-;165823,79
11/2025;valor_aprovado;"350745 BOREBI";-;-;-;-;-;-;-;-;-;-;-;-;5,15;-;-;4,00;1569,55;1112,94;-;-;-;-;80,54;-;-;-;-;-;-;-;-;-;-;-;-;-;22,72;-;-;-;-;-;-;-;-;-;-;2072,08;-;2277,00;-;-;-;-;-;-;7143,98
11/2025;valor_aprovado;"350750 BOTUCATU";5226,80;-;23697,61;1286938,24;137802,04;163040,59;108328,41;433797,42;63962,50;81286,70;51935,79;10301,04;139926,28;177349,31;-;525,00;668293,63;18948,29;21767,70;1426721,40;648312,38;78832,54;2106,37;22432,21;13511,90;377,00;543,05;212173,00;82,96;897,83;-;11187,49;62,22;-;54,97;30,72;2973,36;-;6405,24;12497,45;64261,55;-;13867,20;-;159883,00;-;1013463,12;51928,70;362159,58;-;-;1971,00;5200,00;13140,00;1100,00;-;7519303,59
11/2025;valor_aprovado;"350760 BRAGANCA PAULISTA";48,60;-;7537,54;602794,27;7932,12;102480,12;117495,77;327652,51;172823,75;99889,83;39094,84;-;73780,60;49262,58;-;73,00;504435,98;4029,64;14169,85;1032634,03;698838,52;18310,83;205,58;11033,84;3651,34;-;-;2863,29;-;1614,75;1011,51;-;-;-;-;-;197,28;-;818,10;6186,82;-;-;-;-;-;-;-;12971,34;2132,88;-;-;1128,00;8450,00;-;-;-;3925549,11
