periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"410510 CENTENARIO DO SUL";303;19;-;402;-;76;28;2;-;-;-;-;39;-;-;467;6699;290;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8330
11/2025;qtd_aprovada;"410520 CERRO AZUL";-;17;-;108;-;-;-;-;-;-;-;-;-;-;-;-;1354;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1525
11/2025;qtd_aprovada;"410530 CEU AZUL";1267;221;139;-;-;32;-;-;-;-;-;-;28;-;-;602;11999;16;-;-;-;-;301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14639
11/2025;qtd_aprovada;"410540 CHOPINZINHO";5912;7;133;-;-;-;97;-;-;-;-;-;68;-;-;866;24847;679;43;-;-;-;1576;-;8;-;-;39;-;4;5;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3944;-;-;-;-;-;-;38324
11/2025;qtd_aprovada;"410550 CIANORTE";20;408;40;86084;167;5512;3613;1197;635;25;209;-;5153;8;545;1773;61980;8553;586;-;1121;4;512;-;28;-;-;7;-;10;131;-;44;18;4;-;-;-;-;73;1;-;5;9;-;-;-;-;-;-;328116;461;3;-;12554;-;-;-;-;-;-;519609
11/2025;qtd_aprovada;"410560 CIDADE GAUCHA";7126;17;20;340;-;-;-;-;-;-;-;-;63;-;-;254;22738;-;-;-;-;-;100;-;6;-;-;19;-;1;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30699
11/2025;qtd_aprovada;"410570 CLEVELANDIA";2207;112;72;49;-;27;-;-;-;-;-;-;100;-;-;250;9763;137;-;-;-;-;625;-;16;-;-;1;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13419
11/2025;qtd_aprovada;"410580 COLOMBO";56247;5857;1151;57754;-;5277;161;-;-;-;-;-;10283;-;-;14539;273312;10390;-;-;1839;-;4996;-;1558;-;-;394;-;-;100;-;-;-;-;-;-;-;-;640;-;-;-;2;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;603;445149
11/2025;qtd_aprovada;"410590 COLORADO";4088;119;474;2831;-;1112;305;323;-;-;1;-;195;8;-;2472;25869;403;15;-;850;4;1073;-;-;-;-;296;-;1;-;-;-;-;-;-;-;-;-;159;7;-;-;13;-;-;-;-;-;-;-;58;30;-;-;-;-;-;-;-;-;40706
11/2025;qtd_aprovada;"410600 CONGONHINHAS";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;664;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;693
11/2025;qtd_aprovada;"410610 CONSELHEIRO MAIRINCK";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;629;-;-;-;-;-;-;-;-;-;-;7;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;640
11/2025;qtd_aprovada;"410620 CONTENDA";-;100;10;3216;-;172;-;-;-;-;-;-;-;-;-;-;3216;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6723
11/2025;qtd_aprovada;"410630 CORBELIA";18043;-;133;2324;-;3;-;-;-;-;-;-;39;-;-;1347;19867;445;-;-;-;-;1280;-;34;-;-;12;-;5;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43626
11/2025;qtd_aprovada;"410640 CORNELIO PROCOPIO";54;435;-;33845;155;2336;2354;1424;79;-;-;-;22292;-;-;-;12579;649;652;-;3152;7;85;-;470;-;-;5;-;1;198;-;-;1;-;-;-;-;-;45;-;-;-;20;-;-;-;-;-;-;462676;1264;31;-;-;-;-;-;-;-;45;544854
11/2025;qtd_aprovada;"410645 CORONEL DOMINGOS SOARES";630;-;45;-;-;220;124;-;-;-;-;-;144;-;-;576;8193;217;-;-;-;-;521;-;329;-;-;1;-;2;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11065
11/2025;qtd_aprovada;"410650 CORONEL VIVIDA";13706;282;366;1754;-;573;22;-;-;-;-;-;9;-;-;860;28087;767;-;-;-;-;1115;-;-;-;-;30;-;3;-;-;-;-;-;-;-;-;-;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47764
11/2025;qtd_aprovada;"410655 CORUMBATAI DO SUL";1630;79;183;-;-;-;-;-;-;-;-;-;-;-;-;510;5152;174;-;-;-;-;348;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;8104
11/2025;qtd_aprovada;"410657 CRUZEIRO DO IGUACU";1595;-;106;3510;-;111;70;-;-;-;-;-;24;-;-;361;5198;411;-;-;-;-;449;-;-;-;-;8;-;9;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;11875
11/2025;qtd_aprovada;"410660 CRUZEIRO DO OESTE";8965;-;165;1831;-;-;-;-;-;-;-;-;-;-;-;770;16142;-;-;-;-;-;1521;-;2;-;-;38;-;1;-;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;436;-;-;-;-;-;-;30006
11/2025;qtd_aprovada;"410670 CRUZEIRO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410680 CRUZ MACHADO";3650;-;73;2806;-;-;-;-;-;-;-;-;-;-;31;256;9125;227;-;-;-;-;727;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;17036
11/2025;qtd_aprovada;"410685 CRUZMALTINA";-;-;-;2347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2347
11/2025;qtd_aprovada;"410690 CURITIBA";102253;3509;621638;990424;34874;67449;24164;16111;3380;795;2744;33;89065;11944;78;9818;1284769;50365;5781;7665;12126;6484;80157;-;1978;2;-;3276;572;479;2281;16;384;169;61;13;-;14;425;5023;41;-;2300;77;5333;-;-;2;1109;-;5991949;12278;308;-;-;14093;17;287;-;322;3498;9471933
11/2025;qtd_aprovada;"410700 CURIUVA";263;-;62;-;-;-;-;-;-;-;-;-;-;-;-;1037;7808;-;-;-;-;-;176;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9445
11/2025;qtd_aprovada;"410710 DIAMANTE DO NORTE";20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;31;2287;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2358
11/2025;qtd_aprovada;"410712 DIAMANTE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410715 DIAMANTE D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410720 DOIS VIZINHOS";46284;197;686;25043;-;2298;832;675;273;-;110;-;1807;-;56;2934;93841;7087;3;-;-;7;2995;-;132;-;-;184;-;126;-;-;-;-;-;-;-;-;-;304;-;-;39;-;-;-;-;-;-;-;-;135;-;-;14595;-;-;-;-;-;-;200643
11/2025;qtd_aprovada;"410725 DOURADINA";2495;-;71;-;-;-;-;-;-;-;-;-;-;-;-;559;7954;-;-;-;-;-;453;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11552
11/2025;qtd_aprovada;"410730 DOUTOR CAMARGO";20;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;589;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;612
11/2025;qtd_aprovada;"410740 ENEAS MARQUES";2370;20;75;1460;-;1;-;-;-;-;-;-;-;-;-;302;5520;-;-;-;-;-;210;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1494;-;-;-;-;-;-;11506
11/2025;qtd_aprovada;"410750 ENGENHEIRO BELTRAO";6573;1096;222;1194;-;4;-;-;-;-;-;-;2;-;-;532;11890;-;-;-;-;-;344;-;-;-;-;6;-;-;-;3;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;21928
11/2025;qtd_aprovada;"410752 ESPERANCA NOVA";-;-;-;1930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1679;-;-;-;-;-;-;3609
11/2025;qtd_aprovada;"410753 ENTRE RIOS DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410754 ESPIGAO ALTO DO IGUACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410755 FAROL";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
11/2025;qtd_aprovada;"410760 FAXINAL";2615;51;9;2939;-;232;100;-;15;-;-;-;458;-;-;-;9154;3;17;-;-;-;-;-;10;-;-;20;-;-;4;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15634
11/2025;qtd_aprovada;"410765 FAZENDA RIO GRANDE";4806;1462;-;16899;-;905;524;793;-;-;-;-;3822;-;-;378;25957;-;13;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;4;-;-;55679
11/2025;qtd_aprovada;"410770 FENIX";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378
11/2025;qtd_aprovada;"410773 FERNANDES PINHEIRO";-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;413;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;487
11/2025;qtd_aprovada;"410775 FIGUEIRA";-;56;50;235;-;107;-;-;-;-;-;-;-;-;-;-;1844;-;-;-;-;-;-;-;-;-;-;10;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2311
11/2025;qtd_aprovada;"410780 FLORAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160
11/2025;qtd_aprovada;"410785 FLOR DA SERRA DO SUL";-;-;-;3517;-;4;58;-;-;-;-;-;4;-;-;-;597;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;1225;-;-;-;-;-;-;5491
11/2025;qtd_aprovada;"410790 FLORESTA";-;5;-;529;-;42;-;-;-;-;-;-;-;-;-;-;1017;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1610
11/2025;qtd_aprovada;"410800 FLORESTOPOLIS";-;960;-;18;-;273;-;-;-;-;-;-;-;-;-;-;1745;252;-;-;-;-;-;-;-;-;-;35;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;3305
11/2025;qtd_aprovada;"410810 FLORIDA";-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
11/2025;qtd_aprovada;"410820 FORMOSA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1253
11/2025;qtd_aprovada;"410830 FOZ DO IGUACU";787;-;469;159738;782;10608;3403;1646;350;90;383;-;9347;2494;-;4209;95654;11914;121;1082;4173;2482;632;-;45;-;-;582;-;2;203;-;26;22;4;7;-;1;-;208;5;-;24;35;56;-;-;-;53;-;441688;2991;73;-;-;-;-;101;-;-;-;756490
11/2025;qtd_aprovada;"410832 FRANCISCO ALVES";1178;-;25;-;-;39;-;-;-;-;-;-;-;-;21;329;5759;-;-;-;-;-;361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7752
11/2025;qtd_aprovada;"410840 FRANCISCO BELTRAO";1020;129;61;78686;9041;4066;2634;2498;408;28;89;-;3542;9;798;556;58240;13616;209;949;1755;25;1080;-;198;-;-;190;-;11;133;4;1;148;40;-;-;-;-;1079;2;-;-;9;-;-;-;-;-;-;545600;3131;24;-;-;-;14;60;8;-;-;730091
11/2025;qtd_aprovada;"410845 FOZ DO JORDAO";3072;109;64;-;-;-;-;-;-;-;-;-;-;-;-;219;4130;13;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7892
11/2025;qtd_aprovada;"410850 GENERAL CARNEIRO";988;-;47;-;-;-;-;-;-;-;-;-;-;-;-;512;6097;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7785
11/2025;qtd_aprovada;"410855 GODOY MOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;894
11/2025;qtd_aprovada;"410860 GOIOERE";9359;660;127;877;-;1041;83;112;-;-;-;-;432;-;-;1783;36343;1254;138;-;-;8;472;-;-;-;-;65;-;14;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8822;-;-;-;-;-;-;61679
11/2025;qtd_aprovada;"410865 GOIOXIM";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;825
11/2025;qtd_aprovada;"410870 GRANDES RIOS";564;-;2285;541;-;17;-;-;-;-;-;-;29;-;-;-;2797;-;-;-;-;-;13;-;10;-;-;92;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6356
11/2025;qtd_aprovada;"410880 GUAIRA";-;-;40;3707;-;-;-;-;-;-;-;-;50;-;-;-;3737;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7538
11/2025;qtd_aprovada;"410890 GUAIRACA";7108;24;197;-;-;-;-;-;-;-;-;-;-;-;-;494;7131;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15051
11/2025;qtd_aprovada;"410895 GUAMIRANGA";-;-;-;1363;-;-;-;-;-;-;-;-;100;-;-;-;348;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1811
11/2025;qtd_aprovada;"410900 GUAPIRAMA";8050;18;88;-;-;-;-;-;-;-;-;-;-;-;-;458;4481;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13203
11/2025;qtd_aprovada;"410910 GUAPOREMA";2086;21;9;-;-;4;-;-;-;-;-;-;-;-;-;198;3166;-;-;-;-;-;313;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5807
11/2025;qtd_aprovada;"410920 GUARACI";164;47;-;365;-;-;-;-;-;-;-;-;-;-;-;-;743;-;-;-;-;-;206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1550
11/2025;qtd_aprovada;"410930 GUARANIACU";-;25;-;3910;-;108;-;-;-;-;-;-;72;-;21;942;903;213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6194
11/2025;qtd_aprovada;"410940 GUARAPUAVA";510;-;1912;62838;4044;10025;2160;1468;559;61;396;-;5729;-;-;2922;99298;2408;302;1051;2678;48;1631;-;49;-;-;973;-;226;367;-;17;30;-;-;-;1;-;656;52;-;301;15;-;-;-;1;2;-;549358;1009;25;-;18473;-;-;-;-;-;242;771837
11/2025;qtd_aprovada;"410950 GUARAQUECABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410960 GUARATUBA";276;248;348;7299;-;17;-;-;-;-;-;-;14;-;-;2236;15514;699;-;-;-;-;-;-;-;-;-;106;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26758
11/2025;qtd_aprovada;"410965 HONORIO SERPA";90;-;-;-;-;-;-;-;-;-;-;-;289;-;-;-;657;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1036
11/2025;qtd_aprovada;"410970 IBAITI";-;110;-;1262;-;259;-;-;-;-;-;-;233;-;-;-;2978;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4842
11/2025;qtd_aprovada;"410975 IBEMA";-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;333
11/2025;qtd_aprovada;"410980 IBIPORA";243;96;174;5095;-;2066;57;695;-;-;-;-;443;2;-;70;19295;-;55;-;-;1;724;-;-;-;-;49;-;2;-;-;1;12;4;-;-;1;-;33;-;-;10;-;-;-;-;-;-;-;-;57;-;-;-;-;-;21;-;-;-;29206
11/2025;qtd_aprovada;"410990 ICARAIMA";4930;52;73;-;-;6;-;-;-;-;-;-;-;-;-;1594;10293;27;-;-;-;-;209;-;-;-;-;18;-;1;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;17257
11/2025;qtd_aprovada;"411000 IGUARACU";3769;-;20;-;-;8;-;-;-;-;-;-;17;-;-;278;10881;-;-;-;-;-;314;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15324
11/2025;qtd_aprovada;"411005 IGUATU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"411007 IMBAU";-;-;-;1080;-;-;-;-;-;-;-;-;1;-;-;-;1053;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2134
11/2025;qtd_aprovada;"411010 IMBITUVA";8038;157;519;-;-;41;-;-;-;-;-;-;-;-;-;2002;23800;-;-;-;-;-;2439;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37228
11/2025;qtd_aprovada;"411020 INACIO MARTINS";-;-;-;657;-;174;-;-;-;-;-;-;-;-;-;-;1669;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2500
11/2025;qtd_aprovada;"411030 INAJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;342;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;342
11/2025;qtd_aprovada;"411040 INDIANOPOLIS";4729;-;7;325;-;-;-;-;-;-;-;-;8;-;-;265;10988;-;-;-;-;-;199;-;-;-;-;17;-;4;-;-;-;-;-;-;-;-;-;28;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16571
11/2025;qtd_aprovada;"411050 IPIRANGA";-;-;-;2489;-;-;-;-;-;-;-;-;-;-;-;221;1737;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4447
11/2025;qtd_aprovada;"411060 IPORA";6699;-;44;-;-;24;-;-;-;-;-;-;-;-;-;695;16548;-;-;-;-;-;139;-;-;-;-;5;-;6;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24181
11/2025;qtd_aprovada;"411065 IRACEMA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;473;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;473
