periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"314070 MATEUS LEME";53228;284;236;4579;-;161;13;-;-;-;-;-;392;-;-;3972;49133;747;9;-;-;-;1838;-;57;-;-;96;-;10;453;-;-;-;-;-;-;-;-;217;-;-;14;-;-;-;-;-;-;-;-;4;-;-;4045;-;-;-;-;-;-;119488
11/2025;qtd_aprovada;"314080 MATIAS BARBOSA";-;11;201;1963;-;-;-;-;-;-;-;-;157;-;-;215;4496;-;-;-;-;-;-;-;-;-;-;4;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;7239
11/2025;qtd_aprovada;"314085 MATIAS CARDOSO";5;26;-;2645;-;-;-;-;-;-;-;-;12;-;-;-;1132;-;-;-;-;-;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;7328;-;-;-;-;-;-;11196
11/2025;qtd_aprovada;"314090 MATIPO";-;11;1;4105;285;1025;-;-;-;-;-;-;27;-;-;-;6993;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;-;12704
11/2025;qtd_aprovada;"314100 MATO VERDE";266;21;-;3850;-;1267;-;-;-;-;-;-;408;-;-;1745;4787;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;4476;-;-;-;-;-;-;16973
11/2025;qtd_aprovada;"314110 MATOZINHOS";10338;-;251;2814;-;336;-;-;-;-;-;-;-;-;-;730;25194;499;-;-;-;-;891;-;4;-;-;104;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41262
11/2025;qtd_aprovada;"314120 MATUTINA";-;-;-;-;-;204;-;-;-;-;-;-;45;-;-;60;2387;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;629;-;-;-;-;-;-;3389
11/2025;qtd_aprovada;"314130 MEDEIROS";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;712;146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;1526;-;-;-;-;-;-;2426
11/2025;qtd_aprovada;"314140 MEDINA";3635;5;1;4189;-;120;-;24;-;-;-;-;157;-;-;2;44758;-;1;-;-;-;-;-;-;-;-;214;-;5;-;-;13;2;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;3437;-;-;-;-;-;-;56572
11/2025;qtd_aprovada;"314150 MENDES PIMENTEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
11/2025;qtd_aprovada;"314160 MERCES";-;10;-;2018;-;153;106;-;-;-;-;-;24;-;-;-;1043;1508;-;-;-;-;61;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;7063;-;-;-;-;-;-;12015
11/2025;qtd_aprovada;"314170 MESQUITA";-;-;-;380;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;100;-;-;-;-;-;-;514
11/2025;qtd_aprovada;"314180 MINAS NOVAS";188;32;75;4609;-;811;188;-;-;-;-;-;593;-;-;2;9576;-;1;-;1327;-;1622;-;2;-;-;63;-;-;-;-;-;-;-;-;-;-;-;579;-;-;2;6;-;-;-;-;-;-;-;49;12;-;10600;-;-;8;11;-;38;30394
11/2025;qtd_aprovada;"314190 MINDURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;160
11/2025;qtd_aprovada;"314200 MIRABELA";34;36;-;1075;-;811;81;-;-;-;23;-;-;-;-;4;3969;-;57;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;39;-;-;1763;-;-;-;-;-;-;7922
11/2025;qtd_aprovada;"314210 MIRADOURO";13;41;-;2569;-;-;-;-;-;-;-;-;45;-;-;-;2937;272;-;-;-;-;3;-;585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;13;-;-;249;-;-;-;-;-;-;6730
11/2025;qtd_aprovada;"314220 MIRAI";-;9;9;1794;-;267;-;-;-;-;-;-;108;-;-;-;4247;395;75;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;32;-;-;2239;-;-;-;-;-;-;9196
11/2025;qtd_aprovada;"314225 MIRAVANIA";1;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;713;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2283;-;-;-;-;-;-;3099
11/2025;qtd_aprovada;"314230 MOEDA";-;-;352;2649;-;141;-;-;-;-;-;-;13;-;-;-;1058;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;426;-;-;-;-;-;-;4753
11/2025;qtd_aprovada;"314240 MOEMA";4580;9;39;4118;-;221;55;-;-;-;-;-;56;-;-;36;3890;169;-;-;-;-;578;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;37;-;-;2046;-;-;-;-;-;-;15880
11/2025;qtd_aprovada;"314250 MONJOLOS";-;-;-;842;-;-;-;-;-;-;-;-;-;-;-;-;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;-;1296
11/2025;qtd_aprovada;"314260 MONSENHOR PAULO";10;37;-;248;-;303;97;11;-;-;-;-;188;-;-;8;3699;64;10;-;-;-;-;-;153;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1910;-;-;-;-;-;-;6778
11/2025;qtd_aprovada;"314270 MONTALVANIA";-;-;-;1621;-;25;-;-;-;-;-;-;43;-;-;10;3624;-;-;-;-;-;62;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;5432
11/2025;qtd_aprovada;"314280 MONTE ALEGRE DE MINAS";-;-;-;-;-;496;716;-;-;-;33;-;291;-;-;-;8307;-;5;-;-;-;-;-;-;-;-;80;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1329;-;-;5;2;6;38;11312
11/2025;qtd_aprovada;"314290 MONTE AZUL";214;15;1;11707;-;2651;84;-;-;-;-;-;1821;-;-;-;8226;-;10;-;-;-;317;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;48;-;-;1701;-;-;127;45;-;361;27645
11/2025;qtd_aprovada;"314300 MONTE BELO";23;49;39;425;-;330;103;-;-;-;-;-;182;-;-;-;7202;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4041;-;-;-;-;-;-;12427
11/2025;qtd_aprovada;"314310 MONTE CARMELO";-;44;684;41009;-;3244;390;241;48;-;-;-;993;-;-;350;29447;2157;817;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;5211;-;-;-;7;-;145;85080
11/2025;qtd_aprovada;"314315 MONTE FORMOSO";718;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;355;-;-;-;-;-;-;1113
11/2025;qtd_aprovada;"314320 MONTE SANTO DE MINAS";17400;16;131;13598;-;784;468;-;-;-;73;-;143;-;-;1283;37585;348;6;-;-;-;798;-;89;-;-;49;-;5;52;-;-;1;-;1;-;-;-;57;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4618;-;-;-;-;-;-;77506
11/2025;qtd_aprovada;"314330 MONTES CLAROS";51561;518;3757;193696;4969;11071;3778;4897;294;158;440;6;10791;2661;-;2296;200104;11313;4082;2972;5193;4208;2407;-;-;-;-;1098;-;55;1263;2;95;47;29;-;-;2;-;787;5;-;79;54;700;-;-;-;666;-;708053;1027;52;-;7159;-;-;-;-;10;143;1242498
11/2025;qtd_aprovada;"314340 MONTE SIAO";207;191;-;-;-;-;-;-;-;-;-;-;-;-;-;334;5571;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;704;-;-;-;-;-;-;7078
11/2025;qtd_aprovada;"314345 MONTEZUMA";-;19;-;2420;-;229;-;-;-;-;-;-;180;-;-;30;476;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;3501
11/2025;qtd_aprovada;"314350 MORADA NOVA DE MINAS";-;14;-;1362;-;206;7;-;-;-;-;-;109;-;-;-;6359;849;-;-;-;-;-;-;-;-;-;51;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;8720;-;-;-;-;-;-;17709
11/2025;qtd_aprovada;"314360 MORRO DA GARCA";9;2;228;2675;-;-;-;-;-;-;-;-;-;-;-;188;1500;-;-;-;-;-;31;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;494;-;-;-;-;-;-;5136
11/2025;qtd_aprovada;"314370 MORRO DO PILAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;908;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2268;-;-;-;-;-;-;3176
11/2025;qtd_aprovada;"314380 MUNHOZ";3925;12;21;-;-;67;-;-;-;-;-;-;-;-;-;773;11332;52;-;-;-;-;82;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1109;-;-;-;-;-;-;17399
11/2025;qtd_aprovada;"314390 MURIAE";308;82;376;58831;2534;7136;2609;2277;51;185;508;6;3040;-;-;517;89669;2048;42;4308;1499;11;455;-;41;-;-;1432;-;6;140;102;37;-;22;-;-;4;-;337;-;-;96;9;-;-;-;2;1;-;-;4;23;-;4348;-;67;24;18;22;218;183445
11/2025;qtd_aprovada;"314400 MUTUM";-;45;-;5750;245;1191;-;-;-;-;-;-;218;-;-;-;14509;321;20;-;-;-;198;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;5508;-;-;-;-;-;-;28034
11/2025;qtd_aprovada;"314410 MUZAMBINHO";428;22;-;2301;-;563;223;-;-;-;-;-;298;-;-;-;4727;341;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2862;-;-;-;-;-;-;11811
11/2025;qtd_aprovada;"314420 NACIP RAYDAN";-;4;-;-;-;-;-;-;-;-;-;-;27;-;-;-;524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;600;-;-;-;-;-;-;1176
11/2025;qtd_aprovada;"314430 NANUQUE";32;36;2;3284;-;367;1;-;-;-;-;-;39;-;-;-;8838;1824;7;-;-;-;564;-;-;-;-;9;-;6;-;1;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;56;-;-;2309;-;-;-;-;-;-;17502
11/2025;qtd_aprovada;"314435 NAQUE";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;652;-;-;-;-;-;-;888
11/2025;qtd_aprovada;"314437 NATALANDIA";-;10;-;1056;-;-;-;-;-;-;-;-;-;-;8;-;106;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2538;-;-;-;-;-;-;3731
11/2025;qtd_aprovada;"314440 NATERCIA";-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;811;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3164;-;-;-;-;-;-;4036
11/2025;qtd_aprovada;"314450 NAZARENO";974;-;47;734;-;302;-;-;-;-;-;-;75;-;-;475;12027;-;-;-;-;1;361;-;-;-;-;26;-;7;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2372;-;-;-;-;-;-;17413
11/2025;qtd_aprovada;"314460 NEPOMUCENO";6;29;-;10629;-;725;244;-;-;-;-;-;203;-;-;422;8919;619;19;-;-;-;-;-;4;-;-;62;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;21947
11/2025;qtd_aprovada;"314465 NINHEIRA";-;26;-;1316;-;244;45;-;-;-;-;-;5;-;-;-;907;-;29;-;-;-;-;-;5;-;-;2;-;6;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;2607
11/2025;qtd_aprovada;"314467 NOVA BELEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"314470 NOVA ERA";-;-;-;5562;-;304;340;-;-;-;-;-;300;-;-;133;3596;-;-;-;-;-;-;-;-;-;-;42;-;11;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;16;-;-;266;-;-;-;-;-;-;10596
11/2025;qtd_aprovada;"314480 NOVA LIMA";7752;30;1564;37297;-;4699;813;254;-;-;274;-;2373;-;-;4285;100297;1723;179;-;1561;-;4111;-;373;-;-;1035;-;55;7;1;24;112;2;-;-;-;-;348;15;-;170;9;-;-;-;-;-;-;-;388;16;-;671;-;-;-;-;-;-;170438
11/2025;qtd_aprovada;"314490 NOVA MODICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2311;-;-;-;-;-;-;2331
11/2025;qtd_aprovada;"314500 NOVA PONTE";-;9;-;11456;-;1018;-;-;-;-;-;-;-;-;-;17;15530;2029;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;2034;-;-;-;-;-;-;32143
11/2025;qtd_aprovada;"314505 NOVA PORTEIRINHA";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1175;-;-;-;-;-;-;1185
11/2025;qtd_aprovada;"314510 NOVA RESENDE";-;21;555;-;-;827;55;-;-;-;-;-;90;-;-;388;8894;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;3233;-;-;-;-;-;-;14100
11/2025;qtd_aprovada;"314520 NOVA SERRANA";24;269;8;25484;-;3042;504;159;-;-;9;-;31443;-;-;567;36906;815;60;-;915;-;381;-;14;-;-;116;-;1;-;-;-;17;-;-;-;-;-;419;12;-;-;12;-;-;-;-;-;-;-;115;13;-;6934;-;-;114;-;-;-;108353
11/2025;qtd_aprovada;"314530 NOVO CRUZEIRO";4254;23;-;5287;-;689;281;-;-;-;-;-;315;-;-;-;5312;340;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;9214;-;-;-;-;-;-;25808
11/2025;qtd_aprovada;"314535 NOVO ORIENTE DE MINAS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3519;255;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;30;-;-;-;-;-;-;3866
11/2025;qtd_aprovada;"314537 NOVORIZONTE";7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;36;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;53;-;-;454;-;-;-;-;-;-;619
11/2025;qtd_aprovada;"314540 OLARIA";-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;947;-;-;-;-;-;-;1080
11/2025;qtd_aprovada;"314545 OLHOS-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;964;-;-;-;-;-;-;1235
11/2025;qtd_aprovada;"314550 OLIMPIO NORONHA";1579;36;7;-;-;-;-;-;-;-;-;-;1;-;-;53;1102;149;-;-;-;-;80;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3016
11/2025;qtd_aprovada;"314560 OLIVEIRA";49;243;1040;1343;-;1263;463;383;29;-;36;-;407;-;-;313;24758;830;5;-;1593;-;359;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;145;-;-;-;13;-;-;-;-;-;-;-;34;10;-;-;-;36;-;-;-;-;33450
11/2025;qtd_aprovada;"314570 OLIVEIRA FORTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;352;-;-;-;-;-;-;538
11/2025;qtd_aprovada;"314580 ONCA DE PITANGUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"314585 ORATORIOS";-;15;-;1883;-;-;-;-;-;-;-;-;52;-;-;-;2019;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;768;-;-;-;-;-;-;4934
11/2025;qtd_aprovada;"314587 ORIZANIA";-;68;-;5823;-;-;-;-;-;-;-;-;-;-;-;-;2666;150;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654;-;-;-;-;-;-;9391
11/2025;qtd_aprovada;"314590 OURO BRANCO";15771;164;9;23373;39;1174;175;-;1;-;14;-;428;-;-;616;23339;414;8;-;-;-;625;-;-;-;-;52;-;9;-;-;23;-;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;70;-;-;-;66598
11/2025;qtd_aprovada;"314600 OURO FINO";48;-;287;1181;-;931;1;-;-;-;-;-;170;-;-;-;14390;750;-;-;-;-;1;-;103;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;4669;-;-;-;-;-;-;22541
11/2025;qtd_aprovada;"314610 OURO PRETO";1394;230;-;10282;621;2312;571;137;-;-;-;-;1435;-;-;378;39187;1355;28;-;-;-;778;-;8;-;-;220;-;4;136;-;2;31;-;-;-;-;-;154;1;-;-;-;-;-;-;-;-;-;-;35;-;-;3278;-;-;7;-;-;190;62774
11/2025;qtd_aprovada;"314620 OURO VERDE DE MINAS";-;25;-;4315;-;22;-;-;-;-;-;-;13;-;-;-;1900;756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;102;-;-;13;12;-;-;7178
11/2025;qtd_aprovada;"314625 PADRE CARVALHO";-;11;-;1369;-;-;-;-;-;-;-;-;1;-;-;-;24;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;1455
11/2025;qtd_aprovada;"314630 PADRE PARAISO";138;-;2;141;-;375;69;-;-;-;-;-;13;-;-;-;3796;195;-;-;-;-;19;-;-;-;-;35;-;-;21;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1851;-;-;-;-;-;-;6658
11/2025;qtd_aprovada;"314640 PAINEIRAS";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;973;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;900;-;-;-;-;-;-;2190
11/2025;qtd_aprovada;"314650 PAINS";-;-;-;-;-;582;231;-;-;-;-;-;53;-;-;-;340;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1394;-;-;-;-;-;-;3050
11/2025;qtd_aprovada;"314655 PAI PEDRO";-;18;-;-;-;-;40;-;-;-;-;-;-;-;-;-;1216;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1972;-;-;-;-;-;-;3342
11/2025;qtd_aprovada;"314660 PAIVA";-;-;-;1098;-;-;-;-;-;-;-;-;-;-;-;-;205;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;1539
11/2025;qtd_aprovada;"314670 PALMA";-;-;6;722;-;75;27;-;-;-;-;-;72;-;-;-;2317;90;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;75;-;-;-;-;-;-;3462
11/2025;qtd_aprovada;"314675 PALMOPOLIS";943;15;-;2931;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;1135;-;-;-;-;-;-;5058
11/2025;qtd_aprovada;"314690 PAPAGAIOS";-;65;-;3775;-;1142;-;-;-;-;-;-;42;-;-;-;1401;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2124;-;-;-;110;-;-;8659
11/2025;qtd_aprovada;"314700 PARACATU";705;45;11;12933;-;5714;961;144;-;-;-;-;710;-;-;951;47101;72;392;-;-;25;-;-;-;-;-;346;-;68;-;-;-;11;3;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;13266;-;-;-;-;-;-;83542
11/2025;qtd_aprovada;"314710 PARA DE MINAS";1111;331;156;42615;2398;3942;689;305;-;-;77;-;1442;24;-;1347;54740;2163;109;-;1358;17;212;-;9;-;-;116;-;1;44;-;1;25;-;-;-;-;-;101;-;-;39;18;-;-;-;-;-;-;-;346;27;-;4390;-;6;20;-;-;-;118179
11/2025;qtd_aprovada;"314720 PARAGUACU";17790;38;2199;6950;-;407;120;-;-;-;52;-;190;-;-;372;24460;272;19;-;-;-;712;-;132;-;-;43;-;17;176;1;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1187;-;-;-;-;-;-;55194
