periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2026;valor_aprovado;"317180 VIRGINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"317190 VIRGOLANDIA";-;-;-;2837,41;-;1062,86;-;-;-;-;-;-;149,35;-;-;-;2125,96;1399,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4275,00;-;475,20;-;-;-;-;-;-;12325,01
01/2026;valor_aprovado;"317200 VISCONDE DO RIO BRANCO";-;-;-;57998,41;-;26904,56;4589,75;26210,19;-;-;192,64;-;92,70;-;-;-;283745,86;8032,19;897,28;-;-;-;652,64;-;-;-;-;-;-;-;-;-;-;-;-;-;90,86;-;-;-;-;-;-;-;-;-;-;4500,00;-;19819,80;-;-;-;-;-;-;433726,88
01/2026;valor_aprovado;"317210 VOLTA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"317220 WENCESLAU BRAZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;" MUNICIPIO IGNORADO - ES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320010 AFONSO CLAUDIO";-;-;-;72687,08;-;8286,98;4098,05;415,89;1075,00;-;-;-;1666,70;68,16;-;61,00;33769,58;176,52;196,53;-;-;16,18;1,16;-;1885,20;-;43,31;-;-;-;-;12,97;20,74;-;54,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57137,85;-;-;-;-;-;-;181673,87
01/2026;valor_aprovado;"320013 AGUIA BRANCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320016 AGUA DOCE DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320020 ALEGRE";-;-;-;-;-;-;12084,96;-;-;-;-;-;118159,40;-;-;-;32290,00;-;-;-;-;-;-;-;-;-;-;443699,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606234,19
01/2026;valor_aprovado;"320030 ALFREDO CHAVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320035 ALTO RIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320040 ANCHIETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320050 APIACA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320060 ARACRUZ";234,90;-;-;297000,36;-;82816,60;40052,94;49946,06;7256,25;-;12327,78;-;2463,60;306,72;-;169,00;224214,56;8947,93;3912,45;-;296576,53;97,08;225,77;11,26;3781,76;-;99,92;-;79,38;49,08;1079,56;1972,08;-;-;142,11;-;1105,12;-;2317,95;2775,01;-;-;-;-;-;-;212231,11;-;1548,78;1975,05;-;-;-;-;-;-;1255716,70
01/2026;valor_aprovado;"320070 ATILIO VIVACQUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320080 BAIXO GUANDU";-;-;-;23000,47;-;5901,95;2050,28;-;-;791,59;-;-;60882,31;-;-;4,00;70543,34;468,05;425,25;-;-;-;-;-;-;-;-;1184,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39926,70;-;-;-;-;-;-;205178,33
01/2026;valor_aprovado;"320090 BARRA DE SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17699,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17699,00
01/2026;valor_aprovado;"320100 BOA ESPERANCA";-;-;-;61412,07;-;762,60;118,80;-;-;-;-;-;1799,09;-;-;-;14568,16;-;-;-;-;-;-;-;1016,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57712,05;-;-;-;-;-;-;137389,01
01/2026;valor_aprovado;"320110 BOM JESUS DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320115 BREJETUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320120 CACHOEIRO DE ITAPEMIRIM";-;-;5293,98;325206,68;70628,56;113088,20;45953,10;253217,21;233812,50;26102,11;19361,14;10428,34;186124,59;51711,56;-;414,00;266714,73;9194,67;235081,39;1724275,27;615068,57;53393,08;2,32;1,54;12658,52;-;33,01;228085,77;12,38;153,59;1339,60;158,68;-;-;-;-;12,98;-;2393,70;3784,23;-;-;-;-;1080,00;-;224757,44;54620,00;407,04;61035,15;-;-;-;-;-;-;4835605,63
01/2026;valor_aprovado;"320130 CARIACICA";5,40;-;-;931002,65;-;117868,54;9150,15;-;-;-;-;-;46126,94;-;-;1402,00;789161,72;861,33;-;-;788943,99;-;128,95;82,60;9839,68;-;311,81;-;-;-;-;-;-;-;-;-;2054,94;-;400,86;2600,39;64433,41;-;-;-;40041,00;-;566951,95;184123,96;1933,44;-;-;-;-;-;-;-;3557425,71
01/2026;valor_aprovado;"320140 CASTELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43238,77;-;-;-;-;-;-;-;-;-;43238,77
01/2026;valor_aprovado;"320150 COLATINA";249,90;-;4040,48;178476,78;43317,97;23093,01;67815,45;171827,81;9507,50;-;20967,22;6938,52;70341,99;7890,39;-;1,00;246889,55;17620,25;2192,01;477789,32;1072981,22;9700,06;-;14958,93;2496,46;-;52,84;209,55;-;480,67;546,43;4601,52;-;-;54,97;-;-;29,86;1802,85;12154,53;-;-;-;-;-;-;204039,49;36346,92;3358,08;51100,50;-;-;-;-;-;-;2763874,03
01/2026;valor_aprovado;"320160 CONCEICAO DA BARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343189,98;-;-;-;771,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343961,58
01/2026;valor_aprovado;"320170 CONCEICAO DO CASTELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320180 DIVINO DE SAO LOURENCO";-;-;-;13020,53;-;-;1095,05;-;-;-;-;-;-;-;-;11,00;1766,50;552,91;-;-;-;64,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5138,10;-;-;-;-;-;-;21648,77
01/2026;valor_aprovado;"320190 DOMINGOS MARTINS";-;-;-;40335,50;-;11714,14;6809,00;8447,00;-;-;-;-;918,96;-;-;4,00;86870,04;2368,06;-;-;-;-;-;-;1533,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2806,65;-;-;-;-;-;-;161806,85
01/2026;valor_aprovado;"320200 DORES DO RIO PRETO";-;-;-;30706,01;-;-;-;-;-;-;-;-;139,05;-;-;-;5827,60;801,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;1905,75;-;-;-;-;-;-;44779,57
01/2026;valor_aprovado;"320210 ECOPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320220 FUNDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320225 GOVERNADOR LINDENBERG";48,60;-;-;23471,79;-;1521,88;7508,05;86,76;537,50;-;112,66;-;262,65;-;-;-;3058,13;45,76;-;-;-;-;-;-;286,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;17577,45;-;-;-;-;-;-;57667,81
01/2026;valor_aprovado;"320230 GUACUI";-;-;-;8701,64;-;15427,48;11160,90;39649,68;40312,50;-;11157,64;-;4101,20;238,56;-;-;80902,18;-;1793,99;-;283563,50;56,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3777,60;-;-;-;-;-;-;94802,54;-;971,40;-;-;-;-;-;-;-;596617,44
01/2026;valor_aprovado;"320240 GUARAPARI";340,20;-;-;190661,55;-;21511,94;11063,80;2326,03;-;-;-;-;26928,77;-;-;1078,00;233725,53;15114,77;128,23;-;452567,83;-;-;323,21;849,16;-;-;-;-;-;125,52;-;-;-;-;-;134,26;-;-;-;-;-;-;-;-;-;-;115767,50;-;-;-;-;-;-;-;-;1072646,30
01/2026;valor_aprovado;"320245 IBATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320250 IBIRACU";-;-;-;26798,37;-;106,61;189,75;-;-;-;-;-;-;-;-;-;13966,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2915,55;-;-;-;-;-;-;43976,41
01/2026;valor_aprovado;"320255 IBITIRAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320260 ICONHA";-;-;-;38119,30;-;-;5338,85;-;-;-;-;-;96,76;-;-;15,00;32356,59;2390,37;-;-;-;-;-;131,53;64,80;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4781,70;-;-;-;-;-;-;83321,32
01/2026;valor_aprovado;"320265 IRUPI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320270 ITAGUACU";-;-;-;26988,08;-;-;463,10;272,82;537,50;-;-;-;585,76;-;-;10,00;18576,02;1471,05;-;-;-;-;1,16;-;55,56;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;225,00;-;11998,80;-;-;-;-;-;-;61190,48
01/2026;valor_aprovado;"320280 ITAPEMIRIM";-;-;-;2906,68;-;1675,58;-;784,27;-;-;11261,70;-;587,10;-;-;2,00;8708,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25925,63
01/2026;valor_aprovado;"320290 ITARANA";-;-;-;17091,34;-;710,06;495,55;-;268,75;-;-;-;515,00;-;-;59,00;8931,55;-;-;-;-;-;-;-;70,52;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28209,33
01/2026;valor_aprovado;"320300 IUNA";-;-;-;41003,82;-;1935,48;-;-;-;-;2217,94;-;640,63;-;-;87,00;38094,68;1197,08;-;-;-;-;-;-;925,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86102,43
01/2026;valor_aprovado;"320305 JAGUARE";75,60;-;42,30;46246,65;-;6562,27;4721,75;136,41;361,25;-;-;-;111,32;-;-;95,00;69707,04;3728,87;-;-;-;-;-;-;525,90;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71527,50;-;-;-;-;-;-;203847,49
01/2026;valor_aprovado;"320310 JERONIMO MONTEIRO";5,40;-;91,65;10420,23;1223,40;5205,00;195,46;-;268,75;-;-;-;839,86;-;-;14,00;33670,64;50,80;83,86;-;-;-;-;-;211,82;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;675,00;-;3004,65;-;-;-;-;-;-;55971,78
01/2026;valor_aprovado;"320313 JOAO NEIVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320316 LARANJA DA TERRA";-;-;-;15913,35;-;-;629,20;-;-;-;-;-;-;-;-;1,00;7167,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23710,79
01/2026;valor_aprovado;"320320 LINHARES";-;-;2607,00;299219,63;13712,74;43214,90;10071,96;172506,82;9406,25;4965,74;546,96;-;24585,75;187,44;-;1,00;193446,96;1016,00;773,90;733017,25;554682,22;241,26;8,15;1,52;8684,40;-;200,73;-;248,88;49,08;28,42;98,04;-;-;-;-;21,92;298,60;-;2200,39;-;-;-;-;-;-;184722,78;-;1933,44;-;-;-;-;-;-;-;2262700,13
01/2026;valor_aprovado;"320330 MANTENOPOLIS";-;-;-;14844,13;-;2907,45;-;-;-;791,59;-;-;525,30;-;-;25,00;30120,14;723,85;10,32;-;-;-;-;-;55,56;-;37,68;-;-;-;-;-;-;-;-;-;-;-;178,16;-;-;-;-;-;-;-;-;-;-;40540,50;-;-;-;-;-;-;90759,68
01/2026;valor_aprovado;"320332 MARATAIZES";-;-;-;278,89;-;-;-;-;-;-;-;-;4933,70;-;-;-;139054,19;-;-;-;-;-;-;-;307,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138,60;-;-;-;-;-;-;144713,22
01/2026;valor_aprovado;"320334 MARECHAL FLORIANO";2,70;-;-;25,47;-;-;-;-;-;-;-;-;782,80;-;-;-;19953,16;3836,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13691,70;-;-;-;-;-;-;38292,54
01/2026;valor_aprovado;"320335 MARILANDIA";-;-;-;91602,60;-;3090,75;2625,15;-;-;-;-;-;448,05;-;-;20,00;11545,60;-;-;-;-;-;-;-;469,80;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5440,05;-;-;-;-;-;-;115253,26
01/2026;valor_aprovado;"320340 MIMOSO DO SUL";105,30;-;18,33;24330,58;367,02;3780,37;3363,44;-;-;-;946,70;-;3608,56;-;-;26,00;94650,66;3071,09;-;-;-;-;-;353,43;785,88;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4484,70;-;-;-;-;-;-;139918,48
01/2026;valor_aprovado;"320350 MONTANHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320360 MUCURICI";-;-;-;15414,25;-;-;712,80;-;-;-;-;-;360,64;-;-;1,00;17322,60;751,07;-;-;-;-;-;-;268,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25071,75;-;-;-;-;-;-;59903,09
01/2026;valor_aprovado;"320370 MUNIZ FREIRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320380 MUQUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320390 NOVA VENECIA";-;-;-;32779,82;-;13533,16;23004,74;13808,82;-;-;-;-;1843,46;34,08;-;525,00;66529,24;3205,60;917,06;-;-;8,09;-;-;3056,98;-;37,68;-;-;49,08;38,74;142,67;-;-;-;-;38,36;-;4030,87;-;-;-;-;-;-;-;105253,31;-;-;54004,50;-;-;-;-;-;-;322841,26
01/2026;valor_aprovado;"320400 PANCAS";-;-;-;33438,41;-;5409,37;2770,35;-;268,75;-;273,48;-;1220,55;-;-;58,00;29451,43;2449,83;-;-;-;-;-;-;1625,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33823,35;-;-;-;-;-;-;110788,72
01/2026;valor_aprovado;"320405 PEDRO CANARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320410 PINHEIROS";-;-;-;276,24;-;7206,23;2693,35;-;-;-;-;-;-;-;-;145,00;47217,40;1433,69;-;-;-;-;-;-;1315,08;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57325,95;-;-;-;-;-;-;117618,57
01/2026;valor_aprovado;"320420 PIUMA";-;-;-;20071,96;-;305,88;1503,70;-;-;-;-;-;643,75;-;-;302,00;45702,30;-;-;-;-;-;-;-;426,16;-;52,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15414,30;-;-;-;-;-;-;84422,89
01/2026;valor_aprovado;"320425 PONTO BELO";-;-;-;11855,39;-;1396,72;-;-;-;-;-;-;515,00;-;-;-;9780,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42302,70;-;-;-;-;-;-;65850,02
01/2026;valor_aprovado;"320430 PRESIDENTE KENNEDY";-;-;-;3918,35;-;5677,45;4928,51;744,96;2150,00;-;-;-;356,23;-;-;-;62659,28;4559,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31066,20;-;-;-;-;-;-;116060,57
01/2026;valor_aprovado;"320435 RIO BANANAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320440 RIO NOVO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320450 SANTA LEOPOLDINA";8,10;-;-;65589,38;244,68;1598,96;12533,95;698,96;2418,75;-;-;-;612,62;-;-;44,00;9188,04;1431,86;-;-;-;-;-;-;162,00;-;5,63;-;-;36,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8568,45;-;-;-;-;-;-;103142,19
01/2026;valor_aprovado;"320455 SANTA MARIA DE JETIBA";-;-;219,96;128823,49;53254,53;19778,61;4791,60;277,26;-;-;-;-;2244,53;-;-;149,00;48463,66;-;-;-;-;-;-;-;883,18;-;11,26;-;-;-;-;58,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2054,25;-;-;-;-;-;-;261009,54
01/2026;valor_aprovado;"320460 SANTA TERESA";-;-;7,04;80446,88;489,36;15073,41;12703,34;38917,79;-;-;-;-;23968,53;-;-;197,00;64098,97;1572,95;2014,60;-;-;-;-;-;1199,64;-;-;33731,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57068,55;-;-;-;-;-;-;331489,16
01/2026;valor_aprovado;"320465 SAO DOMINGOS DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"320470 SAO GABRIEL DA PALHA";2,70;-;-;36641,44;-;9995,97;4943,40;420,26;1343,75;-;337,98;-;2306,30;-;-;281,00;46686,66;1945,87;-;-;-;-;-;-;666,26;-;33,63;-;29,86;-;-;-;-;-;-;-;-;-;111,35;-;-;-;-;-;-;-;-;-;-;66255,75;-;-;-;-;-;-;172002,18
01/2026;valor_aprovado;"320480 SAO JOSE DO CALCADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42,00;3500,00;-;-;-;-;-;-;-;4860,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5395,50;-;-;-;-;-;-;13797,50
01/2026;valor_aprovado;"320490 SAO MATEUS";-;-;7182,72;13306,71;-;38852,22;40425,62;183139,85;97211,25;16137,78;6953,04;411,03;13662,74;357,84;-;-;148971,59;266,70;230,63;-;694502,36;-;-;-;6600,20;-;-;-;-;31,26;41,10;-;-;-;-;-;-;-;484,80;5654,10;-;-;-;-;-;-;159859,00;108007,50;1017,60;-;-;-;-;-;-;-;1543307,64
01/2026;valor_aprovado;"320495 SAO ROQUE DO CANAA";-;-;-;34374,67;1304,96;2286,07;2715,35;-;-;-;-;-;-;-;-;1,00;28081,00;1687,94;-;-;-;-;4,64;-;32,40;-;14,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70502,10
01/2026;valor_aprovado;"320500 SERRA";24,30;-;502,70;1486407,38;33748,34;149877,06;91895,01;284375,99;158747,50;-;45811,84;-;71836,19;-;-;986,00;1244829,38;26239,06;18732,93;-;828120,93;-;162,64;-;19712,92;-;362,87;-;119,44;153,54;881,02;-;-;-;-;3437,50;4240,14;209,02;4075,35;18043,20;-;-;-;-;-;-;1113816,10;-;41783,84;-;-;-;-;-;-;-;5649132,19
01/2026;valor_aprovado;"320501 SOORETAMA";-;-;-;43194,40;734,04;9881,81;3072,30;4381,59;268,75;-;-;-;-;-;-;217,00;68789,01;5181,51;-;-;-;-;-;-;745,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9370,35;-;-;-;-;-;-;145835,96
