periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;valor_aprovado;"430605 CRISTAL";-;-;-;5148,16;-;1124,07;-;-;-;-;-;-;56,65;-;-;-;11804,66;1793,79;-;-;-;-;3,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19930,81
12/2025;valor_aprovado;"430607 CRISTAL DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;4500,00
12/2025;valor_aprovado;"430610 CRUZ ALTA";-;-;2544,00;46633,89;32169,12;21525,94;2284,36;42804,74;11287,50;-;4457,28;-;6775,71;903,12;-;101,00;102813,26;6846,24;786,56;221871,40;258076,92;9797,30;-;5714,82;8172,56;-;-;-;-;-;217,86;-;-;-;-;-;177,17;-;2831,18;5215,85;192,50;-;-;-;-;-;150285,27;1962,50;508,80;-;-;-;-;3800,00;-;-;950756,85
12/2025;valor_aprovado;"430613 CRUZALTENSE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;253,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,00;-;-;-;-;-;-;-;-;703,46
12/2025;valor_aprovado;"430620 CRUZEIRO DO SUL";-;-;-;7949,49;-;2336,80;37,95;-;-;-;-;-;231,75;-;-;-;32969,67;1047,75;-;-;-;-;-;-;10798,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;-;-;-;-;-;-;-;59197,21
12/2025;valor_aprovado;"430630 DAVID CANABARRO";-;-;-;283,86;-;9372,80;939,40;-;-;-;-;-;77,25;-;-;-;8806,50;1130,14;-;-;-;-;-;-;289,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20899,71
12/2025;valor_aprovado;"430632 DERRUBADAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3375,00;-;-;-;-;-;-;-;-;3375,00
12/2025;valor_aprovado;"430635 DEZESSEIS DE NOVEMBRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430637 DILERMANDO DE AGUIAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430640 DOIS IRMAOS";-;-;-;28760,13;367,02;6703,76;3434,16;-;-;-;1093,06;-;489,23;-;-;-;21014,90;2319,62;-;-;-;-;-;-;845,60;-;-;-;-;-;-;-;-;-;-;-;-;-;15,15;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;-;68642,63
12/2025;valor_aprovado;"430642 DOIS IRMAOS DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430645 DOIS LAJEADOS";-;-;-;1980,56;-;-;-;-;-;-;-;-;66,95;-;-;-;798,08;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2868,75
12/2025;valor_aprovado;"430650 DOM FELICIANO";-;-;-;12816,01;-;2704,67;3230,15;-;-;-;-;-;669,50;-;-;-;67212,73;130,76;-;-;-;-;-;-;2904,58;-;22,52;-;-;-;-;-;-;-;-;-;90,88;179,16;712,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90673,60
12/2025;valor_aprovado;"430655 DOM PEDRO DE ALCANTARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430660 DOM PEDRITO";-;-;-;27340,12;-;6041,73;-;9497,11;-;-;-;-;1975,72;-;-;-;131573,01;9237,76;-;-;-;-;-;-;19882,20;-;-;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205614,46
12/2025;valor_aprovado;"430670 DONA FRANCISCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430673 DOUTOR MAURICIO CARDOSO";-;-;-;3178,77;-;-;-;-;-;-;-;-;-;-;-;27,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2250,00;-;-;-;-;-;-;-;-;5455,77
12/2025;valor_aprovado;"430675 DOUTOR RICARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;-;-;-;-;-;-;-;3825,00
12/2025;valor_aprovado;"430676 ELDORADO DO SUL";8,10;-;-;-;-;9831,22;7673,60;-;-;-;-;-;824,00;-;-;4,00;14379,90;2058,64;-;-;-;-;-;-;194,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34973,86
12/2025;valor_aprovado;"430680 ENCANTADO";-;-;1399,38;23927,04;-;19604,34;27664,30;59620,58;-;-;383,48;-;115682,02;-;-;-;117897,99;-;43704,76;-;-;86,88;-;385,00;9956,68;-;-;121756,85;-;59,68;395,24;-;-;-;219,88;-;-;-;1959,76;-;-;-;-;-;-;-;-;6675,30;-;-;-;-;-;-;-;14040,00;565419,16
12/2025;valor_aprovado;"430690 ENCRUZILHADA DO SUL";-;-;608,43;16995,57;-;9827,65;3409,45;18866,75;1612,50;-;-;-;669,91;-;-;-;61776,11;7805,78;1753,56;-;-;-;-;-;8017,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131343,15
12/2025;valor_aprovado;"430692 ENGENHO VELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1125,00;-;-;-;-;-;-;-;-;1125,00
12/2025;valor_aprovado;"430693 ENTRE-IJUIS";-;-;-;5633,11;-;-;-;-;-;-;-;-;169,95;-;-;16,00;1087,50;190,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1575,00;-;-;-;-;-;-;-;-;8672,06
12/2025;valor_aprovado;"430695 ENTRE RIOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430697 EREBANGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430700 ERECHIM";-;-;1076,48;184599,60;73657,54;36224,05;9709,57;196634,44;101318,75;15393,86;4868,52;-;49546,45;11092,98;-;25,00;266849,21;10044,33;1310,09;957349,50;301834,22;11965,58;671,20;69049,67;98478,09;-;28,00;30092,40;-;12,27;-;-;-;-;-;-;1404,32;-;1670,25;5106,67;-;-;-;-;-;-;608787,37;-;12391,56;-;-;-;-;-;-;-;3061191,97
12/2025;valor_aprovado;"430705 ERNESTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430710 HERVAL";-;-;-;-;-;2044,21;2487,10;-;-;-;-;-;221,45;-;-;-;19044,55;-;-;-;-;-;-;-;1485,44;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;-;-;-;-;-;-;30238,38
12/2025;valor_aprovado;"430720 ERVAL GRANDE";-;-;-;2867,12;-;-;-;-;-;-;-;-;242,05;-;-;-;17704,12;1167,50;-;-;-;-;-;-;1855,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7875,00;-;-;-;-;-;-;-;-;31710,91
12/2025;valor_aprovado;"430730 ERVAL SECO";-;-;-;3440,70;-;-;-;-;-;-;-;-;-;-;-;-;14717,45;-;-;-;-;-;-;-;64,80;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;7781,40;-;-;-;-;-;-;31235,65
12/2025;valor_aprovado;"430740 ESMERALDA";-;-;-;3330,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3330,35
12/2025;valor_aprovado;"430745 ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3375,00;-;-;-;-;-;-;-;-;3375,00
12/2025;valor_aprovado;"430750 ESPUMOSO";-;-;-;11721,45;-;4914,99;3426,50;27600,90;-;-;369,80;-;338,42;-;-;-;20521,59;1475,60;-;-;-;-;-;-;2083,20;-;-;-;-;-;-;-;-;-;-;-;-;-;601,29;-;-;-;-;-;-;-;-;4275,00;-;-;-;-;-;-;-;-;77328,74
12/2025;valor_aprovado;"430755 ESTACAO";-;-;-;7505,30;-;-;-;-;-;-;-;-;-;-;-;-;11113,93;-;-;-;-;-;-;-;1443,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20062,83
12/2025;valor_aprovado;"430760 ESTANCIA VELHA";-;-;-;46785,61;40,78;9588,65;13010,79;29390,15;-;-;-;-;1764,24;102,24;-;54,00;86327,42;743,38;455,95;-;-;-;-;-;5331,18;-;-;-;-;-;-;-;-;-;-;-;-;-;1113,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194707,89
12/2025;valor_aprovado;"430770 ESTEIO";89,10;-;1422,25;206698,25;11055,94;44730,56;32933,35;96299,74;2072,15;-;5322,54;-;4166,94;-;-;897,00;138780,27;32766,41;3418,59;-;284565,66;1387,30;2,32;421,26;3585,26;-;588,68;-;-;-;130,78;-;-;-;-;-;400,16;-;984,75;4643,43;-;-;-;-;-;-;-;12600,00;305,28;-;-;-;-;-;-;-;890267,97
12/2025;valor_aprovado;"430780 ESTRELA";-;-;-;40327,77;122,34;13172,99;3956,70;20800,81;23918,75;-;-;-;2514,74;153,36;-;19,00;122575,32;1361,56;-;-;209926,40;48,54;-;-;2883,60;-;-;-;-;-;-;-;-;-;-;-;-;-;601,29;947,43;-;-;-;-;-;-;-;-;305,28;7128,00;-;-;-;12180,00;-;-;462943,88
12/2025;valor_aprovado;"430781 ESTRELA VELHA";-;-;-;4523,07;-;-;-;-;-;-;-;-;-;-;-;-;-;247,51;-;-;-;-;39,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4809,74
12/2025;valor_aprovado;"430783 EUGENIO DE CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430786 FAGUNDES VARELA";-;-;-;7752,30;-;23,12;1336,50;-;806,25;-;-;-;-;-;-;-;-;1328,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11246,41
12/2025;valor_aprovado;"430790 FARROUPILHA";13,50;-;1233,74;138271,08;13445,71;24067,32;18858,14;59755,77;-;-;4063,45;-;16388,84;51,12;-;1075,00;112195,96;8957,05;2928,53;-;-;24,27;182,93;509,31;26701,35;-;132,10;1007,16;-;162,20;-;667,18;-;-;33,97;-;6815,28;-;1982,03;-;-;-;-;-;7095,00;-;-;18,00;-;13949,10;-;220,00;-;240,00;-;-;461045,09
12/2025;valor_aprovado;"430800 FAXINAL DO SOTURNO";-;-;-;5231,42;-;16848,29;31511,45;61865,13;5375,00;-;813,08;-;162537,99;-;-;-;89549,28;140,10;73482,33;-;-;-;-;-;4214,24;-;-;249784,00;-;-;-;-;-;-;-;-;-;-;1224,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1400,00;-;92640,00;796617,16
12/2025;valor_aprovado;"430805 FAXINALZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430807 FAZENDA VILANOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;-;-;-;-;-;-;4725,00
12/2025;valor_aprovado;"430810 FELIZ";-;-;-;37113,58;-;2692,31;4606,02;-;-;-;658,76;-;334,67;-;-;-;46122,26;-;28,15;-;-;-;-;-;392,44;-;-;-;-;110,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92058,62
12/2025;valor_aprovado;"430820 FLORES DA CUNHA";-;-;23,73;52904,86;3058,50;9371,16;19006,04;13891,87;-;-;3008,28;-;848,85;-;-;-;27398,72;9347,06;-;-;-;-;-;-;1061,08;-;-;-;-;-;-;-;-;-;-;-;-;-;757,18;-;-;-;-;-;-;-;-;-;-;386,10;-;-;-;-;-;-;141063,43
12/2025;valor_aprovado;"430825 FLORIANO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430830 FONTOURA XAVIER";-;-;-;8351,93;-;2378,69;715,00;-;-;-;-;-;141,85;-;-;-;16706,60;2199,28;-;-;-;-;-;-;2144,88;-;-;-;-;-;-;-;-;-;-;-;-;-;400,86;-;-;-;-;-;-;-;-;5850,00;-;-;-;-;-;-;-;-;38889,09
12/2025;valor_aprovado;"430840 FORMIGUEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430843 FORQUETINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;-;-;-;-;-;-;5400,00
12/2025;valor_aprovado;"430845 FORTALEZA DOS VALOS";-;-;-;3902,82;-;15,11;-;-;-;-;-;-;15,45;-;-;-;3288,78;-;-;-;-;-;-;-;87,96;-;-;-;-;-;-;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;4050,00;-;-;-;-;-;-;-;-;11382,39
12/2025;valor_aprovado;"430850 FREDERICO WESTPHALEN";-;-;82437,59;25690,04;63484,98;45861,12;1904,10;44845,85;40312,50;-;1511,88;-;1719,88;-;-;6,00;99495,18;3203,52;588,25;-;322295,34;64,72;-;-;2278,46;-;56,84;-;-;-;110,96;-;-;-;109,94;-;-;-;2516,51;1954,06;-;-;-;-;-;-;364619,33;-;6579,68;-;-;-;-;-;-;-;1111646,73
12/2025;valor_aprovado;"430860 GARIBALDI";-;-;2010,00;88090,13;11010,60;13547,49;27471,72;33603,20;12900,00;-;8564,20;-;3158,03;187,44;-;10,00;58606,11;3414,36;28,15;-;-;66,01;-;-;3579,26;-;260,50;25,00;-;471,61;38,74;-;-;-;-;-;-;-;2230,21;-;-;-;-;-;-;-;-;-;-;-;-;1900,00;-;2300,00;-;-;273472,76
12/2025;valor_aprovado;"430865 GARRUCHOS";-;-;-;1559,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1559,66
12/2025;valor_aprovado;"430870 GAURAMA";-;-;-;3092,74;-;238,98;-;-;-;-;-;-;-;-;-;-;306,84;587,99;-;-;-;-;-;-;290,28;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;2700,00;-;-;-;-;-;-;-;-;7246,69
12/2025;valor_aprovado;"430880 GENERAL CAMARA";-;-;-;4100,57;-;-;-;-;-;-;-;-;484,10;-;-;-;12355,82;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17070,09
12/2025;valor_aprovado;"430885 GENTIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;284,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;284,10
12/2025;valor_aprovado;"430890 GETULIO VARGAS";-;-;1039,14;10580,13;11881,28;36188,57;26786,59;8414,67;-;-;13933,63;-;1790,47;-;-;-;48925,19;-;5,63;-;-;-;249,90;-;7329,02;-;28,15;4888,53;-;716,16;-;25,94;-;-;-;-;1970,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174753,87
12/2025;valor_aprovado;"430900 GIRUA";-;-;1778,54;35641,70;8963,66;68266,39;13496,33;26055,06;-;-;2164,69;-;8639,90;-;-;-;208841,21;9596,53;387,43;-;-;-;-;-;2713,35;-;37,68;494,10;-;748,36;-;253,22;-;-;-;-;-;-;1514,36;-;-;-;-;-;-;-;-;203184,99;-;11043,45;-;-;-;-;-;-;603820,95
12/2025;valor_aprovado;"430905 GLORINHA";-;-;-;4851,74;-;-;-;-;-;-;-;-;-;-;-;-;20888,61;616,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26357,33
12/2025;valor_aprovado;"430910 GRAMADO";5,40;-;77,49;-;-;-;-;-;-;-;1737,20;-;3637,09;-;-;278,00;85633,45;2338,81;68,08;-;-;-;74,40;206,50;4726,80;-;30,96;-;-;-;-;-;-;-;-;-;88,90;-;1336,20;-;-;-;-;-;-;-;-;29041,34;-;-;-;-;-;-;-;-;129280,62
12/2025;valor_aprovado;"430912 GRAMADO DOS LOUREIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430915 GRAMADO XAVIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;320,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;320,35
12/2025;valor_aprovado;"430920 GRAVATAI";2,70;-;434,84;673054,32;50147,85;68768,68;39606,98;272430,36;105887,50;-;13547,58;-;66371,36;170,40;-;-;339478,15;33063,28;-;-;504832,10;80,90;295,73;95,76;1749,59;-;-;69435,40;-;-;-;-;-;-;-;-;1134,94;-;4435,74;17303,85;-;-;-;-;-;-;-;-;17155,38;-;-;-;-;-;-;-;2279483,39
12/2025;valor_aprovado;"430925 GUABIJU";-;-;-;738,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;854,49
12/2025;valor_aprovado;"430930 GUAIBA";-;-;-;220540,81;-;11657,46;7556,30;95232,39;-;-;-;-;3710,50;68,16;-;476,00;206711,44;37379,70;-;-;382465,23;24,27;-;2035,42;2776,44;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;1094,86;-;-;-;-;-;-;-;-;1575,24;-;-;-;-;-;-;8320,00;981654,08
12/2025;valor_aprovado;"430940 GUAPORE";388,80;-;36,66;33289,10;4522,14;7685,28;6880,25;23129,88;7256,25;-;3063,08;-;4853,42;-;-;44,00;73523,38;8729,32;1672,96;-;-;247,39;5,80;-;1720,26;-;140,20;17921,80;29,86;-;-;-;-;-;-;-;413,74;-;-;-;-;-;-;-;-;-;-;9000,00;-;16523,10;-;-;-;-;300,00;2040,00;223416,67
12/2025;valor_aprovado;"430950 GUARANI DAS MISSOES";-;-;-;3736,51;-;1143,86;1288,65;-;-;-;-;-;30,90;-;-;-;2219,35;844,78;-;-;-;-;-;-;907,44;-;-;-;-;-;-;-;-;-;-;-;-;-;334,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10505,54
12/2025;valor_aprovado;"430955 HARMONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4862,12;-;-;-;-;-;-;-;3618,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8480,86
12/2025;valor_aprovado;"430957 HERVEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"430960 HORIZONTINA";56,70;-;-;8495,35;-;4875,67;251,90;-;-;-;-;-;257,50;-;-;54,00;36401,34;508,00;164,77;-;-;-;-;-;4124,36;-;67,56;-;-;-;-;-;-;-;-;-;38,94;-;400,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55696,95
12/2025;valor_aprovado;"430965 HULHA NEGRA";-;-;-;4656,18;-;-;597,85;-;-;-;-;-;-;-;-;-;-;531,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5786,01
12/2025;valor_aprovado;"430970 HUMAITA";-;-;-;3937,30;-;-;-;-;-;-;-;-;72,10;-;-;-;1933,10;-;-;-;-;-;-;-;379,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;10822,06
12/2025;valor_aprovado;"430975 IBARAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;-;-;-;-;-;-;5175,00
12/2025;valor_aprovado;"430980 IBIACA";-;-;-;1141,36;-;-;-;-;-;-;-;-;51,50;-;-;-;1743,85;541,72;-;-;-;-;-;-;254,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3733,07
12/2025;valor_aprovado;"430990 IBIRAIARAS";-;-;-;16961,63;-;-;-;-;-;-;-;-;8,40;-;-;-;5519,00;-;-;-;-;-;-;-;254,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22743,67
12/2025;valor_aprovado;"430995 IBIRAPUITA";-;-;-;1638,89;-;-;-;-;-;-;-;-;-;-;-;-;-;200,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1839,70
12/2025;valor_aprovado;"431000 IBIRUBA";-;-;784,30;30801,15;-;3590,62;23794,58;17354,78;10750,00;-;2202,46;-;2823,73;-;-;-;22541,47;672,48;696,64;-;-;-;149,83;-;1055,64;-;-;-;179,16;447,60;85,18;-;-;-;-;-;227,20;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;-;-;-;-;-;-;124681,82
