periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;valor_aprovado;"230550 IGUATU";332,10;-;1451,81;36519,29;-;31325,68;48297,76;223213,97;-;-;13016,06;-;7742,81;73356,33;-;238,00;360924,04;3961,49;1768,92;-;821689,67;17333,59;14250,37;120,89;15679,58;-;60,20;11601,60;149,30;-;282,10;-;-;-;54,97;-;710,04;447,90;-;12377,65;-;-;-;-;-;42795,64;552,00;29755,00;1526,40;-;-;-;-;-;-;-;1771535,16
12/2025;valor_aprovado;"230560 INDEPENDENCIA";-;-;14,10;6311,55;-;2193,54;48,40;-;-;-;-;-;1418,87;-;-;30,00;226264,50;-;-;-;-;-;-;-;627,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236908,40
12/2025;valor_aprovado;"230565 IPAPORANGA";-;-;-;151,57;-;-;-;-;-;-;-;-;15,45;-;-;-;7569,14;-;-;-;-;-;-;-;-;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;-;-;-;-;-;-;13153,05
12/2025;valor_aprovado;"230570 IPAUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49,88
12/2025;valor_aprovado;"230580 IPU";-;-;-;22112,47;-;12067,57;8622,90;51498,18;-;-;-;-;288,40;-;-;-;94270,30;2362,53;-;-;-;-;139,59;-;11405,52;-;56,30;-;-;-;-;-;-;-;-;-;622,00;-;-;-;-;-;-;-;-;25722,04;-;2250,00;-;-;-;-;-;-;-;-;231417,80
12/2025;valor_aprovado;"230590 IPUEIRAS";-;-;-;4985,93;-;471,97;-;-;-;-;-;-;10,30;-;-;-;12823,31;-;-;-;-;-;-;-;1069,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19360,71
12/2025;valor_aprovado;"230600 IRACEMA";27,00;-;-;3750,63;-;2183,22;5508,80;-;-;-;-;-;283,25;-;-;-;31349,95;1607,90;-;-;-;-;-;-;1966,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46677,13
12/2025;valor_aprovado;"230610 IRAUCUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230620 ITAICABA";-;-;-;11865,48;-;-;-;-;-;-;-;-;456,92;-;-;9,00;13420,80;1030,53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26782,73
12/2025;valor_aprovado;"230625 ITAITINGA";839,70;-;129,36;47725,77;-;24017,04;6526,30;-;2150,00;-;-;-;1318,71;-;-;-;251694,06;5223,03;377,07;-;-;-;456,20;403,37;7044,04;-;-;-;-;-;-;-;-;-;-;-;1056,40;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;-;-;-;-;-;-;353911,05
12/2025;valor_aprovado;"230630 ITAPAJE";-;-;-;13401,11;-;23457,29;6367,90;-;-;-;-;-;2092,43;-;-;-;103381,45;9714,65;-;-;-;-;-;-;1284,92;-;163,27;-;-;36,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8108,10;-;-;-;-;-;-;168007,93
12/2025;valor_aprovado;"230640 ITAPIPOCA";-;-;154,98;171446,27;-;17683,89;33369,94;89472,97;-;-;1860,90;-;8811,82;-;-;6,00;181819,92;-;9238,82;-;1173505,94;-;1674,77;-;5574,34;-;28,15;-;-;85,89;511,32;3944,16;-;-;109,94;-;1613,12;388,18;-;28640,35;-;-;-;-;-;60092,52;-;45745,62;3964,56;-;-;-;-;-;-;-;1839744,37
12/2025;valor_aprovado;"230650 ITAPIUNA";-;-;-;6195,99;-;1526,93;1762,20;-;-;-;-;-;103,00;-;-;-;18314,90;1161,80;-;-;-;-;-;-;259,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29324,14
12/2025;valor_aprovado;"230655 ITAREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230660 ITATIRA";-;-;-;26202,12;-;1631,75;4073,30;-;-;-;-;-;-;-;-;-;14517,00;2484,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48908,43
12/2025;valor_aprovado;"230670 JAGUARETAMA";413,10;-;-;26155,02;-;2397,17;2317,70;-;-;-;2408,00;-;1600,85;-;-;-;50003,38;4755,90;568,60;-;-;-;-;-;4749,88;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48282,30;-;-;21510,00;1600,00;-;-;166812,57
12/2025;valor_aprovado;"230680 JAGUARIBARA";-;-;-;4931,06;-;815,41;-;-;-;-;-;-;4969,73;-;-;-;29878,69;5608,33;-;-;-;-;-;-;13275,86;-;26,42;55650,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700,00;-;-;-;-;11330,00;4800,00;-;-;142985,89
12/2025;valor_aprovado;"230690 JAGUARIBE";-;-;-;37370,48;-;16980,33;3160,85;-;-;-;-;-;1302,95;-;-;16,00;101164,35;3610,08;-;-;-;-;-;11,26;370,56;-;-;133209,00;-;-;70,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17100,00;-;-;-;-;-;-;-;-;314366,26
12/2025;valor_aprovado;"230700 JAGUARUANA";-;-;-;15411,09;-;3574,84;4171,26;-;-;-;1993,48;-;860,05;-;-;-;50800,12;3024,79;-;-;-;-;-;-;243,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80079,59
12/2025;valor_aprovado;"230710 JARDIM";-;-;-;689,91;-;-;653,40;-;-;-;-;-;1149,04;-;-;-;67170,24;-;141,12;-;-;-;-;-;4946,48;-;216,11;450,00;89,58;-;-;130,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700,00;-;-;-;-;-;-;-;-;87336,60
12/2025;valor_aprovado;"230720 JATI";-;-;-;1770,70;-;-;-;-;-;-;-;-;-;-;-;-;1762,56;-;-;-;-;-;90,36;-;178,10;-;-;-;-;-;-;-;-;-;-;-;1693,90;-;-;-;-;-;-;-;-;-;-;4275,00;-;-;-;-;-;-;-;-;9770,62
12/2025;valor_aprovado;"230725 JIJOCA DE JERICOACOARA";-;-;-;24961,80;-;8950,32;-;-;-;-;-;-;417,15;-;-;90,00;73404,39;1828,90;-;-;-;-;-;-;210,92;-;16,89;19670,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129550,62
12/2025;valor_aprovado;"230730 JUAZEIRO DO NORTE";7120,60;-;43,12;423208,28;35790,04;63114,74;66559,63;110844,44;8331,25;-;5782,64;179,46;13459,73;-;-;549,00;1148241,05;35926,78;761,76;-;786934,47;97,08;972,92;5211,40;10679,16;-;80,19;99250,50;-;12,27;154,78;65,36;-;-;-;-;1580,12;-;60,60;9692,35;-;-;-;-;-;42795,64;-;95032,70;2973,42;6934,95;-;-;-;-;-;-;2982440,43
12/2025;valor_aprovado;"230740 JUCAS";-;-;-;21843,91;-;3854,25;4535,65;-;-;-;-;-;870,35;-;-;-;70189,12;5103,42;-;-;-;-;-;-;5044,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3375,00;-;67724,40;-;-;-;-;-;-;182540,50
12/2025;valor_aprovado;"230750 LAVRAS DA MANGABEIRA";-;-;132,50;10024,33;-;1533,90;2990,35;-;-;-;-;-;967,92;-;-;-;49786,70;4606,42;-;-;-;-;-;-;2161,72;-;105,24;102622,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174931,88
12/2025;valor_aprovado;"230760 LIMOEIRO DO NORTE";-;-;956,16;73851,91;40,78;28159,05;35699,67;273310,08;67456,25;-;5338,88;-;6117,76;-;-;31,00;144919,09;11865,21;47,58;334055,25;-;-;8104,14;-;1796,36;-;306,57;180554,40;806,22;12,27;341,64;-;-;-;164,91;-;1028,04;59,72;15,15;-;-;-;-;-;-;34370,48;529,80;17655,62;-;19966,20;-;3200,00;-;1380,00;-;-;1252140,19
12/2025;valor_aprovado;"230763 MADALENA";-;-;-;-;-;2064,12;-;-;-;-;-;-;303,85;-;-;-;36711,49;1645,40;-;-;-;-;-;-;267,62;-;48,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41041,42
12/2025;valor_aprovado;"230765 MARACANAU";3297,38;-;1093,64;503293,03;25480,22;81039,31;78787,83;47941,58;67725,00;-;22890,62;-;39892,70;-;-;470,00;613978,29;8013,78;59731,27;-;1310713,04;-;2222,30;-;21655,46;-;-;96139,68;-;-;-;-;-;-;-;-;1831,60;-;-;22551,18;-;-;-;-;-;20030,84;-;24075,00;7137,42;-;-;-;-;-;-;3680,00;3063671,17
12/2025;valor_aprovado;"230770 MARANGUAPE";-;-;-;202023,29;8455,69;12903,43;-;34727,46;-;-;7683,82;-;5584,65;-;-;54,00;254419,77;9569,43;-;-;-;-;-;-;2461,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35849,10;-;-;-;-;-;-;-;-;-;-;573732,36
12/2025;valor_aprovado;"230780 MARCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230790 MARTINOPOLE";-;-;-;-;-;-;1661,00;-;-;-;-;-;298,70;-;-;-;4712,30;537,56;-;-;-;-;-;-;555,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;465,30;-;-;-;-;-;-;8230,70
12/2025;valor_aprovado;"230800 MASSAPE";-;-;-;-;-;3920,22;-;-;-;-;-;-;314,15;-;-;-;121604,43;1303,61;-;-;-;-;-;-;4276,80;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131424,84
12/2025;valor_aprovado;"230810 MAURITI";-;-;-;23674,47;-;4054,60;10091,21;-;-;-;-;-;618,00;-;-;-;82050,03;46231,19;4,32;-;-;-;115,03;-;10037,76;-;197,49;-;-;-;-;-;-;-;-;-;1094,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178168,74
12/2025;valor_aprovado;"230820 MERUOCA";-;-;-;8924,88;-;-;2570,15;-;-;-;-;-;2312,35;-;-;-;27731,86;1980,08;-;-;-;-;-;-;2592,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4257,00;-;-;-;-;-;-;50368,32
12/2025;valor_aprovado;"230830 MILAGRES";-;-;-;17162,79;-;3713,15;2138,95;-;-;-;1300,32;-;569,88;-;-;-;36577,10;3282,29;-;-;-;-;905,20;-;2289,80;-;56,15;-;-;-;-;-;-;-;-;-;647,42;-;-;-;-;-;-;-;-;-;-;10800,00;-;-;-;-;-;-;-;-;79443,05
12/2025;valor_aprovado;"230835 MILHA";-;-;202,81;3,63;-;1806,39;6292,00;-;-;-;-;-;448,05;-;-;139,00;29266,88;-;-;-;-;-;-;-;673,20;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10350,00;-;18508,05;-;-;-;-;-;-;67695,64
12/2025;valor_aprovado;"230837 MIRAIMA";-;-;-;-;-;-;-;-;-;-;-;-;309,00;-;-;-;528,82;-;-;-;-;-;-;-;61,68;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;905,13
12/2025;valor_aprovado;"230840 MISSAO VELHA";10,80;-;-;50771,37;-;539,40;11708,96;-;4300,00;-;-;-;252,35;-;-;-;70509,99;14810,04;-;-;-;-;-;-;1204,32;-;-;-;-;-;-;-;-;-;-;-;-;3583,20;-;-;-;-;-;-;-;-;-;11250,00;-;-;-;-;-;-;-;-;168940,43
12/2025;valor_aprovado;"230850 MOMBACA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230860 MONSENHOR TABOSA";-;-;-;3143,24;-;1005,28;2993,10;-;-;-;-;-;206,00;-;-;-;35438,10;-;-;-;-;-;30,36;-;23,68;-;16,89;-;-;-;-;-;-;-;-;-;22,72;-;-;-;-;-;-;-;-;-;-;6525,00;-;2376,00;-;-;-;-;-;-;51780,37
12/2025;valor_aprovado;"230870 MORADA NOVA";64,80;-;51,66;65876,92;-;7027,25;3461,15;-;-;-;-;-;3666,56;-;-;24,00;107689,36;1729,06;-;-;-;-;-;-;4018,09;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39050,55;-;-;13840,00;-;-;-;246527,55
12/2025;valor_aprovado;"230880 MORAUJO";16,20;-;-;-;-;256,38;1388,75;-;-;-;9583,84;-;314,15;-;-;-;25337,91;-;8,64;-;-;-;-;-;143,94;-;22,52;-;179,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4275,00;-;4851,00;-;-;-;-;-;-;46377,49
12/2025;valor_aprovado;"230890 MORRINHOS";-;-;-;-;-;4564,46;-;-;-;-;626,08;-;-;-;-;-;49280,84;-;-;-;-;-;-;-;873,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;-;-;-;-;-;-;60520,00
12/2025;valor_aprovado;"230900 MUCAMBO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230910 MULUNGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"230920 NOVA OLINDA";-;-;-;-;-;-;411,40;-;-;-;-;-;206,00;-;-;-;45931,85;1153,49;-;-;-;-;302,90;-;1888,56;-;-;-;-;-;-;-;-;-;-;-;1032,38;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;-;-;-;-;-;-;54526,58
12/2025;valor_aprovado;"230930 NOVA RUSSAS";-;-;-;13403,82;-;4572,46;8192,25;-;-;-;-;-;7286,09;-;-;-;66254,93;2088,40;21,60;-;-;-;113,62;-;6342,92;-;208,31;18486,98;-;12,27;-;-;-;-;-;-;227,20;-;-;-;-;-;-;-;-;-;-;4275,00;-;2112,30;-;-;-;-;-;-;133598,15
12/2025;valor_aprovado;"230940 NOVO ORIENTE";-;-;84,60;49933,34;-;-;1108,25;-;-;-;-;-;331,30;-;-;-;106421,55;892,08;-;-;-;-;-;-;1829,88;-;377,65;-;-;-;-;1198,86;-;214,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162391,83
12/2025;valor_aprovado;"230945 OCARA";2,70;-;310,20;51436,23;-;6414,08;-;-;-;-;-;-;1555,30;-;-;-;57918,55;1071,85;15,84;-;-;-;-;-;361,34;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119119,87
12/2025;valor_aprovado;"230950 OROS";-;-;-;14959,76;-;3591,21;-;-;-;-;-;-;628,30;-;-;-;59444,72;848,03;-;-;-;-;101,54;-;2535,44;-;-;-;-;-;-;-;-;-;-;-;700,18;-;-;-;-;-;-;-;-;-;-;-;-;18810,00;-;-;-;-;-;-;101619,18
12/2025;valor_aprovado;"230960 PACAJUS";-;-;2507,98;-;-;9851,32;13944,17;35008,89;-;-;2140,54;-;2812,32;-;-;290,00;148614,62;7210,16;3592,38;-;-;-;-;518,21;3314,74;-;-;-;447,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230253,23
12/2025;valor_aprovado;"230970 PACATUBA";261,90;-;-;87587,70;-;14614,49;8614,10;-;-;-;-;-;3783,92;-;-;150,00;310453,34;84,06;-;-;-;85,20;-;-;4399,50;-;-;-;-;85,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;-;-;-;-;-;-;-;433945,10
12/2025;valor_aprovado;"230980 PACOTI";-;-;-;6479,64;-;-;1659,35;-;-;-;-;-;36,05;-;-;-;2727,37;-;-;-;-;-;-;-;252,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11154,77
12/2025;valor_aprovado;"230990 PACUJA";-;-;-;618,33;-;-;-;-;-;-;-;-;-;-;-;-;-;1755,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;6874,25
12/2025;valor_aprovado;"231000 PALHANO";16,20;-;-;-;-;1614,82;-;-;-;-;-;-;1076,35;-;-;-;50988,58;845,27;-;-;-;-;-;-;2948,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57489,62
12/2025;valor_aprovado;"231010 PALMACIA";-;-;-;4066,38;-;-;1113,20;-;-;-;-;-;82,40;-;-;-;14033,81;727,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20023,65
12/2025;valor_aprovado;"231020 PARACURU";-;-;-;22176,31;-;1202,06;4444,00;-;-;-;1637,44;-;875,50;-;-;-;13886,46;2955,93;1054,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48232,06
12/2025;valor_aprovado;"231025 PARAIPABA";-;-;-;31397,41;-;8452,08;5002,80;-;-;-;1760,50;-;643,75;-;-;-;79151,17;-;562,92;-;-;-;10,12;-;4206,88;-;79,26;-;-;12,27;-;-;-;-;-;-;-;-;242,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131521,56
12/2025;valor_aprovado;"231030 PARAMBU";-;-;628,20;19050,47;-;7619,50;2727,45;52644,67;-;-;1495,59;-;43,94;-;-;192,00;137631,91;2891,32;-;-;-;-;192,67;-;2249,30;-;112,80;-;-;-;-;135,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;34749,00;-;-;-;-;-;-;266864,54
12/2025;valor_aprovado;"231040 PARAMOTI";-;-;-;-;-;-;5594,95;-;-;-;-;-;594,05;-;-;-;24123,27;-;-;-;-;-;-;-;23,68;-;16,89;-;-;-;-;-;-;-;-;-;-;119,44;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;34972,28
12/2025;valor_aprovado;"231050 PEDRA BRANCA";148,50;-;-;38670,19;-;5200,24;6102,80;-;-;-;-;-;640,40;-;-;502,00;69507,84;4840,19;11,84;-;-;-;-;-;436,10;-;-;50154,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18450,00;-;-;-;-;-;-;-;-;194664,10
12/2025;valor_aprovado;"231060 PENAFORTE";-;-;-;6594,25;-;-;-;-;-;-;-;-;293,55;-;-;-;1437,88;-;-;-;-;-;-;-;87,22;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8418,53
12/2025;valor_aprovado;"231070 PENTECOSTE";-;-;-;2919,43;-;1799,07;5558,85;-;-;-;-;-;901,25;-;-;-;11105,36;3914,06;1871,36;-;-;-;-;-;1430,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29499,92
12/2025;valor_aprovado;"231080 PEREIRO";-;-;-;7116,26;-;3330,60;4038,10;-;-;-;-;-;669,50;-;-;-;3126,32;1239,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22500,00;-;-;-;-;-;-;-;-;42020,55
12/2025;valor_aprovado;"231085 PINDORETAMA";-;-;-;36357,13;-;2166,85;242,00;-;-;-;-;-;-;-;-;69,00;22294,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12375,00;-;-;-;-;-;-;-;-;73504,86
12/2025;valor_aprovado;"231090 PIQUET CARNEIRO";54,00;-;-;-;-;1306,88;1247,40;-;-;-;-;-;1232,82;-;-;23,00;27773,06;-;-;-;-;-;-;503,86;2689,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34830,22
12/2025;valor_aprovado;"231095 PIRES FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"231100 PORANGA";-;-;-;183,06;-;2274,33;828,30;-;-;-;-;-;412,00;-;-;1,00;52003,49;-;1,44;-;-;-;-;-;5369,68;-;396,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;-;-;-;-;-;-;65069,60
12/2025;valor_aprovado;"231110 PORTEIRAS";-;-;-;8798,15;-;-;2014,65;-;-;-;-;-;2705,78;-;-;-;43777,32;1329,32;-;-;-;-;363,98;-;990,96;-;-;67000,05;-;-;-;-;-;-;-;-;2388,86;-;-;-;-;-;-;-;-;-;-;11700,00;-;-;-;-;-;-;-;-;141069,07
12/2025;valor_aprovado;"231120 POTENGI";-;-;-;19222,21;-;2867,56;2362,80;-;-;-;1492,96;-;319,30;-;-;-;54299,63;1415,01;-;-;-;-;-;-;4647,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86627,07
12/2025;valor_aprovado;"231123 POTIRETAMA";-;-;-;3987,98;-;-;-;-;-;-;-;-;-;-;-;-;14279,53;687,77;-;-;-;-;-;-;1687,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;25142,56
12/2025;valor_aprovado;"231126 QUITERIANOPOLIS";-;-;-;3564,77;-;890,02;1040,60;-;-;-;-;-;1071,20;-;-;2,00;48053,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;-;-;-;-;-;-;59346,73
12/2025;valor_aprovado;"231130 QUIXADA";33706,30;-;154,34;38166,91;-;36143,38;28432,37;81732,99;-;-;3793,46;-;27179,81;101444,55;-;234,00;451901,34;7912,39;10075,06;-;584293,41;23919,24;134,99;51,23;46811,96;-;125,12;4952,88;209,02;36,81;-;-;-;-;-;-;358,72;-;1492,09;694,86;-;-;-;-;-;12861,02;-;12600,00;610,56;7781,40;-;-;1120,00;1100,00;-;-;1520030,21
12/2025;valor_aprovado;"231135 QUIXELO";-;-;-;14517,23;-;663,92;1792,45;-;-;-;-;-;51,50;-;-;-;46462,33;890,23;-;-;-;-;172,03;-;3970,32;-;-;-;-;-;-;-;-;-;-;-;783,42;-;-;-;-;-;-;-;-;-;-;-;-;6212,25;-;-;-;-;-;-;75515,68
12/2025;valor_aprovado;"231140 QUIXERAMOBIM";234,90;-;1102,97;22344,91;1446,72;14743,08;19601,53;20710,36;11556,25;954,95;5955,01;-;3429,90;-;-;24,00;229817,11;5393,06;374,85;399390,15;-;-;10896,70;-;1086,18;-;67,56;-;38,39;12,27;682,60;-;-;-;-;-;2278,20;-;-;-;-;-;-;-;-;51444,08;-;39657,48;94,16;1074,15;-;-;-;-;-;-;844411,52
12/2025;valor_aprovado;"231150 QUIXERE";324,00;-;-;25278,83;-;4485,60;3058,55;-;806,25;-;192,64;-;1223,93;-;-;-;63439,98;783,73;458,83;-;-;-;-;-;605,54;-;5,63;-;2090,20;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;-;-;-;-;-;-;109290,98
