periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
10/2024;qtd_aprovada;"315780 SANTA LUZIA";158;240;225;90376;71;8225;250;200;236;28;74;-;992;-;-;730;31056;15632;-;-;-;-;-;-;-;-;-;140;-;27;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;208;-;-;3778;152697
10/2024;qtd_aprovada;"315790 SANTA MARGARIDA";92;-;-;607;-;322;91;-;-;-;-;-;46;-;-;32;1756;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1439;4489
10/2024;qtd_aprovada;"315800 SANTA MARIA DE ITABIRA";-;6;-;8328;-;163;-;-;-;-;-;-;66;-;-;-;3519;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12479
10/2024;qtd_aprovada;"315810 SANTA MARIA DO SALTO";-;16;-;449;-;-;-;-;-;-;-;-;-;-;-;-;1150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;622;2262
10/2024;qtd_aprovada;"315820 SANTA MARIA DO SUACUI";-;8;-;7591;-;617;-;51;48;-;19;-;20;-;-;-;4637;503;408;-;-;-;-;-;-;-;-;74;-;11;-;-;-;97;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3229;17341
10/2024;qtd_aprovada;"315830 SANTANA DA VARGEM";330;-;92;9;-;-;-;-;-;-;-;-;-;-;-;-;2621;-;-;-;-;-;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3285
10/2024;qtd_aprovada;"315840 SANTANA DE CATAGUASES";14;12;19;-;-;-;-;-;-;-;-;-;53;-;-;-;146;117;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1515;1902
10/2024;qtd_aprovada;"315850 SANTANA DE PIRAPAMA";-;31;-;-;-;-;-;-;-;-;-;-;103;-;-;-;487;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2696;3344
10/2024;qtd_aprovada;"315860 SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"315870 SANTANA DO GARAMBEU";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1915;2250
10/2024;qtd_aprovada;"315880 SANTANA DO JACARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"315890 SANTANA DO MANHUACU";962;7;-;-;-;261;-;-;-;-;-;-;-;-;-;1152;3336;197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1213;7151
10/2024;qtd_aprovada;"315895 SANTANA DO PARAISO";17;12;881;10336;-;68;308;15;24;-;65;-;248;-;-;146;5113;840;4;-;-;-;471;-;-;-;-;47;-;16;8;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;39;-;-;2082;20863
10/2024;qtd_aprovada;"315900 SANTANA DO RIACHO";-;248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1454;1774
10/2024;qtd_aprovada;"315910 SANTANA DOS MONTES";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;207;1224
10/2024;qtd_aprovada;"315920 SANTA RITA DE CALDAS";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;814;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156;1129
10/2024;qtd_aprovada;"315930 SANTA RITA DE JACUTINGA";-;-;-;508;-;86;-;-;-;-;-;-;105;-;-;-;1778;48;-;-;-;-;9;-;-;-;-;25;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;2733
10/2024;qtd_aprovada;"315935 SANTA RITA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;52
10/2024;qtd_aprovada;"315940 SANTA RITA DE IBITIPOCA";10;13;-;-;-;-;-;-;-;-;-;-;90;-;-;-;420;281;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;812;1626
10/2024;qtd_aprovada;"315950 SANTA RITA DO ITUETO";-;6;340;1840;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1001;3254
10/2024;qtd_aprovada;"315960 SANTA RITA DO SAPUCAI";1;-;-;2044;-;1809;5;-;-;-;-;-;1136;-;-;14865;94404;780;370;-;-;-;-;-;1;-;-;951;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1757;118143
10/2024;qtd_aprovada;"315970 SANTA ROSA DA SERRA";4839;1;-;328;-;74;32;-;-;-;-;-;-;-;-;-;2476;330;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8228
10/2024;qtd_aprovada;"315980 SANTA VITORIA";5182;84;-;9769;-;-;303;-;-;-;-;-;280;-;-;519;20663;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2457;39284
10/2024;qtd_aprovada;"315990 SANTO ANTONIO DO AMPARO";-;-;760;7337;-;561;130;74;-;-;70;-;528;4;-;283;14950;325;-;-;-;3;-;-;-;-;-;59;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1791;-;-;6221;33098
10/2024;qtd_aprovada;"316000 SANTO ANTONIO DO AVENTUREIRO";-;4;-;453;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1343;1855
10/2024;qtd_aprovada;"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;260
10/2024;qtd_aprovada;"316020 SANTO ANTONIO DO ITAMBE";-;8;-;1136;-;-;-;-;-;-;-;-;58;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3226;4556
10/2024;qtd_aprovada;"316030 SANTO ANTONIO DO JACINTO";1325;2;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3274;4985
10/2024;qtd_aprovada;"316040 SANTO ANTONIO DO MONTE";94;28;59;23391;-;1308;253;209;-;-;12;-;1113;-;8;66;27133;1650;6;-;-;-;269;-;40;-;-;150;-;-;11;-;-;-;2;-;-;1;-;31;-;2;-;-;-;-;-;-;-;-;27;-;-;3276;59139
10/2024;qtd_aprovada;"316045 SANTO ANTONIO DO RETIRO";4;-;-;1995;-;-;-;-;-;-;-;-;136;-;-;-;167;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;706;3084
10/2024;qtd_aprovada;"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;228
10/2024;qtd_aprovada;"316060 SANTO HIPOLITO";1423;1;-;1543;-;-;-;-;-;-;-;-;80;-;-;-;840;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4617;8504
10/2024;qtd_aprovada;"316070 SANTOS DUMONT";5;39;25;5213;-;758;151;-;-;-;16;-;140;-;-;146;8677;852;20;-;-;-;266;-;-;-;-;41;-;15;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;200;16690
10/2024;qtd_aprovada;"316080 SAO BENTO ABADE";159;-;-;1465;-;-;60;-;-;-;-;-;-;-;-;107;800;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1105;3759
10/2024;qtd_aprovada;"316090 SAO BRAS DO SUACUI";-;6;-;4544;-;-;-;-;-;-;-;-;-;-;-;3;3873;34;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230;8691
10/2024;qtd_aprovada;"316095 SAO DOMINGOS DAS DORES";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;684;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1446;2282
10/2024;qtd_aprovada;"316100 SAO DOMINGOS DO PRATA";-;28;-;8913;-;462;-;-;-;-;-;-;99;-;-;68;6073;439;-;-;-;-;-;-;-;-;-;77;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7356;23616
10/2024;qtd_aprovada;"316105 SAO FELIX DE MINAS";442;8;12;464;-;-;-;-;-;-;-;-;-;-;52;155;2516;118;-;-;-;-;71;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;21;2;-;-;-;-;-;-;-;-;-;22;-;-;2946;6830
10/2024;qtd_aprovada;"316110 SAO FRANCISCO";-;48;-;5138;-;2044;180;23;-;-;24;-;1210;-;-;74;30106;259;272;-;-;-;-;-;-;-;-;177;-;18;-;-;2;104;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;8100;47816
10/2024;qtd_aprovada;"316120 SAO FRANCISCO DE PAULA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;296;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2454;2772
10/2024;qtd_aprovada;"316130 SAO FRANCISCO DE SALES";1796;9;-;1652;-;187;80;-;-;-;-;-;75;-;-;58;158;99;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1751;5963
10/2024;qtd_aprovada;"316140 SAO FRANCISCO DO GLORIA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;20;4413;270;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1869;6621
10/2024;qtd_aprovada;"316150 SAO GERALDO";-;12;-;2867;-;-;-;-;-;-;-;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;848;3966
10/2024;qtd_aprovada;"316160 SAO GERALDO DA PIEDADE";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3408;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;498;4047
10/2024;qtd_aprovada;"316165 SAO GERALDO DO BAIXIO";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318;701
10/2024;qtd_aprovada;"316170 SAO GONCALO DO ABAETE";1;34;-;-;-;142;-;-;-;-;-;-;-;-;-;71;1868;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;158;2294
10/2024;qtd_aprovada;"316180 SAO GONCALO DO PARA";1;25;-;4839;-;260;-;-;-;-;-;-;-;-;-;446;12170;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1059;19103
10/2024;qtd_aprovada;"316190 SAO GONCALO DO RIO ABAIXO";-;55;-;8167;-;879;-;-;-;-;-;-;92;-;-;-;5293;251;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;292;15064
10/2024;qtd_aprovada;"316200 SAO GONCALO DO SAPUCAI";-;-;-;2003;-;-;-;-;-;-;-;-;124;-;-;-;10559;-;6;-;-;-;-;-;-;-;-;206;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1661;14560
10/2024;qtd_aprovada;"316210 SAO GOTARDO";7012;149;101;13984;-;1888;262;82;-;-;17;-;401;-;-;703;28359;1289;1;-;381;-;110;-;-;-;-;172;-;2;103;4;-;-;2;-;-;-;8;-;-;-;6;-;-;-;-;-;-;-;28;-;-;8526;63590
10/2024;qtd_aprovada;"316220 SAO JOAO BATISTA DO GLORIA";9;29;3;9712;-;511;-;-;-;-;-;-;82;-;-;246;5146;197;-;-;-;-;75;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;11;-;-;657;16720
10/2024;qtd_aprovada;"316225 SAO JOAO DA LAGOA";1;7;86;99;-;-;-;-;-;-;-;-;-;-;-;-;2627;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;1953;4802
10/2024;qtd_aprovada;"316230 SAO JOAO DA MATA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;490;568
10/2024;qtd_aprovada;"316240 SAO JOAO DA PONTE";-;90;-;14420;-;383;293;-;-;-;-;-;221;-;-;-;10950;-;15;-;-;-;135;-;-;-;-;13;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;4624;31353
10/2024;qtd_aprovada;"316245 SAO JOAO DAS MISSOES";10548;-;98;2212;-;-;-;-;-;-;-;-;-;-;-;95;5946;-;-;-;-;-;301;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;3260;22498
10/2024;qtd_aprovada;"316250 SAO JOAO DEL REI";1083;236;74;18768;849;1721;189;749;63;43;83;-;366;1126;-;376;23966;-;68;612;2459;2111;93;-;58;-;-;84;-;1;-;1;-;16;11;-;-;-;-;-;-;4;35;46;-;-;-;-;-;157980;-;70;-;105;213446
10/2024;qtd_aprovada;"316255 SAO JOAO DO MANHUACU";-;-;-;6903;-;-;-;-;-;-;-;-;-;-;-;-;574;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;842;8579
10/2024;qtd_aprovada;"316257 SAO JOAO DO MANTENINHA";204;7;-;56;-;47;-;-;-;-;-;-;38;-;-;23;5061;156;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;768;6421
10/2024;qtd_aprovada;"316260 SAO JOAO DO ORIENTE";-;-;-;2214;-;-;-;-;-;-;-;-;-;-;-;-;92;899;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;3227
10/2024;qtd_aprovada;"316265 SAO JOAO DO PACUI";533;-;31;-;-;-;-;-;-;-;-;-;-;-;-;169;1587;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;321;2665
10/2024;qtd_aprovada;"316270 SAO JOAO DO PARAISO";9;56;-;7495;-;967;-;-;-;-;-;-;210;-;-;233;5306;481;15;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;13933;28773
10/2024;qtd_aprovada;"316280 SAO JOAO EVANGELISTA";-;-;-;85;-;-;-;-;-;-;-;-;38;-;-;-;6418;-;-;-;-;-;-;-;-;-;-;20;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6566
10/2024;qtd_aprovada;"316290 SAO JOAO NEPOMUCENO";154;1;3;14033;-;1392;454;175;-;-;53;-;226;-;33;40;14011;1800;-;-;-;-;331;-;11;-;-;78;-;1;-;-;-;-;-;-;-;-;-;224;-;-;-;-;-;-;-;-;-;-;38;-;-;2235;35293
10/2024;qtd_aprovada;"316292 SAO JOAQUIM DE BICAS";9756;-;79;23262;-;1474;247;-;-;-;-;-;386;-;-;1235;21189;77;8;-;-;-;127;-;-;-;-;38;-;42;-;-;-;-;-;-;-;-;-;599;-;-;-;-;-;-;-;-;-;-;-;-;-;343;58862
10/2024;qtd_aprovada;"316294 SAO JOSE DA BARRA";-;26;-;75;-;-;-;-;-;-;-;-;60;-;-;1;3836;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;642;4689
10/2024;qtd_aprovada;"316295 SAO JOSE DA LAPA";1;20;164;8068;-;-;-;-;-;-;-;-;235;-;-;773;12795;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113;22182
10/2024;qtd_aprovada;"316300 SAO JOSE DA SAFIRA";-;4;-;-;-;-;-;-;-;-;-;-;30;-;-;-;441;299;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;722;1519
10/2024;qtd_aprovada;"316310 SAO JOSE DA VARGINHA";2316;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;2754;-;-;-;-;-;266;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;125;5561
10/2024;qtd_aprovada;"316320 SAO JOSE DO ALEGRE";-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;444;814
10/2024;qtd_aprovada;"316330 SAO JOSE DO DIVINO";-;1;-;1390;-;-;-;-;-;-;-;-;-;-;-;-;877;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;583;2923
10/2024;qtd_aprovada;"316340 SAO JOSE DO GOIABAL";-;9;-;991;-;342;-;-;-;-;-;-;-;-;-;-;911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;2299
10/2024;qtd_aprovada;"316350 SAO JOSE DO JACURI";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;813;898
10/2024;qtd_aprovada;"316360 SAO JOSE DO MANTIMENTO";-;-;-;1042;-;-;-;-;-;-;-;-;-;-;-;-;253;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;959;2554
10/2024;qtd_aprovada;"316370 SAO LOURENCO";24061;-;439;4886;-;2892;223;293;-;-;-;-;1477;-;-;1247;61760;1264;-;-;2181;-;3000;-;110;-;-;50;-;22;51;-;-;-;8;-;-;-;-;451;-;-;36;-;-;-;-;-;-;-;108;61;-;-;104620
10/2024;qtd_aprovada;"316380 SAO MIGUEL DO ANTA";-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;2462;474;-;-;-;-;-;-;-;-;-;10;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;901;3911
10/2024;qtd_aprovada;"316390 SAO PEDRO DA UNIAO";-;7;-;1818;-;-;-;-;-;-;-;-;25;-;-;-;2240;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1832;5925
10/2024;qtd_aprovada;"316400 SAO PEDRO DOS FERROS";-;4;-;4413;-;-;-;-;-;-;-;-;-;-;-;-;357;281;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3619;8686
10/2024;qtd_aprovada;"316410 SAO PEDRO DO SUACUI";-;-;-;1533;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1596
10/2024;qtd_aprovada;"316420 SAO ROMAO";1;-;-;1145;-;441;-;-;-;-;-;-;175;-;-;-;4073;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;164;6250
10/2024;qtd_aprovada;"316430 SAO ROQUE DE MINAS";747;11;-;1072;-;275;-;-;-;-;-;-;41;-;-;36;4633;322;-;-;-;-;-;-;-;-;-;23;-;12;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;35;-;-;3797;11005
10/2024;qtd_aprovada;"316440 SAO SEBASTIAO DA BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"316443 SAO SEBASTIAO DA VARGEM ALEGRE";-;6;-;584;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1431;2028
10/2024;qtd_aprovada;"316447 SAO SEBASTIAO DO ANTA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;408;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;290;709
10/2024;qtd_aprovada;"316450 SAO SEBASTIAO DO MARANHAO";-;103;-;2229;-;-;-;-;-;-;-;-;4;-;-;-;320;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;2979;5940
10/2024;qtd_aprovada;"316460 SAO SEBASTIAO DO OESTE";-;-;-;4;-;-;28;-;-;-;-;-;-;-;-;-;115;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;210
10/2024;qtd_aprovada;"316470 SAO SEBASTIAO DO PARAISO";728;5;1749;55590;485;4530;1631;248;110;-;196;-;3668;30;-;1342;39617;3053;45;-;1859;23;1157;-;66;-;-;276;-;23;160;-;41;-;17;-;-;-;-;230;-;65;18;-;-;-;-;-;-;-;176;22;-;6181;123341
10/2024;qtd_aprovada;"316480 SAO SEBASTIAO DO RIO PRETO";-;-;30;247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;277
