periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
10/2024;qtd_aprovada;"261245 SANTA CRUZ";11;-;1;1725;-;236;170;20;14;-;-;-;-;-;-;121;9569;276;-;-;-;-;44;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;116;-;-;3662;16015
10/2024;qtd_aprovada;"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2073;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2073
10/2024;qtd_aprovada;"261250 SANTA CRUZ DO CAPIBARIBE";20683;374;750;14996;277;4024;176;112;-;-;58;-;108;-;-;1979;60600;2562;-;-;-;-;255;-;-;-;-;64;-;-;55;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;32;-;-;1286;108444
10/2024;qtd_aprovada;"261255 SANTA FILOMENA";346;-;-;-;-;-;-;-;-;-;-;-;44;-;-;3;3691;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;4288
10/2024;qtd_aprovada;"261260 SANTA MARIA DA BOA VISTA";5800;22;-;696;-;-;208;-;-;-;-;-;81;-;-;955;9060;349;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;9306;26541
10/2024;qtd_aprovada;"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231;4713;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;5192
10/2024;qtd_aprovada;"261280 SANTA TEREZINHA";-;-;-;1076;-;-;87;-;-;-;-;-;-;-;-;354;6019;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;936;8514
10/2024;qtd_aprovada;"261290 SAO BENEDITO DO SUL";5;22;-;-;-;-;-;-;-;-;-;-;-;-;-;200;3651;56;-;-;-;-;18;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3965
10/2024;qtd_aprovada;"261300 SAO BENTO DO UNA";23;-;60;3461;136;598;329;-;-;-;-;-;222;-;-;602;38317;146;-;-;-;-;119;-;-;-;-;569;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;2026;46647
10/2024;qtd_aprovada;"261310 SAO CAITANO";6453;1341;-;8621;14;752;282;-;-;-;-;-;344;-;-;1099;21690;1425;-;-;-;-;57;-;17;-;-;41;-;11;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;167;42375
10/2024;qtd_aprovada;"261320 SAO JOAO";40;3;989;12474;-;25;245;-;-;-;-;-;-;-;-;256;10302;425;-;-;-;-;286;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;52;-;-;-;25168
10/2024;qtd_aprovada;"261330 SAO JOAQUIM DO MONTE";2225;847;-;1109;-;719;233;-;-;-;-;-;69;-;-;881;20563;310;-;-;-;-;321;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;207;27540
10/2024;qtd_aprovada;"261340 SAO JOSE DA COROA GRANDE";-;9;21;8024;-;-;-;-;-;-;-;-;-;-;-;3314;8246;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;497;20133
10/2024;qtd_aprovada;"261350 SAO JOSE DO BELMONTE";-;-;-;4380;-;-;-;-;-;-;-;-;-;-;-;142;1479;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;6053
10/2024;qtd_aprovada;"261360 SAO JOSE DO EGITO";21;103;-;1238;-;277;293;-;-;-;-;-;150;-;-;2298;11929;-;-;-;-;-;89;-;-;-;-;20;-;-;-;-;-;-;2;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;26;-;-;1900;18358
10/2024;qtd_aprovada;"261370 SAO LOURENCO DA MATA";808;111;3094;35749;-;4285;959;-;-;-;-;-;408;-;-;1705;54123;2010;-;-;-;-;-;-;-;-;-;433;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103691
10/2024;qtd_aprovada;"261380 SAO VICENTE FERRER";712;22;-;3486;-;593;143;-;-;-;-;-;49;-;-;611;4715;356;-;-;-;-;162;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;38;-;-;293;11208
10/2024;qtd_aprovada;"261390 SERRA TALHADA";391;1163;351;47401;782;2805;1487;601;51;-;287;-;4020;-;-;6621;47748;11551;462;-;1838;-;1493;-;30;-;-;246;-;-;408;3;5;2;26;-;-;-;-;303;1;5;2;-;-;-;-;-;-;-;80;6;-;2369;132538
10/2024;qtd_aprovada;"261400 SERRITA";63;-;-;2153;112;-;111;-;-;-;-;-;3;-;-;-;3255;-;-;-;-;-;-;-;-;-;-;21;-;6;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;34;-;-;49;5813
10/2024;qtd_aprovada;"261410 SERTANIA";21;87;59;1767;539;637;-;-;-;-;-;-;241;-;-;480;11990;86;-;-;-;7;690;-;-;-;-;120;-;3;-;-;-;-;-;-;-;-;-;307;-;-;-;-;-;-;-;-;-;-;62;-;-;9198;26294
10/2024;qtd_aprovada;"261420 SIRINHAEM";37;29;-;-;-;434;443;-;-;-;-;-;-;-;-;62;12859;310;-;-;-;-;205;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;40;-;-;-;14604
10/2024;qtd_aprovada;"261430 MOREILANDIA";456;-;-;905;-;186;59;-;-;-;-;-;156;-;-;389;10571;93;-;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1131;14113
10/2024;qtd_aprovada;"261440 SOLIDAO";1599;10;1512;1512;-;109;-;-;-;-;-;-;7;-;-;218;5280;178;-;-;-;-;178;-;2;-;-;18;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;34;-;-;-;10680
10/2024;qtd_aprovada;"261450 SURUBIM";-;23;39;617;541;2645;293;25;-;-;-;-;1119;-;-;89;22203;984;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2679;31288
10/2024;qtd_aprovada;"261460 TABIRA";8;37;-;4885;-;1339;210;-;-;-;-;-;-;-;-;15;20077;128;29;-;-;-;86;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;48;-;-;10798;37796
10/2024;qtd_aprovada;"261470 TACAIMBO";2035;25;350;2006;42;-;137;-;-;-;-;-;-;-;-;33;235;360;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;16;-;-;669;6098
10/2024;qtd_aprovada;"261480 TACARATU";-;56;252;5107;-;351;259;-;-;-;-;-;242;-;-;841;16230;244;32;-;-;-;68;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;8503;32228
10/2024;qtd_aprovada;"261485 TAMANDARE";4231;33;-;-;-;622;58;-;-;-;-;-;175;-;-;565;21354;-;73;-;-;-;-;-;-;-;-;68;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;589;27777
10/2024;qtd_aprovada;"261500 TAQUARITINGA DO NORTE";-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;127;5549;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;754;6572
10/2024;qtd_aprovada;"261510 TEREZINHA";1023;213;160;1811;-;-;66;-;-;-;-;-;13;-;-;621;4642;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;8620
10/2024;qtd_aprovada;"261520 TERRA NOVA";-;-;-;-;-;47;184;-;-;-;-;-;61;-;-;-;2527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311;3130
10/2024;qtd_aprovada;"261530 TIMBAUBA";12345;32;-;1;336;642;162;-;-;-;-;-;295;-;-;677;13372;325;-;-;-;2;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;749;29097
10/2024;qtd_aprovada;"261540 TORITAMA";51;-;-;5037;359;889;217;-;-;-;-;-;189;-;-;1603;32695;2094;-;-;-;-;113;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43330
10/2024;qtd_aprovada;"261550 TRACUNHAEM";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;816;6744;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;8095
10/2024;qtd_aprovada;"261560 TRINDADE";-;2;-;6099;-;-;97;-;-;-;16;-;120;-;-;287;2812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2739;12172
10/2024;qtd_aprovada;"261570 TRIUNFO";-;693;-;4033;-;251;-;-;-;-;-;-;108;-;-;16;9631;-;-;-;-;-;1;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14815
10/2024;qtd_aprovada;"261580 TUPANATINGA";-;-;-;8768;-;686;240;-;-;-;-;-;135;-;-;945;12392;510;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;203;23926
10/2024;qtd_aprovada;"261590 TUPARETAMA";14;48;-;1743;-;-;31;-;-;-;-;-;24;-;-;27;5838;176;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;1872;9912
10/2024;qtd_aprovada;"261600 VENTUROSA";5611;10;318;5178;-;1683;151;-;-;-;-;-;451;-;-;1960;22170;1075;-;-;-;-;1834;-;-;-;-;410;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;86;-;-;1100;42091
10/2024;qtd_aprovada;"261610 VERDEJANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;312;1674;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;830;2839
10/2024;qtd_aprovada;"261618 VERTENTE DO LERIO";1429;48;-;-;-;-;49;-;-;-;-;-;-;-;-;1065;2395;370;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;80;5472
10/2024;qtd_aprovada;"261620 VERTENTES";47;84;-;10998;-;183;176;-;-;-;-;-;-;-;-;42;8320;2239;-;-;-;-;135;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;1797;24038
10/2024;qtd_aprovada;"261630 VICENCIA";26;-;-;1562;-;417;-;-;-;-;-;-;-;-;-;-;4219;926;-;-;-;-;53;-;-;-;-;35;-;8;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;48;-;-;145;7452
10/2024;qtd_aprovada;"261640 VITORIA DE SANTO ANTAO";1494;63;574;69331;-;7097;1741;219;408;-;176;-;3530;-;2;1516;47566;6737;-;-;4925;-;2667;-;-;-;-;24;-;40;-;-;-;-;-;-;-;-;-;1211;-;-;28;-;-;-;-;-;-;-;62;34;-;1091;150536
10/2024;qtd_aprovada;"261650 XEXEU";-;126;-;1218;-;-;-;-;-;-;-;-;-;-;-;-;8073;407;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;150;10064
10/2024;qtd_aprovada;" MUNICIPIO IGNORADO - AL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"270010 AGUA BRANCA";-;19;1646;8113;-;-;156;-;-;-;48;-;169;-;-;397;10859;119;-;-;-;-;-;-;-;-;-;19;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;21591
10/2024;qtd_aprovada;"270020 ANADIA";3016;31;-;2790;-;-;-;-;-;-;-;-;107;-;-;-;2483;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;8551
10/2024;qtd_aprovada;"270030 ARAPIRACA";74842;59;1341;85891;4324;8720;3331;2394;957;155;449;-;10500;3481;8;7047;182828;25504;2960;1737;7421;3031;177;-;1257;-;-;1132;-;173;728;-;80;22;-;-;-;-;-;18;57;2;93;-;-;-;-;-;-;-;653;193;-;-;431565
10/2024;qtd_aprovada;"270040 ATALAIA";-;441;-;9881;-;405;496;-;-;-;79;-;175;-;-;704;27323;257;-;-;-;-;-;-;-;-;-;643;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;1888;42472
10/2024;qtd_aprovada;"270050 BARRA DE SANTO ANTONIO";4296;24;-;595;-;-;-;-;-;-;-;-;-;-;-;1150;7696;341;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;14113
10/2024;qtd_aprovada;"270060 BARRA DE SAO MIGUEL";8;34;-;-;-;-;-;-;-;-;-;-;127;-;-;397;14655;448;-;-;-;-;115;-;363;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;20;-;-;-;16183
10/2024;qtd_aprovada;"270070 BATALHA";4242;34;-;4886;51;-;131;-;-;-;-;-;150;-;-;27;3203;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;12799
10/2024;qtd_aprovada;"270080 BELEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;326
10/2024;qtd_aprovada;"270090 BELO MONTE";2122;71;-;1098;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;3306
10/2024;qtd_aprovada;"270100 BOCA DA MATA";2;66;-;-;-;181;-;-;-;-;-;-;-;-;-;798;9944;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;18;-;-;1678;12935
10/2024;qtd_aprovada;"270110 BRANQUINHA";-;25;-;1000;-;-;108;-;-;-;-;-;65;-;-;477;1711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;114;3518
10/2024;qtd_aprovada;"270120 CACIMBINHAS";2900;22;-;-;-;-;-;-;-;-;-;-;-;-;-;382;9853;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;546;13750
10/2024;qtd_aprovada;"270130 CAJUEIRO";5516;-;-;-;-;-;20;-;-;-;-;-;-;-;-;145;1207;467;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;838;8233
10/2024;qtd_aprovada;"270135 CAMPESTRE";21;8;-;-;-;-;-;-;-;-;-;-;-;-;-;621;1584;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;2387
10/2024;qtd_aprovada;"270140 CAMPO ALEGRE";8699;305;-;15746;-;-;454;-;-;-;-;-;416;-;-;991;28642;2582;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;157;58100
10/2024;qtd_aprovada;"270150 CAMPO GRANDE";3460;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;21;-;-;-;3706
10/2024;qtd_aprovada;"270160 CANAPI";302;-;127;824;-;-;-;-;-;-;30;-;-;-;-;721;13308;390;-;-;-;-;456;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;44;-;-;612;17003
10/2024;qtd_aprovada;"270170 CAPELA";4096;56;7;10431;138;-;296;-;-;-;18;-;60;-;-;351;9121;524;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;447;25647
10/2024;qtd_aprovada;"270180 CARNEIROS";1683;185;632;802;-;-;48;-;-;-;-;-;12;-;-;580;442;254;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;890;5618
10/2024;qtd_aprovada;"270190 CHA PRETA";2104;36;-;1311;-;-;151;-;-;-;22;-;49;-;-;135;829;695;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;5370
10/2024;qtd_aprovada;"270200 COITE DO NOIA";422;6;-;-;-;-;-;-;-;-;-;-;-;-;-;500;4274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5222
10/2024;qtd_aprovada;"270210 COLONIA LEOPOLDINA";7;62;-;2604;51;169;-;-;-;-;-;-;75;-;-;-;7802;165;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;1468;12470
10/2024;qtd_aprovada;"270220 COQUEIRO SECO";1;25;-;-;-;-;8;-;-;-;5;-;-;-;-;633;3005;268;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3945
10/2024;qtd_aprovada;"270230 CORURIPE";17109;204;-;25445;-;1844;346;-;-;-;38;-;792;-;-;236;43537;-;2023;-;-;-;-;-;-;-;-;75;-;-;41;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91746
10/2024;qtd_aprovada;"270235 CRAIBAS";5865;333;388;5150;-;-;117;-;-;-;14;-;-;-;-;326;4295;536;-;-;-;-;25;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;30;-;-;22;17158
10/2024;qtd_aprovada;"270240 DELMIRO GOUVEIA";475;124;-;40637;-;2665;796;1275;-;-;48;-;752;-;-;2385;26378;2217;1;-;-;10;1741;-;445;-;-;87;-;100;-;-;1;-;-;-;-;-;-;354;-;11;-;-;-;-;-;-;-;-;256;-;-;1747;82505
10/2024;qtd_aprovada;"270250 DOIS RIACHOS";3598;40;-;-;-;-;84;-;-;-;6;-;21;-;-;92;3039;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;404;7332
10/2024;qtd_aprovada;"270255 ESTRELA DE ALAGOAS";-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;43;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;58;270
10/2024;qtd_aprovada;"270260 FEIRA GRANDE";-;17;-;4869;-;-;130;-;-;-;-;-;28;-;-;467;11553;1109;-;-;-;-;-;-;43;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;18298
10/2024;qtd_aprovada;"270270 FELIZ DESERTO";-;6;-;1473;-;-;-;-;-;-;-;-;40;-;-;-;115;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;316;2221
10/2024;qtd_aprovada;"270280 FLEXEIRAS";-;73;-;457;43;-;120;-;-;-;-;-;-;-;-;352;7337;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;8406
10/2024;qtd_aprovada;"270290 GIRAU DO PONCIANO";9002;120;-;1969;-;-;220;-;-;-;14;-;102;-;-;33;10841;336;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22654
10/2024;qtd_aprovada;"270300 IBATEGUARA";3433;10;52;-;-;-;-;-;-;-;-;-;-;-;-;468;8202;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;12221
10/2024;qtd_aprovada;"270310 IGACI";3;63;-;2109;-;-;182;-;-;-;-;-;7;-;-;324;4897;-;-;-;-;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;7693
10/2024;qtd_aprovada;"270320 IGREJA NOVA";1;30;-;998;292;-;116;-;-;-;-;-;157;-;-;1645;8553;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;19;-;-;-;12139
10/2024;qtd_aprovada;"270330 INHAPI";146;32;-;11463;-;-;109;-;-;-;-;-;118;-;-;195;4945;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1484;18496
10/2024;qtd_aprovada;"270340 JACARE DOS HOMENS";-;100;-;-;-;-;95;-;-;-;-;-;-;-;-;-;2548;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;192;3015
10/2024;qtd_aprovada;"270350 JACUIPE";1403;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;138;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1700
10/2024;qtd_aprovada;"270360 JAPARATINGA";3322;124;-;-;-;-;48;-;-;-;-;-;2;-;-;224;3344;327;-;-;-;-;-;-;319;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;783;8529
10/2024;qtd_aprovada;"270370 JARAMATAIA";-;62;-;1488;-;-;-;-;-;-;-;-;40;-;-;191;4058;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;5892
10/2024;qtd_aprovada;"270375 JEQUIA DA PRAIA";-;64;-;25900;-;-;257;-;-;-;-;-;-;-;-;203;4948;184;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;467;32063
10/2024;qtd_aprovada;"270380 JOAQUIM GOMES";-;6;-;1485;-;118;-;-;-;-;-;-;39;-;-;763;11561;129;-;-;-;-;281;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;712;15107
10/2024;qtd_aprovada;"270390 JUNDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;397;1670;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;2074
10/2024;qtd_aprovada;"270400 JUNQUEIRO";-;27;-;8394;-;353;245;-;-;-;-;-;191;-;-;3;16001;-;-;-;-;-;40;-;-;-;-;17;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;25352
