periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"420425 COCAL DO SUL";520;26;55;14320;553;616;1;-;-;-;-;-;201;-;-;167;19426;2635;-;-;-;-;5;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;14;-;-;595;-;-;-;-;-;-;39152
09/2025;qtd_aprovada;"420430 CONCORDIA";76;416;191;46065;395;3556;1866;576;243;16;195;10;3510;511;-;163;25689;3068;166;-;617;346;383;-;-;-;314;-;16;358;-;12;8;12;-;-;-;-;137;-;-;6;-;-;-;-;-;-;-;42;11;-;1872;-;-;-;-;-;-;90846
09/2025;qtd_aprovada;"420435 CORDILHEIRA ALTA";89;-;54;735;-;-;-;-;-;-;-;-;-;-;-;67;5771;155;-;-;-;-;722;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;7671
09/2025;qtd_aprovada;"420440 CORONEL FREITAS";4588;-;46;38;-;417;-;-;-;-;-;-;51;-;-;128;14392;-;-;-;-;-;558;14;-;-;21;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20298
09/2025;qtd_aprovada;"420445 CORONEL MARTINS";606;14;10;-;-;-;-;-;-;-;-;-;-;-;-;43;3048;27;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;3;-;-;2057;-;-;-;-;-;-;5968
09/2025;qtd_aprovada;"420450 CORUPA";1464;79;92;7765;-;514;-;-;-;-;-;-;78;-;-;1907;19983;39;-;-;-;-;555;-;-;-;2;-;7;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;2131;-;-;-;-;-;-;34664
09/2025;qtd_aprovada;"420455 CORREIA PINTO";-;25;122;2550;-;444;-;-;-;-;-;-;104;-;-;10;2482;-;32;-;-;-;-;-;-;-;79;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5857
09/2025;qtd_aprovada;"420460 CRICIUMA";129198;1266;3797;161493;4178;14488;8623;2012;1479;114;926;1;9286;198;-;7500;400651;11154;1289;2304;2439;142;17234;529;-;13;1966;-;176;371;2;22;12;9;-;-;8;-;701;-;27;12;277;-;-;-;99;-;-;627;37;-;2160;324;-;-;-;-;-;787144
09/2025;qtd_aprovada;"420470 CUNHA PORA";-;519;-;8801;-;172;-;-;-;-;-;-;29;-;-;16;2454;1502;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2989;-;-;-;-;-;-;16505
09/2025;qtd_aprovada;"420475 CUNHATAI";-;-;-;1400;-;59;-;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1120;-;-;-;-;-;-;2790
09/2025;qtd_aprovada;"420480 CURITIBANOS";4489;328;155;15318;268;1662;18;70;-;-;-;-;199;15;-;1833;30111;2045;37;-;774;7;569;-;-;-;163;-;3;8;-;-;-;-;-;-;-;-;304;-;-;3;-;-;-;-;-;-;-;101;7;-;3534;-;-;-;-;-;-;62021
09/2025;qtd_aprovada;"420490 DESCANSO";1488;328;4;7191;-;1;-;-;-;-;-;-;75;-;-;65;1837;473;7;-;-;-;1;33;-;-;28;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;4193;-;-;-;-;-;-;15795
09/2025;qtd_aprovada;"420500 DIONISIO CERQUEIRA";5053;79;115;4350;7;1309;48;-;-;-;-;1;365;-;-;505;25184;750;-;-;-;-;2774;-;-;-;123;-;17;-;-;-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;26;-;-;10707;-;-;-;-;-;-;51598
09/2025;qtd_aprovada;"420510 DONA EMMA";1463;152;23;3420;-;81;-;-;-;-;-;-;27;-;-;182;5161;-;-;-;-;-;136;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;10697
09/2025;qtd_aprovada;"420515 DOUTOR PEDRINHO";2048;71;322;3673;-;-;-;-;-;-;-;-;1;-;-;372;7254;334;-;-;-;-;245;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;1103;-;-;-;-;-;-;15509
09/2025;qtd_aprovada;"420517 ENTRE RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;89
09/2025;qtd_aprovada;"420519 ERMO";3830;14;48;1343;-;10;-;-;-;-;-;-;-;-;-;69;4967;-;-;-;-;-;295;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;281;-;-;-;-;-;-;10886
09/2025;qtd_aprovada;"420520 ERVAL VELHO";125;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2719;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;203;-;-;-;-;-;-;3115
09/2025;qtd_aprovada;"420530 FAXINAL DOS GUEDES";-;-;-;6363;-;7;-;-;-;-;-;-;50;-;-;22;2911;-;-;-;-;-;1;-;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4777;-;-;-;-;-;-;14158
09/2025;qtd_aprovada;"420535 FLOR DO SERTAO";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;32
09/2025;qtd_aprovada;"420540 FLORIANOPOLIS";10435;10169;5721;277976;10555;25762;6971;9245;212;403;1486;4;47704;91283;9864;6506;291458;3378;1943;4334;3213;25335;2226;2450;-;-;4661;-;76;619;23;160;93;106;-;-;-;6;532;2;301;15;2177;-;-;1;121;-;9389133;49553;64;-;32242;-;-;-;-;-;-;10328518
09/2025;qtd_aprovada;"420543 FORMOSA DO SUL";881;30;41;-;-;-;-;-;-;-;-;-;-;-;-;31;5034;231;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;19;-;-;2912;-;-;-;-;-;-;9320
09/2025;qtd_aprovada;"420545 FORQUILHINHA";27650;45;278;19100;406;646;496;37;50;-;75;-;1159;-;-;711;48984;2344;-;-;-;-;1343;-;-;-;58;-;4;-;-;-;-;-;-;-;-;-;128;-;1;-;-;-;-;-;-;-;-;22;-;-;5;-;-;-;-;-;-;103542
09/2025;qtd_aprovada;"420550 FRAIBURGO";1982;32;103;2290;-;600;63;89;-;-;-;-;241;-;-;1155;26182;668;152;-;-;-;69;33;-;-;106;-;10;240;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;-;-;8363;-;-;-;-;-;-;42504
09/2025;qtd_aprovada;"420555 FREI ROGERIO";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
09/2025;qtd_aprovada;"420560 GALVAO";-;13;-;3327;-;-;-;-;-;-;-;-;-;-;-;-;578;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;633;-;-;-;-;-;-;4558
09/2025;qtd_aprovada;"420570 GAROPABA";2548;2701;73;27026;-;818;79;-;41;-;-;-;256;-;-;630;22126;442;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;51;-;-;8285;-;-;-;-;-;-;65078
09/2025;qtd_aprovada;"420580 GARUVA";454;34;476;14779;-;1110;443;-;-;-;-;-;228;-;-;323;14053;1454;-;-;-;-;281;-;-;-;7;-;6;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;3;-;-;2279;-;-;-;-;-;-;35949
09/2025;qtd_aprovada;"420590 GASPAR";199;624;68;8584;415;867;390;281;16;-;25;-;1643;-;-;183;29649;1380;6;-;-;-;652;12;-;-;128;-;5;-;-;-;-;-;-;-;-;-;170;-;-;-;-;-;-;-;-;-;-;3;-;-;2778;-;-;-;-;-;-;48078
09/2025;qtd_aprovada;"420600 GOVERNADOR CELSO RAMOS";944;80;-;5295;42;-;379;59;1;-;-;-;-;-;-;163;6521;770;-;-;-;-;5;-;-;-;3;-;7;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;20;-;-;7;-;-;-;-;-;-;14307
09/2025;qtd_aprovada;"420610 GRAO-PARA";-;6;21;1888;-;-;-;-;-;-;-;-;63;-;-;28;1036;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;3191
09/2025;qtd_aprovada;"420620 GRAVATAL";8032;132;582;5087;-;58;-;-;-;-;-;-;17;-;-;174;9632;74;-;-;-;-;659;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;21;-;-;1006;-;-;-;-;-;-;25543
09/2025;qtd_aprovada;"420630 GUABIRUBA";1432;116;86;15337;-;241;-;-;-;-;-;-;1;-;-;785;15208;-;-;-;-;-;722;-;-;-;23;-;6;-;39;-;-;1;-;-;-;-;54;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34052
09/2025;qtd_aprovada;"420640 GUARACIABA";-;83;-;7509;-;324;-;-;-;-;-;-;121;-;-;-;2806;564;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;2258;-;-;-;-;-;-;13716
09/2025;qtd_aprovada;"420650 GUARAMIRIM";10708;96;672;29939;64;2523;569;-;-;-;57;-;677;-;42;4757;74073;2400;6;-;-;-;3527;88;-;-;339;-;23;-;-;-;-;3;-;-;-;-;369;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130949
09/2025;qtd_aprovada;"420660 GUARUJA DO SUL";-;49;-;1354;-;-;-;-;-;-;-;-;7;-;-;13;1938;119;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;57;-;-;3821;-;-;-;-;-;-;7371
09/2025;qtd_aprovada;"420665 GUATAMBU";5587;-;135;2571;-;-;-;-;-;-;-;-;81;-;-;84;8479;207;-;-;-;-;890;1;-;-;19;-;2;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;18188
09/2025;qtd_aprovada;"420670 HERVAL D'OESTE";-;162;-;10894;-;837;-;-;-;-;-;-;-;-;-;-;10889;481;-;-;-;-;-;-;-;-;6;-;10;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;-;24084
09/2025;qtd_aprovada;"420675 IBIAM";1907;39;9;-;-;-;-;-;-;-;-;-;-;-;-;130;2640;45;-;-;-;-;114;121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;9;-;-;249;-;-;-;-;-;-;5274
09/2025;qtd_aprovada;"420680 IBICARE";-;20;-;3813;-;-;-;-;-;-;-;-;-;-;-;7;117;223;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1240;-;-;-;-;-;-;5422
09/2025;qtd_aprovada;"420690 IBIRAMA";21415;70;103;18728;-;1015;42;618;-;-;-;-;325;49;-;394;23301;330;34;-;-;32;792;-;-;-;150;-;10;-;-;2;19;14;1;-;-;-;48;3;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67502
09/2025;qtd_aprovada;"420700 ICARA";47006;178;640;25276;-;2616;607;170;-;-;8;-;439;-;-;1340;83156;2888;77;-;-;-;4110;161;-;-;175;-;43;61;-;-;-;-;-;-;-;-;302;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;169322
09/2025;qtd_aprovada;"420710 ILHOTA";1515;-;37;10051;-;-;-;-;-;-;-;-;83;-;-;410;10144;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22241
09/2025;qtd_aprovada;"420720 IMARUI";10195;47;170;3899;-;119;-;-;-;-;-;-;95;-;-;390;16929;132;-;-;-;-;505;74;-;-;16;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;19;-;-;3644;-;-;-;-;-;-;36287
09/2025;qtd_aprovada;"420730 IMBITUBA";33162;339;419;26233;-;1762;199;-;-;-;-;-;203;-;-;1083;46230;947;88;-;-;3;6247;10;-;-;103;-;13;-;10;-;7;-;-;-;-;-;417;-;6;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;117488
09/2025;qtd_aprovada;"420740 IMBUIA";-;20;-;3707;-;-;152;-;-;-;-;-;-;-;-;-;3080;-;-;-;-;-;20;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4467;-;-;-;-;-;-;11475
09/2025;qtd_aprovada;"420750 INDAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"420757 IOMERE";-;-;-;2472;-;-;-;-;-;-;-;-;-;-;-;-;221;392;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;1189;-;-;-;-;-;-;4285
09/2025;qtd_aprovada;"420760 IPIRA";-;77;-;3237;-;-;-;-;-;-;-;-;20;-;-;2;1432;-;-;-;-;-;-;-;-;-;12;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;4836
09/2025;qtd_aprovada;"420765 IPORA DO OESTE";-;326;2;11571;55;267;49;59;153;1;25;-;58;-;1;15;3465;1669;-;-;-;-;1;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;7501;-;-;-;-;-;-;25286
09/2025;qtd_aprovada;"420768 IPUACU";11246;24;77;4718;-;-;101;-;-;-;-;-;-;-;-;482;9528;453;-;-;-;-;659;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;23;-;-;1808;-;-;-;-;-;-;29163
09/2025;qtd_aprovada;"420770 IPUMIRIM";81;46;-;2439;-;295;77;-;-;-;-;-;31;-;-;46;2986;358;-;-;-;-;-;-;-;-;119;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;-;6987
09/2025;qtd_aprovada;"420775 IRACEMINHA";-;4;-;1419;-;-;19;-;1;-;-;-;5;-;-;-;1242;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1476;-;-;-;-;-;-;4232
09/2025;qtd_aprovada;"420780 IRANI";5644;82;66;9619;-;408;-;-;-;-;-;-;110;-;-;538;14370;-;6;-;-;-;786;18;-;-;36;-;4;-;-;-;-;-;-;-;-;-;44;-;26;-;-;-;-;-;-;-;-;24;-;-;2981;-;-;-;-;-;-;34762
09/2025;qtd_aprovada;"420785 IRATI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;1969;-;-;-;-;-;-;1983
09/2025;qtd_aprovada;"420790 IRINEOPOLIS";9508;37;104;4813;-;-;80;-;-;-;-;-;2;-;-;669;16549;443;-;-;-;-;865;-;-;-;44;-;9;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;36;-;-;1935;-;-;-;-;-;-;35208
09/2025;qtd_aprovada;"420800 ITA";-;-;-;5403;-;283;-;-;-;-;-;-;26;-;-;-;1917;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4000;-;-;-;-;-;-;11654
09/2025;qtd_aprovada;"420810 ITAIOPOLIS";-;73;-;1;-;468;-;-;-;-;-;-;38;-;-;-;2657;196;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1420;-;-;-;-;-;-;4853
09/2025;qtd_aprovada;"420820 ITAJAI";42603;2439;2946;269516;5436;16884;7421;2402;490;226;498;29;21796;77;2;2733;190865;4810;355;1316;3817;70;7017;506;-;-;517;-;4;331;1;64;88;-;-;-;-;2;391;72;103;44;52;-;-;-;62;-;-;345;43;-;-;-;-;-;-;-;-;586373
09/2025;qtd_aprovada;"420830 ITAPEMA";385;946;7;43417;477;4850;1823;418;137;-;195;-;956;-;-;-;31695;1375;88;-;-;-;639;-;-;-;28;-;1;145;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87732
09/2025;qtd_aprovada;"420840 ITAPIRANGA";-;3709;3;8089;100;805;184;29;128;-;2;-;54;-;-;8;3168;-;-;-;-;-;-;203;-;-;54;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;6022;-;-;-;-;-;-;22655
09/2025;qtd_aprovada;"420845 ITAPOA";-;-;-;1007;-;-;-;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1273
09/2025;qtd_aprovada;"420850 ITUPORANGA";33618;909;251;13740;-;1421;91;150;-;-;8;-;334;-;-;529;23367;669;33;-;-;-;1669;609;-;-;116;-;15;-;-;-;2;12;-;-;-;-;387;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77958
09/2025;qtd_aprovada;"420860 JABORA";4818;-;35;3201;-;27;-;-;-;-;-;-;-;-;-;217;5546;119;-;-;-;-;349;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;478;-;-;-;-;-;-;14812
09/2025;qtd_aprovada;"420870 JACINTO MACHADO";9756;1;165;6284;-;99;-;-;-;-;-;-;52;-;-;561;11994;381;-;-;-;-;448;199;-;-;36;-;-;-;-;-;-;-;-;-;-;-;72;-;1;-;-;-;-;-;-;-;-;14;-;-;2384;-;-;-;-;-;-;32447
09/2025;qtd_aprovada;"420880 JAGUARUNA";13674;103;730;9241;-;928;48;-;-;-;-;-;241;-;-;605;37598;345;-;-;-;-;1419;216;-;-;86;-;17;604;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;66018
09/2025;qtd_aprovada;"420890 JARAGUA DO SUL";36540;954;9308;105452;2279;9343;2350;1064;258;67;296;-;8314;263;-;11272;242956;10920;343;878;1610;101;6294;575;-;-;721;17;49;118;1;6;-;12;-;-;-;-;432;-;28;4;3;-;-;-;14;-;-;57;6;-;5304;-;-;-;-;-;-;458209
09/2025;qtd_aprovada;"420895 JARDINOPOLIS";-;300;-;1329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4152;-;-;-;-;-;-;5781
09/2025;qtd_aprovada;"420900 JOACABA";314;337;525;34229;7061;2613;1307;1765;265;50;175;-;1570;107;1;647;31783;1890;364;1804;-;48;3;801;-;-;748;-;36;108;-;19;23;13;-;-;-;-;16;1;69;-;-;-;-;4;4;-;-;130;-;-;4025;-;-;-;-;-;-;92855
09/2025;qtd_aprovada;"420910 JOINVILLE";3879;15;25428;296929;8396;27097;10606;4529;2102;575;2223;10;49765;82;11;15679;481918;35460;503;2107;5421;55;2963;265;-;-;1915;-;236;1216;162;426;135;107;-;-;9;1;636;9;1387;52;443;21;96;-;308;-;-;304;268;-;-;-;-;-;-;-;-;983749
09/2025;qtd_aprovada;"420915 JOSE BOITEUX";-;15;-;4838;-;-;-;-;-;-;-;-;-;-;-;-;1243;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;6138
09/2025;qtd_aprovada;"420917 JUPIA";841;15;45;-;-;-;-;-;-;-;-;-;-;-;-;855;4348;388;-;-;-;-;332;1;-;-;5;-;8;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;16;-;-;1000;-;-;-;-;-;-;7875
09/2025;qtd_aprovada;"420920 LACERDOPOLIS";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;544
09/2025;qtd_aprovada;"420930 LAGES";15362;59;657;149161;2230;6956;4147;2157;1840;151;485;8;2668;49;16;6906;126448;39148;580;1052;2294;20;3903;662;-;-;271;-;27;174;3;1;4;3;-;-;-;2;247;-;66;19;-;-;-;-;-;-;-;178;31;-;8000;-;-;-;-;-;-;375985
09/2025;qtd_aprovada;"420940 LAGUNA";86;153;180;18857;169;1046;845;23;9;-;-;-;6172;-;-;37;12430;67;1;-;-;-;323;-;-;-;279;-;4;223;2;2;4;-;-;-;-;-;173;-;5;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;41110
09/2025;qtd_aprovada;"420945 LAJEADO GRANDE";692;-;37;-;-;-;-;-;-;-;-;-;-;-;-;124;4102;264;-;-;-;-;176;46;-;-;-;-;1;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;5482
09/2025;qtd_aprovada;"420950 LAURENTINO";-;135;-;5707;-;-;-;-;-;-;-;-;-;-;-;-;784;998;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;7660
09/2025;qtd_aprovada;"420960 LAURO MULLER";10212;39;161;850;-;-;-;-;-;-;-;-;305;-;-;677;24159;674;-;-;-;-;959;-;-;-;8;-;12;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;38150
09/2025;qtd_aprovada;"420970 LEBON REGIS";-;-;-;232;-;243;-;-;-;-;-;-;51;-;-;96;5312;-;-;-;-;-;-;-;-;-;65;-;10;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6015
09/2025;qtd_aprovada;"420980 LEOBERTO LEAL";-;68;-;2163;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2859;-;-;-;-;-;-;5107
09/2025;qtd_aprovada;"420985 LINDOIA DO SUL";40;184;-;3666;-;120;20;-;-;-;-;-;66;-;-;-;1333;224;-;-;-;-;-;-;-;-;8;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;369;-;-;-;-;-;-;6033
09/2025;qtd_aprovada;"420990 LONTRAS";-;58;-;11867;-;-;-;-;-;-;-;-;18;-;-;-;3658;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;15647
09/2025;qtd_aprovada;"421000 LUIZ ALVES";127;151;5;4069;-;321;64;-;-;-;-;-;213;-;-;34;8512;2256;-;-;-;-;-;351;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;469;-;-;-;-;-;-;16644
09/2025;qtd_aprovada;"421003 LUZERNA";-;95;-;1238;-;-;-;-;-;-;-;-;-;-;-;-;659;-;-;-;1217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;3234
