periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"330530 SAO SEBASTIAO DO ALTO";1910;18;1461;8427;-;1552;198;-;-;-;14;-;862;-;-;1397;20434;569;394;-;-;-;77;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37563
09/2025;qtd_aprovada;"330540 SAPUCAIA";6260;107;576;20015;-;666;365;49;30;-;23;-;2869;-;-;1266;18560;178;-;-;-;-;853;19;-;-;596;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;25;-;-;1528;-;-;-;-;-;46;54065
09/2025;qtd_aprovada;"330550 SAQUAREMA";8410;764;285;89891;113;9351;4479;1794;168;-;383;1;5738;-;-;13301;143659;5198;146;-;-;-;3564;3972;-;-;514;-;8;245;-;9;3;-;-;-;-;-;122;-;332;-;-;-;-;-;-;-;170;71;-;-;740;-;95;38;-;-;-;293564
09/2025;qtd_aprovada;"330555 SEROPEDICA";53;281;39;1862;-;1088;366;-;-;-;-;-;770;-;-;2801;54002;2972;-;-;-;-;518;-;-;-;79;-;6;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64890
09/2025;qtd_aprovada;"330560 SILVA JARDIM";51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;366;13813;398;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;14660
09/2025;qtd_aprovada;"330570 SUMIDOURO";396;236;144;-;-;711;-;-;-;-;-;-;39;-;-;114;23770;877;266;-;-;-;475;1;-;-;82;-;2;-;-;-;-;-;-;-;-;-;46;-;30;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;27204
09/2025;qtd_aprovada;"330575 TANGUA";575;46;-;20189;19;1554;215;-;-;-;24;-;98;-;9;2164;18054;5920;67;-;-;-;437;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;49619
09/2025;qtd_aprovada;"330580 TERESOPOLIS";35875;-;2357;76196;1599;7846;4954;2133;488;-;119;-;5080;44;-;1646;252466;28896;234;1229;1684;24;3569;1;-;-;984;-;6;208;-;2;2;1;1;-;-;-;329;-;224;15;-;-;-;-;-;-;-;2387;34;-;-;-;-;-;-;-;-;430633
09/2025;qtd_aprovada;"330590 TRAJANO DE MORAES";-;-;-;1673;-;304;439;19;7;-;14;-;195;-;-;122;11471;509;6;-;-;-;-;-;-;-;31;-;5;-;-;56;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;389;-;-;-;-;-;-;15245
09/2025;qtd_aprovada;"330600 TRES RIOS";336;451;12856;61989;416;3240;182;545;470;-;178;-;994;-;-;5;83958;-;130;-;1551;-;129;23;-;-;88;-;5;-;572;-;15;-;-;-;-;-;14;-;85;24;-;-;-;-;-;-;-;2014;41;-;-;-;-;335;-;-;-;170646
09/2025;qtd_aprovada;"330610 VALENCA";632;441;22;53496;1786;3002;312;874;-;-;30;-;4900;1;-;647;51859;2267;171;-;1413;1;1244;1;-;-;445;-;22;-;-;-;2;4;-;-;-;-;392;-;-;13;-;-;-;-;-;-;-;78;15;-;1780;-;-;-;-;-;-;125850
09/2025;qtd_aprovada;"330615 VARRE-SAI";39;-;-;4252;-;847;179;-;-;-;-;-;206;-;-;-;8624;331;43;-;-;-;91;-;-;-;631;-;23;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;15330
09/2025;qtd_aprovada;"330620 VASSOURAS";33645;122;370;32069;26;1415;434;582;-;-;127;-;579;1464;-;1985;24024;2907;39;1375;763;831;229;-;-;-;52;-;5;-;2;-;3;-;-;-;3;-;95;1;-;4;-;-;-;-;-;-;-;13;10;-;-;-;8;19;-;-;-;103201
09/2025;qtd_aprovada;"330630 VOLTA REDONDA";12168;375;500;230316;1410;15571;9338;4497;2157;194;1542;-;26276;1676;4;4076;270524;15011;1618;1622;3712;1283;5064;474;-;-;901;-;89;1066;-;54;32;63;-;-;1;-;495;5;710;60;-;-;40;-;-;-;-;8439;110;-;7265;-;-;252;119;-;2932;632041
09/2025;qtd_aprovada;" MUNICIPIO IGNORADO - SP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350010 ADAMANTINA";14559;1;2899;19361;-;2617;313;421;380;-;94;-;518;463;-;1067;48935;3718;116;-;995;426;806;41;-;-;123;-;5;56;-;-;8;-;-;-;-;-;81;-;77;7;-;-;-;-;-;-;-;100;11;-;13162;-;-;-;-;-;-;111360
09/2025;qtd_aprovada;"350020 ADOLFO";8639;-;468;-;-;13;-;-;-;-;-;-;-;-;-;820;10102;-;-;-;-;-;563;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;9;-;-;2520;-;-;-;-;-;-;23189
09/2025;qtd_aprovada;"350030 AGUAI";11064;74;2807;18748;-;1788;450;-;-;-;-;-;338;-;-;2173;39265;723;33;-;-;-;982;-;-;-;301;-;-;-;-;-;-;-;-;-;-;-;152;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78920
09/2025;qtd_aprovada;"350040 AGUAS DA PRATA";698;-;23;4914;-;939;225;-;-;-;-;-;4;-;-;185;4425;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11624
09/2025;qtd_aprovada;"350050 AGUAS DE LINDOIA";-;-;-;-;-;1061;-;-;-;-;-;-;145;-;-;-;4839;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6045
09/2025;qtd_aprovada;"350055 AGUAS DE SANTA BARBARA";483;-;121;2718;-;-;-;-;-;-;-;-;-;-;-;417;8326;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12212
09/2025;qtd_aprovada;"350060 AGUAS DE SAO PEDRO";935;80;418;5962;-;476;163;-;-;-;-;-;114;-;-;185;15604;296;-;-;-;-;163;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24415
09/2025;qtd_aprovada;"350070 AGUDOS";9775;101;826;1821;-;1704;421;-;-;-;15;-;1356;-;-;1890;59940;1134;28;-;-;-;1168;1;-;-;166;-;4;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;80473
09/2025;qtd_aprovada;"350075 ALAMBARI";3608;969;374;2355;-;4;59;-;-;-;-;-;25;-;-;367;8630;335;-;-;-;-;418;-;-;-;4;-;3;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;17252
09/2025;qtd_aprovada;"350080 ALFREDO MARCONDES";-;162;-;1879;-;-;62;-;-;-;-;-;181;-;-;-;158;205;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;160;-;-;-;-;-;-;2995
09/2025;qtd_aprovada;"350090 ALTAIR";848;-;66;-;-;80;-;-;-;-;-;-;-;-;-;800;5859;444;-;-;-;-;166;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8303
09/2025;qtd_aprovada;"350100 ALTINOPOLIS";5115;468;1268;12706;-;1029;210;-;-;-;-;-;211;-;-;591;30497;532;-;-;-;-;954;-;-;-;89;-;1;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;12;-;-;1487;-;-;-;-;-;-;55263
09/2025;qtd_aprovada;"350110 ALTO ALEGRE";274;119;-;4033;-;984;-;-;-;-;-;-;-;-;-;-;-;302;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5715
09/2025;qtd_aprovada;"350115 ALUMINIO";-;18;-;7382;-;933;230;-;-;-;-;-;215;-;-;135;10307;295;32;-;-;-;-;-;-;-;17;-;13;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;19591
09/2025;qtd_aprovada;"350120 ALVARES FLORENCE";24;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;604;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;845
09/2025;qtd_aprovada;"350130 ALVARES MACHADO";4017;70;-;14926;-;201;84;-;-;-;-;-;358;-;-;1;14938;750;1;-;-;-;-;1025;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;36510
09/2025;qtd_aprovada;"350140 ALVARO DE CARVALHO";2015;-;266;-;-;2;-;-;-;-;-;-;-;-;-;402;7150;165;-;-;-;-;87;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;2;-;-;62;-;-;-;-;-;-;10179
09/2025;qtd_aprovada;"350150 ALVINLANDIA";-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;195
09/2025;qtd_aprovada;"350160 AMERICANA";2541;775;6939;112775;1407;10374;1995;744;326;123;325;-;7575;741;-;2786;136325;6482;372;522;1174;694;-;187;-;-;471;-;151;78;3;415;26;20;-;-;-;-;1;-;33;6;-;-;-;-;-;-;-;122;3;-;-;-;333;769;18;41;170;297842
09/2025;qtd_aprovada;"350170 AMERICO BRASILIENSE";167;178;93;10645;2;460;834;854;-;-;348;-;4015;-;-;174;25832;228;1;-;-;10;-;-;-;-;97;14;19;148;3;-;1;7;3;-;-;11;-;-;-;1;-;-;-;-;-;-;11;45;-;-;-;-;18;44;-;12;155;44430
09/2025;qtd_aprovada;"350180 AMERICO DE CAMPOS";-;-;-;3025;-;-;-;-;-;-;-;-;-;-;-;-;697;430;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;700;-;-;-;-;-;-;4881
09/2025;qtd_aprovada;"350190 AMPARO";230;951;55;45079;315;2898;948;732;-;-;239;-;1839;-;-;212;43071;1996;3;-;1955;-;-;83;-;-;310;-;2;121;-;-;-;1;-;-;5;-;-;-;-;17;-;-;-;-;-;-;-;-;11;-;-;-;45;55;67;20;-;101260
09/2025;qtd_aprovada;"350200 ANALANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350210 ANDRADINA";13834;360;1271;18128;589;2117;1156;731;22;-;490;-;3360;-;-;6948;79263;2627;360;-;-;-;1639;20;-;-;220;-;19;502;-;53;16;17;-;-;-;-;172;-;-;1;-;-;-;-;-;-;-;154;-;-;-;-;-;21;44;7;10;134151
09/2025;qtd_aprovada;"350220 ANGATUBA";40;60;10;18188;-;1301;-;-;-;-;-;-;249;-;-;127;16526;560;-;-;-;-;-;-;-;-;40;-;8;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37112
09/2025;qtd_aprovada;"350230 ANHEMBI";2965;16;445;-;-;2;133;-;-;-;-;-;39;-;-;1201;13945;477;-;-;-;-;147;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19407
09/2025;qtd_aprovada;"350240 ANHUMAS";1838;31;14;2210;-;-;-;-;-;-;-;-;-;-;-;269;2901;745;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;461;-;-;-;-;-;-;8559
09/2025;qtd_aprovada;"350250 APARECIDA";2391;-;305;44764;-;3043;744;732;-;-;-;-;9037;-;-;328;44741;1465;2830;-;-;-;718;-;-;-;392;-;3;263;6;2;-;33;-;-;6;-;91;1;204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112099
09/2025;qtd_aprovada;"350260 APARECIDA D'OESTE";89;7;-;-;-;69;101;-;-;-;-;-;40;-;-;3;4154;100;3;-;-;-;460;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;5150
09/2025;qtd_aprovada;"350270 APIAI";749;49;-;1797;-;1381;37;-;-;-;-;-;299;-;-;153;8407;487;19;-;-;-;196;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;13877
09/2025;qtd_aprovada;"350275 ARACARIGUAMA";2206;232;2198;14191;-;1713;147;-;-;-;-;-;522;-;-;1686;42413;478;12;-;-;-;63;-;-;-;26;-;6;-;-;-;-;-;-;-;3;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65915
09/2025;qtd_aprovada;"350280 ARACATUBA";2935;1301;1064;130322;2808;15066;2363;1493;849;316;391;7;7749;112;2998;3740;131018;2172;447;1182;3919;56;3330;367;-;-;470;-;116;402;54;4;6;-;-;-;1;-;780;12;113;26;-;-;-;-;-;-;1442617;3686;34;-;15616;-;85;-;26;21;-;1780074
09/2025;qtd_aprovada;"350290 ARACOIABA DA SERRA";197;71;-;27782;-;1523;333;-;-;-;-;-;151;-;-;636;30733;977;77;-;-;-;-;-;-;-;130;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62613
09/2025;qtd_aprovada;"350300 ARAMINA";-;6;-;1947;-;182;7;15;2;-;-;-;-;-;-;-;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191;-;-;-;-;-;-;2581
09/2025;qtd_aprovada;"350310 ARANDU";503;40;353;-;-;11;-;-;-;-;-;-;23;-;-;53;6194;-;-;-;-;-;168;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7386
09/2025;qtd_aprovada;"350315 ARAPEI";78;5;23;-;-;1;112;-;-;-;-;-;31;-;-;80;3455;215;-;-;-;-;138;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;21;-;-;4271;-;-;-;-;-;-;8610
09/2025;qtd_aprovada;"350320 ARARAQUARA";13973;1913;3134;178230;4920;6258;2681;819;494;153;323;13;21920;2644;-;2222;169714;13998;828;1074;3636;1612;1505;66;-;-;684;-;142;861;-;52;26;2;-;-;-;-;51;-;9;35;-;-;-;-;-;-;1348449;1857;35;-;-;-;11;-;-;20;19;1784383
09/2025;qtd_aprovada;"350330 ARARAS";15478;948;1843;49301;238;5793;2077;796;191;74;130;-;7484;64;-;2617;100478;452;33;555;1221;62;1642;3;-;-;53;-;25;189;-;7;1;-;1;-;6;-;108;-;-;9;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;191888
09/2025;qtd_aprovada;"350335 ARCO-IRIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"350340 AREALVA";-;73;11;170;-;264;363;-;-;-;-;-;5048;-;-;308;9513;-;181;-;-;-;-;-;-;-;-;-;-;491;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;16552
09/2025;qtd_aprovada;"350350 AREIAS";58;28;-;-;-;-;83;-;-;-;-;-;13;-;-;-;3387;281;-;-;-;-;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;4154
09/2025;qtd_aprovada;"350360 AREIOPOLIS";11143;-;283;-;-;436;68;-;-;-;-;-;70;-;-;758;13251;154;-;-;-;-;1838;-;-;-;11;-;7;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;220;-;-;78;-;-;-;-;-;-;28355
09/2025;qtd_aprovada;"350370 ARIRANHA";24;26;94;2848;-;7;-;-;-;-;-;-;-;-;-;369;14169;202;-;-;-;-;59;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;1001;-;-;-;-;-;-;18824
09/2025;qtd_aprovada;"350380 ARTUR NOGUEIRA";9852;-;1494;20885;-;2589;83;-;-;-;-;-;198;-;-;1321;36951;738;-;-;-;-;1607;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75907
09/2025;qtd_aprovada;"350390 ARUJA";12550;7704;1180;11206;-;1967;1407;50;-;-;-;-;740;-;-;4450;76286;3137;-;-;-;-;2;1;-;-;214;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;120919
09/2025;qtd_aprovada;"350395 ASPASIA";-;13;-;465;-;-;-;-;-;-;-;-;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;670
09/2025;qtd_aprovada;"350400 ASSIS";9927;447;485;78712;1531;7256;2288;1279;-;-;396;-;10608;506;-;2238;75810;1363;180;394;1609;727;-;154;-;-;245;-;-;264;-;-;2;3;-;-;-;-;-;-;8;3;-;-;-;-;-;-;824237;11;10;-;-;-;64;247;59;85;72;1021220
09/2025;qtd_aprovada;"350410 ATIBAIA";394;5122;230;82956;566;8225;3748;1767;-;-;431;2;6715;-;-;646;83180;2765;5;-;-;19;74;67;-;-;110;-;-;277;260;-;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;11478;-;23;6;136;41;-;209267
09/2025;qtd_aprovada;"350420 AURIFLAMA";1343;122;-;2373;-;736;213;-;-;-;-;-;253;-;-;358;11894;473;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4665;-;-;-;-;-;-;22469
09/2025;qtd_aprovada;"350430 AVAI";1048;55;-;-;-;14;-;-;-;-;-;-;-;-;-;95;4151;-;-;-;-;-;514;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;6102
09/2025;qtd_aprovada;"350440 AVANHANDAVA";-;17;-;-;-;-;193;-;-;-;-;-;-;-;-;-;246;242;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1691;-;-;-;-;-;-;2393
09/2025;qtd_aprovada;"350450 AVARE";1786;302;1370;55091;265;2402;1266;993;25;-;264;-;5774;28;-;1035;70038;3776;222;-;2000;42;30;165;-;-;258;-;1;416;-;-;5;17;-;-;-;-;19;-;-;11;-;-;-;-;-;-;-;-;7;-;-;-;58;47;132;52;299;148196
09/2025;qtd_aprovada;"350460 BADY BASSITT";8539;951;4;27833;-;1225;273;-;-;-;-;-;585;-;3;758;15330;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55649
09/2025;qtd_aprovada;"350470 BALBINOS";995;15;97;-;-;-;-;-;-;-;-;-;-;-;-;194;1772;58;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;935;-;-;-;-;-;-;4093
09/2025;qtd_aprovada;"350480 BALSAMO";2548;56;109;3106;-;-;85;-;-;-;-;-;-;-;-;507;21350;-;-;-;-;-;12;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1706;-;-;-;-;-;-;29482
09/2025;qtd_aprovada;"350490 BANANAL";19;28;-;4852;-;623;67;-;-;-;-;-;50;-;-;609;7993;487;-;-;-;-;162;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;25;-;-;5544;-;-;-;-;-;-;20567
09/2025;qtd_aprovada;"350500 BARAO DE ANTONINA";12;32;13;1072;-;-;106;2;-;-;9;-;-;-;-;-;739;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1556;-;-;-;-;-;-;3541
09/2025;qtd_aprovada;"350510 BARBOSA";830;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;179;664;-;-;-;-;36;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;1073;-;-;-;-;-;-;2896
09/2025;qtd_aprovada;"350520 BARIRI";12596;83;496;4941;-;2127;165;-;-;-;-;-;452;-;-;1166;43165;184;-;-;-;-;961;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;10;-;-;8837;-;-;-;-;-;-;75257
09/2025;qtd_aprovada;"350530 BARRA BONITA";5719;-;806;2242;-;2103;339;86;24;-;72;-;454;-;-;1742;38297;1872;15;-;-;-;1364;16;-;-;253;-;23;-;-;-;5;-;-;-;-;-;217;-;25;-;-;-;-;-;-;-;-;320;-;-;-;-;-;-;74;-;-;56068
09/2025;qtd_aprovada;"350535 BARRA DO CHAPEU";-;-;-;300;-;-;54;-;-;-;-;-;-;-;-;11;1270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1635
09/2025;qtd_aprovada;"350540 BARRA DO TURVO";-;11;208;2377;-;278;-;-;-;-;-;-;106;-;-;500;5191;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8686
09/2025;qtd_aprovada;"350550 BARRETOS";55544;-;1165;153656;31227;14906;4666;6778;927;1769;1342;13;5653;6923;-;3417;187930;3569;264;6173;2160;3429;4597;16;-;18;2460;-;90;656;-;188;14;54;1;-;26;8;756;15;1095;29;874;-;-;-;16;-;1013187;185;21;-;-;-;-;150;41;80;58;1516146
09/2025;qtd_aprovada;"350560 BARRINHA";2814;-;92;8441;-;56;23;-;-;-;-;-;113;-;-;958;24835;592;-;-;-;-;534;-;-;-;36;-;6;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;299;-;-;-;-;-;-;38854
09/2025;qtd_aprovada;"350570 BARUERI";42096;1042;40961;497164;3901;30248;18701;5034;751;-;2045;-;25715;248;-;23816;561402;6948;635;-;3606;10;8966;1580;-;-;592;-;103;219;1;11;-;-;-;-;-;-;740;-;201;19;-;-;-;-;-;-;-;88;10;-;96;64;-;-;-;-;-;1277013
09/2025;qtd_aprovada;"350580 BASTOS";169;-;4;11863;3;1351;130;-;-;-;-;-;171;-;-;373;18748;1081;-;-;-;-;-;-;-;-;7;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1360;-;-;7;-;25;-;35325
09/2025;qtd_aprovada;"350590 BATATAIS";10513;261;1405;5977;60;4349;1854;310;91;-;49;-;539;-;-;4269;86712;1870;233;-;1718;-;864;19;-;-;84;-;25;-;-;-;3;-;-;-;-;-;123;-;49;6;-;-;-;-;-;-;-;6;2;-;-;-;-;-;-;-;-;121391
09/2025;qtd_aprovada;"350600 BAURU";19917;1629;1962;213113;2778;14844;5004;2908;343;497;1035;-;18306;4487;2509;7993;299516;3579;301;1403;4672;2512;7762;489;-;-;676;-;162;593;1;90;50;35;-;-;-;99;714;-;161;36;24;-;-;-;15;1;1942379;2514;100;-;713;-;6;110;61;36;27;2566162
