periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
04/2025;qtd_aprovada;"292440 PILAO ARCADO";-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;365
04/2025;qtd_aprovada;"292450 PINDAI";-;82;-;931;-;114;-;-;-;-;-;-;214;-;-;17;906;254;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;413;-;-;-;-;-;2975
04/2025;qtd_aprovada;"292460 PINDOBACU";-;64;-;11568;-;341;256;-;-;-;-;-;32;-;-;-;7271;138;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4200;-;-;-;-;-;24044
04/2025;qtd_aprovada;"292465 PINTADAS";111;17;287;132;-;120;-;-;-;-;-;-;-;-;-;195;3249;-;-;-;-;-;273;-;-;-;42;-;2;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-;17;-;-;378;-;-;-;-;-;5163
04/2025;qtd_aprovada;"292467 PIRAI DO NORTE";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;368;-;-;-;-;-;402
04/2025;qtd_aprovada;"292470 PIRIPA";24;20;-;-;-;-;36;-;-;-;-;-;27;-;-;330;1620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;487;-;-;-;-;-;2594
04/2025;qtd_aprovada;"292480 PIRITIBA";-;-;-;2063;-;-;72;-;-;-;-;-;85;-;-;-;2219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;857;-;-;-;-;-;5296
04/2025;qtd_aprovada;"292490 PLANALTINO";-;43;-;1493;-;-;-;-;-;-;-;-;-;-;-;-;2289;-;-;-;-;-;-;-;-;-;213;-;42;-;5;-;-;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4094
04/2025;qtd_aprovada;"292500 PLANALTO";4364;15;-;2157;-;390;262;-;-;-;-;-;66;-;-;47;8954;-;-;-;-;-;-;310;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;6031;-;-;-;-;-;22669
04/2025;qtd_aprovada;"292510 POCOES";16857;253;-;7251;-;1010;365;-;-;-;-;-;247;-;-;224;16127;11639;-;-;-;-;16247;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;345;-;-;-;-;-;-;-;-;-;-;-;-;-;1518;-;-;-;-;-;72188
04/2025;qtd_aprovada;"292520 POJUCA";-;595;215;6677;164;308;305;-;-;-;21;-;322;-;-;57;10280;1316;-;-;-;-;101;34;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;20574
04/2025;qtd_aprovada;"292525 PONTO NOVO";-;18;-;3793;-;91;283;-;-;-;-;-;7;-;-;-;3531;783;-;-;-;-;13;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;4958;-;-;-;-;-;13602
04/2025;qtd_aprovada;"292530 PORTO SEGURO";2524;550;1403;33781;1354;3612;1370;638;46;-;217;-;2391;22;-;6349;127920;3293;426;-;-;11;461;91;-;-;478;-;8;257;-;16;40;-;-;-;-;6;104;1;34;-;-;-;-;-;-;-;-;10;-;-;19653;-;-;-;-;-;207066
04/2025;qtd_aprovada;"292540 POTIRAGUA";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;401;-;-;-;-;-;422
04/2025;qtd_aprovada;"292550 PRADO";224;97;-;1984;-;393;23;-;-;-;-;-;-;-;-;-;13839;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16857
04/2025;qtd_aprovada;"292560 PRESIDENTE DUTRA";4870;79;-;2;-;-;-;-;-;-;-;-;-;-;-;2;1523;143;-;-;-;-;112;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;519;-;-;-;-;-;7316
04/2025;qtd_aprovada;"292570 PRESIDENTE JANIO QUADROS";-;78;-;1428;-;-;-;-;-;-;-;-;50;-;-;332;4309;128;-;-;-;-;-;-;3;-;19;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;610;-;-;-;-;-;7001
04/2025;qtd_aprovada;"292575 PRESIDENTE TANCREDO NEVES";13;113;-;-;-;-;-;-;-;-;-;-;22;-;-;701;8004;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1734;-;-;-;-;-;10633
04/2025;qtd_aprovada;"292580 QUEIMADAS";-;10;-;2719;-;250;-;-;-;-;-;-;-;-;-;-;1363;387;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;977;-;-;-;-;-;5706
04/2025;qtd_aprovada;"292590 QUIJINGUE";-;81;46;-;-;188;106;-;-;-;-;-;47;-;-;3;7108;113;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2700;-;-;-;-;-;10427
04/2025;qtd_aprovada;"292593 QUIXABEIRA";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;277;-;-;-;-;-;332
04/2025;qtd_aprovada;"292595 RAFAEL JAMBEIRO";-;43;-;1474;-;-;185;-;-;-;-;-;121;-;-;449;4069;56;7;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1143;-;-;-;-;-;7595
04/2025;qtd_aprovada;"292600 REMANSO";-;63;-;7525;913;482;345;-;-;-;-;-;223;-;-;1072;10659;609;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15588;-;-;-;-;-;37552
04/2025;qtd_aprovada;"292610 RETIROLANDIA";-;4;-;309;-;138;80;-;-;-;-;-;185;-;-;-;2582;250;10;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;625;-;-;-;-;-;4194
04/2025;qtd_aprovada;"292620 RIACHAO DAS NEVES";-;-;-;2203;-;244;-;-;-;-;-;-;-;-;-;351;6613;-;2;-;-;-;-;-;-;-;31;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9449
04/2025;qtd_aprovada;"292630 RIACHAO DO JACUIPE";7200;71;2;6692;-;383;83;-;-;-;-;-;-;-;-;39;4053;385;306;-;-;-;-;-;-;-;5;-;1;-;-;2;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19231
04/2025;qtd_aprovada;"292640 RIACHO DE SANTANA";-;166;-;3971;-;1630;138;-;-;-;-;-;275;-;-;319;6571;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2095;-;-;-;-;-;15165
04/2025;qtd_aprovada;"292650 RIBEIRA DO AMPARO";-;6;-;-;-;-;-;-;-;-;-;-;51;-;-;527;4508;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1369;-;-;-;-;-;6475
04/2025;qtd_aprovada;"292660 RIBEIRA DO POMBAL";-;16;8;16018;3;3433;2856;1908;850;-;250;-;1181;-;-;59;23923;10351;-;-;2962;7;-;-;-;-;49;-;35;-;-;-;-;-;-;-;-;-;-;-;20;20;-;-;-;-;-;-;-;64;50;-;1800;-;-;-;-;-;65863
04/2025;qtd_aprovada;"292665 RIBEIRAO DO LARGO";27;38;-;1119;-;-;-;-;-;-;-;-;-;-;-;282;4873;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;557;-;-;-;-;-;6896
04/2025;qtd_aprovada;"292670 RIO DE CONTAS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2470;79;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;811;-;-;-;-;-;3369
04/2025;qtd_aprovada;"292680 RIO DO ANTONIO";-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;19;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;576;-;-;-;-;-;906
04/2025;qtd_aprovada;"292690 RIO DO PIRES";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;18;2367;607;-;-;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3009
04/2025;qtd_aprovada;"292700 RIO REAL";6102;300;-;5771;-;595;132;-;-;-;-;-;47;-;-;654;23929;-;31;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;821;-;-;-;-;-;38393
04/2025;qtd_aprovada;"292710 RODELAS";1;28;-;-;-;-;51;-;-;-;-;-;-;-;-;15;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1526;-;-;-;-;-;1707
04/2025;qtd_aprovada;"292720 RUY BARBOSA";-;89;-;2814;-;556;-;-;-;-;-;-;-;-;-;-;6469;3721;132;-;-;-;68;-;-;-;95;-;-;-;-;-;1;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;3878;-;-;-;-;-;17843
04/2025;qtd_aprovada;"292730 SALINAS DA MARGARIDA";2;70;-;-;-;-;-;-;-;-;-;-;-;-;-;3137;3266;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;502;-;-;-;-;-;7001
04/2025;qtd_aprovada;"292740 SALVADOR";49061;2682;23044;1767141;28743;88150;93754;12091;4984;1431;7021;1521;142937;100204;40;60892;1682849;78821;24130;14171;23760;32701;11518;14028;-;-;12739;-;3521;6055;27;268;161;170;-;-;18;11;2973;113;1971;149;3391;201;177;-;809;-;2136671;35210;428;-;-;-;-;-;-;-;6470737
04/2025;qtd_aprovada;"292750 SANTA BARBARA";-;9;-;-;-;-;-;-;-;-;-;-;51;-;-;-;870;940;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1870
04/2025;qtd_aprovada;"292760 SANTA BRIGIDA";37;19;-;1687;-;-;12;-;-;-;-;-;39;-;-;172;2691;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;4683
04/2025;qtd_aprovada;"292770 SANTA CRUZ CABRALIA";3018;168;3;3829;-;-;138;2;27;-;18;-;468;-;-;663;8638;489;-;-;-;-;-;-;-;-;340;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1608;-;-;-;-;-;19420
04/2025;qtd_aprovada;"292780 SANTA CRUZ DA VITORIA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;212
04/2025;qtd_aprovada;"292790 SANTA INES";6;11;-;1886;-;79;83;-;-;-;-;-;67;-;-;-;8195;840;-;-;-;-;214;185;-;-;18;-;6;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;107;-;-;1822;-;-;-;-;-;13529
04/2025;qtd_aprovada;"292800 SANTALUZ";3;24;-;-;382;574;87;-;-;-;-;-;1714;-;-;94;6976;-;4832;-;-;-;-;-;-;-;32;-;-;345;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15071
04/2025;qtd_aprovada;"292805 SANTA LUZIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;421;-;-;-;-;-;421
04/2025;qtd_aprovada;"292810 SANTA MARIA DA VITORIA";-;211;36;11253;-;1213;1381;510;533;-;199;-;4909;48;-;37;15059;300;2474;-;-;22;-;62;-;-;72;-;-;419;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76986;41;-;-;9600;-;-;-;-;-;125365
04/2025;qtd_aprovada;"292820 SANTANA";-;51;-;1;-;35;188;-;-;-;-;-;37;-;-;-;5053;114;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5502
04/2025;qtd_aprovada;"292830 SANTANOPOLIS";-;1;-;1535;-;-;-;-;-;-;-;-;-;-;-;25;494;-;-;-;-;-;50;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;25;-;-;84;-;-;-;-;-;2220
04/2025;qtd_aprovada;"292840 SANTA RITA DE CASSIA";8150;538;767;5799;13;501;260;-;-;-;-;-;181;-;-;175;24564;-;1;-;-;-;65;-;-;-;110;-;5;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41148
04/2025;qtd_aprovada;"292850 SANTA TEREZINHA";-;11;-;2981;-;187;114;-;-;-;-;-;97;-;-;634;4911;-;-;-;-;-;-;-;-;-;22;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1318;-;-;-;-;-;10308
04/2025;qtd_aprovada;"292860 SANTO AMARO";270;-;-;1993;-;-;-;-;-;-;-;-;-;-;-;75;10668;6372;-;-;2286;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;22;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;21915
04/2025;qtd_aprovada;"292870 SANTO ANTONIO DE JESUS";727;347;204;55463;426;7346;1186;1692;603;-;138;-;3070;-;-;840;79406;16925;9;525;3522;4;226;-;-;-;730;-;26;42;-;-;-;-;-;-;-;-;161;60;-;41;-;-;-;-;-;-;132227;20;110;-;2997;-;-;-;-;-;309073
04/2025;qtd_aprovada;"292880 SANTO ESTEVAO";667;60;-;11768;-;671;-;-;-;-;-;-;280;-;-;791;30743;5237;-;-;1722;-;420;-;-;-;179;-;4;-;-;-;-;-;-;-;-;-;348;-;-;17;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;52932
04/2025;qtd_aprovada;"292890 SAO DESIDERIO";2879;147;-;20182;136;746;490;104;77;-;34;-;155;-;-;34;7609;228;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;853;-;-;-;-;-;33682
04/2025;qtd_aprovada;"292895 SAO DOMINGOS";-;-;77;1488;-;184;2;-;-;-;-;-;37;-;-;-;1896;-;15;-;-;-;36;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;3802
04/2025;qtd_aprovada;"292900 SAO FELIX";-;28;-;24131;636;930;692;502;-;-;25;-;437;-;-;86;7158;-;1;-;-;-;-;-;-;-;161;-;-;1;-;-;3;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4968;-;-;-;-;-;39775
04/2025;qtd_aprovada;"292905 SAO FELIX DO CORIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;222
04/2025;qtd_aprovada;"292910 SAO FELIPE";4625;32;-;2477;-;332;-;-;-;-;-;-;223;-;-;1147;16310;285;-;-;-;-;-;-;-;-;66;-;10;-;-;-;-;19;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;1386;-;-;-;-;-;27015
04/2025;qtd_aprovada;"292920 SAO FRANCISCO DO CONDE";-;32;-;-;-;233;601;326;67;-;21;-;345;-;-;-;1257;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2981
04/2025;qtd_aprovada;"292925 SAO GABRIEL";2898;18;-;2772;-;142;123;-;-;-;-;-;-;-;-;-;1434;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;673;-;-;-;-;-;8060
04/2025;qtd_aprovada;"292930 SAO GONCALO DOS CAMPOS";-;30;-;8087;-;3906;60;-;-;-;-;-;88;-;-;2;22246;1855;-;-;-;-;-;-;-;-;107;-;-;-;44;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36444
04/2025;qtd_aprovada;"292935 SAO JOSE DA VITORIA";3;10;-;-;-;-;-;-;-;-;-;-;30;-;-;-;557;157;-;-;-;-;65;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;76;-;-;-;-;-;927
04/2025;qtd_aprovada;"292937 SAO JOSE DO JACUIPE";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;53
04/2025;qtd_aprovada;"292940 SAO MIGUEL DAS MATAS";-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;20;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119
04/2025;qtd_aprovada;"292950 SAO SEBASTIAO DO PASSE";-;160;5;19051;-;631;325;-;-;-;6;-;671;-;-;711;24345;395;26;-;-;-;-;-;-;-;97;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;1821;-;-;-;-;-;48321
04/2025;qtd_aprovada;"292960 SAPEACU";72;26;-;1322;-;-;256;-;-;-;44;-;44;-;-;37;12337;540;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;490;-;-;-;-;-;15240
04/2025;qtd_aprovada;"292970 SATIRO DIAS";554;26;7;-;-;207;130;-;-;-;-;-;62;-;-;421;13331;-;-;-;-;-;168;-;-;-;26;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;14974
04/2025;qtd_aprovada;"292975 SAUBARA";-;-;237;-;-;190;64;-;-;-;-;-;169;-;-;345;7717;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;988;-;-;-;-;-;9779
04/2025;qtd_aprovada;"292980 SAUDE";10;25;-;2858;-;-;-;-;-;-;-;-;-;-;-;205;5336;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8434
04/2025;qtd_aprovada;"292990 SEABRA";136;225;1;11834;1431;997;291;244;-;-;33;-;382;-;-;481;35054;3031;-;-;1229;-;-;-;-;-;189;-;11;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;55099;-;5;-;1838;-;-;-;-;-;112514
04/2025;qtd_aprovada;"293000 SEBASTIAO LARANJEIRAS";-;3;-;250;-;-;-;-;-;-;-;-;74;-;-;111;3117;364;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;3967
04/2025;qtd_aprovada;"293010 SENHOR DO BONFIM";253;387;79;15116;43;1081;879;905;446;-;20;-;929;-;-;312;18482;828;-;-;2798;-;59;-;-;-;99;-;-;-;-;-;-;1;-;-;-;-;9;-;-;8;-;-;-;-;-;-;98366;35;13;-;24569;-;-;-;-;-;165717
04/2025;qtd_aprovada;"293015 SERRA DO RAMALHO";-;47;-;773;-;172;95;-;-;-;-;-;-;-;-;-;1069;-;-;-;-;-;-;-;-;-;23;-;-;-;3;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;2499
04/2025;qtd_aprovada;"293020 SENTO SE";-;-;-;2051;-;453;-;-;-;-;-;-;36;-;-;-;1694;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1536;-;-;-;-;-;5845
04/2025;qtd_aprovada;"293030 SERRA DOURADA";-;59;-;6197;119;614;50;-;-;-;-;-;209;-;-;-;4703;470;-;-;-;-;57;-;-;-;98;-;-;-;15;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;190;-;-;-;-;-;12818
04/2025;qtd_aprovada;"293040 SERRA PRETA";-;32;-;1838;-;-;37;-;-;-;-;-;110;-;-;168;8661;-;-;-;-;-;-;345;-;-;68;-;3;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;682;-;-;-;-;-;11946
04/2025;qtd_aprovada;"293050 SERRINHA";-;110;27;5563;1335;1286;386;592;491;-;122;-;584;-;-;426;29344;9006;51;-;3151;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;138179;-;32;-;-;-;-;-;-;-;190863
04/2025;qtd_aprovada;"293060 SERROLANDIA";-;27;-;1682;-;-;123;-;-;-;-;-;104;-;-;-;2942;-;-;-;-;-;78;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;1275;-;-;-;-;-;6291
04/2025;qtd_aprovada;"293070 SIMOES FILHO";194;57;122;46401;-;2334;5088;488;206;-;76;-;1521;-;-;130;39379;2249;35;-;-;-;549;-;-;-;323;-;32;-;-;-;3;-;-;-;-;-;76;8;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99277
04/2025;qtd_aprovada;"293075 SITIO DO MATO";-;22;-;4337;-;577;-;-;-;-;-;-;350;-;-;-;2614;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;590;-;-;-;-;-;8490
04/2025;qtd_aprovada;"293076 SITIO DO QUINTO";-;9;-;-;-;-;45;-;-;-;-;-;-;-;-;222;2981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4192;-;-;-;-;-;7449
04/2025;qtd_aprovada;"293077 SOBRADINHO";-;8;-;8829;-;500;297;-;-;-;52;-;134;-;-;-;13429;59;-;-;-;-;58;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;6486;-;-;-;-;-;29920
04/2025;qtd_aprovada;"293080 SOUTO SOARES";-;47;-;933;-;166;-;-;-;-;-;-;166;-;-;-;2179;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1761;-;-;-;-;-;5271
04/2025;qtd_aprovada;"293090 TABOCAS DO BREJO VELHO";-;34;-;1472;-;92;28;-;-;-;-;-;114;-;-;1;2568;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;475;-;-;-;-;-;4813
